lifeStage	reps
adult; 159 day	2
adult; 16 yr 9 mo 15 day	2
adult; 357 day	2
adult; 395 day	2
adult; 9 yr 4 mo 5 day	1
adults: 5, juveniles: 0, cysts: 0, ystoids: 0, egg sacks: 0	419
advanced with feathers	2
begun (incubation advanced)	1
blood in both eggs	1
capsules	26
commenced/blood	1
cowbird fresh, host fresh	1
cowbird slight, 2 host piped, 1	1
died at birth	1
egg: 50	1
eggs/embryos	1
ended	1
flower; fruit	1
fresh - straw yellow yolks	1
fresh, infertile, addled	1
fresh;5	1
full feathered embryos	2
imago: 177	1
imago: 519	1
imago: 89	1
immature (3)	1
in bud, fruit ripe	115
infantile	1
jeune de 6 mois	1
juvenile medusae	3
juvenile; adults, larva	6
large, soft embryos	5
larvae no legs:1 ; larvae with hind legs < 1cm:2 ; metamorph with tail:1 ; adult female:1	1
larvae no legs:13 ; larvae with hind legs > 1cm:21 ; metamorph with tail:1	1
larvae no legs:2 ; larvae with hind legs > 1cm:2	2
larvae no legs:24 ; larvae with hind legs < 1cm:13	1
larvae no legs:3	24
larvae no legs:39 ; larvae with hind legs > 1cm:4	1
larvae no legs:53 ; adult male:1	1
larvae with hind legs < 1cm:2 ; larvae with hind legs > 1cm:1	3
larvae; eggs	7
laying	1
lenght < 5 cm:120	1
lenght < 5 cm:140 ; lenght:5-10 cm:60	1
lenght < 5 cm:2 ; lenght:5-10 cm:3 ; lenght:10-15 cm:7	1
lenght < 5 cm:3 ; lenght:5-10 cm:7 ; lenght>30cm:1	1
lenght < 5 cm:500	3
lenght:5-10 cm:1 ; lenght:20-25 cm:1	1
lenght:5-10 cm:19 ; lenght:10-15 cm:13	1
lenght:5-10 cm:3 ; lenght:15-20 cm:2	1
mature + immature (1) adults	1
medusa/juvenile	1
no record kept	1
nymph 4|exuvia 2	2
nymph female	45
one addled 2 1/2 done.	1
one quarter	3
one-half; 1 fresh	1
planulae	1
sitting	2
skull not fully ossified	5
skull not ossified	23
smallest larvae < 5cm no legs:2 ; larvae no legs:2 ; larvae with hind legs < 1cm:3 ; larvae with hind legs > 1cm:4	1
smallest larvae < 5cm no legs:23 ; larvae no legs:55	1
smallest larvae < 5cm no legs:41	1
soft embryos 1/3	1
teneral:10	3
teneral:1; adult female:1	1
teneral:1; adult male:149; adult female:9	1
topotype	6
well advanced, bones hard	1
{"adult":29, "pulli":5}	1
{"egg":12}	7
"Instar I, II, III (skins)+ pupa"	1
0 juvenile; 24 adult	1
1 Small Embryo, 1 Infertile	1
1 adult +2 larvae	1
1 day complete June 9	1
1 fresh; blood traces in 2	1
1 large embryo, 1 fresh	1
1 male adult, 7 males juveniles, 7 females juveniles	1
1 trace, 1 embryo	1
1/4 formed	4
10 adultos, 3 juveniles	1
12 pupae, 2 larvae	1
126 adult	3
13 days	6
13 pupas	20
13 pupas, 3 larvas	2
15 larvae, 12 pupae	1
15 ninfas.	3
17M 22F 2J	1
18 adults + 61 larvae	1
190 days	2
1F 2j	1
1F, 2J	6
1M, 12F, 2J	1
1st Winter	1
1x1,5mm	4
2 Adult, 5 Juvenile	1
2 Days	15
2 adultos, 2 ninfas	1
2 adultos; 2 subadultos	1
2 adults, 0 Juveniles, 0 Cysts, 0 Cystoids, 0 Egg sacs	390
2 days - Trace in 1	1
2 larvae, 1 pupae and 2 larvae reared to adult	1
2 males, 1 female adult	1
2 pupas, 111 larvas	1
2 yr. & 3 yr.	4
2-3 Days	4
2/3 complete	3
20 crías	4
22 adults	4
23 pupas, 42 larvas	1
24 juveniles	2
24 larves	2
24 pupas, 9 larvas	1
25 MALES	1
269 adult	1
26M	1
27 adults + 32 larvae	1
29 adult	91
2M 3F 7J	1
2M3F7J	1
3 Adultos, 5 juveniles	1
3 eggs on june 14	1
3 last instar larvae	1
3 one half, 1 infertile	1
3 young, 2 infertile eggs	1
3, fresh; 1, slight trace of blo	1
3/4 + addled	1
30day min.	1
38 adults + 2 larvae/pupa	1
39 adults + 15 larvae	1
3M, 1J	1
3M, 9F	1
3M9F	1
4 To 5 Days	2
4-8 år	2
42 adults + 44 larvae	1
43 Adults, 1 Juvenile	1
440 adults	1
447 adult	1
4F  1J	1
4M  2F  4J	1
5 pupae, 4 larvae	2
5-a little down started, 1-unkno	1
5/2 [sic] see card #35 1919	1
54 nymph	1
6 MONTHS	2
6 pupas, 5 larvas	1
6 pupas, 50 larvas	1
61 larvae, 12 pupae, 30 pupae inside exuviae of last instar larval	1
61 unknown	1
64M	1
7 eggs, 1 taken	1
92 adult	8
9F 4J	1
9M, 1F	2
:134; EXT:180mm.; age by plumage	1
A1. Adulto 1. 301-400 cm.	15
A2. Adulto 2. 401-500 cm.	10
ADULT, 1 FEMALE RIPE	1
About two thirds advanced	1
Ad.Wointer	1
Adult Male: 2; Adult Female: 1; Adult: 3	16
Adult, ca 65 cm total length	1
Adult: 18; Adult Male: 11; Adult Female: 7	4
Adult: 24; Adult Male: 0; Adult Female: 0	1
Adult: 37; Adult Male: 23; Adult Female: 14	1
Adult: 56; Adult Male: 26; Adult Female: 30	1
Adult: 8; Adult Male: 0; Adult Female: 0	6
Adult; Pupa; Larvae	4
Advanced (well feathered)	1
Advanced; 1 egg addled	1
All Eggs:Fresh	4
BREEDING ADULTS	1
Clear (see card)	1
EMBRYOS; 2 MALES, 1	1
Eggs #33,34 hatched in captivity	1
Embryo/neonate	4
Embryos forming	5
F3	567
Feathered embryos.	2
Fertile: Not incubated	1
Fresch	1
Fresh and small embryos.	1
Fresh but rotten (1 congealed)	1
Fresh from well begun	1
Fresh to variable	1
Fresh, started in 1 cowbird	1
From fresh to 2/3 advanced	1
Hardly perceptible	1
Held 3 eggs May 20.	1
Held 4 May 29	1
I; II;;;	16
Imm.Sk.Not Oss.	1
Infertile runt	1
JUV	414
JUVENIL	574
JUVENILE, LARVAE	1
Juv-1St Winter	2
Juv. Nestling	1
Juvenile: 11; Adult Male: 25; Adult Female: 3	1
Known to be 5 or 6 days, yet egg	1
L:10in; EXT:16.25in; WCH:5.75in;	1
L:134mm; EXT:220mm.; age by plum	1
L:155mm; EXT:227mm; WCH:70.00mm;	1
L:166mm; EXT:278mm; WCH:92mm; TL	1
L:203mm; WCH:101mm; CUL:11.7mm;	1
L:260; EXT:355; age by plumage	1
L:368mm; EXT:550mm +/-.; age by	1
L:9.25in; WCH:6in; TS:1&5/16in;	1
Lactating	4
Large female w/ eggs	1
Larva 4° Instar	1
Larva de tercer estadio (L3)	172
Mysis II	3
Nestling:Downy J	2
Of last egg deposited= 2 days	1
Paleoceno superior	3
Positive, fresh	1
Ruget 3 Dage. (incubator 3 days)	1
See card.	4
Several Days Advanced	1
Skul ossified.	1
Slight (three days)	1
Slight One Third Incubated	1
Small embryo. Pellets collected	1
Small embyo	1
Subdult	1
Two Ready To Fledge	1
WCH: 335mm; age by plumage	1
Well along; embryos	1
a suggestion	1
about one-fifth	3
adult 1|adult 1|subimago 2	1
adult 1|nymph 8	1
adult 24|adult 10	1
adult 2|adult 1|subimago 3|subimago 1	1
adult 3K+	10
adult 50|adult 8	1
adult 57|adult 49	1
adult 71|adult 21	1
adult class 3	24
adult female:1; adult:14	2
adult female:3; adult male:4	5
adult male:2	189
adult male:2; adult female:2; adult:2	1
adult male:31	1
adult male:7; adult female:2	4
adult; 1.5 yr ?	2
adult; 13 mo 20 day	4
adult; 14 mo 12 day	2
adult; 239 day	4
adult; 37 day	8
adult; 475 day	2
adult; 6-8 yr	22
adult; 75 day	6
advanced 6 or 7 days	1
agam ?	1
all advanced	7
all fresh	52
ancestrula and young	1
began, a few days	1
begun/slight	1
ca. 6 days	2
commenced & addled	1
copepodid; nauplius	7
don't know yet	1
egg: 4	2
eggs cold- abandoned	2
fairly fresh ± 4/5 days	1
first instar fundatrices	3
fresh worthy	1
fresh, 2 begun	1
fresh.  One Molothrus egg also f	1
host slight, cowbird addled	1
host well started, cowbird fresh	1
imago: 178	1
imm. by skull	1
irregular, fresh to very slight	1
irregular, from fresh to slight	1
juv "Young of year"	1
juv zh	9650
juv., 2 wks. old	1
juvenil	3548
juvenile; LT 1 yr	2
juvenile; cysts	1
large embryo, feathers. Not pipp	1
larva and zoea I and zoea II	1
larva de tercer estadio	71
larvae no legs:10 ; larvae with hind legs > 1cm:14 ; metamorph without tail:1 ; adult female:1	1
larvae no legs:12 ; larvae with hind legs < 1cm:40 ; larvae with hind legs > 1cm:22 ; adult female:2	1
larvae no legs:4	21
larvae no legs:42 ; larvae with hind legs < 1cm:5	1
larvae no legs:9 ; larvae with hind legs < 1cm:2 ; larvae with hind legs > 1cm:1	2
lenght < 5 cm:1 ; lenght:5-10 cm:3 ; lenght:10-15 cm:1	1
lenght < 5 cm:3 ; lenght:5-10 cm:5	4
lenght < 5 cm:49 ; lenght:5-10 cm:7	1
lenght < 5 cm:5 ; lenght:5-10 cm:247	1
lenght < 5 cm:7 ; lenght:5-10 cm:1	4
lenght < 5 cm:7 ; lenght:5-10 cm:27	2
lenght:10-15 cm:2 ; lenght:15-20 cm:1	4
lenght:25-30 cm:8	1
moult V	1
neonate; 1 C day	4
not recorded.	4
nymph 6|adult 1	1
one-third Incubated	1
protozoan stage tachyzoites	5
redia; cercariae	8
slight but not variable	1
slight in each	1
slight trace of blood	3
slight, very	1
slight-viable to moderate	2
smallest larvae < 5cm no legs:3 ; larvae no legs:1	1
smallest larvae < 5cm no legs:56 ; larvae no legs:41	1
smallest larvae < 5cm no legs:9 ; larvae with hind legs > 1cm:1 ; adult male:1 ; adult female:1	1
started in all	3
teneral:11	1
teneral:1; adult female:1; adult:15	1
well started in 4, 1 fresh	1
zoea I, II, megalops, crab 1 moults	1
{"adult":27, "pulli":17}	1
{"adult":3, "pulli":4}	1
(11-12) days	1
0.4	2
09 MESES	4
1 Adult, 4 Indeterminate	3
1 Egg Rotten	1
1 Juvenile, 1 Infant	2
1 broken	7
1 egg + 2 young 3.5 weeks	1
1 fresh, 1 embryo, 2 large embry	1
1 fresh, 2 very slight trace of	1
1 infert.; 3 soft embryos	1
1 large embryo	2
1 subadulto (3 individuos adultos).	1
1+ years	2
10 Days advanced	1
10 larvas	2292
10E/1F	1
11-12 years	1
13 adultos	4
149 Adults, 19 Juveniles	1
14M 21F 3J	1
15 Adults, 2 Juveniles	2
15 adult	387
15 adults + 3 larvae	4
15 larvae, 6 larvae reared to adult	1
15M 12F	1
17 unknown	30
19 pupas, 1 larva	1
1F  7J	1
1F 7J	3
1F7J	1
1M 1F 12J	2
1M, JJ	1
2 Fresh, 3 started.	1
2 Yrs	2
2 adultos; 4 juveniles	1
2 ans	3
2 fresh, 1 very slight	1
2 juvenile; 3 adult	7
2 ninfas, 1 larva	1
2 slight, 1 advanced	1
2 sm. Embryos, 1 sl. Bloody	1
2 unknown	3180
2 weeks, 1 addled	1
2.75 years	1
2/3	242
21 adults + 6 larvae	1
21 days	4
22 adults + 10 larvae	2
24 Adults, 4 Juveniles	1
27,0g	6
28 adults + 3 larvae	1
28 adults + 8 larvae/pupa	1
2M 6F 1J	2
3 +	1
3 Adult 1 Juvenile	2
3 pupae, 7 larvae	1
3 pupas, 12 larvas	1
3 small 1 large embryo	1
3 weeks	9
3-5 days	45
3F 16J	1
3Juv	1
3M  1F  3J	2
3m 2f	11
4 Adult, sex unknown	9
4 MALES, 2 IMMATURE	1
4 fresh, 3 just started	1
4 or 5 days at the most	1
4 slight, 1 infertile	1
4 young-of-the-year	8
40 Adults, 4 Juveniles	1
40 nymph	1
41 adults + 2 larvae	2
41 años	2
48 days; Immature	1
5 larvae	9
5 ou 1	1
50 Indeterminate	4
5022-23 slight	1
51 Adultos, 2 Juveniles, 2 polluelos	1
51 Adults, 1 Juvenile	1
52 adults + 17 larvae	1
54 adults + 2 larvae	1
611 adult	1
69 años	2
69 larvas	1
6M 5F	2
6M, 12F	1
7 adult + 74 larvae	1
7 adults + 2 larvae	6
72 MESES	1
8 Adults, 1 Juvenile	11
8 adults + 1 larva/pupa	2
8 larvas, 2 ninfas	1
8 mm	6
8 pupas, 2 larvas	1
9 JUVENILES, 4 ADULT	1
936 addled, no development; 937	1
98-MC02-ES-1, lower eyrie, 1st &	1
; copepodid V	9
;; immature; juvenile; manca	2
;; juvenile; ovigerous	9
;; juvenile;;	3
A third	1
ADULT, JUVENILE	77
ADULT; SKULL COMPLETELY OSSIFIED	2
ADULTS, JUVENILES	3
AMMOECETE	4
About complete	1
Ad. Winter	230
Additional data on card	1
Adult, Juvenile	53
Adult: 15; Adult Male: 8; Adult Female: 7	3
Adult: 16; Adult Male: 7; Adult Female: 9	1
Adult; skull fully ossified	3
Al. iv.	1
Almost fully developed	1
BURSA 8 X 5 MM	1
Broken in nest: yolk intact	1
CVI	246
Cracked and rotten	1
Cretácico Medio	2
Decomposing small embryos	1
Egg fragments	33
Egg shell and embryo	1
Eggs perfectly fresh	1
Eight days	7
F4	449
Female	1164
Foetus	91
Fresh, eggs missing	2
Fresh, probably commenced.	1
From eyrie which fledged 2 young	2
Fully 1/3 completed	1
HY 2009	1
Hatched and crushed	3
II; I;; juvenile	1
II;; juvenile; ovigerous;;	1
Imm.; S.N.O.	1
Information not given	1
L:208mm; WCH;127mm; CUL:21mm; TS	1
L:240mm; age by plumage	1
Large embryo and yolk sac.	1
Large embryos- nest was abandone	1
Large embryos; 1 infertile	1
Larva	60771
Larvae, lot of 16	1
M Juv.	1
MALE AND FEMALE	6
Medium embryo (caustic)	1
Near Fresh	1
Nest held 5 eggs-2 of the eggs w	1
No embryo formed	1
No se cuenta con el dato	28623
None: 6	1
Not commenced	11
Oeufs	29
Old nest. See data card.	1
One Addled, One Young,+fragments	1
One third complete	2
Ovarian eggs	1
Part of abandoned clutch of 2	1
Showing in 1 egg	1
Skull 100% oss	23
Skull 50% oss	9
Sli. in one, far adv. in one & t	1
Slight to well formed embryos	1
Small skull window	1
Two eggs infertile, two eggs unk	1
U-Ad.; Sk.N.Os.	1
U-Imm?	6
Uknown	5
Very considerable indeed	2
WCH:385 mm.; age by plumage	1
Young hatched from nest in wild.	1
[Juv.?]*	1
[Nestling]	1
[yg]	4
about 5 days. 1/3	1
adult + immature + egg cases	1
adult 100|adult 1	1
adult 1|adult 18	1
adult 37|adult 48	1
adult 4,7 y	1
adult 60|adult 28	1
adult class 4	5
adult female:3; adult male:18	1
adult female:3; adult male:5	2
adult male:2; adult female:2; adult:3	3
adult male:3	84
adult male:7; adult female:3	1
adult, post breeding	1
adult; 924 day	2
adults: 3, juveniles: 0, cysts: 0, ystoids: 0, egg sacks: 0	4519
advanced, 1 egg adled	1
al. ♂	1
begun; 5 days	1
coenurus	6
copepodite	776
craneo duro	3
deserted, none.	1
egg: 5	2
embryo; 1 day	2
embryon n°2B	1
ephippia	29
evidence of embryo	1
far adv in 2 eggs marked plus in	1
fersh	3
fledging	1
flowering and fruiting	42
flowers	28
fresh (?)	1
fresh - very slight	1
fresh and showing blood	2
fresh to 3 or 4 days	1
fresh to 4 days	1
fresh; female on nest	1
fresh; showing blood; small embr	3
greatly advanced	5
hourre?	1
im.(?)	1
imago QP	9
juv; 26 Days Old	1
juvenile: 39	1
juvenile; 7 mo	4
large embryo (dead)	1
larvae no legs:30 ; larvae with hind legs < 1cm:30	1
larvae no legs:4 ; larvae with hind legs < 1cm:37	1
larvae no legs:5	14
larvae no legs:51 ; larvae with hind legs > 1cm:2	1
larvae no legs:8 ; larvae with hind legs < 1cm:16 ; larvae with hind legs > 1cm:5 ; adult male:1 ; adult female:1	1
larvae with hind legs < 1cm:2 ; larvae with hind legs > 1cm:3	1
lenght < 5 cm:1 ; lenght:5-10 cm:3 ; lenght:10-15 cm:2	1
lenght < 5 cm:14 ; lenght:5-10 cm:24	1
lenght < 5 cm:3 ; lenght:5-10 cm:6	2
lenght < 5 cm:7 ; lenght:5-10 cm:2	1
lenght < 5 cm:7 ; lenght:5-10 cm:28	1
lenght:10-15 cm:2 ; lenght:15-20 cm:2	2
lenght:5-10 cm:16 ; lenght:10-15 cm:1	1
lenght:5-10 cm:32 ; lenght:10-15 cm:1	2
medium-large embryos	1
metamorph without tail:1	18
n/a	2842
no development/addled to advance	1
not recoreded	4
nymph 4|exuvia 4	1
o ou 1	13
of 3 or 4 days	1
ovigerous; subadult	1
post larval stage II and moult	2
post-puerulus stage	1
premature; juvenile	2
set completed June 10	1
six fresh, two advanced	1
skull not quite fully ossified	1
slight red	1
smallest larvae < 5cm no legs:1 ; larvae no legs:1 ; metamorph with tail:1	1
smallest larvae < 5cm no legs:3 ; larvae no legs:2	1
sy	1484
teneral:3; adult female:1; adult:1	1
teneral:50	1
the yolks almost filled with blo	1
tube	6
two fresh-4 started	1
unge 1 år	7
very advanced	73
well advanced in 2 - others addl	1
wild eggs, 2 hatched in captivit	1
{"egg":16}	2
"""Larvae, 13 mm"""	9
"Adulto; Huevo"	1
"small"	1
0 juv	1
0.5	1
0x5mm	2
1 ADULT; 23 JUVENILE	1
1 Adult, female	22
1 Fresh; 2 started	1
1 egg started, 1 egg addled	1
1 egg; 1 young predated	1
1 incubated (2 young)	1
1 infertile; 1 slight; 1 started	1
1 juvenile; 30 adult	1
1 protoninfa, 3 tritoninfas.	2
1 pupa, 87 larvas	1
1 year, 10 months 11 days	1
1 young 11 days (1 of 2)	1
1 young in nest, egg rotten when	1
1 young, 2 eggs	1
1+ yr	2
1/4 - 1/2	1
10 Day Nestling	1
101 adults + 35 larvae	1
10M10F	3
111 unknown	1
115 adult	3
12 ADULT; 34 JUVENILE	1
12 tadpoles	1
12M 18F	1
12x6mm	22
131 adultos	2
16 adults + 14 larvae	1
16 days for 3, 1 addled	1
18 Adult	2
1F, 6J	1
1M 10F	2
1M 2F 1J	11
2 abandoned and dented eggs.	1
2 adults + 22 larvae	1
2 chicks 4 weeks + 1 egg	1
2 embryons	1
2 females adult, 4 females juveniles	1
2 very slight; 1 bones; 3 advanc	1
2/20-3/23. Site failed before ha	1
2/4	2
2472 advanced	1
25 adults + 5 larvae	1
2?	3
2M 2F 20J	1
3 eggs fresh; 1 6-8 days	1
3 larva	254
3 oeufs	4
3-1/3, 2 infertile	1
30 adults + 10 larvae	1
30 larva	4
31 adults + 8 larvae	1
35 Indeterminate	3
38 adults + 5 larvae	1
3m 7f 6j	1
4 crías	5
4,5	1
4,5x2mm	2
4F 1J	5
4M  3F  10J	1
5 FEMALES, MALE JUVE	1
5 hatched in wild	1
50% incubated	2
50% oss	1
55 años	99
6 Adult, 1 Juvenile, 3 Indeterminate	1
6 Juv	2
6 adults	48
6 egg	229
6 juveniles, 5 crías	1
6 mo.s old, fed on c	1
6 months	12
6 years old	3
64 adults + 4 larvae	2
7 adults + 30 larvae	1
7 larva, 7 pupae, 32 pupal chambers	1
7M  11F  21J	1
8 - 10 days	1
8 larvas	649
8-O, 2-B	1
85 unknown	2
8x3mm	6
93 pupas	1
; young	8
ADULT FEMALE-RIPE	3
ADULT MALE, 4 FEMALE	1
AV	3
About 10 days	13
About three-quarters	1
Adult Male: 10; Adult Female: 2; Adult: 12	1
Adult Male: 3; Adult Female: 4; Adult: 7	3
Adult: 120	1
Adult: 22; Adult Male: 2; Adult Female: 0	1
Adult: 39; Adult Male: 0; Adult Female: 0	1
Adult: 86; Adult Male: 44; Adult Female: 42	1
Adult; Adult; Pupa; Larva	1
Age 5 days	3
Al.v.♀♀	3
All Rotten	1
All eggs fragments only, eggshel	7
Almost complete.	1
BJ4. Juvenil 4.	12
Bad, 3/4	1
Bloody	123
Both sets fragmens only	2
Dead/ Abandoned	1
EGG CASE	12
Egg 1 fresh, 2-4 small embryos	1
Egg failed with large embryo.	1
Eggs slightly incubated	1
F5	632
Far advanced	283
Female eggs N=15	1
Fresh (4) To Soft Embryos	1
Fresh to about half	1
Fresh to over 1/2	1
Fresh, apparently commenced	1
Fresh- yolkless	1
Fresh: there might have been ano	1
From fresh to very near hatching	1
Galle	3
Gosner 39: tadpole w/hind subtubercles	39
Hatched At Santa Cruz Predatory	1
Hatched in incubator.	1
I; II; juvenile	106
II; juvenile; I	1
II; juvenile;;; ovigerous	1
IMM	4
JUVENILE; 4 ADULT	1
Juv. (?)	6
Juv. 2 weeks old	1
L:10&1/8in; EXT:17in; age by plu	1
L:10.75in; EXT:17in; TL:4in; age	1
L:150; EXT:221.; age by plumage	1
L:202mm; WCH:126mm; CUL:28mm; TS	1
L:203mm; EXT:325mm; age by pluma	1
L:227mm; EXT:439mm; age by pluma	1
L:6.75in; EXT:11.60in; WCH:4in;	1
Larvae, eggs	1
Moderate-dead; from nest with 2	1
Much blood	1
N1	33
NO SEX	72
Nest failed	4
None: 7	6
Not  recorded	21
O (see card)	1
One infertile, one with fully fo	1
Pleistoceno tardío	63
Probably fresh	1
Robin considerable, Cuckoo fresh	1
SNO Juv	1
Showing  blood, Small embryos	1
Slight (held 2 April 6)	1
Slight traces	4
Soft embryos	122
Two-thirds advanced	1
U-Subad.	28
UL	8
WCH:216 mm.; age by plumage	1
WCH:232 mm.; age by plumage	1
WCH:292; TL:125.3; CTO:37.5; TS:	1
WCH:304; TL:132.9; CTO:39.5; TS:	1
Whole addled egg from site #3	1
adult 104|adult 132	2
adult 126|adult 8	1
adult 13|adult 56	1
adult 144|adult 44	1
adult 17|adult 5	3
adult 236|adult 112	1
adult female:1; adult:16	1
adult female:20; adult male:30	1
adult female:3; adult male:6	2
adult male:11; adult female:1	1
adult male:21; undetergent:7	1
adult male:27; undetergent:30	1
adult male:28; undetergent:17	1
adult male:2; adult female:2; adult:20	1
adult male:4	38
adult male:75; adult female:25	1
adult male:7; adult female:4	2
adult; 1 yr 6 mo	2
adult; 11 mo 20 day	2
adult; 288 day	6
adult; 48 day	6
adult; 486 day	2
adult; 86 day	6
adulte	890
adults: 7, juveniles: 1, cysts: 0, ystoids: 0, egg sacks: 0	6
advanced 3 or 4 days	1
began (about 1/4)	1
blood showing	5
chick 10 day	1
congealed - nest deserted	1
egg addled	1
egg fresh	2
egg: 15	1
egg: 6	1
embryo present	1
embryo; adult	5
eudoxid larvae	1
feathered embyos	1
fresh (trace in two)	1
fresh for two, slight in one, 1/	1
fresh, several days	1
fresh,- orange colored yolks	1
fresh. 2 badly broken	1
fresh} infertile	2
hard set.	1
host begun, cowbird farther adva	1
imm based on very short bill len	1
infertile, dried up	2
irregular - from slight to small	1
juv (4+ mo)	2
juvnile	2
juvunil	1
large embryos (feathers)	1
largest approximately 5 years old	2
larvae II	1
larvae no legs:110 ; adult female:1	1
larvae no legs:182 ; adult male:1	1
larvae no legs:2 ; larvae with hind legs < 1cm:1 ; larvae with hind legs > 1cm:1	2
larvae no legs:4 ; larvae with hind legs < 1cm:38	1
larvae no legs:6	20
larvae no legs:60 ; larvae with hind legs < 1cm:53 ; larvae with hind legs > 1cm:95 ; metamorph with tail:64	1
larvae no legs:7 ; larvae with hind legs < 1cm:18 ; larvae with hind legs < 1cm:4 ; larvae with hind legs > 1cm:7 ; larvae with hind legs > 1cm:37 ; metamorph with tail:1	1
larvae with hind legs < 1cm:1 ; larvae with hind legs > 1cm:1 ; adult female:1	1
larvae; age 70 days	2
lenght < 5 cm:1 ; lenght:5-10 cm:70	1
lenght < 5 cm:3 ; lenght:5-10 cm:7	5
lenght:10-15 cm:2 ; lenght:15-20 cm:3	1
lenght:5-10 cm:1381 ; lenght:25-30 cm:3 ; lenght>30cm:4	1
lenght:5-10 cm:16 ; lenght:10-15 cm:2	2
metacercària	3
metamorph without tail:2	5
metamorph(s)	177
one 7/8 and one rotten	1
post larval stage II?	1
postephipal form	1
quite addled, advanaced	1
quite bloody	1
set completed June 11	1
several larval stages	4
showing blood & small embryos	2
slight. Ok.	1
slight; 1 fresh	2
slightly decomposed	1
smallest larvae < 5cm no legs:18 ; larvae with hind legs < 1cm:1 ; larvae with hind legs > 1cm:1 ; adult male:1	1
smallest larvae < 5cm no legs:9 ; larvae no legs:65 ; larvae with hind legs < 1cm:46 ; larvae with hind legs > 1cm:26	1
snco	2317
stage VI	18
stage and sex unknown	647
started 3 days	3
started, 2 infertile	1
sub ad.	3
teneral:13	2
two half, two addled	1
two third	1
very small embryos to clear/pale	1
young formed	3
young new born	2
{"adult":10, "pulli":0}	4
{"adult":6, "pulli":21}	1
{"egg":37}	1
{"juvenile":3}	3
+(2)	1
.15	1
0.6	2
1 Juvenile, 2 Indeterminate	1
1 about 1/3, 4 about 1/4	1
1 broken, 1 slight trace of bloo	1
1 egg + 4 young 3 weeks old	1
1 egg with embryo	1
1 juvenile 9 adult	1
1 male juvenile	1
1 preadulto, 2 juveniles	1
1 tadpole, 2 adult	1
1 yr  2 mo.	1
1,5x1,5mm	2
1,6-2 mm	27
1-2 yrs.	1
1/2 advanced	74
1/3rd incubated	3
10 larves	4
10% to 40%	1
100 huevecillos	3
101 adult	8
103 mm	1
10M 22F	1
123 adults + 14 larvae	1
129 adult	4
13 adults| 0 larvae| 0 pupae| 0 cocoon	7
14 pupae, 7 larvae	1
1439-40 fresh; 1441 slight	1
16 pupas	9
16M  20F	1
16x9mm	2
18 larvas	55
19 juvenile; 10 adult	1
1M 2F	87
2 a 3 months old	5
2 adultos, 1 indeterminado	2
2 adultos; 2 juveniles	3
2 fresh; 1 with trace of blood	1
2 large embryos; 1 infertile	1
2 protonymph	22
2 young, 1 wk 3.5 weeks.	1
2-day juv.	1
2/5	41
2/5 or more	8
2202 advanced; 2204 advanced-fea	1
24 Adults, 2 Juveniles	1
278 larvae of second instar, 535 larvae of last instar	1
3 & 4 days	1
3 adults + 24 larvae	2
3 small emb., 1 showing blood	1
3-4 YEARS	1
3-4 mm	291
30 adults + 7 larvae/pupa	1
30%	6
307 adult	1
3M5F1J	1
3m 6f	1
4 Adultos indeterminados	1
4 deutoninfas.	2
4 eggs slight; 2 eggs 1/2	1
4 fresh 1 inf.	1
4 young 1 egg	1
4059 addled	1
42 adults| 0 larvae| 0 pupae| 0 cocoon	1
45 Days Infertile	1
4x5x2,5mm	2
4x8mm	2
5 Indeterminate	45
5 ad, 6 pulli	1
5 days - see data card for detai	1
552 Adults, 39 Juveniles	1
5m 24f 8j	1
6 ADULT; 16 JUVENILE	2
6 juvenile; 7 adult	2
6 stage & sex unknown	1
6M, 16F	1
7 adults sex unknown	2
7 år 6 mån	1
7/8 hatching	1
7B/8B/9B	1
7M  2F  62J	1
8 juveniles, 3 adultos	1
8 mo	1
8 pupas, 37 larvas	1
8,9I	1
9+ years	1
92 larvas	3
95 adult	9
95 adults + 10 larvae	1
98-SC10-ES-1, hacked	1
; zoea I; zoea II; megalopa	2
>2 år	3
A week sat on	1
ADULT; GRAVID FEMALE	1
About four days	2
About two weeks	5
Ad.Win.-Ad.Sum.	13
Adult - 5 years	1
Adult Male: 1; Juvenile: 1	1
Adult Male: 2; Adult Female: 2; Juvenile: 3	1
Adult laying.	1
Adult skull 100% oss	3
Adult: 109; Adult Male: 65; Adult Female: 44	1
Adult: 136; Adult Male: 81; Adult Female: 55	1
Adult: 20; Adult Male: 11; Adult Female: 9	1
Adult: 24; Adult Male: 18; Adult Female: 6	1
All 3 meduim embryos	2
At least 3 days	1
Barley started	1
Begun in half of set.	2
Begun to 1/2	1
Bird on nest.	1
Br.	103
Cyprus larva	2
Dry--all large embryos	1
Eggs 32,33 hatched; eggs 34,35 d	1
Embryos, started	1
F6	3139
FEMALE, 2 MALE UTERI	1
Far adv.	8
Fish spawning in nes	1
Four eggs laid; two hatched. One	1
Fresh To Begun	1
Fresh- 1/3.	1
Fresh; Started In 3	1
From Oviduct	1
Fundatrices	2
HI2bis. Infantil 2.	1
Half?	1
Heavy (badly)	1
Hydrophilidae	58
IV. Adulto	184
Immature Fruit	2
Inc. Feathered embryo	1
Incubated 17 days; 1 large embry	1
Infertile	996
Just Starting	1
Juv.?	21
L:10.50in; EXT:17.25in; WCH:5.25	1
