behavior	reps
advertise; Social context: family; perform visual display	1
advertise; court; call; song	3
advertise; mate; call	3
advertise; song; establish flock contact	1
arrive; perform courtship display	3
at nest hole in willow	1
call; advertise	3127
call; advertise; court; copulate; fly; perform visual display	1
call; arrive; perform visual display	1
call; barks	5
call; care for young; emit alarm	4
call; depart; Social context: mixed; Social context: family	2
call; depart; advertise; fly; establish flock contact	1
call; eat; land; take flight; displace; be displaced; hop	1
call; emit alarm; fight; fly	1
call; establish parent young contact; beg; care for young; fly	4
call; establish parent young contact; beg; care for young; scold	1
call; flight song; song	3
call; forage; contact	2
call; lek; advertise; court; fight	1
call; perch; perform courtship display	1
call; scold; fly	5
call; song; advertise; mate	116
call; song; advertise; mate; perform visual display	5
call; song; court; advertise	1
call; song; mimicry; emit alarm	1
collected with parents	1
colony of 30 nesting	2
comiendo en platano	2
comiendo frutos de Alchornea sp	1
court; forage	2
crawling out of ditch	1
depart; preen; wipe bill	1
feeding on seeds of Red River Maple	1
female flushed when almost stepped upon, male joined female	1
flap; fly; perch	2
fly; cast pellet; watch; perch	1
fly; hop; perch; call; depart	1
fly; hover; defecate	2
fly; perch; song	1
forage; eat; depart	3
forage; mechanical sound; fly; call	1
forage; perch; song; call; fly	1
forage; walk; swim; stand	1
forage; walk; yawn	1
hop; forage; walk	1
in same group as KZ 2879, 2880 and F 13367	1
in top of tall tree	1
land; perform courtship display; call; swim; take flight; stretch	1
land; walk; stand; Social context: flock	1
lek; perform visual display	93
molt	2
on flowers of Carduus nutane	27
on small on edge of jungle	2
paired with KZ 2921	1
perch; call; wipe bill	1
perch; eat; depart	1
perch; hop; lek; forage	1
perch; song; cast pellet	1
perform visual display; call	51
run; preen	1
run; walk; Social context: herd; forage	1
scold; Social context: family	1
scold; duet	1
song; advertise; mate; perform nest relief	7
song; fight; perform visual display	2
song; mate; perform nest relief	1
stand; take flight; fly	2
stand; walk	61
stretch; preen	4
swim; forage; scratch; eat; preen	1
swim; surface dive; forage; eat	2
swim; yawn	1
take flight; fly; eat; forage; swim; land	1
tape #16	1
tape #19: 328-337	1
tape NIA: 150-310 (CR Barlow)	1
threaten; preen	1
threaten; swim	3
volando bajo (10m)	1
1 of pair seen	2
1.5 m in Picea mariana	2
3m high on Nyssa trunk	1
En disputa territorial y/o despliegue de cortejo	1
En rio garupal	1
En vuelo. En quillotocto (Tecoma stans).	1
Feeding on sap.	2
Forrajeando en dosel	2
Incubando	9
Juniperus	11
Nest bldg.	1
On flowers of Pedicularis groenlandicus	1
Parte alta de caracoli	3
Perchados en árbol seco	1
Reclamo y canto	1
Sheltering in nest, head up	1
Swept from flowering branches of Prunum gravesii 3:30 - 5:15 PM (E.D.T.)	1
Under flat rock near base of lava low mountain.	1
advertise; call; fly; forage	1
advertise; contact; call; song	17
advertise; song; dawn song	1
attack; emit agonistic call; forage; call	1
barks; squeaks	3
call; chorus; advertise	1
call; depart; arrive; advertise	1
call; depart; arrive; fly	35
call; depart; copulate; mate	1
call; drink; bathe; flap; swim	1
call; eat; fly	1
call; establish flock contact; forage; Social context: colony	1
call; flush; perform visual display	1
call; mechanical sound; depart; arrive; fly; establish flock contact	1
call; mechanical sound; flush; emit alarm; fly	1
call; mechanical sound; song; dawn song; advertise; forage; establish flock contact	1
call; song; mate; advertise; Social context: family	1
call; song; mate; beg; perform nest relief; care for young; perform visual display	1
call; song; mate; care for young	2
call; song; subsong; advertise; forage	1
call; take flight; stand	2
care for young; rest	4
chew; eat; forage; peck	1
chorus; call	6
depart; fly; call	4
depart; hop; stand	1
displaying crown to female?	1
eat; Aggression/defense; be displaced; forage; fly; call; song; hop; walk; run	1
eat; fly; forage	1
eat; forage; peck	1
emit agonistic call; fly; flight sound; call	1
emit alarm; court; call; song	1
emit alarm; establish flock contact	3
emit alarm; fly; contact; court; mate; call; perch	1
feeding in field	1
feeding on caterpillars	1
female flushed	2
flew from 1 of 200 nest in sandbank	1
fly; call; forage	5
fly; depart; jump	1
fly; enter nest cavity; exit nest cavity	3
fly; land; ruffle; perch; take flight	1
fly; song; land	2
forage; call; hop; take flight	1
forage; fly; depart; eat; preen	1
forage; hop; lek	1
forage; take flight; perch	1
forrajeando en yarumo	1
found on a flower	2
from a colony of ca 70 birds with eggs	12
large colony mostly with young	2
male watching from next tree, and sailed calling when approached, both birds left	2
mechanical sound; Social context: colony	1
mechanical sound; eat	1
mechanical sound; preen	6
mechanical sound; song; depart; court	1
mechanical sound; song; dusk song; advertise	5
mechanical sound; song; mate; fly; establish flock contact	1
mob; Social context: colony	1
nectaring	1
on flowers of Aquilegia canadensis	1
perch; forage; hop; fly	1
perch; forage; take flight; hop	1
perch; lek; hop	16
perch; preen; sleep	1
perch; vocalize; hop; depart; hop; arrive; hop	1
perform courtship display; lek	2
perform visual display; hop; fly; call; perch	8
perform visual display; vocalize	16
pheromone trap WM10NJ15	9
reared by Lonchura striata foster pair. Genetic mother b/BN. father v/y. tapes 1995:17B,1996+1997	1
run; perform pup/female interaction	1
silent	1
singing 2 part and 4 part song	1
sit on nest; brood; feed young; land; take flight	1
sit on nest; incubate; pant	3
sit on nest; stand; brood	11
slither; swim; stick out tongue	1
song mimics Lagonosticta rara,	2
song; call; mate; fly; establish flock contact	2
song; call; mechanical sound; advertise; scold	1
song; call; scold; duet	1
song; fly; land	1
song; mate; beg; Social context: family	1
song; mob; fight; perform visual display	1
song; perch; call	7
stand; lie	3
stand; preen; walk	3
stretch; scratch; peck; forage; eat; drink	1
swim; feed young; sit on nest	1
swim; forage; flap	1
take flight; fly; swim; forage	1
take flight; song; call; perch	1
tape #17: 052-152	1
walk; forage; run; drink	1
with brood of 8 to 10	2
yawn; rest; stand	1
2 al vuelo	1
Aggression/defense; fly; perform visual display; call	1
Borde de bosque, forrajeo	2
Cantando y perchados	1
En dosel	21
Foraging?	1
Forrajeando en Montanoa quadrangularis	2
Forrajeando en estrato medio	19
Forrajeando en palicurea	1
In crevice of large boulder, near base of long low desert mountain chain.	1
Infested	13
Libando en estrato medio	1
On flowers of Onobrychis	2
On flowers of Thermopsis	5
Ran from basking on large boulder to edge of brush.	1
Sitting on cow dung	1
Social context: colony; perch; run; call	1
Social context: colony; preen; perch	5
Social context: flock; stand; stretch	1
arrive; call; Syrinx	1
birds watched collecting	2
build nest; carry nest material; call	1
call; advertise; Social context: family; establish flock contact	3
call; beg; care for young; emit alarm; Social context: family	1
call; contact; emit alarm	1
call; dawn song	55
call; establish parent young contact; forage; establish flock contact; Social context: mixed	1
call; flock; fly	1
call; fly; forage; mechanical sound; walk	1
call; mate; court; fly	1
call; mate; forage; fly; Social context: family	1
call; mechanical sound; duet; bill drumming; forage	1
call; mechanical sound; emit alarm; roost	1
call; mechanical sound; song; depart; fly; arrive; advertise; forage; fight	1
call; mimicry; emit alarm; scold	1
call; perch; bill swipes	2
call; run; take flight	2
call; song; forage; fly; establish flock contact	1
call; song; subsong; advertise; mate	1
care for young; carry food in bill; sit on nest	1
carry food in bill; fly; perch	3
carry nest material; fly	3
carrying cotton	3
caught in chicken house	2
courted by male amauropetryx, fed with him.	1
crawling up wall	1
crossing road at dusk	2
depart; advertise	1
depart; roost	1
drying pools and under vegetation in mud from open cypress area	1
eat; sit on nest	4
eat; walk; Social context: herd	1
eating a White-throated Sparrow	2
en percha baja casi a nivel del suelo	1
en rama seca parte alta	2
en árbol	17
establish flock contact; call; perch; Syrinx	2
fight; walk	1
flew to wilsoni call site, courted by 4907.	1
fly; call; roost	4
fly; perch; displace	1
forage; advertise; song; Syrinx	2
forage; knocks; cling	4
forage; land; take flight	2
forage; song; walk	1
forrajeando en bandada mixta	2
found on wild grapevine	2
from nest with 4 eggs	2
hacia el piso por el arroyo	1
hemerocallis fulva	3
in nest with 2 downy young	2
in small flock of 15-20 feeding on seeds	2
indiviuos moviendose entre las ramas de arboles entre el bosque	1
jump; flap	2
land; walk; forage	1
mews	5
mistaken for bat	2
near Quail pens	2
netted	11
one of five fledged	1
pant; lie	1
perch; scratch; preen	1
preen; Social context: flock; call; swim	1
preen; bill swipes; perform courtship display	1
preen; stand; scratch	3
reared on Nolina microcarpa	1
recorded song. tape #22: 060-108, mimics L. senegala	1
replacement male beta at G-1 site. song mimics Amandava subflava. tape 53A: 360-452	1
rest; preen; call	1
road	2
ruffle; stand; preen	1
seen brooding empty nest on June 29	2
shot at nest in cliff	1
song mimics L. sengala, recorded, tape #35A	1
song tape recorded 13 Nov. mimic Amaudava subflava. tape 7B: 298-312	1
song tape recorded, mimics L. rubricata, tape 23A.B	1
song tape-recorded. shot from some song perch as 5 other male male codr.	1
song taped, mimics Lagonosticta nitidula, tape #13B, 14A	1
song; advertise; mob; fly	2
song; dawn song; whisper	2
song; lek	89
song; mate; court; emit alarm	1
stand; carry food in bill; walk	2
walk; call; run	1
walk; eat	12
walk; forage; eat; stand	1
with 3 flying young	2
with prey	1
1 of 3 with parent	2
1 of many	1
250 W ojo con punctosa	1
4 young raised in nest	1
A 1 metro de altura	1
Associated with heathland	7
CHASING	4
Crossing Road 2330 hrs	1
Dead on road	234
En arboles pequeños	1
Forrajeo en la parte alta del dosel, es muy oscuro, tipo Amazilia, no se alcanza a ver bien	1
Found alive at bottom of bucket. In shock and unresponsive. Died 15-20 minutes later.	1
Incubando dos huevos en arbusto de café	1
Perchado, Forrajenado en dosel	2
Pheromone trap "bin 2"	11
Una pareja Forrageando	1
Vocalizacion mecanica	1
ad male singing in group of 4-family.	1
advertise; fly; call; perch; court	1
at call-site of male removed a few hours earlier	1
barn eaves	1
bred successfully with female P. phoenicoptera & P. hypogrammica. song as in P. phoenicoptera (taped). Tape 1990 #25, 26	1
call; beg; feed young; care for young	1
call; carry nest material	1
call; duet; advertise; Social context: family; establish flock contact	1
call; establish parent young contact; fly; emit alarm	3
call; flush	53
call; forage; court	1
call; mechanical sound; beg; forage	1
call; mechanical sound; bill drumming; establish parent young contact; beg; forage; care for young	1
call; mechanical sound; dawn song; depart; arrive; fly; Social context: colony	3
call; mechanical sound; fly; advertise	4
call; song; advertise; emit alarm; scold	1
call; song; beg	10
call; song; court; copulate; Social context: colony; perform visual display	1
call; song; dawn song; duet; advertise	3
call; song; mechanical sound; advertise	2
call; subsong; establish parent young contact; beg	1
care for young; depart; arrive; carry food in bill	1
could fly fairly well	1
defecate	3
defecate; fly; call; depart	1
defecate; song; perch; depart	1
depart; defecate; perch	1
depart; forage	1
displace; song; bill snap; mechanical sound; call	1
eat; feed young	5
establish flock contact; Social context: colony	1
ex larva	3
feeding on ground in flock of 6.	1
fight; fly; call; song	1
flight sound; call; fly; mechanical sound	1
fly; hop; scratch; perch	1
fly; land; swim; call	1
flying 10 yards from ice edge	4
forage; call; subsong	1
forage; swim; scratch; take flight; drink	1
forage; walk; establish flock contact	1
foster parent of a young Cowbird (Molothrus ater)	1
from a group of males	2
from a nest of 3 eggs and 1 young	2
hop; perch; bill swipes; vocalize	1
hop; walk; vocalize	1
in sand at base of sandstone bank.	1
land; walk; fly; run	1
large colony nesting but few full sets when these were collected	2
lek; fight; vocalize	1
lek; song; perch	3
libando heliconia, sotobosque	1
mechanical sound; advertise; court; Social context: colony; perform visual display	1
mechanical sound; bill drumming; court	1
mimicry; subsong; forage; perform visual display	2
nest in hole in telegraph pole, 5 ft high	2
on flowers of Aguilegia caerula	1
on flowers of Aquilegia caerula (white)	39
on flowers of Vaccinium.	4
on flowers of delphinium barbeyi	2
on territory	7
overnight in seed umbel of Deucus carotta	2
perch; sit on nest; beg	1
perch; song; fly; depart	1
pheromone trap Q	6
pond of M nigeriae B/G who mimics song of quail finch.	1
preen; brood; call; beg	1
preen; perch; land	1
preen; perform courtship display; vocalize	2
roost; fly	1
singing whisper song like Savannah in theme but like Grasshopper sparrow in pitch and volume	1
single bird	9
sit on nest; call; displace; take flight; perch	1
sit on nest; incubate	30
sleep; roost	2
song; counter singing; mate; advertise	1
song; dawn song; fly	57
song; forage; Social context: troop; Social context: mixed	1
song; mate; court; fly	1
stand; call; bob; walk; take flight	1
take flight; land	3
tape #19	2
under rocks etc on sides of Rock Creek	17
vocalize; perform courtship display; preen	5
walk; stand; perform courtship display; flap	1
wing flaps	2
with male and 5 young	2
Aggression/defense; flight sound; call	1
Comiendo frutos de Palicourea sp.	1
Eating Helianthus giganteus when found	1
En poste de luz	1
Forrajenado en Cordia allidora	6
Forrajeo parte alta	5
Forrajeo parte baja	1
LEAPING	1
Mother w/Gy, father o/r. Reared by L. senegala, fledged 25 July 2001.	1
On flowers Sicvos angulatus	2
Pastando	5
RESTING	61
Running about on sparsely vegetated soil	1
acicalándose	4
advertise; contact; perform courtship display; call; dawn song	1
alive on Road	1
asleep	1
at Agalinas sp.	1
at Asclepias syriasa	1
bathe; preen; rest	2
bill swipes	1
call; advertise; fly; Social context: colony; establish flock contact	1
call; beg; forage	1
call; care for young; fight	1
call; depart; scold; emit alarm	1
call; dusk song; emit alarm	4
call; emit alarm; scold; fly; Social context: family	1
call; emit alarm; scold; mob; Social context: mixed	1
call; establish flock contact; Social context: family	7
call; mate; advertise; forage; establish flock contact; Social context: mixed	1
call; mechanical sound; advertise; court; beg	1
call; mechanical sound; mate; Social context: colony; perform visual display	2
call; mechanical sound; song; copulate; court; whisper	1
call; soar; mate	1
call; song; mate; advertise; establish parent young contact; forage; Social context: family	1
call; subsong; mate	1
care for young; vocalize; wing flaps	1
carry food in bill; exit nest cavity	1
chew; perch	1
colony of 15 nests	2
court; call	8
defecate; forage; walk	2
defecate; take flight; perch; preen; call	1
depart; defecate; perch; preen	1
depart; eat; perch	1
depart; forage; fly; establish flock contact	1
depart; perch; perform courtship display	1
emit alarm; perform distraction display	2
estrato medio alto, forrajeo	1
flew from nest	2
fly; Social context: flock; land; swim	1
fly; flap; call	1
fly; yawn; perch	2
flycatch; forage; depart; fly	1
forage; call; mechanical sound; song	1
forage; establish flock contact; advertise; call	2
forage; perch; take flight; call	1
forage; preen; perch	6
forage; swim; call; Social context: flock	1
forage; swim; feed young	1
foraging along stream	1
had brood of 4 young	1
hop; perch; eat; forage; bob	1
hop; perform courtship display; perch; lek	1
hop; preen; call; fly; wipe bill	1
incubate; flush	2
migrazio	1
mother bv/o10, father bp/b. Reared by Amandava subflava & had their song. tape 2001 #2B	1
on flowers of Cirsium arvense	68
on flowers of showy weedy Ranunculus	1
one of a pair	5
perch; bill swipes; preen; hop; perform courtship display; call	1
perch; carry nest material; forage; take flight	1
perform courtship display; build nest; sit on nest; allopreen	1
perform courtship display; hop; perch; call	1
perform courtship display; watch	1
perform visual display; call; bill swipes; perch	1
preen; call; lie; rest; stand	1
resting	942
roost; perch	4
ruffle; walk	1
ruffle; walk; scratch; preen; bathe; stand	1
same specimen	2
sitting on Juncus?	1
song mimics L. rubricata, tape 45A.45B: 0-105	1
song recorded #46B, song mimics Ortygospiza africollis. tape 47B: 270-476	1
song tape 14: 633	1
song tape recorded, mimics Ortygospiza atricollis, song tape 4B: 014-310 (pt.)	1
song taped 1968 #31, 1969 #	1
song taped, mimics Lagonosticta rubricata. tape captive #36B	1
song; advertise; mob	5
song; call; court; advertise	39
song; court; lek; perform visual display	1
song; duet; advertise; mate; perform visual display	3
song; dusk song; counter singing; advertise	1
song; perch; hop	1
stand; carry food in bill	2
stand; forage; preen; walk	2
stretch; drink; preen; rest	1
swallow; perch	2
swim; preen; perform courtship display	1
swim; wade; walk	3
take flight; perch; song	10
take flight; song; perch; counter singing	1
take flight; walk; carry food in bill; perch	1
tape #17: 242-305	1
walk; run; stand	1
walk; stand; take flight; fly; land	1
wipe bill; fly; perch; depart	1
wipe bill; preen; perch	2
1 of 2 in nest	2
1 of 2 young in nest	6
1 of 3 young	12
1 of family group, female parent and 3 young	2
Bandada	4
Bando en vuelo de retorno--> NE.Sobre el terreno vira para tomar dirección-->E	1
Dosel, forrajeo en Yarumo	1
En dosel, percha	3
En palo seco, y dosel de árbol	1
Female parent and 3 nestlings in skin collection	1
Forma o subsp roboris	1
Forrajeo en el fango	15
Libando en flores de nacedero (Trichanthera gigantea)	1
On Melilotis officinale flowers	1
On sand at base of plant	11
On sand beneath plant	1
One of 2 caught as they fluttered from nest containing a 3rd and a rotten egg.	1
Parte alta, percha y canto de despliegue	1
Reproduction; perform courtship display; vocalize	2
Social context: flock; forage; preen	1
Taped song, mimics L. rubricata, tape 32B	1
Under dry log in sand. Pulled back into shell.	1
advertise; dawn song; song; roost	1
advertise; preen; mechanical sound; perch; depart	1
alone.	1
beg; carry food in bill; call	1
beg; fly; call	2
beg; regurgitate; feed young; vocalize	1
bird very reluctant to leave	2
call; Stand/Perch; preen	1
call; counter singing; Social context: troop	1
call; dawn song; establish flock contact	5
call; depart; arrive; establish parent young contact; beg; Social context: colony	1
call; establish flock contact	785
call; fly; perch; build nest; carry nest material	2
call; fly; perch; song	1
call; mate; forage	125
call; scold; emit alarm; perform visual display	3
call; song; advertise; beg; forage; Social context: mixed; Social context: family	1
call; song; advertise; emit alarm; fly	1
call; song; establish parent young contact; beg	10
call; song; mimicry; advertise; perform visual display	2
call; subsong; mate; forage	1
carry nest material; take flight; perch	1
chew; swallow	1
climbing wall	1
cling; mechanical sound; bill drumming	1
collecting nectar from Phacelia egena 1300 hrs	1
colony of 200 plus	8
con material vegetal en pico	1
consume pequeños invertebrados e insectos	20
court; advertise	1
crossing firebrake	1
day of fledging	1
depart; advertise; mechanical sound	3
depart; vocalize; call	3
drink; take flight; perch	1
eat; perch; hop; song	1
eat; sit on nest; brood; carry food in bill	1
emit alarm; lek; establish flock contact; call	1
fed by parents	1
feed young; call; beg; eat	1
feeding on Pine	2
flew from nest at our approach	1
fly; court; call; song; perch	2
fly; hover; forage	1
fly; mate	1
fly; mechanical sound; bill drumming	1
fly; perform visual display; preen; call	1
forage; advertise; contact; song	1
forage; land; fly; perch; take flight	1
forage; walk; call	1
from a large flock of Canada Goose, and 5 Sandhill Crane	2
hop	96
hop; perform courtship display; scratch; hop	1
hopping	17
in a flock of migrants	1
land; fly	54
llevando material vegetal al nido	1
mechanical sound; perform courtship display	6
mimics song of Hypargus [hiveaguttatus]? song recorded	1
parent of nest	2
parent to nest and 3 young	1
perch; cling; eat	1
perch; depart; fly; regurgitate	1
perch; depart; song	4
perch; fly; depart	3
perch; forage; take flight; land	1
perch; take flight; forage	6
perform courtship display; flight sound; mechanical sound	1
perform visual display; hop	5
preen; song; perch; take flight	1
preen; take flight; perch	3
singing 'fitz-bew'	52
song tape recorded, mimics red-throated twinspot. replaced male A33 on call-site tree.	1
song taped, mimics Lagonosticta rufopicta, tape 15:03A:346-410, 3B:0-028	1
song; advertise; perform visual display	154
song; call; lek; advertise	2
song; call; mate; forage; fly	1
song; duet; mate; advertise; Social context: family	1
song; emit alarm; Social context: colony	1
song; roost	7
subsong; song	8
swim; call	34
swim; eat; surface dive	2
swim; stand; walk	1
swim; walk; care for young	1
take flight; perch; ruffle; wipe bill; preen	1
take flight; stand; preen	1
taken from a flock of fifteen	2
under tin	9
walk; hop; take flight	1
with adult female, brood of at least 10 others	2
with other young in nest	1
1 of 12 in brood, 9 collected	4
Aggression/defense; attack; emit alarm; emit distress calls; mob; perform distraction display; fly; call; perch	1
Aggression/defense; attack; emit alarm; fly; call	1
Aggression/defense; call; counter singing	1
Baño	5
Courted by adult male amamptryx who also sang firefinch song to this bird.	1
En carretera	2
Flying around flowers	1
Forrajeando en Croton sp	1
Forrajeando en estrato alto	47
Forrajeando en estrato bajo	20
Forrajeo insectos medianos, parte media de vegetacion	1
Goldenrod	1
In grassy area with scattered oaks and winged elm. In hole beneath 2x2x2 granite boulder.	1
Lured by virgin female	1
On Daucus carota.	1
On flowers of Hypochoeris radicata	2
On ground next to flowers	8
Parte media a baja, vuelo	1
Percha, Dosel	1
Por el suelo	1
Ran into rock pile and had to be dug out.	1
Reproduction; preen; vocalize; song; perform courtship display	1
Social context: colony; perch; call	5
Social context: flock; forage; walk; take flight	1
Transporting prey on foot	2
Trepando árbol	1
Underbark	15
beg; fly; call; perch	2
birds quiet	1
bob; forage; hop; defecate; walk	1
call; care for young; beg	2
call; duet; emit alarm; song	1
call; fly; advertise; song	2
call; fly; emit alarm; establish flock contact	2
call; forage; Social context: family; Social context: mixed	2
call; hold food in bill	2
call; mate; forage; scold; Social context: mixed; establish flock contact	1
call; mechanical sound; advertise; lek; perform visual display	2
call; mechanical sound; song; advertise; fight	1
call; scold; emit alarm; Social context: family; perform visual display	5
call; song; advertise; Social context: mixed	29
call; song; advertise; court; perform visual display	1
call; song; duet; advertise; court; whisper	1
call; song; establish parent young contact; scold	1
call; song; mate; advertise; forage; Social context: mixed; Social context: family	1
call; song; mate; forage; establish flock contact	1
call; song; mechanical sound; fly; perch	1
call; walk; tail wag	1
calling not singing	1
cling; forage; peck	1
colony of ca 200 pairs	2
crossing road at 1900 hours	1
depart; advertise; song	1
eat; surface dive	3
emit distress calls; emit alarm	1
en cobertura que rodea arroyo	1
establish parent young contact; beg; establish flock contact; forage	1
feed young; carry food in bill; take flight; hop	1
feeding on fruit at top of tree	2
flap; feed young; fly	1
flwe to singing male V. chalybeata (white bill red foot), was courted	1
fly; land; forage	3
fly; wipe bill	1
forage; perch; walk; make feeding sounds	1
forage; regurgitate	2
forage; take flight; preen; rest	1
forage; walk; probe; eat	1
foraging on yellow flowers	1
found on flowers of Chrysothamnus	1
from a flock of 10	6
from a flock of Golden-crowned Kinglets	1
hacia cerca viva	1
had 1 egg in nest	1
lek; court	1
mechanical sound; fly; arrive	1
mechanical sound; scold; perform visual display	1
mechanical sound; song; counter singing; advertise	2
mimicked L. senegala. Singing on fence <100' from African village huts	1
mob; call; emit alarm	1
nest deserted when egg taken	2
netted while it was feeding by itself in mud, fallen seeds	1
on Vicia cracca	118
on flower os Aguiligea elegantula	1
on flowers of C.c.	1
other Flicker and House Sparrow in same stub	2
perch; fly; hop	1
perch; regurgitate	2
perch; song; preen; depart	1
perch; song; take flight; yawn	1
perform courtship display; depart; call	1
perform courtship display; song; fly	1
perform visual display; hop; call	1
perform visual display; stand	3
prey insect of P.s.	2
regurgitate; hop; perch	1
song; Social context: colony	32
song; advertise; fight	4
song; call; counter singing; advertise; mate	1
song; call; song	3
song; call; subsong	10
song; court; mate; Social context: colony; perform visual display	1
song; mate; advertise; whisper	1
songs mimic L. rubricata	3
stand; walk; preen; sleep; defecate; yawn; lie; stretch; land	1
still at nest, unable to fly, dove off cliff and crashed	2
stretch; rest	5
surface dive; bathe; flap; call; swim; sleep	1
take flight; cast pellet; defecate; perch	1
take flight; land; forage	1
take flight; walk; perch	1
taps	2
vocalize; wipe bill	9
walk; be displaced; displace	1
walk; forage; run	2
watch; rest	3
with parents on sandbar and rocky shore at mouth of creek	2
|||||	54
0130 hours	1
1 bird seen in vicinity	2
1 of 4 still on nest	2
1 of 7 in brood, collected with female	2
1 of a large flock	1
2 only but other on side of forest	2
30	4
8 grandes bandos en migracion.	1
At capture, exposure was full sun and the lizard was moving.	99
Bando pequeño	1
Betula	27
Cirsium coloradense flowers	2
Forrajeando en estrato medio y alto	1
Forrajeo flor arbusto, rosada	1
In copula on surface of water.	1
LANDING	34
Libando en bellota de banano	1
NA	178980
On flowers of Chrysothamnus, 1-2 PM	2
On sand hummocks associated with plant	2
On sandy track	2
Parte alta de arbol	2
Parte baja, percha	1
Pescando	3
Se perchó en palo bajito, luego voló	1
Social context: colony; brood; perch; call; pant	3
Social context: herd; walk	1
Volando rápido	3
Was carrying sticks into a nest hole on cliff	1
advertise; fly; perform visual display	1
allopreen; call; song	1
arrive	10
attack; be displaced; displace; emit alarm; fight	1
barks; yelps	1
bathe; flap; swim	1
beg; preen	3
beg; song; call	2
bill snap	2
bill snap; call; forage; song	1
brood; call	9
call; advertise; establish parent young contact; beg; care for young; Social context: family; perform visual display	1
call; advertise; fight	2
call; advertise; mate; Social context: colony	1
call; advertise; mate; perform nest relief	1
call; counter singing; fly; Social context: colony	1
call; court; Social context: colony	10
call; dusk song; Social context: family; establish flock contact	1
call; dusk song; establish parent young contact; beg; care for young	1
call; forage; beg; Social context: family	1
call; forage; whisper; establish flock contact	1
call; mechanical sound; bill drumming; advertise; establish parent young contact; beg; forage; care for young	1
call; mechanical sound; song; advertise; mate; forage; establish flock contact	2
call; preen	6
call; sit on nest; perform courtship display; threaten	1
carry food in bill; song	1
carry food in bill; walk	1
carry nest material; perch	5
carrying Crane flies	1
counter singing; court; scold; fly	1
crossing road - alive on road	1
defecate; call; perch	6
defecate; wipe bill; perch	1
depart; vocalize; take flight; mechanical sound; call; perform courtship display	1
drink; perch	9
duet; advertise; mate; Social context: family	1
eat; call; wipe bill; fly; depart	1
eat; forage; take flight	1
emit agonistic call; advertise; call	1
emit alert call; contact; call	1
emit alert call; mob; call	1
en bandada junto con las henicorinas	1
enter nest cavity; exit nest cavity	13
enter nest cavity; remove fecal sac	2
feed young; call	8
female made 1 cry only while collector was at nest and did not come near	2
fight; forage	2
flap; walk; preen; forage; swim; stand	1
flew off silently, but dived at collector 5-6 times when half way up tree, both birds calling and	2
fly; call; establish flock contact	2
fly; swim; forage; Social context: flock	1
forage; fly; swim; preen; mechanical sound	1
forage; hop; perch; defecate	1
forage; peck; probe	15
forage; perch; fly; land	1
forage; walk; ruffle	2
from Solitary Vireo (Vireo solitarius) nest with 1 other cowbird egg	1
from a flock of 11	4
from a flock of 70 Horned Larks and 40 Longspurs	3
from flock feeding on sumac	1
from two large flocks feeding	4
grunts; pant	3
hop; forage; eat; take flight	1
hop; perch; perform courtship display	1
in mixed species flock	3
incubate	83
incubate; call; flush	1
jump; fly; perch	1
land; fly; soar	1
land; swim; drink; fly	1
land; walk; fly	1
livando en Pomarroso blanco	1
mechanical sound; bill drumming; court; advertise	1
mechanical sound; call	33
mechanical sound; call; Aggression/defense	1
mechanical sound; call; fly	8
mechanical sound; counter singing; court; Social context: colony	1
mechanical sound; depart; arrive	1
on Sisymbrium flowers	1
on flowers of Gaylussacia dumosa var. bigelovians	6
on flowers of Penstemon whippleanus	3
perch; build nest; carry nest material; call; fly	1
perch; call; song; take flight	1
perch; song; scratch; take flight	1
perch; take flight; drink	1
perch; wipe bill; take flight	2
perform visual display; song; fly; land	1
preen; call; bill swipes; perch	1
preen; song; perch	21
preen; walk; fly; forage; sit on nest	1
reared on meat	13
roost; sleep	2
scratch; perch	1
singing Golden-winged Warbler song	1
song tape recorded, mimics Amaudava subflava, tape 7A: 222-320	1
song; call; advertise; whisper	1
song; court; fly	11
song; perch; preen; scratch; ruffle; defecate	1
song; subsong	35
song; subsong; counter singing; advertise	1
stand; fly; call	2
stand; preen; ruffle; surface dive; swim; walk; take flight; fly; defecate	1
swim; preen; drink; scratch	1
swim; song; surface dive; perform courtship display	1
vuelo caracteristico	1
walk; take flight; carry food in bill	1
wipe bill; chew; call	1
with 5 others on back of female parent	2
with a female	1
1 of 6 young	9
100 W	1
A 10 metros de altura	1
Aggression/defense; call	27
Bando en vuelo.	1
Collcted during daytime	1
En Inga edulis	3
Forrajeando en bromelias	4
Forrajeando en el suelo y arbustos de café	1
Forrajeo sobre árbol	1
Mimicked L. nigricollis (not recorded)	1
Nest building	7
Night	3
PLUNGE DIV	26
Piceaxcelsa	6
Prey insect, cell b	1
Resting	632
Salix fragilis	2
Se oye en bosque lejos	1
Serie colino-montana orocantabro-atlantica relicta de la carrasca o Quercus rotundifolia	56
Sunning on rocks near associated plant	1
alive on road	41
at lilac	2
bob; forage; hop	1
call; advertise; emit alarm; establish flock contact	1
call; advertise; fly	45
call; depart; emit alarm; perform visual display	1
call; depart; establish flock contact; fly	3
call; eat; take flight; perch; scratch; Social context: flock; forage	1
call; establish parent young contact; beg; forage	2
call; fly; Social context: mixed; perform visual display	2
call; fly; perform visual display; song	1
call; mechanical sound; fly; emit alarm	7
