"disposition","reps"
"GLCA 20493,  ASC 20804",1
"GLCA 20494,  ASC 20805",1
"GLCA 20495,  ASC 20806",1
"GLCA 20496,  ASC 20807",1
"GLCA 20497,  ASC 20808",1
"GLCA 20498,  ASC 20809",1
"GLCA 20499,  ASC 20810",1
"GLCA 20500,  ASC 20811",1
"GLCA 20501,  ASC 20812",1
"GLCA 20502,  ASC 20813",1
"GLCA 20503,  ASC 20814",1
"GLCA 20504,  ASC 20815",1
"GLCA 20505,  ASC 20816",1
"GLCA 20506,  ASC 20817",1
"GLCA 20507,  ASC 20818",1
"GLCA 20508,  ASC 20819",1
"GLCA 20509,  ASC 20820",1
"GLCA 20510,  ASC 20821",1
"GLCA 20511,  ASC 20822",1
"GLCA 20512,  ASC 20823",1
"GLCA 20513,  ASC 20824",1
"GLCA 20514,  ASC 20825",1
"GLCA 20515,  ASC 20826",1
"GLCA 20517,  ASC 20828",1
"GLCA 20518,  ASC 20829",1
"GLCA 20519,  ASC 20830",1
"GLCA 20520,  ASC 20831",1
"GLCA 20521,  ASC 20832",1
"GLCA 20522,  ASC 20833",1
"GLCA 20523,  ASC 20834",1
"GLCA 20524,  ASC 20835",1
"GLCA 20525,  ASC 20836",1
"GLCA 20526,  ASC 20837",1
"GLCA 20527,  ASC 20838",1
"GLCA 20528,  ASC 20839",1
"GLCA 20529,  ASC 20840",1
"GLCA 20530,  ASC 20841,  BYU 209",1
"GLCA 20531,  ASC 20842,  BYU 209",1
"GLCA 20532,  ASC 20843,  BYU 209",1
"GLCA 20533,  ASC 20844,  BYU 209",1
"GLCA 20534,  ASC 20845,  BYU 209",1
"GLCA 20535,  ASC 20846,  BYU 209",1
"GLCA 20536,  ASC 20847,  BYU 209",1
"GLCA 20537,  ASC 20848,  BYU 209",1
"GLCA 20538,  ASC 20849,  BYU 209",1
"GLCA 20539,  ASC 20850,  BYU 209",1
"GLCA 20540,  ASC 20851,  BYU 209",1
"GLCA 20541,  ASC 20852,  BYU 209",1
"GLCA 20542,  ASC 20853,  BYU 209",1
"GLCA 20543,  ASC 20854,  BYU 209",1
"GLCA 20544,  ASC 20855,  BYU 209",1
"GLCA 20545,  ASC 20856,  BYU 209",1
"GLCA 20547,  ASC 20858,  BYU 209",1
"GLCA 20548,  ASC 20859,  BYU 209",1
"GLCA 20549,  ASC 20860,  BYU 209",1
"GLCA 20550,  ASC 20861,  BYU 209",1
"GLCA 20551,  ASC 20862,  BYU 209",1
"GLCA 20552,  ASC 20863,  BYU 209",1
"GLCA 20553,  ASC 20864,  BYU 209",1
"GLCA 20554,  ASC 20865,  BYU 209",1
"GLCA 20555,  ASC 20866,  BYU 209",1
"GLCA 20556,  ASC 20867,  BYU 209",1
"GLCA 20558,  ASC 20869,  BYU 209",1
"GLCA 20560,  ASC 20871,  BYU 209",1
"GLCA 20561,  ASC 20872,  BYU 209",1
"GLCA 20562,  ASC 20873,  BYU 209",1
"GLCA 20563,  ASC 20874,  BYU 209",1
"GLCA 20564,  ASC 20875,  BYU 209",1
"GLCA 20565,  ASC 20876,  BYU 209",1
"GLCA 20566,  ASC 20877,  BYU 209",1
"GLCA 20567,  ASC 20878,  BYU 209",1
"GLCA 20568,  ASC 20879,  BYU 209",1
"GLCA 20569,  ASC 20880,  BYU 209",1
"GLCA 20570,  ASC 20881,  BYU 209",1
"GLCA 20571,  ASC 20882,  BYU 209",1
"GLCA 20572,  ASC 20883,  BYU 209",1
"GLCA 20573,  ASC 20884,  BYU 209",1
"GLCA 20574,  ASC 20885,  BYU 209",1
"GLCA 20575,  ASC 20886,  BYU 209",1
"GLCA 20576,  ASC 20887,  BYU 209",1
"GLCA 20577,  ASC 20888,  BYU 209",1
"GLCA 20578,  ASC 20889,  BYU 209",1
"GLCA 20579,  ASC 20890,  BYU 209",1
"GLCA 20580,  ASC 20891,  BYU 209",1
"GLCA 20581,  ASC 20892,  BYU 209",1
"GLCA 20582,  ASC 20893,  BYU 209",1
"GLCA 20583,  ASC 20894,  BYU 209",1
"GLCA 20585,  ASC 20896,  BYU 209",1
"GLCA 20586,  ASC 20897,  BYU 209",1
"GLCA 20587,  ASC 20898,  BYU 209",1
"GLCA 20588,  ASC 20899,  BYU 209",1
"GLCA 20589,  ASC 20900,  BYU 210",1
"GLCA 20590,  ASC 20901,  BYU 210",1
"GLCA 20591,  ASC 20902,  BYU 210",1
"GLCA 20592,  ASC 20903,  BYU 210",1
"GLCA 20593,  ASC 20904,  BYU 210",1
"GLCA 20594,  ASC 20905,  BYU 210",1
"GLCA 20595,  ASC 20906,  BYU 210",1
"GLCA 20596,  ASC 20907,  BYU 210",1
"GLCA 20597,  ASC 20908,  BYU 210",1
"GLCA 20598,  ASC 20909,  BYU 210",1
"GLCA 20599,  ASC 20910,  BYU 210",1
"GLCA 20600,  ASC 20911,  BYU 210",1
"GLCA 20601,  ASC 20912,  BYU 210",1
"GLCA 20602,  ASC 20913,  BYU 210",1
"GLCA 20603,  ASC 20914,  BYU 210",1
"GLCA 20604, ASC 20915, BYU 21015",1
"GLCA 20605,  ASC 20916,  BYU 210",1
"GLCA 20607,  ASC 20918,  BYU 210",1
"GLCA 20608,  ASC 20919,  BYU 210",1
"GLCA 20609,  ASC 20920,  BYU 210",1
"GLCA 20610,  ASC 20921,  BYU 210",1
"GLCA 20611,  ASC 20922,  BYU 210",1
"GLCA 20612,  ASC 20923,  BYU 210",1
"GLCA 20613,  ASC 20924,  BYU 210",1
"GLCA 20614,  ASC 20925,  BYU 210",1
"GLCA 20615,  ASC 20926,  BYU 210",1
"GLCA 20616,  ASC 20927,  BYU 210",1
"GLCA 20617,  ASC 20928,  BYU 210",1
"GLCA 20618,  ASC 20929,  BYU 210",1
"GLCA 20619,  ASC 20930,  BYU 210",1
"GLCA 20620,  ASC 20931,  BYU 210",1
"GLCA 20621,  ASC 20932,  BYU 210",1
"GLCA 20622,  BYU 20933",1
"GLCA 20623,  BYU 20934",1
"GLCA 21054",1
"GLCA 21055,  ASC 21080",1
"GLCA 21057,  ASC 21081",1
"GLCA 21058,  ASC 21082",1
"GLCA 21059,  ASC 21083",1
"GLCA 21060,  ASC 21090,  BYU 210",1
"GLCA 21063,  ASC 21084",1
"GLCA 21068,  ASC 21085",1
"GLCA 21070,  ASC 21086",1
"GLCA 21071,  ASC 21087",1
"GLCA 21072,  ASC 21088",1
"GLCA 21073,  ASC 21091,  BYU 210",1
"GLCA 21075,  ASC 21093,  BYU 210",1
"GLCA 21076,  ASC 21089",1
"GLCA 21077,  ASC 21132",1
"GLCA 21078,  ASC 21133",1
"GLCA 21079,  ASC 21134",1
"GLCA 21098,  ASC 21146,  BYU 211",1
"GLCA 21099,  ASC 21135",1
"GLCA 21101,  ASC 21136",1
"GLCA 21108,  ASC 21137",1
"GLCA 21110,  ASC 21138",1
"GLCA 21111,  ASC 21147,  BYU 211",1
"GLCA 21113,  ASC 21139",1
"GLCA 21114,  ASC 21140",1
"GLCA 21116,  ASC 21141",1
"GLCA 21117,  ASC 21142",1
"GLCA 21119,  ASC 21148,  BYU 211",1
"GLCA 21120,  ASC 21152,  BYU 211",1
"GLCA 21121,  ASC 21143",1
"GLCA 21122,  ASC 21149,  BYU 211",1
"GLCA 21124,  ASC 21144",1
"GLCA 21126,  ASC 21150,  BYU 211",1
"GLCA 21127,  ASC 21151,  BYU 211",1
"GLCA 21129,  ASC 21145",1
"GLCA 21130,  ASC 21153,  BYU 211",1
"GLCA 21164,  ASC 21193",1
"GLCA 21166,  ASC 21194,  BYU 212",1
"GLCA 21167,  ASC 21195",1
"GLCA 21169,  ASC 21196",1
"GLCA 21170,  ASC 21197,  BYU 212",1
"GLCA 21171,  ASC 21198",1
"GLCA 21172,  ASC 21199",1
"GLCA 21174,  ASC 21200,  BYU 212",1
"GLCA 21175,  ASC 21201",1
"GLCA 21177,  ASC 21202",1
"GLCA 21178,  ASC 21203",1
"GLCA 21180,  ASC 21204",1
"GLCA 21181,  ASC 21205,  BYU 212",1
"GLCA 21182,  ASC 21206",1
"GLCA 21183,  ASC 21207",1
"GLCA 21185,  ASC 21208,  BYU 212",1
"GLCA 21186,  ASC 21209,  BYU 212",1
"GLCA 21187,  ASC 21210",1
"GLCA 21188,  ASC 21211",1
"GLCA 21189,  ASC 21212",1
"GLCA 21190,  ASC 21213",1
"GLCA 21192,  ASC 21214",1
"GLCA 21221,  ASC 21247,  BYU 212",1
"GLCA 21222,  ASC 21248",1
"GLCA 21223,  ASC 21249",1
"GLCA 21224,  ASC 21250",1
"GLCA 21225,  ASC 21251",1
"GLCA 21226,  ASC 21252",1
"GLCA 21227,  ASC 21253",1
"GLCA 21228,  ASC 21254",1
"GLCA 21229,  ASC 21255,  BYU 212",1
"GLCA 21230,  ASC 21256",1
"GLCA 21234,  ASC 21257",1
"GLCA 21236,  ASC 21258,  BYU 212",1
"GLCA 21237,  ASC 21259",1
"GLCA 21239,  ASC 21260",1
"GLCA 21240,  ASC 21261",1
"GLCA 21242,  ASC 21262",1
"GLCA 21243,  ASC 21263",1
"GLCA 21244,  ASC 21264",1
"GLCA 21268,  ASC 21292,  BYU 213",1
"GLCA 21270,  ASC 21294,  BYU 213",1
"GLCA 21271,  ASC 21295,  BYU 213",1
"GLCA 21273,  ASC 21297,  BYU 213",1
"GLCA 21275,  ASC 21299",1
"GLCA 21277,  ASC 21301",1
"GLCA 21285,  ASC 21309",1
"GLCA 21324,  ASC 21378,  BYU 214",1
"GLCA 21325,  ASC 21379,  BYU 214",1
"GLCA 21329,  ASC 21383,  BYU 214",1
"GLCA 21330,  ASC 21384",1
"GLCA 21331,  ASC 21385",1
"GLCA 21332,  ASC 21386",1
"GLCA 21333,  ASC 21387",1
"GLCA 21338,  ASC 21392",1
"GLCA 21343,  ASC 21397",1
"GLCA 21351,  ASC 21405",1
"GLCA 21352,  ASC 21406",1
"GLCA 21353,  ASC 21407",1
"GLCA 21354,  ASC 21408",1
"GLCA 21362",1
"GLCA 21427,  ASC 21545,  BYU 216",1
"GLCA 21428,  ASC 21546,  BYU 216",1
"GLCA 21429,  ASC 21547,  BYU 216",1
"GLCA 21430,  ASC 21548,  BYU 216",1
"GLCA 21431,  ASC 21549,  BYU 216",1
"GLCA 21432,  ASC 21550,  BYU 216",1
"GLCA 21433,  ASC 21551,  BYU 216",1
"GLCA 21434,  ASC 21552,  BYU 216",1
"GLCA 21436,  ASC 21554,  BYU 216",1
"GLCA 21437,  ASC 21555,  BYU 216",1
"GLCA 21438,  ASC 21556,  BYU 216",1
"GLCA 21439,  ASC 21557,  BYU 216",1
"GLCA 21440,  ASC 21558,  BYU 216",1
"GLCA 21441,  ASC 21559,  BYU 216",1
"GLCA 21442,  ASC 21560,  BYU 216",1
"GLCA 21443,  ASC 21561,  BYU 216",1
"GLCA 21444,  ASC 21562,  BYU 216",1
"GLCA 21445,  ASC 21563,  BYU 216",1
"GLCA 21446,  ASC 21564,  BYU 216",1
"GLCA 21447,  ASC 21565,  BYU 216",1
"GLCA 21448,  ASC 21566",1
"GLCA 21449,  ASC 21567",1
"GLCA 21450,  ASC 21568",1
"GLCA 21451,  ASC 21569",1
"GLCA 21452,  ASC 21570",1
"GLCA 21453,  ASC 21571",1
"GLCA 21454,  ASC 21572",1
"GLCA 21455,  ASC 21573",1
"GLCA 21456,  ASC 21574",1
"GLCA 21457,  ASC 21575",1
"GLCA 21458,  ASC 21576",1
"GLCA 21459,  ASC 21577",1
"GLCA 21460,  ASC 21578",1
"GLCA 21461,  ASC 21579",1
"GLCA 21462,  ASC 21580",1
"GLCA 21463,  ASC 21581",1
"GLCA 21464,  ASC 21582",1
"GLCA 21465,  ASC 21583",1
"GLCA 21466,  ASC 21584",1
"GLCA 21467,  ASC 21585",1
"GLCA 21468,  ASC 21586",1
"GLCA 21469,  ASC 21587",1
"GLCA 21470,  ASC 21588",1
"GLCA 21471,  ASC 21589",1
"GLCA 21472,  ASC 21590",1
"GLCA 21473,  ASC 21591",1
"GLCA 21474,  ASC 21592",1
"GLCA 21475,  ASC 21593",1
"GLCA 21476,  ASC 21594",1
"GLCA 21477,  ASC 21595",1
"GLCA 21478,  ASC 21596",1
"GLCA 21479,  ASC 21597",1
"GLCA 21480,  ASC 21598",1
"GLCA 21481,  ASC 21599",1
"GLCA 21482,  ASC 21600",1
"GLCA 21483,  ASC 21601",1
"GLCA 21484,  ASC 21602",1
"GLCA 21485,  ASC 21603",1
"GLCA 21486,  ASC 21604",1
"GLCA 21487,  ASC 21605",1
"GLCA 21488,  ASC 21606",1
"GLCA 21489,  ASC 21607",1
"GLCA 21490,  ASC 21608",1
"GLCA 21494,  ASC 21631",1
"GLCA 21509",1
"GLCA 21633, ASC 21634",1
"GLCA 407, ASC 21637",1
"GLCA  BYU",1
"G.L. Hennebert 3096 (G.L.H.)",1
"GRCA, ASC, DES, BH, NY",1
"GRCA, ASC, DES, MNA, Goodrich",1
"GRCA, ASC, DES, MNA, RM, Goodric",1
"GRCA, ASC, DES, MNA, RM, NY",1
"GRCA, ASC, DES, MNA, RM, NY, BRY",1
"GRCA, ASC, DES, MO",1
"GRCA, ASC, DES, NMC",1
"GRCA, ASC, DES, NY, BRIT",1
"GRCA, ASC, DES, NY, BRIT, ARIZ,",1
"GRCA, ASC, DES, NY, BRY, MNA",1
"GRCA, ASC, DES, NY, RM, ARIZ, BR",1
"GRCA, ASC, DES, RM, MNA",1
"GRCA, ASC, DES, UTC, ARIZ",1
"GRCA, ASC, DES, UTC, NY, ARIZ",1
"GRCA, ASC, DES, WS",1
"GRCA, DES, ASC, ARIZ",1
"GRCA, DES, ASC, NY, MNA",1
"GRCA, DES, ASC, NY, MNA, UTC",1
"GRCA, DES, ASC, NY, MNA, UTC, BR",1
"GUAY",1
"GWC",1
"H.A. Kelly 569",1
"HBSU 3475",1
"H.D.Hammond 1/6/95",1
"Herbaria: CUP, FH, BM",1
"Herbaria: CUP, LaGreca, BM",1
"Herbaria: CUP, LaGreca, FH",1
"Herb. Instituto Spegazzini 901",1
"Herb. Instituto Spegazzini 903",1
"Herb. Spegazzini 902",1
"Herb. Spegazzini 904",1
"Ho-1",1
"H.S.F.I.B. 2256",1
"Hubbell TP",1
"HUEFS, MEXU, UTEP",1
"HUEFS, MSC, UTEP",1
"HUEFS, NA, UCR",1
"HUEFS, NMC, UTEP",1
"HUEFS, OSC, UTEP",1
"HY-5`",1
"Hydrphilidae",1
"ID, NMC, OS, UMO, UTEP",1
"ID, NMC, UTEP, WVA",1
"ID, NO, OS, SD, UMO, UTEP, WVA",1
"ID, OS, NMC, UTEP",1
"ID, OS, UTEP",1
"I.L. Conners 21",1
"ILLS 36664",1
"in Clemson",1
"In Collection Draw# 0633",1
"In collection draw#0663",1
"In collection draw#0688",1
"In collection draw#1341",1
"In collection On exhibit",1
"In collection On exhibit On loan, see Loan Database",1
"in collection; wing missing",1
"In collecton",1
"in packet",1
"in the collection of A. Cognato",1
"J.A. Calder 14655",1
"J.A. Calder 14893",1
"J.A. Calder 15147",1
"J.B. Ellis 104",1
"J.B. Ellis 111",1
"J.B. Ellis 298",1
"J.B. Ellis 493",1
"J.B. Ellis 588",1
"J.B. Ellis 732",1
"J.B. Ellis 750",1
"J.B. Ellis 93",1
"J.B. Ellis 951",1
"J.B. Ellis 962",1
"J.G. Carniero 91",1
"_: Jrdan Wagn",1
"J.R. Johnston 178",1
"J.R. Weir 17090",1
"J. Walker 77/87",1
"J.W. Kimmey 30-R",1
"Kauffman Herbarium no. 2480",1
"Kauffman Herbarium no. 98",1
"large pure stands",1
"Le-148",1
"LE-150",1
"LE-160",1
"LE-161",1
"Le-2",1
"Le-207",1
"Le-212",1
"Le-226",1
"LE-44",1
"Le-5",1
"LE-53",1
"Le-8",1
"Le-9",1
"Le-90",1
"L. Fuckel 1691",1
"LMNRA, ASC, UNLV",1
"LMNRA, UNLV",1
"LOAN 2008-1 IN JAN 2008 TO DAVE LAMPE, DUQUESNE",1
"loaned Dr. Michael S. Engel",1
"Loaned to M. Blackwell 7/71",1
"Loan: ENLC",1
"LOAN - KRA (due 2014)",1
"LOAN - KRA (Due Jan 2014)",1
"LOAN - WS - Due Jan. 2014",1
"Logan",1
"lost?",1
"Lost",1
"LOST",1
"lost in lab",1
"low, rounded shrub",1
"m",1
"MARY, MESA, ASC (2), DES, ARIZ,",1
"MBM, NA, UCR",1
"MBM, UTEP",1
"MEXU, UTEP",1
"missg frm",1
"missing 2009 Cokendolpher",1
"missing  Ckendlph",1
"missing DEACCESSIONED",1
"Missing parts, see Availability Remarks In collection Deaccessioned, see Availability Remarks",1
"Missing parts, see Availability Remarks In Collection Missing parts, see Inventory Remarks",1
"Missing parts, see Inventory Remarks Additional Information, see Other Information",1
"Missouri Botanical Garden",1
"MNA, DES, ASC, KNF",1
"MO 54130",1
"MO 9088",1
"MO, ASC",1
"MO  ASC  RSA",1
"MO, ASC, RSA",1
"MO, ASC, RSA, TEX, UC, NY",1
"MO, QCA",1
"MO  RSA",1
"MO  RSA  TEX",1
"MO  RSA  US",1
"M.S. Clemens 7693",1
"MSC, NA, BRIT",1
"MSC, NA, NY, UCR, UMO",1
"MSC, NA, UTEP",1
"MSC, NY, OBI, SD, UTEP",1
"Museumobile",1
"NA, MSC, UMO",1
"NA, MSC, UMO, ID",1
"NA, NO, NY",1
"NA, NY, SD, UTEP",1
"NA. NY, UCR",1
"NA, NY, UCR, MSC",1
"NA, NY, UMO",1
"NA, SD, UTEP",1
"National Tsing Hua University 10",1
"NA, UCR, WVA",1
"NAVA, ASC, DBG",1
"NAVA, ASC, DBG, NY",1
"NAVA, ASC, SJNM, NY",1
"NAVA, ASC, SJNM, NY, BRY",1
"NAVA, SJNM, ASC, ARIZ, NY",1
"NAVA, SJNM, ASC, NY, ARIZ",1
"NAVA, SJNM, ASC, NY, BRY",1
"NAVA, SJNM, ASC, NY, BRY, ISC, D",1
"NAVA, SJNM, ASC, NY, ISC",1
"NAVA, SJNM, ASC, NY, ISC, BRY, F",1
"NAVA, SJNM, ASC, NY, RSA",1
"NMC, ASC, SJNM, NMC, FLD, RM, NY",1
"NMC, NY, TEX, UNM, ASU, West Tex",1
"NMK",1
"No. \15950\ was assigned to Ac",1
"No. 65-107 was assigned to Accom",1
"NO, BRY",1
"NO, NA",1
"NO, NA, NY",1
"Norhtern Arizona University Colo",1
"North End",1
"north end collections",1
"Not located 2013-07-22",1
"NO, UTEP",1
"NPS, ASC, UNM, SJNM, FLD, NMC, R",1
"NPS, ASC, UNM, SJNM, NMC",1
"NPS, ASC, UNM, SJNM, NMC, FLD, R",1
"NPS, UNM, ASC, SJNM, FLD, NMC, I",1
"NPS, UNM, ASC, SJNM, FLD, NMC, N",1
"NPS, UNM, ASC, SJNM, NMC, FLD",1
"NPS, UNM, ASC, SJNM, NMC, ISTC",1
"NSW, NY, OSC, UTEP",1
"NY",1
"NY, HUA",1
"NY, OSC, UTEP",1
"NY, OS, WVA",1
"NY, SD, UTEP",1
"NY, UCR, MSC",1
"NY, UMO, MSC",1
"NY, UMO, UTEP",1
"NY, UTC, GRCA, ASC, DES, MNA",1
"OD-1",1
"O,E",1
"On exhibit In Collection",1
"On exhibit On loan, see Loan Database",1
"On loan.",1
"ON LOAN (2008-1) TO DAVE LAMP DUQUESNE",1
"ON LOAN (2008-1) TO DAVE LAMPE DUQUESNE",1
"ON LOAN: KRISTIN WILLIAMS 1999",1
"On loan, see Loan Database Additional Information, see Other Information",1
"On loan, see Loan Database In Collection Additional Information, see Other Information",1
"On loan, see Loan Database In Collection Missing parts, see Inventory Remarks",1
"ON LOAN TO DAVE LAMPE, DUQUESNE 2008",1
"On Loan WIS - 2015-09",1
"original label missing after sen",1
"original label missing; sent (by",1
"original locality label missing",1
"OSC 11532",1
"OSC 5709",1
"oversize Gallery",1
"Oversize; Systematic Collections",1
"Oversize; Type Collections",1
"oversize XV4 collections",1
"Pachyrrhynchus",1
"PBI 60659",1
"P.C. Standley 77899",1
"P.C. Standley 79092",1
"P.C. Standley 80059",1
"Pennellia tricornuta",1
"PEUFR, UB",1
"Philipp. Bur. Sci. 20614",1
"Phleum alpinum, Agrostis glauca,",1
"photo of speciimen at SP",1
"P. MacOwan 1001",1
"P. Milan Petersen 71.162",1
"P. & M. Rea F466",1
"PRESETN",1
"PS",1
"pseudofossils collections",1
"QAP-6452",1
"QM 1007 (J-587)",1
"QM 623 (J-359)",1
"QM 626 (J-1041)",1
"QM 949 (J-1334)",1
"ranger of Santan Mountain Region",1
"R. Chapman RMC 47",1
"REFERENCE COLLECTION",1
"R.E. Halling 5315",1
"REPOSITATED AT NMNH",1
"reveal",1
"RM, ASC",1
"RM, ASC, DES, BRY",1
"RM, ASC, GRCA, DES",1
"RM, ASC, UNM, ARIZ, COLO",1
"RM, UNM",1
"RM, UNM, COLO, UTC",1
"rounded shrub branched from base",1
"RSA",1
"R. Singer F1646",1
"R. Singer F2476a",1
"R. Singer F2495-2495a",1
"R. Singer F2503",1
"R. Singer F426",1
"R. Stockton College",1
"Santan Mountain Regional Park ra",1
"SD, DES, ARIZ",1
"SD, UNM",1
"SD,UTEP",1
"SD, UTEP, WTS",1
"Second number on label: 296--dif",1
"SEMC",1
"Sent to USDA BPI, 1990",1
"sent to York keUN USGS_DRO 010893;",1
"SJC 20632",1
"SJC, ASC, BYU",1
"SJc, NHP",1
"SJC only",1
"S.J. Mazzer 3724",1
"SJNM, ASC, ALA, NY, COLO, ISC, R",1
"SJNM, ASC, COLO, NY, RM, ISC, BR",1
"SJNM, ASC, EH, ANF, NY, FLD",1
"SJNM, ASC, ISC",1
"SJNM, ASC,NY",1
"SJNM, ASC, NY, COLO, RM, FLD, IS",1
"SJNM, ASC, NY, FLD, BRY, ISC",1
"SJNM, ASC, NY, ISC, BRY, COLO, F",1
"SJNM, ASC, NY, RM, BRY, FLD",1
"SJNM, ASC, NY, RM, COLO",1
"SJNM, ASC, NY, RM, COLO, BRY, FL",1
"SJNM, ASC, NY, RM, COLO, BRY, IS",1
"SJNM, ISC, ASC",1
"SJNM, ISC, UNM, NPS, ASC",1
"SJNM, NAVA",1
"SJNM, NAVA, ASC, BRY, NY",1
"SJNM, NAVA, ASC, NY, ISC, BRY, D",1
"SJNM, NY",1
"SJNM, NY, ASC, COLO",1
"SJNM, UNM, NPS, ASC, FLD, RM, NY",1
"SJNM, UNM, NPS, ASC. NMC, FLD",1
"SJNM, UNM, NPS, ASC, NMC, FLD, R",1
"SJNM, UNM, NPS, ASC, RM, NMC, FL",1
"SPECIMEN FOUND 2010",1
"Specimen in Ethanol",1
"Specimen in Herb. Copenhagen",1
"Specimen not located 2014-10-05",1
"Straka",1
"Sutherland-OMA",1
"systematic ? collections",1
"systematic Collections",1
"SYSTEMATIC collections",1
"systematic DSO collection ?",1
"systematic Exchange",1
"systematic Purchased",1
"TAES",1
"T.E. Brooks 1290",1
"TEMPORARILY REMOVED FOR REPAIR",1
"Tenn-45794",1
"Tenn-45796",1
"Tenn-45800",1
"Tenn-45815",1
"Tenn-45828",1
"Tenn-45832",1
"test",1
"TEX, UTEP",1
"Thaxter Herbarium Accession no.",1
"Thin Section Collections",1
"T. Nathorst-Windahl 1258",1
"T. Nathorst-Windahl 1379",1
"To exchange",1
"To exchange, dup of UTC00203140",1
"Tombado em 08-04-2016/in collection",1
"Tombado em 14-07-2016/in collection",1
"Tombado em 26-08-2015/in collection",1
"TRUE",1
"Two sheets, diff. barcodes",1
"TYPE",1
"type cabet",1
"type cabinet collections",1
"Type Collection at UTC",1
"UB,HUEG,HUFSJ,HUEFS,",1
"UB,HUEG,HUFSJ,HUEFS,ASU",1
"UCD BME",1
"UCR, NA, NY",1
"UCR, UTEP",1
"UKNOWN",1
"Univ. of Arizona",1
"UNKNOWH",1
"UNLNOWN",1
"UNM, ASC,NPS, SJNM",1
"UNM, ASC, NPS, SJNM, NMC, FLD, R",1
"UNM, ASC, SJC",1
"UNM, ASC, SJNM, FLD, NMC, NY, RM",1
"UNM, ASC, SJNM, FLD, NMC, Rm, NY",1
"UNM, ASC, SJNM, NMC, ISTC, FLD,",1
"UNM, ASC, SJNM, NPS",1
"UNM, ASC, SJNM, NPs, NMC",1
"UNM, ASC, SJNM, NPS, NMC",1
"UNM, ASC, SJNM, NY",1
"UNM, ASC, SJNM, NY, FLD, NMC",1
"UNM, ASC, SJNM, RM, NY, FLD, NMC",1
"UNM, ASC, SJNM, UNM",1
"UNM, COLO",1
"UNM, COLO, ARIZ, ASU",1
"UNM, NPS",1
"UNM, NPS, ASC,",1
"UNM, NPS, ASC, SJNM, FLD, NMC",1
"UNM, RM, ASC",1
"UNM, SJC, ASC",1
"UNM, SJNM, ASC, FLD",1
"UNM, SJNM, ASC, FLD, RM, NMC",1
"UNM, SJNM, ASC, NPs",1
"U.S. Dept. of Agr. Ex. 71385",1
"UTC, YC",1
"UTEP, ARIZ, SD",1
"UTEP, BRY",1
"UTEP, CS, ARIZ",1
"UTEP, NO",1
"UT, UTEP",1
"Vascular plant collection",1
"VEN, small part also retained by",1
"V.G. Cooke 16793",1
"V.G. Cooke 18337",1
"V.G. Cooke 18377",1
"V.G. Cooke 25678",1
"vLE-203",1
"voucher at DES",1
"voucher at F",1
"voucher at UNM",1
"Walters 5",1
"W.B. Cooke & V.G. Cooke 21119",1
"W.B. Cooke & V.G. Cooke 21886",1
"W.B. Cooke & V.G.Cooke 23844",1
"W.C. Denison 1674",1
"W.C. Denison 4641",1
"W. H. Snell Bolete Herb. 1969",1
"W. H. Snell Bolete Herb. 2534",1
"W-K field no. 10/25/62-1",1
"W-K field no. 8/24/65-15",1
"W-K field number 10/11/66-2",1
"W-K field number 10/14/63-7",1
"W-K field number 10/14/63-8",1
"W-K field number 10/1/64-3",1
"W-K field number 10/1/64-4",1
"W-K field number 10/2/61-2",1
"W-K field number 10/2/61-5",1
"W-K field number 10/7/59-2",1
"W-K field number 10/7/59-6",1
"W-K field number 10/7/63-3",1
"W-K field number 10/7/63-7",1
"W-K field number 10/8/68-1",1
"W-K field number 11/4/62-1",1
"W-K field number 5/10/62-1",1
"W-K field number 5/25/66-4",1
"W-K field number 5/2/61-1",1
"W-K field number 5/27/63-3",1
"W-K field number 5/3/62-1",1
"W-K field number 5/3/64-2",1
"W-K field number 5/5/60-1",1
"W-K field number 6/10/59-1",1
"W-K field number 6/11/64-3",1
"W-K field number 6/13/60-1",1
"W-K field number 6/15/67-3",1
"W-K field number 6/1/66-2",1
"W-K field number 6/18/64-1",1
"W-K field number 6/19/65-1",1
"W-K field number 6/22/58-6",1
"W-K field number 6/22/67-5",1
"W-K field number 6/26/60-2",1
"W-K field number 6/27/64-1",1
"W-K field number 6/29/59-4",1
"W-K field number 6/29/61-3",1
"W-K field number 6/29/64-1",1
"W-K field number 6/3/59-5",1
"W-K field number 6/3/59-6",1
"W-K field number 6/5/59-3",1
"W-K field number 6/5/67-5",1
"W-K field number 6/5/67-6",1
"W-K field number 6/6/64-1",1
"W-K field number 7/12/65-2",1
"W-K field number 7/13/64-10",1
"W-K field number 7/13/64-2",1
"W-K field number 7/13/64-4",1
"W-K field number 7/13/64-6",1
"W-K field number 7/13/64-9",1
"W-K field number 7/15/59-9",1
"W-K field number 7/16/62-4",1
"W-K field number 7/18/63-5",1
"W-K field number 7/19/64-1",1
"W-K field number 7/19/64-2",1
"W-K field number 7/20/59-12",1
"W-K field number 7/20/60-9",1
"W-K field number 7/22/65-12",1
"W-K field number 7/22/65-18",1
"W-K field number 7/24/65-5",1
"W-K field number 7/24/65-7",1
"W-K field number 7/25/65-1",1
"W-K field number 7/26/66-4",1
"W-K field number 7/27/61-4",1
"W-K field number 7/27/64-1",1
"W-K field number 7/27/65-2",1
"W-K field number 7/27/67-1",1
"W-K field number 7/28/64-5",1
"W-K field number 7/28/66-1",1
