"lifeStage","reps"
"3 fresh, 2 slight",4
"3 juvenile; 1 adult",4
"3 juv. females, 1 form II females, 2 juv. mal",4
"3 juv. females, 2 form II females, 3 juv. mal",4
"3 juv. females, 2 juv. males, 1 form I males",4
"3 juv. males, 1 form I males",4
"3M 2J",4
"3M, 3F",4
"3 Male",4
"3 Male, 1 Female",4
"3 months",4
"3 oeufs",4
"3rd y",4
"3-strictly fresh, 1-faint trace",4
"3 to 6 days",4
"43 adults",4
"4/5 advanced",4
"48 unknown",4
"4F 2J",4
"4 form II females, 3 form I males, 1 form II",4
"4 form II females, 4 form I males, 1 form II",4
"4 form II females, 9 form II males",4
"4j",4
"4 juvenile; 4 adult",4
"4 juveniles, 4 exuvia",4
"4 juveniles, 4 pupae",4
"4 juv. females, 2 form I males",4
"4 juv. females, 5 juv. males",4
"4 larves",4
"4M  1F",4
"4M, 2F",4
"4 Males, 1 Female",4
"4 Or 5 Days",4
"4 protonymph",4
"51 unknown",4
"52 hours old",4
"5/6",4
"56 days",4
"5-6 years",4
"5-8 days",4
"5F 1J",4
"5 foetus",4
"5 form II females, 4 form I males, 1 form II",4
"5 form II females, 5 form I males",4
"5 juveniles, 4 exuvia",4
"5 juv. females, 2 form I males",4
"5 juv. females, 5 juv. males",4
"5M, 1F, 1J",4
"5M 3F",4
"6/10",4
"64 juveniles",4
"6-8 days",4
"6 adults + 1 larva/pupa",4
"6 form II females, 2 form I males, 2 form II",4
"6 form II females, 2 form I males, 4 form II",4
"6 form II females, 6 form I males",4
"6 form II females, 9 form II males",4
"6 juveniles, 2 pupae",4
"6 to 7 days",4
"7 form II females, 1 form I males",4
"7 form II females, 1 form I males, 5 form II",4
"7 form II females, 1 juv. males, 2 form I mal",4
"7 form II females, 2 form II males",4
"7 form II females, 3 form I males, 5 form II",4
"7 form II females, 7 form II males",4
"7 juv. females, 7 juv. males",4
"7K+",4
"7M 2F",4
"7M 6F",4
"84 juveniles",4
"8 adults + 2 larvae",4
"8 deutonymph",4
"8 j.",4
"8 juveniles, 2 pupae",4
"8 larvae",4
"8 or 9 days",4
"9-10 days",4
"93 days",4
"93 juveniles",4
"98 adult",4
"98 juveniles",4
"9 form II females, 4 form I males, 1 form II",4
"9J",4
"9 juvenile",4
"9 larvae",4
"A-4",4
"about 1/4th",4
"About 15 days",4
"about 1/8",4
"about 1 day",4
"ABOUT 2 MONTHS OLD",4
"About 2 to 5 days",4
"About 2 Weeks",4
"About 30%",4
"About 3 days in all sets taken.",4
"about 5%",4
"About 5 Days",4
"about a third",4
"about one fourth",4
"About only half",4
"about ten days",4
"About three days",4
"About three weeks",4
"about two weeks",4
"accoupl��s",4
"ad (3+ yrs)",4
"AD (AHY)",4
"Ad (ASY)",4
"Addled/ infertile",4
"Ad? Sum.-Ad. Win",4
"adult; 0.5 yr",4
"adult; 101 day",4
"adult; 102 day",4
"adult; 107 day",4
"adult; 10 mo",4
"adult; 122 day",4
"adult; 128 day",4
"adult; 12 yr",4
"adult; 132 day",4
"adult; 145 day",4
"adult; 164 day",4
"adult; 16 mo",4
"adult; 206 day",4
"adult; 209 day",4
"adult; 221 day",4
"adult; 299 C day",4
"adult; 322 day",4
"adult; 332 day",4
"adult; 35 day",4
"adult; 36 day",4
"adult; 37 day",4
"adult; 5.5-6.5 yr ?",4
"adult; 57 day",4
"adult; 70 day",4
"adult; 71 day",4
"adult; 81 day",4
"adult; 82 day",4
"adult; 8.5 yr",4
"adult; 87 day",4
"adult; 95 day",4
"adult; 9 mo",4
"adult; adult;;;",4
"adult; Adult",4
"adult; adult; eggs",4
"ADULT by plumage",4
"adult; copepodid V",4
"adult eclipse",4
"adulte + juvenile",4
"adult; embryos",4
"adult + exuviae",4
"adult-gravid",4
"adult in copula",4
"Adult/Juvenile",4
"ADULT; JUVENILE",4
"adult; mature",4
"adult, pupa",4
"adult; pupa; larva",4
"Adult; Pupa; Larvae",4
"adult + sac",4
"adults + eggs",4
"Adult/sex unknown",4
"adut",4
"advanced, 1 infertile",4
"advanced-dead",4
"advanced-viable",4
"advancing",4
"a few days incubated",4
"alates",4
"All Eggs:Fresh",4
"all slightly incubated",4
"All slightly incubated",4
"All three eggs hatched in the la",4
"Along",4
"AMMOCOETE LARVA",4
"AMMOECETE",4
"AS",4
"A trace of red",4
"a week",4
"Barely commenced",4
"Begun in all",4
"Begun-variable",4
"Bird formed",4
"Broke in wild.",4
"Broken and rotten",4
"Brooding adult",4
"capsule avec embryon",4
"carapace",4
"cercaria; sporocyst",4
"chick beginning to form",4
"class 1; juvenile",4
"Clutch failed",4
"Considerably incubated",4
"copepodid; copepodid",4
"Copepodid I",4
"Copepodid II",4
"Copepodid III",4
"Copepodid IV",4
"copepodid & nauplii",4
"cystercoid",4
"deserted?",4
"Desova",4
"Egg #1large embryo, #'s 2 and 3",4
"egg cases",4
"Eggs and hatchling",4
"Eggs and hatchlings",4
"Eggshell fragments collected fro",4
"Eggs incubated",4
"Embryo/fetus",4
"Embryo/neonate",4
"Embryos Forming",4
"Fairly advanced",4
"Feathers",4
"FEMALE 13, MALE 1",4
"FEMALE 20, MALE 20",4
"FEMALE 2, MALE 8",4
"FEMALE 5, MALE 10",4
"FEMALE 7, MALE 5",4
"FEMALE 9, MALE 3",4
"Fertile ?",4
"First year",4
"Five Days",4
"fledged juvenile",4
"Flower.",4
"flower, fruit",4
"Flowering and Fruiting ?",4
"flower, old fruit",4
"flowers and buds",4
"fresh - 1/4",4
"fresh, addled",4
"Fresh and begun",4
"fresh - commenced",4
"fresh-commenced",4
"fresh - deserted",4
"Fresh or Slight",4
"Fresh or trace",4
"fresh (probably commenced)",4
"fresh (see card)",4
"Fresh (see card)",4
"Fresh, showing blood",4
"Fresh, showing blood, small embr",4
"fresh-slight",4
"fresh to a few days inc.",4
"Fresh To Slight",4
"Fresh to started",4
"fresh to well begun",4
"fresh to well started",4
"gerontic",4
"good-sized embryos",4
"Gravid Female",4
"Half-grown",4
"hatched in captivity",4
"hatched-w",4
"Hatchling and egg",4
"Hatchling (died)",4
"Hatchling, Liver tissue taken",4
"; I;;",4
"I; I",4
"I; I;;",4
"; II; I",4
"I; II; juvenile;;;",4
"I;; II; juvenile; juvenile",4
"I; II; ovigerous; juvenile",4
"II; juvenile;;;",4
"II;;; juvenile",4
"II;; juvenile; juvenile; ovigerous",4
"I; juvenile; juvenile; juvenile",4
"imago mort",4
"immature ?",4
"immature;;",4
"in bud, flower, fruit unripe, fruit ripe",4
"inc. 1/2",4
"In the oviduct",4
"I; ovigerous; juvenile",4
"j-3",4
"j-4",4
"Just beginning",4
"just well started",4
"[juv?]",4
"juvenile (16 days)",4
"JUVENILE 1, FEMALE 1, MALE 3",4
"juvenile; 2 C wk",4
"JUVENILE 2, FEMALE 1, MALE 2",4
"juvenile; 2nd instar",4
"juvenile (31 days)",4
"juvenile; 36 day",4
"JUVENILE 3, FEMALE 2, MALE 1",4
"JUVENILE 3, FEMALE 3, MALE 1",4
"juvenile; 3rd instar",4
"JUVENILE 4, FEMALE 1",4
"JUVENILE 5, FEMALE 1, MALE 1",4
"juvenile A-5",4
"juvenile; II;;",4
"; juvenile; juvenile; ovigerous",4
"; juvenile; larvae V",4
"Juvenile, liver tissue taken",4
"Juvenile or metamorph",4
"juvenile; young of year",4
"King; Queen; Soldier; Worker",4
"Known: 6 months",4
"Lactating",4
"Large soft embryos",4
"LARVA (AMMOCOETE)",4
"larvae; juvenile",4
"LARVA, JUVENILE",4
"Larva, metamorph",4
"Late juvenile",4
"Little",4
"liver tissue taken",4
"MALE 1, FEMALE 1",4
"Mangled Piece of Tadpole",4
"mature spores",4
"meaty",4
"Med.",4
"mesocercariae",4
"molting adult",4
"Much advanced",4
"Nearly Adult",4
"Neonate ?",4
"neotenic adult",4
"Nest failed",4
"Nestling-Day 5",4
"nestling nestling",4
"nestlings",4
"no blood showing",4
"no data on card",4
"no development to moderate",4
"None, eggs fresh",4
"Not incubated",4
"Not Indicated",4
"not noticeable",4
"not recorded.",4
"No trecorded",4
"not recoreded",4
"o",4
"old fruit",4
"One-half incubated",4
"One half to full",4
"Ova",4
"over 1 day",4
"over one-half",4
"Over one half",4
"PARATYPES",4
"Partially incubated",4
"Partly Incubated",4
"post-oncomiracidium 2a",4
"; praniza",4
"Prehatchling",4
"Premetamorphs, metamorphs",4
"Pronounced",4
"protaspis",4
"protozoan stage tissue cyst",4
"pupa; larva",4
"Quatre pattes",4
"Queen; Reproductive; Soidlier; Worker",4
"Queen; Reproductive; Worker",4
"Rather advanced",4
"Rather heavy",4
"Red showing",4
"red streak",4
"Red streak",4
"red streak showing",4
"Red streak showing",4
"S",4
"See card.",4
"Set in",4
"Several days.",4
"showing blood, small embryo",4
"showing in all",4
"skull 75% ossified",4
"Skull 90% ossified",4
"skull 95% ossified",4
"skull completely ossified",4
"SKULL COMPLETELY OSSIFIED?",4
"Skull few ossified",4
"skull few ossified (sic)",4
"skull fully pneumatized",4
"Skull not completely ossified",4
"Skull not ossified.",4
"Skull ossi",4
"Skull partially ossified",4
"skull unossified",4
"slight, 1 infertile",4
"slight; bloody",4
"slightly begun",4
"slightly commenced",4
"Slightly developed",4
"slight to well begun",4
"Slight traces",4
"Sligth",4
"small embyros",4
"somewhat incubated",4
"Somewhat incubated",4
"stage 22 of Gosner, 1960",4
"Stage 33",4
"stage 37 of Gosner, 1960",4
"Stage 40",4
"Start",4
"Strictly fresh",4
"SUBADULT, SKULL OSSIFIED",4
"Tadpoles and metamorphs",4
"TADPOLES OR TRANSFORMING",4
"thin-shelled eggs, hatched and d",4
"Three fourths",4
"t��tards /imagos",4
"Tiny embryos",4
"trace of embryos",4
"Traces of blood",4
"tree",4
"Two weeks",4
"U-Ad.;Skull Oss.",4
"U-Juv.; Sk.Unoss",4
"unge <1 ��r",4
"unincubated",4
"Variable from fresh to slight",4
"Variable from slight to moderate",4
"various instars",4
"Vegetative ?",4
"very considerable",4
"Very heavy.",4
"Very small embryo",4
"well adv.",4
"Young Adult",4
"yoy",4
"zoea I",4
"-",3
"0?",3
"0.25",3
"0.6",3
"100% ossified",3
"10-14 days",3
"103 juveniles",3
"104 adult",3
"105 adult",3
"106 juveniles",3
"10 adults + 3 larvae/pupa",3
"10 adults + 4 larvae",3
"10 juveniles, 1 exuvia",3
"10 juveniles, 2 exuvia",3
"10M",3
"10M10F",3
"10M 8F",3
"10 years",3
"114 juveniles",3
"115 adult",3
"11 adults + 2 larvae/pupa",3
"11J",3
"11 nymph",3
"11 years, 9 months",3
"1/2.",3
"120 adult",3
"12-14 days",3
"12-15 days",3
"123 juveniles",3
"125 juveniles",3
"126 adult",3
"129 juveniles",3
"12 adults + 3 larvae",3
"1/2 Advanced",3
"12 Days",3
"12 form II females, 2 form I males, 3 form II",3
"12 juveniles, 1 exuvia",3
"12 juveniles, 2 pupae",3
"12 juveniles, 3 pupae",3
"12 juv. females",3
"1/2 or over",3
"1-2 weeks",3
"130 adult",3
"131 adult",3
"131 juveniles",3
"134 unknown",3
"135 juveniles",3
"13 adults + 3 larvae",3
"13J",3
"13 juveniles, 1 exuvia",3
"13 juveniles, 4 pupae",3
"13 juv. females",3
"13M",3
"1/3 rd",3
"1/3rd incubated",3
"1/4.",3
"140 adult",3
"143 adult",3
"147 adult",3
"147 juveniles",3
"14day min.",3
"14J",3
"14 juveniles, 1 pupa",3
"14 larvae",3
"1/4 set",3
"15-18 days",3
"151 adult",3
"152 adult",3
"153 adult",3
"154 unknown",3
"159 adult",3
"15 adults + 8 larvae",3
"15 Days",3
"15F",3
"15 juvenile",3
"15 juveniles, 2 pupae",3
"161 adult",3
"162 juveniles",3
"166 adult",3
"16 days",3
"16F",3
"16J",3
"16 juveniles, 1 pupa",3
"16 nymph",3
"16 years",3
"171 adult",3
"173 adult",3
"17 adults + 5 larvae",3
"17 juv. undetermined",3
"17 larvae",3
"17M",3
"185 adult",3
"18 adults",3
"18M",3
"18 nymph",3
"19 adults + 2 larvae",3
"1 adult + 12 larvae",3
"1 adult + 14 larvae",3
"1 adult, 2 juveniles",3
"1 adult + 2 larvae/pupa",3
"1 Adult, unknown",3
"1 advanced, 1 addled",3
"1 day incubated",3
"1 egg, 2 young",3
"1F 12J",3
"1F3J",3
"1f 7j",3
"1F 7J",3
"1F  8J",3
"1-faint trace of blood, 2-pronou",3
"1 Female, 1 Juvenile",3
"1 form II females, 1 form II males, 1 juv. un",3
"1 form II females, 1 form II males, 2 juv. un",3
"1 form II females, 1 form II males, 3 juv. un",3
"1 form II females, 1 form I males, 1 juv. und",3
"1 form II females, 2 juv. males",3
"1 form II females, 2 juv. males, 1 form II ma",3
"1 form II females, 2 juv. males, 1 form I mal",3
"1 form II females, 2 juv. males, 2 form I mal",3
"1 form II females, 2 juv. undetermined",3
"1 form II females, 4 form I males, 1 form II",3
"1 form I males, 5 form II males",3
"1 fresh, 1 begun",3
"1 Fresh, 1 Showing Blood",3
"1 fresh, 1 started",3
"1 fresh; 1 started",3
"1 fresh; 2 started",3
"1 immature",3
"1 instars female",3
"1 JUVENILE; 1 ADULT",3
"1 JUVENILE; 2 ADULT",3
"1 juvenile, 5 pupae",3
"1 juvenile, 7 pupae",3
"1 juv. females, 1 form I males, 2 form II mal",3
"1 juv. females, 1 juv. males, 1 form I males,",3
"1 juv. females, 2 form II females, 2 form II",3
"1 juv. females, 3 form II females, 1 form II",3
"1 juv. females, 3 juv. males, 1 form I males",3
"1 juv. females, 3 juv. undetermined",3
"1 juv. females, 5 form II females, 2 juv. mal",3
"1 juv. females, 5 form II females, 3 juv. mal",3
"1 juv. males, 1 form I males, 1 form II males",3
"1 juv. males, 3 juv. undetermined",3
"1M  1F  4J",3
"1m, 2f",3
"1M, 2F, 1J",3
"1M  2F  2J",3
"1m 2f 3j",3
"1M  2F  5J",3
"1M, 2J",3
"1M 3F 3J",3
"1M  3F  4J",3
"1M4F",3
"1M 4F 2J",3
"1m 5f",3
"1M  5F",3
"1M, 5F, 1J",3
"1M 6J",3
"1M, 6J",3
"1M  7F",3
"1M 7J",3
"1M 8F",3
"1 Male, 1 Immature Female",3
"1 male, 3 females",3
"1 Male, 4 Female",3
"1 medium",3
"1 Showing Blood",3
"1 showing blood, 1 infertile",3
"1 showing blood, 2 v. small embr",3
"1 small adult",3
"1 small embryo, 1 infertile",3
"1 small embryo, 1 large embryo",3
"1st cycle",3
"1St Win.",3
"1St Winter?",3
"1st year skull /snco",3
"1st year/snco",3
"1 year 7-8 months",3
"2?",3
"20",3
"208 adult",3
"21",3
"211 adult",3
"212 adult",3
"213 adult",3
"215 adult",3
"21 adults",3
"21F",3
"21 pupae",3
"221 adult",3
"225 adult",3
"2/3, 1 infertile",3
"23 adults",3
"23 adults + 1 larva",3
"2/3 adv.",3
"2/3 complete",3
"2/3 days",3
"2/3 hatched",3
"2/3 or more",3
"23 pupae",3
"2-3 yrs",3
"241 juveniles",3
"2-4 days",3
"25",3
"25 adults + 2 larvae",3
"25 adults + 7 larvae",3
"260 adult",3
"262 adult",3
"269 juveniles",3
"283 adult",3
"29 adults",3
"29 juvenile",3
"2 adults + 10 larvae",3
"2 adults + 10 larvae/pupae",3
"2 adults + 11 larvae",3
"2 adults + 12 larvae",3
"2 Adults, 1 Immature",3
"2 adults + 25 larvae",3
"2 adults + 6 larvae",3
"2 adults + 6 larvae/pupa",3
"2 adults + 7 larvae",3
"2 Adults, sex unknown",3
"2 advanced, 1 infertile",3
"2 ans",3
"2 chicks + 1 egg",3
"2F 2j",3
"2F, 2J",3
"2F3J",3
"2f 6j",3
"2F 7J",3
"2-faint trace of blood, 2-pronou",3
"2 form II females, 10 form I males",3
"2 form II females, 1 form I males, 6 form II",3
"2 form II females, 1 juv. males, 2 form II ma",3
"2 form II females, 2 form II males, 2 juv. un",3
"2 form II females, 4 form I males, 1 form II",3
"2 form II females, 5 form I males, 1 form II",3
"2 form II females, 6 form I males, 1 form II",3
"2 form II females, 8 form II males",3
"2 form II females, 9 form I males",3
"2 fresh, 3 slight",3
"2 ��r 6 m��n",3
"2 Juv",3
"2 juvenile; 16 adult",3
"2 JUVENILE; 2 ADULT",3
"2 juvenile; 8 adult",3
"2 juveniles, 4 exuvia",3
"2 juveniles, 5 pupae",3
"2 juv. females, 10 form II females, 1 juv. ma",3
"2 juv. females, 1 form II females, 2 form II",3
"2 juv. females, 1 form II females, 3 juv. mal",3
"2 juv. females, 3 form II females, 1 form II",3
"2 juv. females, 3 form II females, 1 juv. mal",3
"2 juv. females, 3 form II females, 2 form I m",3
"2 juv. females, 4 form II females, 1 juv. mal",3
"2 juv. males, 1 form I males",3
"2 large embryos",3
"2 M",3
"2M 11J",3
"2M  1F  2J",3
"2M 1F 5J",3
"2M 1F 9J",3
"2M 2F 2J",3
"2m 2j",3
"2M 2J",3
"2M 3F 3J",3
"2M  3J",3
"2M 4J",3
"2M 7F",3
"2M, 8F",3
"2 Males, 3 Females",3
"2 Males, 8 Females",3
"2Nd Winter?",3
"2nd y",3
"2nd year",3
"2 or 3 days advanced",3
"2 slight, 1 fresh",3
"2 slight, 2 addled",3
"2 Small Embryos",3
"2 small embryos, 1 infertile",3
"2 small embryos, 2 large embryos",3
"2 Unknown",3
"2Y",3
"300 juveniles",3
"30 nymph",3
"31 pupae",3
"32 adults + 2 larvae",3
"33%",3
"34 adults + 2 larvae",3
"3/4 days",3
"3-6 days",3
"38 exuvia",3
"38 pupae",3
"3 adults + 13 larvae",3
"3 advanced, 1 addled",3
"3 days advanced",3
"3 Days Incubated",3
"3 form II females, 2 juv. males, 1 form II ma",3
"3 form II females, 4 form I males, 1 form II",3
"3 form II females, 5 form I males",3
"3 form II females, 6 form I males",3
"3 fresh; 2 started",3
"3 hatched in wild; fragments",3
"3 ��r 6 m��n",3
"3; Juvenile",3
"3 juvenile; 10 adult",3
"3 JUVENILE; 1 ADULT",3
"3 juveniles, 4 pupae",3
"3 juveniles, 5 pupae",3
"3 juveniles, 6 exuvia",3
"3 juv. females, 1 form II females",3
"3 juv. females, 1 form II females, 1 juv. mal",3
"3 juv. females, 1 form II females, 4 juv. mal",3
"3 juv. females, 1 form II males",3
"3 juv. females, 1 juv. males, 1 form I males",3
"3 juv. females, 2 form II females, 5 juv. mal",3
"3 juv. females, 2 form I males",3
"3 juv. females, 3 form II females, 1 juv. mal",3
"3 juv. females, 3 form II females, 2 form I m",3
"3 juv. females, 3 form II females, 2 juv. mal",3
"3 juv. females, 3 form II females, 4 juv. mal",3
"3 juv. females, 3 form I males",3
"3 juv. females, 3 juv. males, 1 form I males",3
"3 juv. females, 5 juv. males",3
"3 juv. females, 6 juv. males",3
"3 juv. females, 9 juv. males",3
"3M 12F",3
"3M1F",3
"3M, 1F, 1J",3
"3m 2f 2j",3
"3M 2F 5J",3
"3M  2J",3
"3M 3F 3J",3
"3M  4F",3
"3M, 4F, 1J",3
"3M 5F 1J",3
"3M, 6F",3
"3 Males, 4 Females",3
"3 mo.",3
"3 oeufs embryon",3
"3 t��tards",3
"3+ years",3
"3 young + 1 egg",3
"40 adults + 1 larva",3
"40 days",3
"40 exuvia",3
"41 adults",3
"42 juvenile",3
"42 months",3
"43 unknown",3
"4/5 Advanced",3
"4.5 mo old",3
"4-7 days",3
"4 adults + 11 larvae",3
"4 adults + 1 larva/pupa",3
"4 days advanced",3
"4 Days Incubated",3
"4 form II females, 10 form II males",3
"4 form II females, 12 form I males",3
"4 form II females, 1 form I males, 7 form II",3
"4 form II females, 2 form I males, 4 form II",3
"4 form II females, 3 form I males, 3 form II",3
"4 form II females, 5 form I males, 4 form II",3
"4 form II females, 8 form II males",3
"4 form I males, 2 form II males",3
"4 hatched in wild; fragments",3
"4 ��r 6 m��n",3
"4 jeunes",3
"4 juvenile; 6 adult",3
"4 juveniles, 7 exuvia",3
"4 juv. females, 1 form II females, 2 juv. mal",3
"4 juv. females, 1 juv. males, 1 form I males",3
"4 juv. females, 2 form II males",3
"4 juv. females, 3 form II females, 2 juv. mal",3
"4 juv. females, 6 juv. males",3
"4 juv. males",3
"4M 11F",3
"4M 2F 3J",3
"4M, 3J",3
"4 Male, 3 Female",3
"4 months old",3
"4 weeks",3
"4 yrs",3
"52 adults",3
"52 unknown",3
"53 unknown",3
"54 unknown",3
"5-6 days incubated",3
"56 unknown",3
"5/8",3
"5 Adult, female",3
"5 adults + 2 larvae",3
"5 adults + 4 larvae",3
"5 adults + 9 larvae",3
"5 adults sex unknown",3
"5 Days incubated",3
"5f",3
"5 form II females, 1 form I males, 6 form II",3
"5 form II females, 1 form I males, 8 form II",3
"5 form II females, 2 form I males, 2 form II",3
"5 form II females, 2 form I males, 6 form II",3
"5 form II females, 3 form I males, 5 form II",3
"5 form II females, 5 form I males, 2 form II",3
"5 form II females, 6 form I males",3
"5 form I males, 3 form II males",3
"5 fresh",3
"5 ��r 8 m��n",3
"5j",3
"5 juveniles, 5 exuvia",3
"5 juv. females, 1 form II females",3
"5 juv. females, 2 juv. males",3
"5 juv. females, 4 juv. males",3
"5 juv. females, 5 form II females, 2 juv. mal",3
"5 juv. undetermined",3
"5m 1f",3
"5m 2f",3
"5M 5F",3
"5M 6F",3
"5 Males, 2 Females",3
"5 protonymph",3
"5 yrs",3
"60%",3
"64 unknown",3
"65 unknown",3
"67 unknown",3
"68 unknown",3
"69 unknown",3
"6 adults + 2 larvae/pupa",3
"6 adults + 6 larvae",3
"6 Female",3
"6 form II females, 1 form I males, 4 form II",3
"6 form II females, 1 form I males, 6 form II",3
"6 form II females, 1 juv. males, 5 form II ma",3
"6 form II females, 2 form I males, 1 form II",3
"6 form II females, 3 form I males, 5 form II",3
"6 form II females, 5 form I males, 2 form II",3
"6 hours",3
"6 juveniles, 4 exuvia",3
"6 juv. females, 1 form I males",3
"6 juv. females, 2 form I males",3
"6 juv. females, 4 juv. males",3
"6 juv. females, 7 juv. males",3
"6 or 8 days",3
"75 pupae",3
"77 unknown",3
"78 unknown",3
"79 adults + 1 larva",3
"7 adults + 16 larvae",3
"7 adults + 5 larvae",3
"7 adults + 6 larvae",3
"7 days incubated",3
"7 form II females, 1 form I males, 1 form II",3
"7 form II females, 2 form I males, 5 form II",3
"7 form II females, 3 form I males",3
"7 form II females, 4 form I males",3
"7 form II females, 9 form II males",3
"7 juveniles, 6 pupae",3
"7 juv. females, 1 form I males, 1 form II mal",3
"7 larves",3
"7M, 1F",3
"7M 1F 1J",3
"7M, 2F",3
"7M 4F",3
"7 young-of-the-year",3
"88 juveniles",3
"89 unknown",3
"8 days old",3
"8 form II females, 10 form II males",3
"8 form II females, 1 form I males, 9 form II",3
"8 form II females, 3 form II males",3
"8 form II females, 4 form II males",3
"8 form II females, 7 form I males",3
"8 form II females, 8 form II males",3
"8 form II females, 9 form II males",3
"8 form II males",3
"8 ��r 6 m��n",3
"8 juv. females, 1 form I males",3
"8 juv. females, 5 juv. males",3
"8 juv. undetermined",3
"8M, 2F",3
"8 years +",3
"90 adult",3
"92 unknown",3
"94 juveniles",3
"9 adults + 4 larvae",3
"9 adults + 6 larvae",3
"9 form II females, 13 form I males",3
"9 form II females, 9 form II males",3
"9 juveniles, 1 pupa",3
"9 juveniles, 2 pupae",3
"9 juv. undetermined",3
"9 to 10 days",3
"About 1/2.",3
"About 1/2 complete",3
"about 1/3 done",3
"About 1/3 incubated",3
"about 1/3rd",3
"About 1/4 advanced.",3
"about 1/4 complete",3
"About 1/8",3
"About 1 day",3
"About 1 week.",3
"about 3/4 complete",3
"about 3/4 incubated",3
"about 35%",3
"about 3 weeks",3
"About 4 days.",3
"About 50%",3
"About half.",3
"about one-fifth",3
"About one-half",3
"About to hatch",3
"ad (13+ yrs)",3
"ad (20+ yrs)",3
"ad (4+ yrs)",3
"ad (5+ yrs)",3
"Addled.",3
"Addled egg from clutch of 4",3
"Addled + Fragments",3
"ADOLESCENT.",3
"Adolesence",3
"Ad. SFO",3
"ad; sy",3
"adt",3
"adult;;;",3
"Adult`",3
"Adult?",3
"adult; 100 day",3
"adult; 104 day",3
"adult; 10 C yr",3
"adult; 112 day",3
"adult; 113 day",3
"adult; 125 day",3
"adult; 126 day",3
"adult; 12 C mo",3
"adult; 13 mo 22 day",3
"adult; 13 mo 3 day",3
"adult; 146 day",3
"adult 14K",3
"adult; 14 mo 11 day",3
"adult; 14 yr",3
"adult; 160 day",3
"adult; 168 day",3
"adult; 189 day",3
"adult; 18 C mo",3
"adult; 18 C yr",3
"adult; 233 day",3
"adult; 235 day",3
"adult; 24 day",3
"adult; 257 day",3
"adult; 288 day",3
"adult; 2 mo 9 day",3
"adult; 2 yr 9 mo",3
"adult; 320 day",3
"adult; 325 day",3
"adult; 344 day",3
"adult; 346 day",3
"adult; 39 day",3
"adult; 3 C yr",3
"adult; 40 day",3
"adult; 42 day",3
"adult; 46 day",3
"adult; 48 day",3
"adult; 525 day",3
"adult; 52 day",3
"adult 5K+",3
"adult; 64 day",3
"adult; 74 day",3
"adult; 75 day",3
"adult; 78 day",3
"adult; 79 day",3
"adult; 80 day",3
"adult; 8-11 yr ?",3
"adult; 86 day",3
"adult; 90 day",3
"adult; 97 day",3
"Adult; Adult; Pupa; Egg",3
"Adult and Immature",3
"ADULT AND JUVENILE",3
"Adult; Calf",3
"adult + egg sacs",3
"adulte ��cras��",3
"Adult Female, liver tissue taken",3
"adult, immature",3
"adult; Juvenile",3
"Adult, liver tissue",3
"Adult on eggs",3
"Adults abandoned nest",3
"adult sexupara",3
"Adults, juveniles",3
"ADULTS, JUVENILES",3
"Adult skull 100% oss",3
"adult, skull fully ossifed",3
"Adult, skull fully ossifed",3
"Adult; skull fully ossified",3
"adult, skull fully ossified, bre",3
"Adult, skull ossified",3
"Adult SNFO",3
"Adult, Tissue-liver sample",3
"Adult, Tissue-liver sample taken",3
"Adult; Wings Unknown",3
"Adult with Egg Sac",3
"advanced 2/3",3
"Advanced (7 to 9 days)",3
"advanced in all eggs",3
"advanced incubation",3
"advanced-pipping",3
"Advancing",3
"A, Ex.",3
"after hatch year-U",3
"after third year",3
"age class 10",3
"age class 3",3
"age class 5",3
"Aged",3
"ahy by plumage",3
"AHY (SY?)",3
"alate",3
"alevins + juveniles",3
"a little",3
"a little down started",3
"All Eggs Fresh",3
"all perfectly fresh",3
"All Perfectly Fresh",3
"All slight",3
"All small embryos",3
"All three eggs hatched in lab.",3
"almost ready to hatch",3
"Almost ready to hatch",3
"androecia",3
"androecia + gemmae",3
"androecia + perianth",3
"a third",3
"A trace of red.",3
"avec 2 embryons",3
"Basic 4",3
"BF:23mm; age by plumage",3
"bird formed",3
"bleu",3
"blood streaks",3
"bloody embryos",3
"Both Eggs:Fresh",3
"Broken.",3
"broken in nest",3
"brood",3
"BURSA 9 X 6 MM",3
"BYUC071801",3
"Captive",3
"cercaria; parthenitae",3
"(checkmark)",3
"chick 2-5day",3
"chick (2 wk)",3
"chick 4-5day",3
"class 1",3
"class 1; subadult",3
"class 5; adult",3
"Clean",3
"cocoon, larva",3
"comm",3
"considerably incubated",3
"coquilles vides",3
"cowbird begun",3
"cowbird fresh (see card)",3
"cowbird slightly incubated",3
"craneo duro",3
"cr��ne",3
"cypris larvae",3
"Day 0",3
"day or two",3
"dead baby",3
"Destroyed",3
"downy chick; 1 week old",3
"downy duckling",3
"Dried",3
"Egg addled.",3
"Egg Fresh",3
"Egg masses",3
"Eggs and embryoes",3
"Eggs broke in nest.",3
"eggs; larvae",3
"eggs; proglottids",3
"Embryo and eggshell",3
"Embryo Formed",3
"Embryo in shell",3
"Embryo (near full-term)",3
"embryon mature",3
"Embryos and hatchling",3
"embryos with jelly",3
"emerged",3
"failed",3
"Fairly heavy",3
"far",3
"far along",3
"feathered embryo",3
"FEMALE 10, MALE 1",3
"FEMALE 10, MALE 2",3
"FEMALE 10, MALE 5",3
"FEMALE 11, MALE 1",3
