lifestage,reps
8 days or so,1
"IMMATURE, SKULL PARTLY OSSIFIED",1
started in 4,1
"IMMATURE, 1st year",1
adult; dark morph,1
fresh to half,1
much,1
"3 small emb., 1 showing blood",1
ca 2 months; Immature,1
"2 hatched, one still being incub",1
ca 2 months,1
Debut (started?),1
Begun (?),1
"ADULTS; 1 MALE, 1 FEM",1
1 ADULT; 29 JUVENILE,1
"1 LARVA, 3 JUVENILE",1
1 ADULT; 23 JUVENILE,1
"2 MALES, 2 FEMALES",1
Embryos Formed,1
sco (doutbful),1
"""""""immature"""" on tag; Adult""",1
ca. 33 days; Immature,1
"2 fresh, 1 addled",1
unossified; Immature,1
"PROBABLY IMMATURE, SKULL NOT COM",1
ca 36 hours; Downy chick,1
LESS THAN ONE DAY OLD; Downy chi,1
2674 moderate.,1
TESTES 3 X 8 MM,1
nearst adult,1
FIRST YEAR ADULT,1
2662 moderate,1
imm; female-like plumage,1
Past started,1
L:197mm; WCH:99mm; TS:21.2mm; CU,1
L:9in; TL:2.5in; age by plumage,1
L:220mm; TS:28mm; TL:66mm; WCH:1,1
WCH:142.5mm.; age by plumage,1
L:212mm; TL:54mm; TS:43mm; WCH:1,1
L:216mm; WCH:132mm; age by pluma,1
WCH:58.; age by plumage,1
L:181; EXT:281.; age by plumage,1
"""L:23 &3/8""""; EXT:14 &1/4"""".; age b""",1
EXT:551mm.; age by plumage,1
L:230mm; EXXT:402mm; age by plum,1
WCH:127 mm.; age by plumage,1
Third Winter,1
"2 small embryos, 3 large embryos",1
"Advanced, Over 1/2",1
oeufs et têtard,1
ad & juv,1
Trace (blood),1
4 ADULT; 12 JUVENILE,1
"3 addled, 2 one week",1
2 ADULT; 27 JUVENILE,1
11 ADULT; 6 JUVENILE,1
3 ADULT; 16 JUVENILE,1
1 JUVENILE; 4 ADULT,1
Large young,1
not recorded (broken),1
3 JUVENILE; 3 ADULT,1
2 JUVENILE*; 1 ADULT,1
LARVA-AMMOCOETE,1
"JUVENILE; 1 MALE, 1 F",1
"ADULT; 2 MALE, 1 FEMA",1
3 broken,1
Skull fully ossified Juv,1
"Well begun, different stages.",1
"various - mostly addled, some fr",1
Part just started-remainder well,1
3 eggs + 1 2.5 week old chick. 2,1
In different stages.,1
Blood Streaks,1
New laid,1
1 hatched/ 1 chipped & didn't ha,1
fresh & fresh,1
1 - fresh (had yolk); 7  - norma,1
blood streak,1
Set complete July 17.,1
about half week,1
advanced 75%,1
aduilt,1
One day.,1
Black contents,1
Advanced about 6 days,1
blood streaked embryos,1
Part hatching,1
both eggs large embryo,1
soft embryo in all,1
"4 fresh, 1 addled",1
1 about 5 days and 1 about 2 day,1
"fresh for two, slight in one, 1/",1
"One slight, two soft embryos",1
Fresh (slight Trace In One Egg),1
1/4 incubated (4) & nearly hatch,1
6 chicks collected wfvz#'s- 6024,1
to blood in three & others fresh,1
Eggs #6: Slight Trace Of Blood;,1
"Egg #1fresh, 2 and 3 small embry",1
"trace of red in 2, 2 fresh",1
Eggs were rather thick inside as,1
Fresh- collector broke one,1
fresh-3days,1
All Eggs: Very Slight Trace Of B,1
very adv.,1
No trace,1
"Slightly variable, Very small em",1
Advanced/viable to advanced,1
"2 advanced, 1 fresh",1
Little hatching,1
"slight, 1 egg dented",1
Both eggs with medium embryos,1
9 days sat on,1
Ready To Hatch,1
10%-20% developed embryo,1
"ID# 03 HAKU 1,1",1
"1x20%, 2 rotten",1
slight and almost even,1
Variable-see data card,1
5 to 7 days advanced,1
5-6 days (slight),1
"full brood patch, adult",1
skull windows present,1
Juvenile; skull 35% to 40% ossif,1
Adult skull100% oss,1
Skull fully oss,1
Large skull windows.,1
skull 80% ossified,1
over 1/2; 1 addled,1
Approximately three days old,1
about 4 to 7 days,1
week ---,1
"Just begun, bloody embryo",1
Meduim,1
advanced (bad),1
trace in all,1
Trace of Blood in Two,1
about one week.,1
Fourthfifths,1
slight in each,1
3 days - started,1
one egg started two addled,1
one half incubated,1
"8-O, 2-B",1
Begun. May be two birds as 2 egg,1
fresh - well along,1
4985 very slight,1
3622 moderate,1
3444 slight,1
slight-viable/addled,1
3146 fresh,1
1569-70 very slight,1
3570 advanced; 3571 adv.-feather,1
4049 fresh,1
slight/dead to advanced-viable,1
1384 slight; 1385 fresh; 1386 ve,1
4587 slight-dead? Detached,1
Egg Fresh to 1/4,1
Rather Heavy & Variable,1
"2 Fresh, 3 started.",1
"2 slight, 1 fresh (infertile?)",1
Fresh to 2/3rds,1
Very Small Embryo>small Embryo,1
"5 eggs- large embryo, 1 egg- inf",1
1)showing Blood 2)small Embryo,1
2 Small Embryo,1
5 to 9 days,1
checkmark,1
Had Begun In Some Eggs,1
Slight and Fresh,1
3+ mm embryo,1
ca 0.2 mm embryo,1
7/10 days,1
Card torn - possibly fresh,1
Fresh laid,1
Both slight,1
"Advanced, hard embryos",1
Bird formed but one egg slightly,1
"large embryo, feathers-body",1
"showing blood, slight developmen",1
ADVANCED,1
"2 fresh, 1 just started",1
"Two 1/3, One 1/4",1
1 egg 6 days. Others Fresh.,1
2 five days 1 infertile,1
fresh--one started,1
"Almost fully incubated, abandone",1
"Many eggs, fresh, showing blood,",1
"1 slight, 1 advanced",1
About 4 to 7 days,1
Tough embryos,1
44 juvenile,1
Fresh to just begun.,1
Not Fertile,1
289 adult,1
132 unknown,1
One is heap of blood,1
Cpmmenced,1
2 eggs incubated other two are n,1
"3 large embryos, runt was infert",1
11 young-of-the-year,1
Bird setting,1
Taken place,1
Begun only,1
5 hatched,1
one infert. about week,1
190 adult,1
409 adult,1
227 adult,1
79 unknown,1
202 adult,1
"Heavy, 3/4 incubation",1
70 unknown,1
4-5 days inc,1
NY,1
500,1
1-4 fresh; 5-7 large embryos,1
SB,1
Pip.-Pred.,1
Fresh To Well Begun,1
37.4mm,1
Fresh To Large Embryos,1
"Adult, cereberus",1
#6; eggshell fragments collected,1
1 slight; 3 no development,1
3/4 Complete,1
3 infertile 5 heavy,1
Slight in one egg; others fresh,1
"over half completed, one inferti",1
bloody yolks in all,1
"3 about 1/3, 2 about 2/3",1
Data Missing,1
"3 - 2/3, 2 addled",1
Dry--no visible development,1
Addled.  1 egg from clutch of 3,1
All 3 showing blood,1
Slight in one & far advanced,1
"fresh, just begun",1
Begun in all eggs,1
Membraneous,1
Cracked but whole abandoned egg,1
slight to small embryo in one,1
2 fresh; one slight,1
"Three eggs 2/3, two eggs started",1
"well started, embryo formed",1
"2 slight, 2 about 3/5",1
2 Days At Least. 2 Eggs Bloodsho,1
4 or 5 days incubated,1
2 infertile; fresh - trace,1
1/4 - 1/2,1
e-E-E-E,1
"1 fresh, 1 rotten, 2 one-third",1
One fresh; 1 soft embryo- also h,1
barely started to small embryos,1
"Skull oss., Large 249mm",1
by,1
c.11 months.,1
hair collected from ventral,1
c.16 months.,1
From fresh to very near hatching,1
Nestlings left nest between 6/8,1
COMMENT,1
Adult 43 g,1
Blood in two eggs,1
Adult post-breeding,1
ad SNFO,1
sligthly,1
Ad Breeding SNFO,1
"Adult, skull oss",1
Skull fully ossified; near breed,1
+/- 11 mos.,1
Skull not oss. Large 184 mm,1
skull completely pneumatized,1
Skull 95% ossified,1
"8 fresh, 4 slight",1
Adult Skull fully ossified,1
Skull 90 % ossified,1
"2 slight, 2 fresh",1
fresh-deserted,1
"2 small embryos , 1 infertile",1
Fresh to variable,1
bones forming,1
Variable Fresh & Slight,1
June 1877,1
"cuckoo definite trace, host fres",1
Fresh-commenced,1
Adult tail clip tissue,1
"Female, laid 27 eggs Aug 24, 198",1
Mother to UAZ 35197-35208,1
Male 51 mm SVL,1
NOTES,1
first year subadult,1
"Adult, tail tissue taken",1
"Female with four eggs, liver tis",1
"Female, 2 ova 13mm",1
skin tissue sample taken,1
"Adult Male, total length (visual",1
Juvenile with tissue,1
"Adult, SVL 633 mm, Tail 102.0 mm",1
"Adult, 361 mm SVL, Tail 67 mm, 1",1
"Adult Female, SVL 600 mm, tail 1",1
Adult with tail clip tissue,1
slight-dead to moderate-viable,1
Adult with tissue,1
5.335 cm,1
42years,1
"1 year old, born 19810614, died 19820614",1
"16 years, 1 month old",1
"25 years, 7 months",1
"5years, 9 months, 4 days",1
"1 year, 6 months +/- 1 year",1
4 months 27 days,1
8 years old,1
1-2 mo,1
22.5 yrs,1
4.5 yr,1
possibly 2 years old,1
Nestling fledged,1
one started,1
"2 about 5/8, 1 infertile",1
1/2 (2 infertile),1
Well bloodshot,1
All Several Days Incubated,1
One-thirds Incubated,1
about 3 days started,1
4 days; 1 addled.,1
"Showing blood, small embryos, in",1
commenced about 1/3,1
Showing blodd,1
Fully feathered embryos,1
Fresh- slight traces of blood in,1
fresh; female on nest,1
"One fresh, on begun.",1
embryos beginning,1
Varied; bloody,1
"1 young, 1 egg broken",1
"embryos, 1 infertile",1
5 to 6 days gone,1
Within 2 days of hatching,1
2/3s of,1
One egg much fresher than other,1
Incubation observed but site fai,1
"2/3-3/8, 2 young hatched & fledg",1
"slight, addled",1
far advanced all eggs rotten,1
"2 chicks, 5 weeks + 1 broken egg",1
3-trace,1
"1 egg, 1 young 5 weeks old",1
Perfectly fresh; showed no signs,1
well begun 1/5,1
Begun (hardly a week),1
This pair was observed to incuba,1
Eggs found broken. Developmental,1
98-MC31-ES-1 - no notes,1
98-MC28-ES-1 - no notes,1
Two Hatched,1
Egg #38 died with a small embryo,1
All three eggs hatrched in lab.,1
"Third clutch; no development, pr",1
almost pipped,1
Commenced in all -,1
1) 1.3g showing blood 2) 1.32g s,1
about 1/5th,1
fresh - small embryos,1
4 fresh. 3 started. 1 one fourth,1
"2 small embryos, 1 slight",1
"1, 4 showing blood, 2 small embr",1
soft embryos; sets about equally,1
Commenced small embryos,1
0.t-b-B,1
advanced to small embryos,1
4 about 1/3. 4 about 1/4,1
Blood showing,1
About 1/4 hatched,1
fresh: yolks red like blackbirds,1
Showing blood; incubation begun,1
#1: very small embryo; # 2 & 3:,1
one half; 2 infertile,1
begun (about 4 or 5 days),1
"Begun, 3 eggs infertile",1
"Incubation, 2/3 gone.",1
"Moderate embryos, 1 fresh",1
leg.,1
apparently variable; trace red &,1
Sire/Dam -/96  C14E2,1
certainly fresh,1
about 12 hours,1
"various stages (fresh-lain egg,",1
"2 addled eggs, 3 young",1
Vble slight to moderate,1
4 Fresh; 3 Started,1
All About 9 Days,1
"2 Fresh, 2 Commeced",1
incubated slightly,1
"2 fresh, 2 addled",1
"large, tough",1
eggs stolen,1
small embryos; large embryos,1
Well advanced; embryos formed,1
1 gone; 4 poor,1
o + b,1
"fresh; 3 birds just hatched, in",1
3 days; a little blood,1
quite fresh; lemon-colored yolks,1
addled but incubated,1
"2 slight, 3 fresh",1
Eggs failed; nest in silver chol,1
12 weeks,1
"Adult, juvs(2), Larvae(6)",1
Metamorphs with tail,1
begun about 1/3,1
1-24 glgs. Powell,1
"""""""Piped"""" """"Hatching""""""",1
Hatched.,1
"#1: No inc., #2: Small embryo. N",1
Hatched eggshells,1
fresh - showing,1
"1/3 , 1 addled",1
Partial (3 or 4 days),1
Very bad; feathered,1
"Partially hatched, about 1/3",1
"16 days for 3, 1 addled",1
Embryos formed lightly,1
All cracked- not incubated,1
22 +/- days,1
One egg in nest Mar. 23rd,1
Incubated 10 days; no developmen,1
"2 with small embryo, 1 no develo",1
Egg #80 did not contain a viable,1
3 days (1 unfertile),1
Apparently 4 days,1
"irregular, from fresh to slight",1
"five slight and one fresh, all i",1
"3 fresh, 3 slight",1
Failed clutch; broken,1
"2 medium, 3 large embryos",1
Last 4 chicks left nest on 16th.,1
"slight in one egg, fresh others",1
1/4 brooded,1
fresh incomplete,1
"1 large embryo, 1 runt egg",1
fresh-(very slight) (contents no,1
"1 and 2 infertile; 3,4,5 small e",1
Fresh To Two Thirds,1
Whole egg weight: 1 5.936g small,1
Four or five days advanced,1
Heavy embryos,1
6 j.,1
"Fresh: Eggs 7,8; Trace of Blood:",1
fresh to very small embryos,1
Slight to 1/4 advanced,1
Just begun to 1/2,1
Slight-heavy,1
Not recorded. Eggs missing.,1
Fresh- yolkless,1
All 1/4 incubated,1
Appreciable to heavy,1
0-2e-5B-3E,1
Started To Advanced,1
one third; 1 infert.,1
Fresh- Apr 13 nest finished but,1
"cowbird fresh, sparrow rotten",1
4 Young,1
bloody- 5 or 6 days,1
"1 runt egg, 5 half-grown young b",1
large embryos; well advanced,1
Slight and then some,1
"fresh, about 10 days",1
1/2. Host fresh,1
"cowbird fresh, host slight",1
"host commenced, cowbird advanced",1
large embryos in all,1
Over half incubated,1
slight-rotten,1
About one-third.,1
"5-a little down started, 1-unkno",1
infertile and rotten,1
5031-33 fresh,1
3060 fresh,1
3089 advanced-feathered,1
2609 advanced-feathered,1
just advanced - 2/3,1
"1/2 developed chick, ~11 days",1
5-5-6-6,1
"advanced, 1 far advanced",1
Fresh; 2 Begun,1
half over,1
4-5-5,1
"One fresh, one with fully formed",1
Addled Or Fresh?,1
Fresh-inc. just starting,1
"2 none, 3 advanced",1
Sire/Dam 28/66 C1E1,1
two fresh; two slight,1
about 1/3 or 1/4,1
Embryos dead in shell,1
Formed embryos in all,1
"Hard, feathered embryos.",1
One egg in nest on the 9th,1
"2: embryos visible, 3: large sof",1
4 just started. 4 about 1/4,1
"Fresh 1,2",1
Advanced. 1 egg lost,1
"all young fledged, no eggs or fr",1
3 infert.; 3 one-third inc.,1
all about 4 days,1
1st clutch frag- broke in nest.,1
"3 fresh, 1 addled (left over fro",1
from about 3 to 5 days,1
4 days (soft embyos),1
Various; one fresh,1
"very slightly incubated, one a l",1
begun in the normal sized eggs.,1
addvanced,1
fresh and showing,1
"1 embryo forming, 2 bloody yolks",1
Three or four days,1
1 hatched in wild; #1 fragments;,1
Two young hatched in wild. Frag,1
Two addled eggs + fragments,1
"91-31,32,34 Hatched In Lab, See",1
"Twoo eyases fledged from eyrie,",1
"#'s1,2,4 Showing blood, #3 fresh",1
Hatched in Wild;Three eggs in cl,1
One 30 Day Old Chick,1
"1-infertile, 2-embryo",1
"Unknown, nest abandoned",1
2 begun; 3 fresh.,1
Addled in nest.,1
"97-SC10-ES-1, addled egg, fragme",1
Two Hatching And One Intact Egg,1
"Eggs #25,26 addled",1
"3 addled, 1 died small embryo, e",1
All eggs hatched at SCPBRG,1
Hatched in wild (3 eggs),1
"advanced, young well formed",1
Three eggs hatched & fledged,1
traces of blood - 4 days,1
"Begun, 2 rotted",1
Fr4esh,1
"1) Medium embryo, 2) Large embry",1
Trace To Just Started,1
"2-pronounced trace of blood, 1-e",1
Helf four May 28,1
Punctured in deserted nest,1
commenced (slight),1
nest held 5 eggs yesterday,1
embryos quite large,1
one half-hardening embryo,1
very slight blood traces,1
about 1/2 completed,1
had began and progressed 2 or 3,1
1902,1
Fresh (3) To Well Begun,1
"Three advanced, two infertile",1
"Begun, slight",1
held 5 on May 20,1
"whites & yolks very thick, the l",1
"small embryos, about five days",1
"1 addled, two highly incubated",1
Fully,1
over one-half; hard embryos,1
one=half,1
All one-half incubated,1
"2 fresh, 1 broke during preparat",1
non vides,1
"1 fresh, 1 broken",1
"1 embryo about 5 days old, 1 bro",1
"1 Well Begun, 1 Fresh",1
begun waited 3 days for 5th egg,1
A X Addled 1x Hatching,1
Big embryos,1
begun 2 days,1
Too badly incubated,1
"very slight, 1 infertile",1
All Eggs: Embryo,1
Suggestion seen in 2 & fresh,1
fresh; slight trace of blood,1
nule,1
well,1
none./set complete./,1
about 2/3 hatched,1
Medium Embryo's,1
begun (addled.),1
"well begun, nest deserted",1
Old nest 2006?,1
about 2 or 3 days,1
All incuabted,1
"2 started, 1 about 1/3",1
begun/slight,1
3 eggs incubated (young formed),1
about 7-10 days,1
"1 Ruddy started, the rest fresh",1
Partly Inc.,1
Infertile>hatched,1
"Advanced, 1 infertile",1
advanced far,1
First egg laid 9-9-61,1
broken when washing,1
about 5 to 9 days,1
no trace of incubation,1
One incubation slight other two,1
quite incubated,1
3-6 days (see card,1
Egg #0608,1
began (about 1/4),1
advancing (begun),1
set complete June 9,1
3 Fresh And One Begun,1
"1 small, 2 large embryos",1
no signs of embryos,1
Just ready to hatch,1
"Fresh, Showing Blood",1
"3 fresh, 1 very slight, 2 slight",1
"SP61, specimen intact. Nest mate",1
set completed June 10,1
Advanced about 3 days,1
1 day fresh,1
2 days definitely slightly inc.,1
Less than one-quarter,1
variable slight to small embryos,1
Three forths,1
Was very slight,1
3 Newly Hatched + 1 Addled Eggs,1
"One fresh, one slight, 2 w/ well",1
Intertile,1
started. 2 more than others,1
2 fresh (incubation for other 4,1
commencee,1
2 infertile 2 about half,1
very small and small embryos,1
about 3 days; 1 rotten,1
"Fresh, addled and 1/2",1
"3 hatched, 9 broken (3 developed",1
"1 fresh, showing blood, small em",1
2-3 weeks,1
Nest contained 3 eggs,1
"quite addled, advanaced",1
Spoiled,1
"5 young, perhaps 3 days old",1
Larhe embryos,1
about 2 days; yolks were bloody,1
Ruget 3 Dage. (incubator 3 days),1
Fresh-runt no yolk,1
On pipping left in nest,1
Slight (2 unfertile),1
Both Eggs:Slight Trace Of Blood,1
Fully one half,1
advaced,1
Beginning all,1
2-3 day,1
Over 1/2; hard embryos,1
begun (incubation advanced),1
nest was finished 6 days ago and,1
Very much advanced,1
about 9/10 days,1
variable_advanced,1
slighty,1
15-18 days old,1
Small embryos (caustic),1
Apparently 2 days,1
1 fresh; 1 two days; 1 four days,1
"Eggs 1 and 2 very small embryo,",1
1/2 addled,1
Commenced-1 day,1
Nopt recorded,1
stagnate deserted,1
2 advanced - 1 addled,1
1 egg only incubate,1
1861-63 slight,1
2237 fresh; 2238 very slight,1
small chick,1
.7,1
Badly advanced,1
Begun-One fresh,1
varying from fresh to a little a,1
35%,1
"3 fresh, 1 begun",1
slight and even,1
1adv. 3 addled,1
chick hatched; shells saved,1
irregular (from fresh to slight),1
Moderate to advanced-unfeathered,1
All fresh (turbid) except 1 Lapw,1
One egg addled,1
"3 badly incubated, 2 infertile",1
Addle eggs,1
Eggs # 1 and 2 small embryos; #3,1
Fresh Abandoned,1
well along about 1/3,1
4/5-1 lost,1
just showing blood,1
begun & 2 addled,1
4 & 5 days,1
Started bloody,1
"Fragments from 3 hatched eggs, a",1
Egg 64 died; egg 65 hatched.,1
2634-35 moderate with light feat,1
1553 fresh,1
"about 1/2, Nov. 15 - 2 fresh egg",1
"Egg 66 addled; eggs 67,68 hatche",1
204 adult,1
"Two young fledged, one egg addle",1
"1 slight, 1 infertile",1
"3 fresh, 2 slight trace of blood",1
Egg 79 found dead; egg 80 hatche,1
Two 20 Day Old Chicks,1
"90-152, 154, 155, 156 hatched; 9",1
1578 advanced; 1579 infertile?,1
1390-91 fresh; 1392 very slight;,1
Fresh(?),1
120 unknown,1
"1 slightly incubated but addled,",1
incub.,1
2 infertile; 3 started,1
1 inc; 4 rotten,1
"2 infertile, 2-15 to 18 days",1
About 1/2 over,1
Some 5 days advanced.,1
"Fresh, presumably commenced",1
206 adult,1
Variable,1
"3 fresh, 4 advanced",1
361 adult,1
Highly Incubated; 1 Infertile,1
4 days down to fresh,1
"Fresh: 2,3; Trace of blood: 1,4,",1
297 unknown,1
"98-MC20-ES-1 - older fragments,",1
6 incubating,1
101 unknown,1
166 unknown,1
5 eggs failed,1
3 failed eggs (1/3 contained a f,1
168 adult,1
662 adult,1
"slight, no development--smelly a",1
"1 infertile, 1 fresh, 2 slight",1
347 unknown,1
Frais,1
"Very Sm Emb, Trace & Sm Trace Bl",1
"Very Sm Emb, Trace Of Blood,& Fr",1
"Well formed embryos, 1 infertile",1
"2 hacked, 1 radioed; 97-SC07-ES-",1
"bare trace, a late set",1
264 adult,1
"202-204 Hatched, See Remarks",1
263 adult,1
104 unknown,1
1451-52 fresh; 1453 slight,1
Five eggs hatched in wild.,1
from slight to nearly half,1
First clutch predated bt raccoon,1
One-fourth Advanced,1
Found below eyrie on ground,1
"Four eggs fresh, one egg addled",1
39 unknown,1
Addled + Abandoned,1
1 hatched in wild; fragments,1
"1 fresh, 1 craked",1
bones formed (advanced),1
stopped often begun,1
At least one large nestling died,1
Advnced,1
slight & blood showing,1
From eyrie fledging young,1
eggs sat on,1
"#57 fragments only, eggshell thi",1
Plus Fragments,1
Egg 89 died at pipping in lab; e,1
Hatched one,1
Addled + 1 Young,1
Two 28 Day Old Chicks,1
PWSEGG15; eggshell section (frag,1
20 & 25 days,1
"1-one half, 2-two thirds incubat",1
2 fresh a & b; other varying,1
From fresh to 1/4 incubated,1
About 3-5 days,1
#5; eggshell fragments collected,1
Nearly fresh - (2 days by knowle,1
"3 large embryos, 1 medium embryo",1
"fresh, well began",1
Approx: 10 days,1
"1 small embryo, 2 infertile",1
Advanced four or five days,1
1 addled 3 well started,1
Medium sized softish embryos,1
"2 moderate (bird just formed), 1",1
unincubated?,1
one runt,1
Not hatched (NH),1
197 adult,1
None apparent ie F,1
About 1  week,1
"2-advanced, 1-infertile",1
"4 slight, 2 fresh",1
Different stages.,1
None/ fresh.,1
447 adult,1
2-6 days,1
about 1/2 hatched,1
528 adult,1
"cuckoo fresh, host 2 days",1
"Cuckoo- fresh, a shade stale/ 1",1
"3 fresh, 1 trace of blood",1
"Fragments, Banded 1 Young",1
3 addled eggs. No copulation obs,1
"Fresh (2), started (1), and drie",1
2/3 or so,1
"Advanced, about 1/2",1
fresh - lemon-colored yolks,1
5 or 6 days.,1
"Clutch size 3, three young fledg",1
Failed; addled egg collected,1
First & second clutch failed.,1
very slight red,1
fresh (probably comenced),1
Moderate but apperently variable,1
si,1
"5 days, addled",1
adv. About 6 days,1
Shut five days,1
Set complet June 5,1
4 days- 2 eggs on 13 May,1
about @ 1/2,1
one full-term embryo,1
Egg #248,1
14-18 days,1
1 begun; 1 fresh,1
No sign of being fertile,1
"trace, fresh",1
1/2 incomplete,1
"1-4 days, 1 fresh",1
"3 showing, 1 fresh",1
Failed (1 of 2- 2nd broke),1
one - soft embryo,1
"slightly irregular, fresh to sta",1
FH,1
2 fresh and 4 begun,1
fresh to 4 days,1
Slight - about four days,1
nearly 1/4,1
big embryos,1
"Nest contained 4 chicks, 2 were",1
"fresh, slightly advanced",1
"irregular (2 fresh, 3 small embr",1
Slight & to the same degree in e,1
1 fresh and 2 about a 5 days inc,1
3 Fresh; 2 Commenced,1
slight; set complete 18,1
"4 young, 2.5 weeks old + 1 egg (",1
8-10 Days,1
Three 30 Day Old Chicks,1
slightly Incubated,1
sligth; 2 infertile,1
Both Hatched,1
Hatched in wild; Four young hatc,1
One egg hatched. Sample must con,1
"#91, fragments only, eggshell th",1
5 hatched in wild,1
"Eggs #33,34 hatched in captivity",1
"#9 Addled, #10 Hatched",1
Well begun- soft embryos,1
"Chicks pipping, however shells s",1
Embryos just started,1
"60 Days, Infertile",1
90-133 addled; unnumbered broken,1
"Fresh, showing blood, infertile",1
Two 21 days old young banded,1
"Eggs 16,17,19 died late; egg 18",1
Egg61 died with very small embry,1
"Eggs 44,46 died; egg 45 manually",1
"Eggs 18,19 were fertile, but die",1
Died At 10-12 Days,1
"98-MC06-ES-1, traditional eyrie,",1
Advanced g,1
nearlyone-half,1
Very slight-appreciable,1
"""showing blood. """"...slightly incu""",1
From Fresh To Well Begun,1
Fresh to advance,1
begun and advanced,1
Trace only,1
Irregular,1
No development; contents solidif,1
trace - addled,1
"1 egg infertile or fresh, 1 abou",1
Wings & legs barely forming,1
"3 of host + cowbird slight, 1 ho",1
"nest held 3 eggs, three days ago",1
Two-thirds incubated; 2 infertil,1
"middle stages, embryos",1
3/4 Over,1
cowbird egg was about ready to h,1
Started about  (1/3),1
sp,1
3 fresh; one egg addled and brok,1
one -half,1
FH (fresh?),1
"Slight, 1 Infertile",1
more than  half,1
4 fresh 1 inf.,1
"Advanced, 7-8 days.",1
"varying, fresh to 1/2",1
Ramphocelus-fresh; Molothrus-tra,1
"1 egg about 3/4 incubated, 1 egg",1
half; 1 rotten,1
Fourth- addled,1
"3 infertile, 2: 5 days",1
Advanced 3/5,1
Less than a week.,1
4 Fresh; 2 Started,1
"3 young, 2-2.5 weeks old.",1
#27; whole egg collected that ha,1
1-6 fresh; 7 small embryo,1
Trace In One Egg,1
Soft embryos; 1 addled,1
Eggs cold & fresh,1
2 for ad; 1 1/28 2 infertile,1
Reoccurance of blood,1
aparently fresh,1
All 3 eggs large embryos,1
Boht medium embryos,1
"2 addled, 1 pipped",1
3-4 days.,1
1/3 and addled,1
Began 3-5,1
Slight Incubation,1
Graded- Fresh to very badly,1
Embryos fairly well developed,1
Both eggs addled.,1
"1 slight trace, 2 fresh",1
about 3 days Adv,1
infert.,1
started and addled,1
"Eggs partial rotton, as old bird",1
"3 one half, 1 infertile",1
"1 egg 5 days, 2 eggs infertile",1
About a week along,1
Fresh and inc.,1
begun.  Fresh to well,1
no.,1
begun (seven fresh and 8 incubat,1
"fresh in host, slight in cowbird",1
"host slight, cowbird addled",1
"over 1/3, soft bones formed",1
adavanced,1
One eggs hatched normally at SCP,1
Egg#1-infertile; Egg#2 contained,1
Found broken in nest,1
"large embryo, yolk sack same siz",1
"large embryo. Yolk sack present,",1
No recorded.,1
All fresh except on had large em,1
39.0 g,1
Skull 85% oss,1
Skull not ossifed.,1
Skull 1/2 ossified,1
began a few days,1
Hardly perceptible,1
Definitive sub-adult,1
"2 infertile, 2 young",1
"begun, 1 egg addled",1
"Some fresh, some slight.",1
Fresh from well begun,1
"Five eggs, two of them fresh and",1
Some fresh some incubated,1
"""""""Fresh to one""""""",1
"Large embryos, some more advance",1
different stages from 3-8 days.,1
3 Fresh 2 inc well begun,1
Slightly developed embryo.,1
About One Week,1
5 small embryos; 1 showing blood,1
"well begun in 4, runt egg infert",1
Slight- nest held 3 eggs on Mar.,1
"1 fresh, 2 started",1
Fresh (claw hole in two eggs),1
3-12 days,1
"#1small embryo, 2 and 3 not reco",1
Inc. adv.,1
"#'s 1,2,4,5 and 6 small embryos,",1
Advan.,1
held 3 - May 13,1
started in some. 2 fresh. Probab,1
All five days,1
fresh; 1 broken,1
"1 hatched, 1 infertile",1
Adult - ossified skull,1
Not recordedv,1
in first stages,1
"2 Fresh, 3 Showing Blood",1
"1 addled, 2 feathered",1
About one third.,1
"Four eggs- slight, one egg- addl",1
"3 Small Embryos, 3 Large Embryos",1
"fresh, unincubated",1
Advanced very heavy,1
set complete June 4,1
9 days incubated,1
adv. - 6 to 9 days,1
1 fresh 2 showing blood,1
Discarded from nest,1
v. heary -- large embryos,1
Much blood,1
Bird incubating,1
Advanced (3-5 days),1
both slightly advanced,1
o-b-B=on eggs,1
1 commenced 2 weeks; 2 infertile,1
Young in nest were approx 15 day,1
"3 young birds, 1 addled egg",1
1 started; 2 fresh,1
Fairly started,1
Irregula (small to medium embryo,1
"Several days, set complete",1
"2 Fresh, 1 Started",1
Slight. 2 eggs. Apr. 13.,1
eyeball,1
very slight in all eggs,1
1 - 1/4; 1 - 1/3; 2 - 1/2,1
2 - 1/3; 1 - 1/2,1
Varous stages-heavy,1
2 well started-2 infertile,1
Begun in 4; 1 fresh,1
"beginning, one showed trace of b",1
"1 egg exactly 13 days, other app",1
begun in both eggs,1
well started = 1/2,1
one-third Incubated,1
half started,1
1 egg + 1 young 4 weeks old,1
"3 eggs, 1 chick 5 weeks old.",1
"No inc. Nest contained 2 young,",1
varying - well begun to 1/4,1
"3 large embryos, within 1-2 days",1
"Eggs A,B7D fresh, egg C showing",1
3 young in nest,1
Incubated for 75 days; no develo,1
begun in one egg,1
3 quarters through,1
Advnaced 3/4,1
1/4-3/4,1
3 slight; 2 fresh,1
Soft bones in 3. 5 addled.,1
"#1 fresh, 2,3 &4 Full grown",1
Fresh (one dented by bird in lea,1
"2-embryos visible, 3-embryos lar",1
started to over 1/3,1
over 1/2; hard embryos,1
3 young + 1 egg containing forme,1
