behavior,reps
be displaced; displace; forage,3
whisper,3
Not Described,3
Moving,3
forage; copulate,3
Calling In The Forest Interior,3
Territorial Song,3
walk; wade,3
Hiding,3
Many Individuals,3
Territorial Dispute,3
Calls Between Members Of Pair Or Parent & Offsprin,3
Pair Duetting,3
In Heavy Undergrowth,3
mechanical sound; song; advertise; lek,3
hop; perch; preen,3
fight; call,3
advertise; mate; call,3
emit alarm; Social context: mixed,3
call; song; dawn song; duet; advertise,3
call; song; lek; perform visual display,3
mechanical sound; song; advertise; Social context: mixed; perform visual display,3
call; song; duet; advertise; emit alarm,3
call; mechanical sound; dawn song; depart; arrive; fly; Social context: colony,3
call; mate; Social context: family; establish flock contact,3
advertise; court; call; song,3
song; perform courtship display; call,3
song; advertise; counter singing,3
Social context: colony; call,3
Aggression/defense; call; rest,3
call; flight sound; fly,3
forage; fly; call; song; perch,3
preen; bathe,3
eat; depart,3
dawn song; mimicry; song,3
song; call; court; advertise; scold,3
song; duet; court,3
parent of nest and eggs collected,3
perch; Social context: colony; call; preen,3
song; advertise; forage; Social context: family,3
mate; perform courtship display,3
care for young; arrive,3
call; perch; hop,3
probe; depart,3
perch; lek; depart,3
allopreen; sit on nest,3
preen; swim; forage,3
call; advertise; forage; establish flock contact; Social context: mixed,3
call; perch; song,3
perch; hop; take flight; forage,3
call; Social context: colony; Social context: family,3
swim; run,3
plunge dive; fly,3
eat; wipe bill,3
call; mechanical sound; advertise; court; Social context: colony; perform visual display,3
song; hop,3
call; depart; roost,3
call; mechanical sound; forage; fly; establish flock contact,3
song; mate; advertise; perform nest relief,3
feed young; care for young,3
beg; preen,3
Social context: flock; swim,3
call; depart; arrive,3
call; song; advertise; court; emit alarm,3
song; forage; Social context: family; establish flock contact,3
song; advertise; lek; perform visual display,3
Social context: flock; rest,3
depart; forage; fly,3
call; scold; emit alarm; perform visual display,3
call; care for young; scold,3
swim; fly,3
call; mechanical sound; bill drumming; establish parent young contact; beg; care for young,3
call; forage; Social context: flock,3
Aggression/defense; call; song,3
call; mechanical sound; song; court,3
call; depart; forage; fly,3
Not Noted,3
collected at 1515 hrs,3
"flying 0.25 mi from shore, collected 1430 hrs",3
being fed by parents,3
recently left nest,3
from a flock of 70 Horned Larks and 40 Longspurs,3
Feeding in seed grasses,3
fly; land; walk,3
songs mimic L. rubricata,3
sit on nest; build nest,3
tape #15,3
from a brood of 4 in nest,3
feeding on frozen apples,3
from flock of 50,3
unable to fly,3
Social context: flock; preen,3
from courting party,3
2 young and adult taken from group of fifteen young,3
"1 of 4 taken from nest, parent near",3
Feeding nestlings,3
Flock At Army Ant Swarm,3
At Lek,3
In Mixed Species Flock,3
perch; depart; fly,3
depart; vocalize; call,3
forage; walk; allopreen,3
establish flock contact; call; song,3
run; rest,3
Natural & After Playback,3
Some After Playback,3
Not In Clear Sight,3
sun; rest,3
surface dive; swim; call,3
wipe bill; call; perch,3
call; hop,3
perch; hop; wipe bill,3
defecate; preen; perch,3
call; perch; depart,3
forage; hop; tail wag,3
ruffle; perch,3
forage; eat; stand,3
sit on nest; perch; Social context: colony; preen,3
Social context: colony; brood; perch; call; pant,3
beg; feed young; sit on nest,3
eat; perch; forage; take flight,3
in a colony of 1000 adults on island,3
build nest walls,3
song; call; advertise; fly,3
perch; forage; drink,3
male and female with young at nest,3
call; mechanical sound; establish parent young contact; beg,3
Reproduction; call; song,3
3 Individuals,3
flight calls,3
Picked Up & Held,3
near suet station,3
In Response To Playback Of Carolina Chickadee Song,3
preen; stretch; perch,3
"Perched,  Changed Perches Occasionally",3
collected at 1430 hrs,3
from a flock of 100,3
song; dawn song; advertise; establish flock contact; Social context: mixed,3
call; song; advertise; fly; perform visual display,3
call; dawn song; emit alarm,3
mechanical sound; song; fly; advertise,3
scold; emit alarm,3
call; court; incubate; Social context: family,3
call; advertise; forage; fly; establish flock contact,3
After Chase,3
1 of pair,3
call; song; duet; perform visual display,3
forage; establish flock contact; Social context: mixed,3
call; mate; beg,3
fight; barks; rest,3
flap; perch,3
1 of a group of five,3
call; court; fight; fly,3
from flock at sea,3
collected at 1350 hrs,3
flying over water,3
build nest; fly,3
land; perch; fly,3
At Top Of Longleaf Pine,3
land; take flight,3
defecate,3
call; advertise; fly; emit alarm,3
forage; eat; perch; hop,3
exit nest cavity; cling,3
Flight Display,3
fly; forage; call,3
exit nest cavity; perch,3
Came Out To Tape,3
forage; walk; Social context: flock,3
call; advertise; Social context: family; establish flock contact,3
call; establish parent young contact; care for young; emit alarm,3
call; forage; scold; establish flock contact,3
call; mechanical sound; court; lek; Social context: colony; perform visual display,3
from a flock of 12 adults and 1 immature,3
barks; squeaks,3
care for young; eat,3
slither; Aggression/defense,3
forage; hop; walk,3
song; vocalize,3
call; mechanical sound; song; advertise; court,3
Flock Foraging,3
call; song; forage; emit alarm,3
call; song; advertise; fight,3
perch; pant,3
perch; fly; sit on nest,3
beg; sit on nest,3
call; song; subsong; mate; forage; Social context: troop; Social context: mixed,3
call; song; advertise; emit alarm; establish flock contact,3
dawn song; call; song,3
arrive; depart; perch,3
song; incubate,3
call; song; mate; emit alarm,3
Calling From Temporary Ponds Along Road Near River,3
mechanical sound; song; lek; perform visual display,3
call; song; establish parent young contact; Social context: family,3
emit agonistic call,3
establish flock contact; forage; call,3
song; perform visual display; call,3
call; dawn song; roost,3
call; mate; establish flock contact; Social context: mixed,3
hop; lek; perch; depart,3
call; song; fly; establish flock contact,3
song; counter singing; advertise; Social context: family,3
call; establish flock contact; forage; perform visual display,3
call; mechanical sound; court; fly,3
call; mechanical sound; song; lek; perform visual display,3
fly; advertise; flight song; song,3
Distant,3
Social context: flock; perch; preen,3
In  A Mixed Species Flock,3
In Bamboo,3
From Flock,3
"On Tape, Response To Squeaking?",3
"swimming, collected at 1115 hrs",3
"swimming, collected at 1330 hrs",3
Sitting On Tree Trunk Ca 5-10 M. Up,3
1 of a family of five,3
Coming to and going from nest cavity,3
Adult Male,3
"Roadside And Marsh Edge, Perched",3
Defending Ne Boundary,3
Tree,3
"Group, Chases",3
Then Responding To Playbck,3
Display Dives,3
"""""""Fighting It Out"""" In The Subcanopy""",3
Tucks - Disturbed At Nest,3
mimicked L. rara.,3
call; mate; perform nest relief; Social context: colony,3
land; perch,3
rest; sun,3
song; lek; advertise; fly; perform visual display,3
call; song; mate; advertise; establish flock contact; Social context: mixed,3
forage; fly; Social context: flock,3
preen; Social context: flock,3
song not recorded,3
Ontape,3
song mimics Pytilia phoenicoptera,3
stand; hop; carry food in bill,3
advertise; court; perform courtship display; call,3
carrying cotton,3
called in with taped song,3
crossing driveway,3
moving,3
collected 1100-1400 hrs,3
large colony nesting,3
from a flock of 3,3
agitated,3
fly; enter nest cavity; exit nest cavity,3
feeding quietly,3
"Male And Female, Courtship",3
land; perch; take flight,3
collected at 1115 hrs,3
eat; walk; stand,3
swim; dabble,3
swim; stretch,3
1 of 3 young from family group of eight,3
1 of 3 young and egg in nest,3
song mimics L. senegala,3
tail wag; perch,3
perform visual display; fly; call; perch; copulate,3
forage; eat; depart,3
emit pup calls,3
Hopping Around In Mangroves,3
Tree House Area In Tropical Forest,3
Small Flock Foraging,3
Not Seen Well,3
In Response To Carolina Chickadee Playback,3
"on territory of W-P/S, foreign fledglings approach",3
vocalizations and teeth chattering,3
Stimulus Undetermined,3
courting,3
perch; arrive; depart,3
call; song; advertise; emit alarm; scold; whisper,3
? Ground,3
fly; carry food in bill; stand,3
collected at 1100 hrs,3
call; depart; fly; Social context: colony,3
preen; lie,3
preen; stand; scratch,3
with parent female,3
stand; walk; take flight,3
call; song; beg; care for young,3
call; arrive; mate; court; Social context: colony,3
call; bill swipes; perch,3
Social context: flock; swim; surface dive,3
eat; peck,3
song; copulate,3
call; song; advertise; court; lek,3
call; duet; emit alarm,3
forage; fly; land,3
perch; flap,3
hop; eat,3
echolocation clicks,3
call; advertise; mate; Social context: family,3
mate; fly,3
call; song; mate; advertise; perform visual display,3
mechanical sound; fly; perform visual display,3
song; advertise; establish parent young contact,3
perch; fly; depart,3
surface dive; swim; eat,3
fly; land; forage,3
forage; walk; song,3
dabble; swim; preen,3
On Song Post,3
Lek,3
call; fly; mate; forage,3
call; fly; fight,3
song; duet; advertise; Social context: family,3
call; forage; scold; Social context: mixed,3
call; establish parent young contact; fly; emit alarm,3
call; advertise; fly; perform visual display,3
be displaced; displace,3
call; mechanical sound; advertise; scold,3
In Coconut Palm,3
preen; wipe bill,3
walk; hop,3
perch; bob; take flight,3
call; song; forage; Social context: family; establish flock contact,3
drink; call,3
lek; song; perch,3
take flight; hop,3
perch; sit on nest; incubate; walk,3
eat; song,3
Locomotion; perform visual display,3
feed young; perch,3
be displaced; perch,3
regurgitate; preen; perch,3
mechanical sound; fly; song,3
mechanical sound; song; call,3
preen; forage; walk; stand,3
call; perch; beg,3
subsong; call,3
subsong; call; song,3
care for young; sit on nest,3
hop; perch; perform courtship display; call; depart,3
call; mechanical sound; fly; perform visual display,3
song; dawn song; duet; advertise,3
call; emit alarm; carry food in bill,3
probe,3
perch; defecate; depart,3
scold; advertise; call; song,3
song; fly; call,3
emit anal gas; grunts,3
At Least 2 Individuals,3
care for young; depart,3
fly; advertise; call; song,3
call; beg; feed young,3
perch; perform courtship display; depart,3
perch; hop; bill swipes,3
call; flight song; song,3
flock; fly,3
swim; fly; take flight,3
swim; scratch,3
run; forage,3
subsong; advertise; whisper,3
call; fly; emit alarm; perform visual display,3
Aggression/defense; advertise; song,3
Locomotion; rest,3
call; advertise; mate; fly; establish flock contact,3
stand; ruffle,3
stand; yawn,3
preen; take flight; perch,3
eat; song; perch,3
call; beg; care for young; perform visual display,3
in mixed species flock,3
establish parent young contact; call,3
Directed Toward Recordist,3
"Good Short Calls, Throughout",3
brood; perch,3
Disturbed By Recordist,3
from a flock of 200,3
hop; fly; perch; perform visual display,3
displace; swim,3
call; Social context: troop; perform visual display,3
from nest of 3 young and 2 cowbirds,3
song; emit alarm; call,3
perch; preen; bathe,3
perch; forage; hop; take flight,3
take flight; perch; fly,3
collected at 1505 hrs,3
call; mechanical sound; song; duet,3
threaten; call,3
carry food in bill; call,3
call; mechanical sound; song; advertise; emit alarm,3
call; mechanical sound; advertise; Social context: colony,3
call; song; fly; mate; advertise,3
feeding in seed grasses,3
call; Social context: troop; Social context: family,3
perch; yawn,3
In Acacia Caven,3
Taking food to nestling,3
depart; arrive; fly,3
"flying, collected at 1000 hrs",3
Top Of Palm Ca 90' Up Above,3
advertise; emit alarm,3
song; mate; advertise; Social context: mixed,3
stand; lie,3
Perched In Shrub,3
fly; run,3
swim; stand,3
Response To Recordist,3
Perched High,3
song; depart; advertise,3
call; song; forage; fight,3
call; mechanical sound; fly; forage; establish flock contact,3
Responded To Tape,3
collected before 1000 hrs,3
"flying, collected at 1400 hrs",3
3 Or 4 Individuals,3
Flock Noise,3
1 of 6 from a brood of seven,3
"""Not Certainly Of This Genus; Identified Only As """"J""",3
emit alarm; establish flock contact,3
Roost Flock,3
fly; forage; hover,3
threaten; swim,3
carry nest material; fly,3
in a heronry of 20 nests,3
from brood with parent,3
Delivering food to nest box,3
At Army Ant Swarm,3
call; arrive; establish parent young contact,3
Multiple Individuals,3
"Foraging In 50M Tall Douglas Fir, Near Top",3
land; forage; fly,3
advertise; court; call,3
call; advertise; mate; emit alarm,3
advertise; call; counter singing; song,3
dead on Road,3
perform visual display; preen,3
1 of a brood of 3 in nest,3
call; court; advertise; Social context: colony,3
call; mechanical sound; lek; advertise,3
song; build nest,3
"from two large flocks, collected at 1830 hrs",3
perch; forage; fly,3
rest; Social context: flock,3
Some Calls In Response To Playback,3
emit alarm; forage; flush; fly; call,3
one of three from a tree trunk,3
perch; fly; land,3
In Response To Playback Of  Black-Capped Song,3
carry food in bill; fly; perch,3
perform visual display; preen; perch,3
court; rest,3
drink; take flight,3
squeaks; barks,3
chew; eat,3
being fed by adults,3
take flight; perch; forage,3
call; mechanical sound; beg; Social context: colony,3
song; mimicry; advertise; Social context: colony,3
fly; forage; land,3
advertise; court; song,3
from a large flock of Redpolls and Goldfinches,3
stretched out,3
1 of 3 from a flock of 100,3
Juvenile Begging,3
perch; hop; call,3
song; dusk song; advertise; roost,3
Not Seen (In Tall Tree),3
2 Individuals Counter-Singing,3
Several Birds,3
with nest and 4 eggs,3
forage; perch; eat,3
song; dawn song; mimicry; advertise,3
call; advertise; emit alarm; Social context: troop,3
call; song; advertise; court; copulate; perform visual display,3
stand; bob; run; call,3
call; depart; forage; establish flock contact,3
mechanical sound; song; fly; perform visual display,3
feed young; carry food in bill,3
stand; eat,3
Flying Around,3
call; depart; Social context: troop,3
could fly 20 yds at a time,3
call; forage; perch,3
"Perched, Occasional Flight",3
emit alarm; fly; call; perch,3
whoops,3
song; dusk song; advertise; forage,3
feed young; eat,3
enter nest cavity; exit nest cavity; remove fecal sac,3
1 of 2 young in nest,3
Mixed Chorus,3
flycatch,3
Notes on Tape,3
call; carry food in bill,3
1 of 3 from a flock of 200 plus,3
grunts; pant,3
call; mate; forage; Social context: troop; Social context: mixed,3
song; depart,3
call; beg; scold,3
Perched On Utility Wire,3
take flight; perch; wipe bill,3
perch; depart; call,3
song; lek; court,3
call; mechanical sound; forage; emit alarm,3
preen; perch; take flight,3
perch; hop; perform courtship display,3
call; dusk song; advertise; roost,3
"Nest Building, At Nest 4B",3
call; flush; advertise,3
feeding at an ant swarm,3
song; advertise; roost,3
Perched On Telephone Wire,3
stand; call; take flight,3
song; dawn song; duet; mate; advertise,3
"flying 30 yards to ice edge, collected at 0945 hrs",3
basking on logs and trees in burned pinewoods,3
Approaching suet; cf. narration,3
call; whisper,3
call; song; court; whisper,3
Not Seen On Ground,3
call; forage; emit alarm; perform visual display,3
Aggression/defense; forage,3
call; song; care for young,3
swim; perform courtship display; song,3
Male Perched,3
perform courtship display; hop; lek,3
fly; walk,3
from a group of 3,3
walk; stretch,3
Bird In Hand From Net,3
call; mate; mob; emit alarm,3
advertise; call; forage; establish flock contact,3
advertise; forage; call; establish flock contact,3
land; fly; preen,3
from a colony of 40 pairs,3
jump; run,3
Single Bird,3
build nest; take flight,3
stand; eat; walk,3
fly; land; call,3
preen; sleep,3
"In Captivity, Notes On Tape",3
call; depart; perform visual display,3
call; advertise; forage; perform visual display,3
fly; hop; perform courtship display; call; perch,3
perform visual display; fly; perch,3
"sitting on ice, collected at 1400 hrs",3
call; fly; song,3
Foraging High In Tree,3
perform visual display; stand,3
wing flaps; fly; call,3
Undergrowth,2
In Sub-Canopy,2
Several Calling,2
In Subcanopy,2
"Two Birds Perched High In Trees, Calling To One An",2
Passing Overhead,2
? Perched,2
Individual #5,2
Sitting In Road,2
Provocation By Playback In The Forest Interior,2
call; establish flock contact; advertise,2
attracted to song playback,2
foraging from dead snags near edge of cliff,2
stick out tongue; perch,2
Bird Is 400' Away On Top Of A Tree,2
Bird Was Flying,2
At Edge Of Forest,2
Playback,2
watch; thumps,2
Male Display,2
"Undergrowth, Not Seen",2
4 Yr Old,2
Family,2
"Being Held On Floor, Table",2
Some Response To Playback,2
Exposed Perch,2
Perched On Tv Antenna,2
Singing From Top Of 35' Spruce,2
Flew Around & Called From Different Locations - Ca,2
Perched On Tree Trunk,2
2 Males in the Area,2
Call Given Just Before Enters Water To Bathe,2
Flock/Separated,2
Swimming,2
"Perched At Edge Of Woods, Flying From One Exposed",2
2 Birds Duetting,2
forage; stick out tongue,2
courted by male amauropteryx,2
tape #19,2
alone in tree,2
flycatching over river,2
hop; bill swipes,2
colony ca 200 birds,2
call; song; mate; advertise; whisper,2
perch; sit on nest; call,2
drink; swim; call,2
defecate; forage; walk,2
collected 0600-0700 hrs,2
"flying, collected at 1720 hrs",2
collected at 0855 hrs,2
lek; perform courtship display; depart,2
flightless from a flock of ca 150 flightless birds with an equal number of young,2
rest; Social context: herd,2
lek; hop; perch; bill swipes,2
call; song; subsong; mate; advertise,2
hatchling; egg laid 06/08/81; hatched 08/08/81,2
lie; rest; sleep,2
eat; forage; cling,2
Foraging?,2
eat; cling,2
drink; walk; forage,2
stand; drink,2
call; forage; establish parent young contact; beg,2
in leaf litter / vegetation,2
flap; fly; perch,2
fly; land; sit on nest,2
mimicry; subsong; forage; perform visual display,2
enter nest cavity; incubate,2
sleep; lie,2
stand; sleep; walk,2
song; duet; mate; Social context: family,2
surface dive; scratch; swim,2
depart; preen; perch,2
walk; stand; forage,2
mechanical sound; song; advertise; scold,2
attack; mob,2
perch; land; brood; sit on nest,2
from a flock of 25,2
emit alarm; emit distress calls,2
advertise; call; establish flock contact,2
Aggression/defense; contact; call,2
song; dawn song; advertise; court,2
ca 250 pairs nesting,2
call; fly; flush; advertise,2
from brood of 9 with female,2
fly; advertise; perform visual display; song,2
not calling,2
Never Seen,2
Near Mixed Flock,2
Members Of A Small Understory Flock,2
stretch; yawn,2
perform courtship display; fly; song,2
fly; call; eat,2
fly; eat; call,2
forage; call; establish flock contact,2
swim; forage; call; take flight,2
"flying to ice edge, collected at 1400 hrs",2
yawn; swim,2
call; fly; mate; advertise,2
song; mate; advertise; forage; Social context: mixed; establish flock contact,2
perch; regurgitate,2
1 of 4 in brood,2
run; swim,2
blow,2
"Pushing Dirt Ahead, Poss. Filling In Trench",2
call; forage; fly; Social context: troop; establish flock contact,2
call; preen; stand,2
tail wag; perch; preen,2
fly; song; call,2
flap; vocalize,2
forage; wade; walk,2
surface dive; preen,2
swim; eat; surface dive,2
call; song; court; fly,2
fly; wipe bill; call; perch,2
depart; fly; song; perch,2
hop; take flight; perch; song,2
eat; beg; call,2
song; fly; perform courtship display,2
hop; scratch,2
forage; fly; preen,2
call; dusk song; mate,2
call; song; mate; advertise; forage; Social context: mixed,2
eat; be displaced,2
displace; fly; swim,2
perch; Social context: colony; pant,2
call; song; duet; advertise; mate; perform visual display,2
run; carry nest material,2
forage; swim; Social context: flock,2
song; dawn song; song,2
bob; forage; walk,2
call; song; roost; establish flock contact,2
wing flaps,2
fly; run; take flight,2
song; mate; whisper,2
preen; stand; walk,2
forage; eat; swim; dabble,2
song; dawn song; advertise; whisper,2
perch; take flight; scratch,2
song; call; dusk song; advertise,2
call; duet; court,2
call; care for young; beg,2
song; chorus; advertise,2
sleep; sit on nest,2
stand; hop; depart,2
call; hop; take flight,2
call; song; fly; advertise; emit alarm,2
call; beg; scold; emit alarm; Social context: family,2
rest; stand; preen,2
copulate; call,2
swim; preen; scratch,2
displace; preen,2
advertise; forage; call; song,2
land; take flight; fly,2
jump; flap,2
beg; call; stand,2
fly; call; swim,2
forage; advertise; song; Syrinx,2
call; perch; mechanical sound,2
fly; swim; Social context: flock,2
preen; call; perch; rest,2
fly; build nest; call,2
call; fly; scold; mob,2
arrive; perch,2
fly; hover; defecate,2
forage; eat; Social context: flock,2
fly; depart; preen; perform courtship display,2
call; song; dawn song; advertise; establish flock contact,2
perform visual display; perch; song; preen; wipe bill,2
forage; defecate; walk,2
song; perform visual display; perch,2
rest; scratch,2
sit on nest; care for young,2
song; mimicry; mate,2
duet; song; perch,2
groom; rest,2
mob; scold; call,2
perch; take flight; carry nest material,2
fly; stand; sit on nest; rest; brood,2
fly; eat; forage,2
forage; call; stand; walk,2
call; fly; advertise; song,2
Approaching nest,2
perch; perch,2
At Nest Cavity In Live Nothofagus,2
2 Or More Individuals,2
Singing From Thicket,2
call; mechanical sound; bill drumming; establish flock contact,2
enter nest cavity; remove fecal sac,2
Disturbed Near Nest,2
Struggling,2
With Understory Flock,2
song; dawn song; Social context: troop,2
On A Branch,2
"Mixed Trio, H. Lar Male, Female, H. Pileatus Femal",2
fly; depart; hop,2
"Perched On Telephone Pole, 2 Birds, Back & Forth",2
flap; swim,2
collected from a flock of 5,2
call; hold food in bill,2
Attracted To Pygmy Owl Imitation,2
Male Family; Fledgling; Unbanded Female; M-F Vs M-,2
Pair W/ Fledged Young,2
Perched & In Flight,2
Patrolling Territory,2
Territorial While Foraging,2
Among Mixed Flock,2
Chorus Of Birds,2
perform courtship display; perform visual display; song; preen; perch,2
1 of 22 young in group,2
Perched 5 -10 M Up,2
Squeaked Up,2
"Group Hw 4, Adult  Male Has Injury. The Calling By",2
Possibly 2,2
Male & Female Together,2
Elusive,2
2 Birds Singing & Chasing Each Other,2
preen; swim; scratch,2
forage; fly; plunge dive,2
Singing From Shrub,2
Mixed Flock (Mostly Sanblasiana),2
walk; eat; forage,2
stand; carry food in bill; walk,2
In full song,2
sandhills,2
basking on oak log in clear-cut sandhills,2
road,2
song; dawn song; duet,2
perched,2
crossing road during rain,2
establish parent young contact; perform visual display,2
surface dive; swim; care for young,2
perch; bill swipes; preen,2
call; song; mechanical sound; advertise,2
capture prey; Locomotion,2
land; take flight; fly; perch,2
"flying, collected at 1005 hrs",2
not quite able to walk,2
feeding on dead Caribou,2
forage; establish flock contact; advertise; call,2
Song Perch,2
"flying 200 yards to ship, collected at 0600 hrs",2
Top Of Tall Tree,2
1 Yr Old,2
collected at 1900 hrs,2
Loud Chorus,2
Perched In Mangroves,2
collected 1400-1600 hrs,2
collected 1030-1215 hrs,2
swim; build nest,2
taken with one other individual,2
With Flock,2
Came In To Playback,2
Young In Nest,2
eat; forage; hop,2
walk; tail wag,2
Social context: flock; roost; perch,2
perch; forage; eat; Social context: flock; call,2
preen; perform courtship display; vocalize,2
call; fly; advertise; forage; establish flock contact,2
call; duet; mate; advertise,2
call; song; flush; advertise; emit alarm,2
song; duet; advertise; Social context: troop,2
be displaced; forage,2
swim; carry nest material,2
remove fecal sac,2
emit alarm; forage; fly; call,2
call; duet; mechanical sound,2
song; call; mimicry; dawn song; advertise,2
forage; stand; take flight,2
collected 1730 hrs,2
capture prey; eat; take flight; call,2
call; mechanical sound; flight sound,2
call; mechanical sound; court; fly; perform visual display,2
emit alarm; flush; call,2
threaten; advertise; call; song,2
bathe; call,2
call; mechanical sound; establish parent young contact; scold; fly,2
song; call; mate; fly; establish flock contact,2
song; mimicry; advertise; forage; whisper,2
song; copulate; court; whisper,2
call; mechanical sound; scold; fly,2
contact fledgling; call,2
peeps; rest,2
call; song; scold; Social context: mixed; Social context: colony,2
call; establish parent young contact; beg; forage,2
hop; surface dive; swim,2
call; mate; establish parent young contact; beg; forage; Social context: family,2
call; song; mate; advertise; forage; scold,2
call; run; take flight,2
call; fly; stand,2
call; arrive; roost,2
Adult Female & Juvenile Near Nest,2
fly; fly,2
7 M Up,2
perch; swim,2
call; mechanical sound; song; advertise; court; perform visual display,2
Social context: colony; perch; run,2
In 2Nd Growth Thicket,2
"In Moist Bushy Scrub, Also Roadside Near Flooded P",2
call; song; establish flock contact; roost,2
call; advertise; mate; court,2
call; beg; care for young; emit alarm,2
perch; perform visual display; hop,2
call; Social context: colony; roost,2
song; subsong; whisper,2
fly; preen; rest,2
allofeed; call,2
Single Bird Perched,2
molt,2
call; mimicry; scold,2
call; counter singing; Social context: family,2
hop; perch; take flight,2
song; duet; fly,2
incubate; preen,2
forage; contact; call; song,2
still nursing,2
mechanical sound; song; mate; advertise,2
fly; call; stand,2
perform visual display; forage; swim,2
call; depart; Social context: mixed; Social context: family,2
hop; perform courtship display; depart,2
call; Social context: family; Social context: mixed,2
walk; preen; forage; swim; stand,2
advertise; contact; court; call; duet,2
call; song; duet; advertise; forage,2
call; emit alarm; contact,2
preen; perform courtship display; call,2
perch; hop; perform courtship display; depart,2
on ground at some point,2
2 plus a female,2
from a nest with 4 young,2
female at nest of four young,2
flew from nest,2
from a nest of 2 young,2
establish parent young contact; beg,2
song; advertise; mate; fly,2
collected between 1100-1400 hrs,2
collected from a flock of 14,2
"flying less than 1 mi to ship, collected at 0940 hrs",2
collected 0600-700 hrs,2
froma brood of 10,2
1 of a family group,2
bird flushed,2
"flying 300 yards to ice edge, collected at 1515 hrs",2
Coming from and going to nest,2
perch; brood,2
Feeding On The Ground,2
(10+),2
tape 1995 #13A,2
in song,2
rest; Stand/Perch,2
fly; carry nest material,2
one of a pair that ousted and tookover a Striped Swallow nest in garden,2
carry food in bill; perform visual display,2
call; song; advertise; Social context: colony; perform visual display,2
vocalize; Stand/Perch,2
from a flock of 30 on a field of manure,2
forage; stand; call,2
"flying 300 yards to ice edge, collected at 0945 hrs",2
parents nearby,2
parent to nest with 5 eggs,2
rest; preen; Social context: flock,2
emit distress calls; establish flock contact,2
forage; walk; ruffle,2
migrating,2
preen; walk; stand,2
lie; sleep,2
pair was duetting in same tree,2
Feeding On Ground On M. Oak Tree,2
Sitting On Exposed Perch,2
In Undergrowth Near Road,2
Perched In Open Pasture,2
Several,2
In Tree In Rice Field,2
Perched Near Ground,2
flock of +10 feeding 30 m up in canopy tree,2
one of a flock,2
Preening,2
Active.,2
dead on trail,2
schooling,2
"""In original records and '94 report, these specimens were determined as """"Rana pretiosa."""" Rana pretiosa does not occur in Montana. The similar looking Rana luteiventris does, so these specimens were determined as such on 9 November 2010.""",2
stand; walk; preen,2
call; arrive; advertise; mate; fly; Social context: colony,2
"with adults, 6 in brood",2
perch; hop; bill swipes; perform courtship display; depart; call,2
Mobbing Owl Skin,2
Near Nest 1A,2
9 in brood,2
2 Or 3 Males At Mud Springs,2
1 of 8 young,2
Lying On Beach,2
Scolding Cat,2
with female,2
1 of 7 young in nest,2
Singing From Top Of Thick Riparian Vegetation,2
grunts; laughs,2
"Heavy Woods, Responded To Squeak",2
Description on Tape,2
Spontaneous Call,2
on nest with 3 eggs,2
3 Large Aggressive Birds,2
mechanical sound; emit alarm; Social context: herd,2
at Pheasant enclosure,2
Flying By,2
song; call; fly; perform visual display,2
"30 M High, Near Top Of Giant Strangler Fig",2
pant; grunts,2
laughs; grunts,2
call; mechanical sound; lek; court; perform visual display,2
eat; care for young,2
beg; enter nest cavity; exit nest cavity; feed young; remove fecal sac,2
preen; sleep; stand,2
call; fly; flush,2
Perched On Trunk,2
song; court; call,2
incubate; flush,2
song; scold; emit alarm,2
bathe; take flight,2
call; song; duet; court,2
hop; perch; lek; call; depart,2
call; fly; forage; perch,2
fly; song; mechanical sound,2
call; mate; forage; perform visual display,2
court; forage,2
Bird In Nest,2
emit alarm; call; mechanical sound,2
forage; scold,2
fly; perch; hop,2
call; mob; Social context: family,2
call; subsong; fly; emit alarm,2
call; mate; court,2
advertise; Social context: troop,2
dusk song; song,2
advertise; mate; forage,2
Not Observed,2
call; wing flaps; mechanical sound,2
mechanical sound; flush,2
In Undergrowth,2
emit alarm; squeaks,2
South Thicket Bird,2
Scolding Observer,2
mechanical sound; jump,2
perch; hop; song,2
emit alarm; Social context: colony,2
call; advertise; chorus,2
depart; wipe bill; perch,2
preen; bathe; perch,2
perch; take flight; defecate,2
take flight; perch; drink,2
drink; stick out tongue; take flight,2
perform visual display; preen; rest,2
displace; call,2
walk; Social context: colony,2
build nest; take flight; land,2
eat; capture prey,2
Single Male In Small Acacia,2
perch; fly; call; wipe bill,2
fly; yawn; perch,2
call; duet; arrive,2
Under gypsum rock.,2
take flight; Stand/Perch,2
call; care for young; establish parent young contact; beg; Social context: family,2
call; court; mate; forage,2
call; forage; establish parent young contact,2
notes on tape,2
scold; call; emit alarm,2
preen; scratch; perch,2
preen; yawn,2
call; mechanical sound; song; fly; advertise; court,2
song; forage; mechanical sound,2
One Individual,2
advertise; scold,2
song; wing flaps,2
surface dive; swim; blow,2
walk; stand; preen,2
perch; Social context: colony; preen; rest; care for young,2
perch; Social context: colony; preen; call; care for young,2
mechanical sound; court; fly; perform visual display,2
call; song; mate; Social context: colony,2
perch; mob,2
song; mechanical sound; court; perform visual display,2
call; advertise; establish flock contact; Social context: mixed,2
call; emit alarm; Social context: troop; Social context: family,2
care for young; scold; emit alarm,2
call; mechanical sound; establish parent young contact; beg; Social context: family,2
Head Erect During Rattle,2
song; establish parent young contact; Social context: family,2
song; counter singing; advertise; lek,2
song; forage; perch,2
