disposition,reps
"Missing parts, see Availability Remarks In Collection",55
6,20
10,7
196,1
"Mounted for groups to Mr. H.P. Whitney, November 1",1
"Exchanged with Berlin Zoological Mus., Nov 1, 1930",1
Exch. sent to Berlin Zool. Mus. 8 Jan 1932,2
Open exchange to National Wildlife Refuge,2
"Sent in exch. to Bishop Museum, April 1928",7
"Exchange with Dr. Stusemaman, Berlin Museum, May 1",1
Exchanged with Berlin Musein July 1936,1
"Exch. to Occidental College, Calif., 14 Oct 1964",2
"Destroyed by insects, Discarded: 1921",1
Sent in exchange to the Australian Museum. Sept 23,1
"Given in exchange to Princeton Museum Zoology, Mar",1
Destroyed by rats,3
"Given in exchange to Wm. H. Phelps, Sept 6, 1940",3
"Exch. with Paris Museum June 16, 1928",1
"Given in exchange to Congo Museum, Tervuerin",1
"Sent in exchange to Paris Museum, 13 Jun 1928",6
Exch. Brit. Museum May 1921,4
Given in exchange to Field Museum of Nat'l Hist. J,110
"""""""Presented to Mr. Ridgway, Curator of National Mus""",1
"Exchanged with L.A. Fuertes, 1906",11
"Sent in exchange to E. Lehn Schioler, January 1927",1
"Gift - SWRS, Portal, Ariz.",18
"Sent in exchange to E. Lehn Schiöler, Jan. 1927",2
Presented to G.H. Thayer by Mr. Yarwood,1
Discard - Dr. Amadon 7/17/63,1
"Sold to Fred Barker, 22 Jul 1913",9
Exch. F.M. Chapman April 1925,4
"Ex. S.I. Nov.27,1889",1
Exchanged W. Univ. Okla. Jan 3 '55,1
"Sent to R.M. Strong, Chicago Sept 24,'03",1
Exch. with Transvaal Mus.,5
"Given in exchange to the Cleveland Museum, May 192",11
"Exch. with Imp.Col.Agr., Japan Oct.'08",6
Exch. with Imp.Col.Agr. Japan Oct '08,6
Pres. Paris Museum 1949,31
"Exch. with Stockholm Mus., June 14, 1929",21
"Exchange with L.A. Fuertes, 1906",2
Exch. Brit. Mus. May 1921,11
Exchanged - Univ. of Costa Rica,1
"Exchanged with O. Bangs, Sept 20,1918",1
"Presented to Dr. William H. Phelps, November, 1960",1
"Exch. E. Lehn Schiöler, Jan 1927",5
Destroyed by insects,44
"Sent to Brooklyn Museum in exchange, Aug. 19, 1927",1
Exchange with Munich Mus.Oct.1909,3
"Gift Dutchess Comm. Coll., 1969",15
1965 Exch. Dr. Carlos Alberti - Campos Seabia,1
"Discarded, Oct 1966",2
On Loan (in part),6
systematic DSO collection,59
Sent to U.S. National Mus.,13
22,7
"Sen in exchange to Edwin Ashby, Australia",1
"Exch. Brit. Mus., Sept 1927",31
Given to Dept. of Pub. Educ. May 1917,23
"Sent in exchange to Carnegie Mus., March 1929",1
"Exch. with Carlos Reeds Mendoza, Feb 9, 1917",2
"Presented to Lachute High School, Quebec",1
"Exch. with Dr. E. Stresemann, Berlin Zoological Mu",15
Given to Dr. Karl Koopman,11
"Ex.with Louis Molnar, Sept. 10 [illeg.]",1
"Taken by Mr. Morden to Acad. Sci-Leningrad, July 1",1
Sent in exchange to E. Lehn Schioler Jan. 1927,2
"Exchanged to Carnegie Museum, Pittsburgh, April 19",1
"Exchanged to Rolf Grandsan, Parque Terranova, SB C",3
"Sent in exchange to Academy of Nat. Sciences, Apri",5
Gift to the Berlin Mus. July 1936 never sent M.L.,2
"Discarded, 20 Jan 1930",1
Exch. to N. Caroline State Museum-1/89,1
"Exch. with Tring Mus. , July 9, 1928",1
Discard,5
"Exchange with Paterson, N.J. Museum",3
"Exchange with P. Engle - Museum, Mar 1927",1
? - Princeton Museum -1951,1
Exch. Tring Mus. May 1921; returned in 1932 and re,1
"Duplicate sent to Bristish Museum, March 1938",2
Exch. with Phila.Acad.Nat.Sci. July 1928 July 1928,5
Ex. with G. Kohn April 18 ]illeg.],1
To. W.H. Phelps,1
Ex. Mus. U. So. Dakota,1
"Sent to LSU Mus. of Zoo. on exchange, May 1984",27
"Exchanged to Goeldi Museum Belém, Brazil, June 198",22
"Exch.-Stockholm Nat. Hist. Museum, May 1927",1
"Exchanged to British Museum, Jan 3, 1967",1
"Exchanged Jan 3, 1967 British Museum",1
"Exchanged to S, Austral. Mus., 20 Nov 1974",1
Gift to W. New Mexico U.-1968,3
"Exchanged with A.G. Paine,Jr. Dec. 1, 1886",5
"Sent exch. Royal N.H. Museum Sweden, Gyldenstotpe,",1
"Exch. E. Lehn Schioler, Jan. [1929 ?]",1
Exch. with Brown Univ. Oct. 7/90,2
Sample skin sent to J.T.Z.,2
"Sent to the British Museum in exchange, Apr 1927",1
Exchanged with C.B. Cory,4
"To J.H. Flemming, April 1921",2
Exch Brit. Mus. Sept 1927,1
Exch. U of Florida - 1967,3
"Exchange with Walter Koelz, Apr 1926",9
Exchanged R.C. Murphy Feb 1907,2
Exch. Phila Acad.Nat.Sci.,3
"Exch. with E.T. Seton, April 1918",7
45,1
"Presented to Children's Museum, Boston Jan 13, 195",1
"Exch. sent to Berlin Zool. Mus., Jan 6, 1932",1
Exchange - Chicago Museum,1
"Gift Calif. Academy Sciences, Dr. R.T. Orr, 2/6/71",1
"Exchanged to Phelps Coll., Caracas, 4/30/85",1
"Exch. Birdcraft Sanctuary, Fairfield Conn., March",1
Exch: Delaware Museum N.H.,35
"Exchange dwith Phila Academy Nat. Sci., July 1928",1
"Discarded, 22 Jan 1956, J.F.",1
Missing - because Collector# incorrectly recorded,1
"Exchange to S. Austral. Mus., 20 Nov 1974",15
"Exch. Brit. Museum, May 1921",9
"Sent in exchange to Carnegie Museum, April 1928",2
Exch. with Imp.Col.Agr. Japan Oct'08,7
Exch. Tring Mus. England July 1906,3
"Ex. with G. Kohn, Apr 28,'90",1
Ex. with G.Kohn Nov29/90,1
"Exchange to British Museum, April 1969",1
In exchange with H.K. Coale,17
"Exchange with Berlin Museum, July 1936",4
Given in exchange to Field Museum of Nat.l Hist. J,1
Exch. - U. of Florida - 1967,2
"Presented to the British Museum, May 1938",1
"Exchanged with Berlin Mus., July 1936",5
"Exch. Museo Paulista, Brazil mar. 1917",1
17,3
"ON LOAN TO DAVE LAMPE, DUQUESNE 2008",1
"Exch. Walter Koelz, April 1926",1
Gift - City College - 1969,2
"Exch. to Australian Museum, N.S. Wales, Australia-",2
Exch. with Phila. Acad. Nat. Sci. July 1928,2
"Exch. U.S. Nat. Museum, July 1921",4
"Exch. to U.S. National Museum, Sept. 1930",13
Pres. to Dep't. Conservacion De La Fauna Silvestre,1
"Presented to Children's Museum, Boston, 13 Jan 195",3
"Missing - when requested by Carla Dove, USNM, for",1
"Exch. with Imp. Col.Agr., Japan Dec. '09",1
"Gift to Pan-merican Union, Washington,D.C.",1
Gift to W New Mexico U - 1968,1
"Exchange with Princeton Mus. Z., Jan 1926",3
Exchange with Dr. Stresemann Berlin Museum- May 19,1
Exchange with Princeton Mus. Z. Jan 1926,8
"Taken by Mr. Morden to Acad. Sci.-Lennigrad, July",1
"Exchanged with Apolinar Maria, Dec. 1914",2
"Sent to Tring Mus. England July,1906",1
"Gift-SWRS. Portal, Ariz.",1
"Given in exchange to Mr. Engle, 31 Oct 1928",1
Sent to Prof. van Oort,3
"Exchange with E. Lehn Schiobes, Copenhagen, Aug 29",1
Exchaged to Chicago Mus.,1
Mounted- Sanford Hall,2
Exchange with Paterson N.J. Museum,4
Exchanged to W.H. Phelps,1
"Exch. with D. Banys, May 16,'05",1
Given to New Guinea Mus,1
discarded 28-6-55,1
"Pres. to Crawford Greenewalt, Feb 1957",2
Exch. A. Koenig Museum,3
"Sent in exchange to Dr. E. Stresemann Oct 26, 1932",1
"Exchange to Prince Hans of Liechtentstein, 1952",1
Given in exch. to Field Museum of Nat'l Hist. July,2
"""Exchange with """"Tring Museum""""-May 1927""",1
"Exchanged with Geo. Hollister for hawk. Nov. 29, 1",1
"Exch. with O. Bangs, May 16,'05",1
Nat. Museum M. Irwin,1
"Exchanged with A. Eiche, Mar 1909; Ex. with Clevel",1
Sent to Barro Colorado 1926 - Returned August 2002,1
"Exch. with Tring Museum, July 7, 1928",3
"Given in exchange to Dr. R.S. Murphy, July 31, 195",1
"Given to W.H. Phelps, in exchange, 9 Sep 1941",1
"Exch. with Tring Museum, May1927",1
Exch. to Phelps-Aug. 1949,3
"Given in exchange to W.H. Phelps, 16 Dec 1940",4
"Taken by Mr. Moden to Acad.Sci., Leningrad, July 1",1
Exchange A.M. Peklo-Rossia [?],1
"Given in exchange to Acad. Natl. Sciences, May 193",1
"Exch. with Imp.Col.Agr., Japan, Oct. '08",2
13,4
Exchange with M.C.Z. May 1927,1
Exch. with Imp.Col.Agr. Japan Dec. '09,1
"Sent in exchange to Senckenberg Mus., Dec 1926",1
Exch - Tackapausha Museum,1
"Ex. with Carlos Reeds, Mendoza, Feb 1917",1
Gift to the Berlin Mus. July 1936 never sent ML.,1
Exchanged with Dr. L.C. Sanford,12
"Sent in exchange to M.C.Z. , June 11, 1929",1
"Exch. with L.A. Fuertes, 1906",2
"Exchange with Kny-Sheerer Co., Mar 1902",2
"Sent in exchange to L.A. Fuestes-Jan 30, 1926",1
Gift of Dr. Jos. G. Thompson,2
"Exch. sent to Berlin Mus., Jan 8, 1932",1
"Given in Exchange to Field Museum of Nat'l Hist.,",2
"Destroyed by insects, 1924",1
Exchanged with Berlin Museum July 1935,1
"Exchange F.M. Chapman, April 1925",2
OE,2
Exchange with Princeton Museum g. Jan 1926,1
"Exch. to U.S. national Museum, Sept 1930",1
"Sent in exchange to Bristish Museum, 21 Aug 1975",1
"Exch. Birdcraft Sanctuary, Fairfield, Conn. March",2
"Ex. with Cleveland mus, Feb 1[illeg][illeg][illeg]",1
Exch. with Dr. Rusly 7/8/96,2
"Ex. with Kny, S. & Co.",3
"Ex. with Carlos Reeds, Mendoza Feb. 9, 1917",1
"Exch. sent to Swedish Mus., 12 Dec 1931",8
"Given in exchange to J. Nichols, Aug 2, 1917",1
Exch. to Car. State Mus. 1/1989,1
"Exch. with Tring Museum July 7, 1928",1
"Exchanged with Stockholm Mus., June 14,1929",1
"Discarded, Jun 1920",1
"Discarded, 4 Feb 1959, Dr. Vaurie",2
"Exchanged to San Diego State College, 4/69 L.L.S.",1
"Taken to Europe by Dr. Sanford, June 1929",1
"Presented to Children's Museum, Boston, Jan 13 195",1
"Sent to Swedish Nat.Hist.Mus. Oct 16, 1928",1
Ex. with Louis,1
"Taken to Europe by Dr. Sanford, June 9, 1929",1
Given in exchange to H. K. Coale,1
"Given to Dept. of Entomology, Jan. 25, 1951",2
"Gift of S. Nurchent Esq. to A.M.N.H., April 20, 19",2
40,1
"Discarded by Dr. Amadon, 11 Jan 1960",1
Given in exchange to the Cleveland Mus. May 1927,1
"Discarded, 5 Oct 1931",1
"Discarded, 1906",1
Sent in exch. to Tahiti Museum 1928,1
Exchanged with Academy of Nat'l Sciences; March 21,1
"Found - 'Exch. Field Mus. Chicago, Nov 1922' in Sk",1
"Exchanged British Museum, Jan 3, 1967",3
"Given in exch. to Phila. Acad. Sciences, Nov 1936",3
"Exchange with Mr. Bangs, Sep 1925",1
Exch. to Rothschild and rnumbered 700715 on return,1
"Exchanged to Rolf Grants[illeg][illeg], Parque Ter",3
Given to Department of Entomology-October 1925,2
"Taken by Mr. Morden to Acad of Sciences, Leningrad",1
"Exchanged with M.A.C.N., Argentina March 2003",1
"Sent to Barro Colorado, 1926; Returned August 2002",2
"Exch. to Louisiana State Univ., Dr. George H. Lowe",1
"Sent to Bishop Museum, Apr 1928",1
Discarded 9 Oct 1954 J.F.,1
"Given in exchange to U.S. National Museum, Decembe",1
Received from Chas. F. Denley,1
"Exch. Nat. Mus. Kenya, Aug 1983",2
"Presented to Dr. Helmut Sick, November 1930",1
"to Barro, Colorado 1926",1
Exch. Great Smoky Mt. Group,3
Exch. Phil. Acad.Nat.Sci.,3
"Exch. Brit. Mus.,Sept 1927",1
Exchanged to Rothschild and on return renumbered 7,2
"Exchanged with Berlin, July 1936",1
Exch. Tring Muse. May 1921,1
"Exchanged to Princeton Museum October 27, 1960",1
"Exch. O. Bangs,Boston, July 1906",1
Exch. with Phila Acad. Nat.Sci. July 1928,1
"Discarded, Aug 1923",1
Sent to the Berlin Museum July 1936 never sent M.L,1
"Exch. with Phila. Acad. Nat. Sci., Jul 1925",1
"Exchanged to Rolf Grantsan, Parque Terranova, S.B.",1
"Exchange to Paterson Museum Museum, N.J.",1
"Exch. with Paris Museum June 13, 1928",4
"Exchanged with the Princeton Museum of Zoology, De",1
Spec. exch. to Rothschild & renumbered 594911 when,1
Exch. Deleware Museum N.H.,1
"Exch. with Stockholm Mus., June 14 1929",1
On exhibit,3
Ex.with Cleveland Mus. Feb. 1926,1
"Sent in Exchange to J. Berlioz, Oct 26, 1932",1
"Presented to Mr. Crawford H. Greenwalt, June 20, 1",1
Gift of John Bender,1
"Exchange to Museeo de Zoologia, Univ. Nac. Aut. de",1
"Exch. with Dr. L.C.Sanford, Sept.1917",2
"Exchanged with Ashby Hine, Baniff, alberta July 31",1
"Exch. Imp.Cal.Agr., Japan Dec.'09",1
42,1
Ex. with Brown Univ. Oct 6/90,1
On exhibit - mount taken from Biology of Birds Hal,1
"Sent in exchange to U.S. National Museum, October",1
"Exch. with Stockholm Mus, June 14, 1929",1
"Exchange to MNH, Univ. Com. LLS- Mar 1984",1
"Mounted for New Guinea Mt. Group, April 1940",1
"Discarded, 24 Oct 1906",1
68,2
Exchange - Peklo - Russia,1
"Mounted for Dr. Sanford, Dec 1933",1
Exch. with British Mus.,1
"Sent in exchange to Nat. Mus., New Zealand, 6 Feb",3
"Given in exchange to Dr. W.H. Phelps, May 1965",1
Exch.,1
Exchange with H.K. Coale Feb 1910,1
"Missing parts, see Inventory Remarks In Collection",2
"Exchange to R.S. Crossin Museum, 18 Dec 1968-L.L.",1
Exch. [illeg]at Mus Kenya Aug 1983,1
Discarded by Dr. Amadon 7/31/63; Gift to Rutgers U,1
"Given in exchange to the M.C.Z., Oct. 1929",1
"Exc. Bonn. Mus., 1960",3
Exch. with R. Meinerhazen [illeg.] June 1981 [ille,1
Exchanged with Peklo - Russia 1973,1
Exchange to U.S. National Museum Sept 1930,1
Ex. with R. Meinernagen June 1924,1
Ex. with G.Kohn Apr 28 [illeg.],1
"Pres, Univ. Oklahoma - Sutton, March 1953",1
To Carnegie Museum,1
"Exchange to Dr. Carmago, Saõ Paulo Museum, Nov. 5,",1
Exchanged with Kansas Natural History Museum-3/200,1
"Exchanged dwith John Lewis Childs, March 26, 1903",1
"Exch. with Imp. Col.Agr, Japan, Dec '09",1
"Sent in exchange with Leiden Museum, Nov 1934",2
"Sent to Lord William Percy, London, Sept 1924",1
"Exchanged with Newark Museum, Mar. 17, 1939",2
Given in exchange to Museum of Comparative Zoology,1
Mounted for Bird Rock Group June 1901,1
"Exchange to R.S. C[illeg]o[illeg]si[illeg] Museum,",1
Exchanged- Mr. Starrs Olson,1
Exchange with Princeton Mus. g. Jan 1926,1
"Discarded, 1 Feb 1956, grease-burned",1
Exchange Florence Museum,1
Exch. with Imp. Col. Agr. Japan; Dec 1909,1
"Exchange to National Mus. Bulauayo, Rhodesia, 3/12",2
"Exchanged with Connecticut Audubon Society, June 1",1
"Sent to Lsu Mus. of Zool. on exchange, May 1984",1
Exch. Museo Paulista Brazil 1917,1
"Exch. Museo Nacional,Argentina Sep.'17",1
"Given to Dept of Pub Educ, 6 Apr 1917; Discarded 1",1
Exchanged to Vienna Museum,1
"Pesented to Cornell University, Apr 1921",1
"Exch. with Museo Nacional de Historia Natural, Bue",1
"Additional Information, see Other Information In Collection",1
"Sold to Fred Barker, Parkers Prairie, Minn., 22 Ju",1
Exchanged with Dr. Wm. C. Soery 2/12/1892,1
Dep. by L.I. Historical Soc.,1
Duplicate for U.S. National Mus. Feb 1913,1
Given to Kansas Univ. Jan 1954,1
"Exch. J.T. Nichols, July 31 1917",1
Given in exchange to Field Museum of Nat. Hist. Ju,1
"Exchnaged with Carlos Reeds Mendoza, Feb 9, 1917",1
"Discarded, 21 May 1971, MR. OBRIEN",1
"Given in exchange to Princeton Museum, Feb 24,1937",1
"Pres. to Children's Mus., Boston, Jan 13, 1953 J.F",1
"Given in exchange to Peabody Museum, June 17, 1952",1
"Mounted - Gull Island - Exhibit, 12/7/70",1
"Exchange with Dr. L.C. Sanford, Sept. 1917",1
Taken by Mr. Marden to Acad.Sci. Leningrad July 19,1
"Given in exchange to Bocage Museum, Lisbon, Sept 2",1
"Given in exchange to Mr. P. Engle, Oct 31, 1928",1
"Gift to Dr. Poctiger Ger. Zool. Instit., Brunschdw",1
On exhibit NYC Area,1
"Exchange to Univ. Conn., 2/2/66, Dr. alan H. Brush",1
Exchange with Stockholm N.H. Museum m May 1927,1
"Exch. with Imp.Coll.Agr. Japan, Dec.'09",1
Duplicate for Nat. Museum,1
"Exchange H.B. Hough, Ontario, Canada, Nov 1966",1
"Given in exchange to Allen Brooks, Aug 6, 1935",1
"Gift to Vir. Ins. of Marine Sci. Mr. Washer, Oct 1",1
"Presented to Iraq Natural History Museum, 1951",2
"Exch. to N. Car. State Mus., 1/89",1
Exch. with Cleveland Mus. Fab. 1928,1
"Sent in exchange to Colonel Meinertzhagin, Decembe",1
Exchange with Phila.Acad.Nat.Sci. July 1928,1
"Exch. with Imp.Col.Agr., Japan Oct. '08",1
Exch. Bonn. Mus. 1960,1
"Exch. with H.K. Coale, Illinois, 4 Dec 1925",1
"Gift to William Penn Museum, Harrisburg, Penn 1969",1
"Exchange to Herbert Zoidler, Feb 10 1956",1
Exch. Phila. Acad.Nat.Sci.,2
"Given in Exchange to Bishop Museum, May 1927",1
"Presented to Cornell University Lune 8, 1952",1
"Exch. to Rothschild,  when returned renumbered 700",1
"Ex-Walter Koelz, April 1926",1
"Given in exch. to Phila. Acad. Sciences, Nov. 1936",1
"Gift to Dr. L.C. Sanford, Nov 1917",1
"Sent in exchange to Mr. D.R. Dickey, Aug 29, 1928",1
"Exchange sent to J. Berliez-Oct 26, 1932",1
Exch. with Imp. Coll. Agr. Japan Dec.'09,1
"Sent in exchange to Bocage Mus.- Lisbon, Portugal.",1
Given to Brooklyn Museum (Discarded ?),2
Exchange F.M. Chapman 1925,1
Given to Brooklyn Museum [Returned to AMNH 441624,1
Gift to New Mexico U. 1968,1
"Gift SWRS, Portal, Ariz",1
"Given in exchange to Academy of Natural Sciences,",1
Rec' from A.B. Lounsberry,1
Exchanged with Prof. Uacoun 2/24/1892,1
"Exch. to U.S. National Museum, Sept 30, 1930",1
"Exch. with Chee Foo Mus. through Rev Geo Cornwall,",1
"Exch. to Nat. Mus. Bulawayo, Zimbabwe, Sep 1982",1
"Exchanged with Paris Museum, 13 Jun 1928",1
"Exch. with Cleveland Museum, Jun 1927",1
"Exchanged with H.K. Coale, [Mar?]",1
"Sent to Outram m. Bangs - Dec 15, 1924",1
"Gift to Dept. of Entomology, January 25, 1951",1
"Exchange with Imp.Col.Agr., Japan, Oct.'08",1
"Sent in exchange to Phila.Acad.Sciences, Feb 1938",1
"Exch. with Phila. Acad. Nat. Sci., July 1926",1
Nat. Mus. M. Irwin,1
Ex. with G.Kohn Nov. 30/90,2
"Dr. George H. Lowery, Exch. to Louisiana State Uni",1
USNM,1
"Gift to Phila Acad. Sci., Apr., 1960",1
"Exchanged to Doctor W.H. Phelps, June 24 1959",1
"Given to Dept. of Education, May 1933",1
"Exchanged with North Carolina Museum of Nat. Sci.,",1
"Discarded 4 Feb 1959, Dr. Vaurie",1
"Presented to Peabody Museum, Jun 1951",1
"Sent to Barro Colorado, 1926; Returned July 2002",1
"Exchange to Museum Goaldi (Novaes_ Belem, Brazil,",1
Sent in Exchange - Berlioz - Muséum l'Historie Nat,1
"Exchange to Royal Scottish Museum, April 1925",1
"Pres. Univ. Oklahoma - Sutton, Mar 1953",1
Sent to Barro Colorado 1916,1
Exch. Phil.Acad. Nat. Sci.,2
Exchanged with Dr. Wm. Catvery [illeg.],1
"Exch. with O. Bangs Sept. 20, 1918",1
"F203,86007,",1
"Exch. with Imp. Col.Agr., Japan, Oct '08",1
"Discarded by Dr. C. Vaurie, Sept 24, '56",1
"Exch. with Tring Museeum, July 9, 1928",1
"Gift Calif., Academy Science",1
"Gift to Phila. Acad. & Sci., April 1960",1
Returned to Collection-1/87,1
Exch. Tring Museum-May 1921,1
"Given in exch. to Phil. Acad. Sci., Feb. 3, 1942",1
"Exchange with U.S. National Museum, 18 Feb 1925",1
Ex. with R. Mainerznagen June 1924,1
"NYC Area Exhibit, returned to collection 1-87",1
"Exchange with Tring Mus., May 1927; Renumbered lat",1
ON LOAN (2008-1) TO DAVE LAMP DUQUESNE,1
"Given to Dept. of Preparation, July 22, 1930",1
"Exch. with O.Bangs Sept 20, 1918",1
(Returned by NJ Audubon 2002),1
No. 783 Exchange Coll. of E.A. Mearne,1
Exchang to Chicago Mus.,1
"Sent as gift to Buffalo Mus. of Nat. Sci., 7 Jan 1",1
"Discarded by Dr. Amadon, May 1963",1
"Ex. April 18,1890 with Vienna Museum",1
"Presented to Mr. Crauford H. Greenualt, June 20,19",1
"Presented to Rutgers University, 1961",1
"Presented to Children's Museum, Boston, Jan 13,195",1
Missing,1380
EXCHANGED,15406
"Presented to Dr. A. Ruschi, Brazilian National Mus",24
Destroyed by moths while in Dept. of Tax. where it,10
"Returned to Apolinar Maria, July 1920",34
Exch. sent to U.S. national Museum,2
"Given to Dr. Sanford, 24 Dec 1932",11
Exch. to Carnegie Museum Jan 1932,17
"Sent in exchange to L.A. Fuertes - Jan. 30, 1936",1
Exch. with Phila.Acad.Nat.Sci. July 1928,249
"Exch. Brit. Museum, Sept 1927",5
"Discarded, Sep 1893",25
Exchange with Wellington Mus. 11/2003,1
Exchanged with Berlin Museum July 1936,35
"Exchanged to S. Austral Mus., 20 Nov 1974",30
"Presented to Children's Museum, Boston, Jan 13, 19",6
"Exch. sent to Berlin Zool. Mus. Jan 8, 1932",36
"Exchanged with Louis Fuertes, 1909",17
Exch A. Koenig Museum,37
"Exchanged with Berlin Museum, Jul 1936",29
"Exchange with O. Bangs, Sept 20, 1918",4
Duplicate sent to Bombay Nat. Hist. Soc. March 193,23
Exch. F.M. Chapman-April 1925,8
Exchanged; 16 Dec 1939 with Princeton Musuem of Zo,2
"Exch. sent to Berlin Zool. Mus., 8 Jan 1932",12
Discarded 7 Apr 1941,1
"Exch. with Stockholm Mus. June 14, 1929",20
"Exch. with Cleveland Mus., Feb 1926",18
"Ex. with W.C. Wheeler, May 1924",2
"Exch. with Imp.Col.Agr., Japan, Dec. '09",1
"Sent in exchange to Bishop Museum , April 1928",1
"Exch. with Imp.Col.Agr., Japan, Oct.'08",2
Exchanged,8
Exhibits,189
205,1
on loan,4091
ROM Mammalogy,6
pseudofossils collections,2
Gallery,2
oversize; systematic collections,13
"Exch. with Berlin Museum, July 1936",6
"Discarded, 22 Feb 1962",3
"Sent in exchange to Academy of Natural Sciences, A",12
"Mt'd for Galapagos Group, 1938",9
Exch. with A. ? Anthony  Dec 15/93 [illeg.],1
"Presented to Bruce Museum, Gweenwich, Conn., Aug.",2
Exch. U.S. Nat. Mus. July 1921,10
"Exch. Museo Paulista Brazil, March 1917",9
Exchange with Cleveland Museum Feb 1926,1
Exch. Museo Paulista Brazil March 1917,40
"Exchanged with O. Bangs for Agelaius assimilis, 29",1
"Nat. Museum, M. Irwin",22
"Exch. Museo Paulista, March 1917",4
"Gift to Vir. Ins. of Marine Sci., Dir. Washer, Oct",1
"Exch. with Imp.Col.Agr. Japan, Dec.'09",19
"Exch. with Mr. E.T. Seton, May 24, 1928",25
Exchanged R.C. Murphy Feb. 1907,1
Open exchange with National Wildlife Feder.,2
Returned to Collection 1/87,1
"Exch. Cleveland Museum, Jun 1927",20
Given to Mexico Dep't of Game,5
BYU,4
UNI,7
Exch: Delaware Mus. Nat. Hist.,1
"Nonpoisoned, flat; Skin discarded",3
"Given in exchange to W.H. Phelps , Sep. 9, 1941",1
"Given to the Department of Education, 13 Apr 1944",1
Turned over to Dept. of Anatomy,6
"Discarded, Jan 1921",1
"Exch. sent to Swedish Mus., Dec 12, 1931",25
Ex. with R. Meinerznagen June 1921,3
"Pres. to Dr. Stanley C. Ball by Dr. L.C. Sanford,",11
"Exchange to University Conn., 2 Feb 1966, Dr. Alan",2
"Exch. with H.K. Coale, Illinois, 4 Dec 1924",3
"Given in exchange to Berlin Museum, Dec 1935",1
Exch. with A.H. Thayer,2
"Given in exchange to Zoologist Museum, Amsterdam,",1
"Exch. with H.K. Coale, Jan 1920",15
"Sent in exchange to Cleveland Museum, Jun 1927",4
"Ex. with S.I. Nov 27,1889",14
"Exch. with O. Bangs, Sept 1918",1
"Exchanged with Dr. L.C. Sanford, Nov 1921",2
"Missing parts, see Availability Remarks",8
Mounted & presented to Milwaukee Museum at request,1
Exch. Cleveland Museum June 1923,37
"Gift to Suffolk Museum, L.I.",1
"Presented to Boston Children's Museum, 13 Jan 1953",1
"Discarded, 23 Feb 1994",1
"Exchange with Dr. Stresemann, Berlin Museum, May 1",1
U.S. Natural Museum,6
1965 Exchange - Dr Carlos Alberto Campos Seabra,1
"Ex. with Kny S & Co., 12/28/00",5
"Presented to Mr. Crawford H. Greenwalt, June 20th",1
"Gift to Acad. Nat. Sciences- Phila., Pa.-July 20,",1
"Exch. with Tring Museum, Jan 9, 1928",1
"Gift to Vir. Ins. of Marine Sci., Mr. Washer - Oct",1
"Gift to Western New Mexico U., 1968",1
"Given in exchange to Princeton Museum, Aug 11, 193",2
"Exchange with Outram Bangs, Mus. Comp. Zoology, 10",2
Exchanged to Chicago,7
"Sent in exchange to Tring Mus. July 9, 1928",4
Exch. Stockholm N.H. Museum-May 1927,7
Exchanged to San Diego State College-4/69 L.L.S.,1
U.S. Nat.Mus. in exchange 1886; Exch. sent to Clev,4
"Exch. Count von Berlepsch, Feb 1905",30
"Exchanged to Inst. de la Patagonia, Punta Arenas,",3
"Exchanged to S. Austral Museum, 20 Nov. 1974",2
"Exch. Museo Paulista, Brazil. March 1917",1
"Sent to Barro Colorado, 192[illeg]",8
Exch. Cleveland Museum June 1927,8
"Given to Dept. of Entomology, 25 Jan 1951",1
U. Nat.Mus. in exchange 1886; Given in exchange to,1
"Exch. with Mr. E.T.Seton, May 24, 1928",1
"Gift to the Berlin Mus., July 1936 never sent ML.",3
"Exchanged with H.K. Coale, Mar 1910",3
Exch. sent to Cleveland Mus. 6 Jan 1932,5
"Exch. to Phelps, Aug 1949",4
"Given to Dept. of Preparation for bird groups, Jul",1
"Exch. Geo. H. Mason, July 1922",2
"Presented to the British Museum, May 4, 1938.",1
"Exch. Museo Nacional, Argentina Sept '17",5
"Exch. sent to Cleveland Mus. Jan6, 1932",1
"Exchange with Transvaal Museum, Nov 22, 1929",1
"Gift to Rutgers Univ., March 1964",3
"Exch. sent to Swedish Mus. Dec 12, 1931",19
Given to New Guinea,2
"Exch. sent to Berlin Zoo. Mus., Jan 8, 1932",1
Exch. to Dr. Campos Seabra 4/71,1
"Exchange from Berlin Zool. Mus., Nov 6, 1930",6
"Given in exchange to Acad.Natl. Sciences, Nov. 193",1
"Sent in exchange Alexander Koenig Museum, Bonn, Ge",1
In exchange E.B. Sennelt,2
"Sent to Brooklyn Museum in exchange, 19 Aug 1927",1
"Given to Dept. of Entomolgia, Jan 25,1951",1
Discarded - 7 Dec 1960 'grease-burned',1
"Sent in exchange to Tring Museum, July 9, 1928",5
Pres. to Western Regional Laboratory of Australia,1
Sent to Barro Colorado 1926; Returned July 2002,1
"Exch. with Paris Museum June 13,1928",7
"Gift to William Penn. Museum, Harrisburg, Penn. 19",2
"Exchanged with Ashley Hine Banff, Alberton, July 3",1
"Exch. Mus. of Comp. Zoo., Dec 1922",2
"Given in exchange to the British Museum, June 1930",14
"Ex. with M.C.Z., Nov 3, 1913",2
"Given in exchange to P. Engle - Museum, Mar 1927",1
