lifestage,reps
Ossified,2
slightly started,2
Egg infertile,2
sk.1/2 o.,2
autumn,2
BURSA 10 X 12 MM,2
"fresh, 1 started",2
About 5 days incubated,2
Found broken in nest.,2
BURSA 4 X 3 MM; SKULL 25% OSS.,2
18-20 days,2
NO BURSA ;,2
fresh to 1/4,2
Fresh - set incomplete,2
fair embryos,2
Partly addled,2
20 months,2
10-20 UNKNOWN AGE,2
3 larva,2
Lot of 9 larvae,2
9 adults,2
186 adult,2
u jvu.,2
66 days,2
ewe,2
Clutch (hatching embryos),2
Eggs and embryo,2
14 têtards,2
234 days,2
[Summer-winter],2
Nearly over,2
189 WEEKS,2
139,2
15.15 months,2
adult; 237 day,2
adult; 228 day,2
adult; 49 day,2
stage 34,2
ad; ahy,2
large Embryos,2
Full Set,2
5.15months,2
Started 1/4,2
ADULTS AND JUVENILES,2
Fairly well set,2
first,2
TY?,2
1st or 2nd,2
very slight embryos,2
Embryo with eggshell,2
9.9 months,2
u imm.?,2
HY; BURSA 5 X 2 MM; SKULL 50% OS,2
BURSA 8 X 6 MM;,2
96 unknown,2
adult; see er,2
11 adults,2
adult; immature,2
fresh or infertile-no developmen,2
skull unoss.,2
ad (16+ yrs),2
123 days,2
Ad (AHY),2
fairly well advanced,2
slight + variable,2
17.35months,2
Premetamorphs - juveniles,2
adult; 67 day,2
AHY by date and plumage,2
Two or three days,2
subadult | Euring 10,2
"infertile, no yolk",2
BURSA 5 X 7 MM,2
"started, 1 infertile",2
Started to 1/2,2
two thirds; 1 infertile,2
3 large embryos ; abandoned,2
JUV; BURSA 5 X 5 MM,2
Blood Traces,2
trace to slight,2
juvenile; 2 mo,2
3 JUVENILE; 2 ADULT,2
66 WKS.,2
Quite bloody,2
Yolks bloodshot,2
well developed embroys,2
HY; BURSA 9 X 8 MM,2
fresh (one day),2
SKULL 25% OSS; BURSA 5 X 4 MM;,2
adult; 350 day,2
HY (BY PLUMAGE); BURSA NOT FOUND,2
Advanced unevenly,2
About one quarter,2
advanced to advanced-feathered,2
About five days,2
"Incubated, one addled",2
5 UNKNOWN AGE LNS,2
ADULT & JUVENILE,2
adult; 278 day,2
SKULL 50% PNEUM,2
fresh to hatched,2
18 egg,2
"1 fresh, 3 slight",2
"1 month, 24 days",2
No incubation. Nest contained 2,2
JUV; BURSA 4 X 2 MM,2
one half advanced,2
Fresh],2
AD SFO,2
large embryo; infertile,2
one half.,2
18 d,2
HY; BURSA 4 X 4 MM; SKULL 25% OS,2
bgeun,2
Embryo (mid-term),2
"4 hatched, 1 broken",2
subadult subadult,2
BURSA 14 X 12 MM,2
BURSA NOT FOUND; SKULL 95% OSS.,2
0.5  Sec21,2
fresh - 3 days,2
UNK,2
adul;t,2
Egg mass and Larvae,2
trace.,2
First stage,2
4-5 jours,2
3 YR 8 MO,2
begun-slight,2
Av.,2
"Started, One Fresh",2
Evident,2
fresh:4,2
fresh} infertile,2
BURSA 6 X 8 MM,2
HY; BURSA 4 X 5 MM; SKULL 10% OS,2
JUV;,2
2 juvéniles,2
juvenile; 14 day,2
yng,2
started (1/8),2
7months parents,2
5 jeunes,2
imm *,2
skull 1-layered,2
17.2 months,2
23.38 months,2
to,2
1-2year,2
sk.dble.,2
Distinctly moderate,2
"Fertile, unincubated",2
stage 35,2
Addled egg,2
2nd summer?,2
Original data lost,2
advanced (2/3),2
SKULL 0% OSS.,2
adult; 584 day,2
0-3 days,2
JUV; BURSA 6 X 6 MM,2
double sk.,2
BURSA 11 X 10 MM;,2
analysis,2
9.02 months,2
sk. part oss.,2
2.32 months,2
14 months parents,2
24 weeks,2
no signs of development,2
All about one half,2
LOST,2
10.43months,2
SKULL 5% OSS; BURSA 5 X 4 MM;,2
cracked in nest,2
variable from fresh to moderate,2
sub-adult (46 days),2
2 fresh; 2 commenced,2
U-Ad.; Sk. Soft,2
fresh - moderate,2
"Fertility unknown, egg broken wh",2
adult; 394 day,2
77 unknown,2
all slightly,2
suggestion of embryos,2
1st yr.-r.a.n.,2
s. 1/4 o.,2
91 adult,2
No blood,2
Perfectly Fresh,2
eggs; stage 5,2
17.31months,2
Left two days,2
Sk.Oss.,2
sligh,2
Skull open,2
adult; 11 mo 16 day,2
10 têtards,2
TISSUE SAMPLES IN 95%,2
240 days,2
YOLK SAC,2
u subad.?,2
226 days,2
BURSA 9 X 4 MM; SKULL 100% OSS.,2
Skull 70% oss,2
"1 small, 3 large embryos",2
3/4 or more,2
179 WEEKS,2
advanced 4 or 5 days,2
Nearly half,2
999 adult,2
2 fresh; 1 just started,2
Ligere,2
11 years  7 months,2
1 YR.,2
18 DAYS.  COLL C.E. DOE.,2
3 fresh; 2 commenced,2
about half.,2
"1 well along, 2 addled",2
[juv] written below crossed-out,2
Hatchling (abnormal),2
Adult + young + egg,2
Practically complete,2
BURSA 2 X 2 MM; SKULL 50% OSS.,2
Nto recorded,2
1/4 Incubated,2
Embryos show,2
From fresh to 1/5,2
both infertile,2
broke in nest,2
prob. Imm.,2
Half gone,2
fairly heavy,2
Larvae+metamorphs+juvenil,2
5 days.,2
frescos,2
SKULL FULLY PNEUM; BURSA.,2
slight (3 days),2
U-Imm.; Sk.Unos.,2
Ad.; S.N.Q.F.O.,2
skull 1/4 ossified,2
"showing blood, fresh",2
'check',2
126 days,2
48 Hours,2
fresh and trace,2
nesting,2
Fair sized embryos,2
all highly incubated,2
Ad (very old),2
2.91 months,2
5.17 months,2
6 mos.,2
Rotton,2
fresh to heavy,2
Clutch size 3; three young fledg,2
Six days incubated,2
HY; BURSA 3 X 2 MM; SKULL 90% OS,2
5 DAYS,2
Fresh to about 10%,2
24 hours old,2
"1 addled egg, 1 young 2.5 weeks",2
adult; 16 C yr,2
6 fresh,2
adult; 47 day,2
10 YRS,2
Broken--appears hatched,2
BURSA 12 X 6 MM;,2
Chick one day old,2
Very Small Embryo,2
adult; 296 day,2
BURSA NTO FOUND; SKULL 10% OSS.,2
Small embryos to advanced,2
One half or more,2
unoss. sk.,2
adult; 171 day,2
Meaty,2
1-3 days,2
Large chick,2
ad:,2
small bones,2
Advanced in all,2
243 days,2
1/3 done,2
juvenile skull unossified,2
PARATYPE+,2
283 adult,2
NESTLING/FLEDGLING PLUMAGE; BURS,2
SKULL 100% OSS; BURSA 5 X 3 MM;,2
213 adult,2
2 YRS.,2
ad. ed,2
fresh - 5 days,2
on point of hatching,2
9.78 months,2
chick (2 da),2
first winter  MASS,2
skinned wt.,2
Well under way.,2
Subad.-Ad.,2
171months,2
8 years.,2
260 adult,2
yg. ad.,2
sk.mostly clear,2
adult; 5 mo 12 day,2
amplexus,2
adult; 282 day,2
197 WEEKS,2
also checked,2
BURSA 14 X 5 MM,2
7 MO,2
Showing blood; large embryos,2
Larvae; metamorph,2
slight - small embryos,2
"2 fresh, 2 trace",2
"One egg addled, two one half",2
pre-tadpole,2
Approximately 1/3 incubated,2
adult; 4.5 yr ?,2
winter,2
1st year juvenile captive,2
"large embryo, infertile",2
full feathered embryos,2
"cowbird fresh, host broken",2
sub-adult (33 days),2
See enclosed notes,2
"fresh, set complete",2
small embryos to slight,2
Juv-1St Winter,2
NO BURSA; SKULL 5 % OSS.,2
ad or juv,2
3 Showing Blood,2
BURSA 7 X 3 MM;,2
BURSA 15 X 13 MM,2
FLEDGLING; BURSA 7 X 4 MM,2
198 WEEKS,2
Adult; juveniles,2
BURSA 16 X 14 MM,2
Ex. Sm. Embryo,2
Metamorph and tadpole,2
23.48months,2
in part of set,2
"11years, 9 months",2
skull 1/2 ossified,2
Slightly Advanced,2
JUVENILE ; SKULL 0% OSS; BURSA 1,2
NO BURSSA,2
Mue,2
nest,2
BURSA 15 X 8 MM,2
Fresh; 2 started,2
[Winter or Immature],2
BURSA 5 X 4 MM; SKULL 25% OSS.,2
Partial immature,2
"1 Fresh, 4 Slight Trace Of Blood",2
Very Old,2
12-16 days,2
just hatched,2
ad. sfo,2
120 adult,2
immature (1st winter),2
about 14 days,2
A little,2
ADULT PLUMAGE; BURSA NTO FOUND,2
medium-small embryos,2
Nestling;7-8Days,2
very tiny skull windows,2
48 hours,2
Slight 3 days,2
HY; BURSA 12 X 11 MM,2
Small skull windows,2
adult; 11 day,2
unstaged tadpole,2
4sm.sk.winds.,2
Oss complete,2
2nd yr. Species Sound,2
Adult with eggs,2
begun (see card),2
157 days,2
trace in one & fresh,2
JUVENILE ; SKULL 0% OSS; BURSA 6,2
stained,2
Very well incubated,2
Skull 80% oss,2
ad (8+ yrs),2
adult; 258 day,2
adult; 10 mo 7 day,2
About one third advanced,2
Almost to hatch,2
one-quarter,2
13+ years,2
slightly fresh,2
less than 10 days old,2
slight; 1 fresh,2
slight; 1 infert.,2
DEFINITIVE PLUMAGE; NO BURSA; SK,2
slight-dehydrated,2
Trace of red.,2
22months,2
Adult; oss. Complete,2
adult; 284 day,2
and unknown sex. Species Sound,2
5 to 8 days,2
Started (1/8),2
149 adult,2
Slight to advanced,2
300 UNKNOWN AGE,2
Adult; eggs,2
fresh/infertile to advanced,2
HOLOTYPE,2
young fledged,2
BURSA 7 X 9 MM,2
egg string,2
ADULT RIPE FEMALE,2
446 days,2
fresh - set incomplete,2
Gravid adult with embryos,2
Sub-ad,2
Advaced,2
not reported,2
Half-hatched,2
v. slight,2
resh,2
immatue,2
Fairly Fresh,2
less than a week,2
adult; 142 day,2
adult; 136 day,2
238 adult,2
adult; skull fully ossified,2
30 YR,2
ad. yearling,2
"Begun, commences with first egg",2
Present,2
3.01 months,2
14.69 months,2
All 3 meduim embryos,2
Variable from fresh to moderate,2
5+ years,2
3 ou 4,2
Fresh probably commenced,2
190 days,2
6 yrs,2
Nestling:Downy J,2
1/3 inc.,2
prob juv,2
Set on,2
Begun in 2 eggs,2
1 egg failed,2
2-3 week incubation ; abandoned,2
fresh but commenced,2
"larva, lot of 1",2
Slight blood vessels.,2
"3-faint trace of blood, 1-pronou",2
HY; BURSA 15 X 7 MM,2
HY; BURSA NOT FOUND; SKULL 30% O,2
HY; BURSA 3 X 3 MM; SKULL 100% O,2
Blood shot,2
begun slightly,2
Four fifths,2
8 têtards,2
badly inc.,2
classes,2
143 days,2
medium large embryos,2
Immature?,2
adult; cementum-9,2
1/3 advanced.,2
or Im.,2
is juvenile,2
27 days postadult moult,2
begun slight,2
adult; 130 day,2
juv (3-4wks),2
4 WEEKS.,2
Juv. 10 Days Old,2
4.78 months,2
2 6x3mm sk.win.,2
170 adult,2
In,2
dense oeufs incubes,2
6months,2
16.8 months,2
JUVENILE ; BURSA 9 X 7 MM;,2
4 To 5 Days,2
"1 slight, 4 fresh",2
"fresh, white",2
quite strong,2
full set,2
1/2 hatched.,2
Slight blood.,2
3 years and 10 months.,2
33years,2
all large embryos,2
ad (3+ yr),2
About 4 days advanced,2
83 d,2
half way,2
7-9 days,2
HY; BURSA 16 X 9 MM,2
7 larva,2
BURSA 10 X 5 MM;,2
175 adult,2
2/3 incubated,2
adult; 241 day,2
Newly laid,2
hatched egg,2
3 (1st calendar year),2
adult; 599 C day,2
NO BURSA; SKULL 100%  OSS.,2
Soft embryos (4 days),2
"showing blood, small embryos, la",2
All Slightly,2
Fresh to hatched,2
5 oeufs,2
ADULT ; SKULL 5% OSS; NO BURSA,2
MIXED,2
It,2
Fresh to 6 days,2
433 days,2
fresh (eggs warm),2
sk.grannulated,2
46 WKS.,2
sk.clr.,2
8 ADULT; 6 JUVENILE,2
ADULT ; SKULL 90% OSS; NO BURSA,2
8 years 8 months,2
192 WEEKS,2
BURSA 9 X 7 MM;,2
u imm?,2
500 unknown,2
330 days,2
4/5 set,2
324 days,2
"3 fresh, 1 slight trace of blood",2
BURSA 19 X 13 MM,2
adult; 30 C yr,2
Advanced (3 to 5 days),2
Clear,2
ADULT BASIC PLUMAGE,2
BURSA 20 X 10 MM,2
adult; 183 day,2
BURSA 2 X 1 MM;,2
SKULL 75% OSS; BURSA 4 X 3 MM;,2
poult,2
100,2
1/3 complete,2
About 1/3 done,2
or [Immature],2
skull half ossified,2
3rd year,2
adult; 225 day,2
AND,2
Nestling;Day 5,2
NO BURSA FOUND; SKULL 60% PNEUM,2
about 1/2 complete,2
lamb,2
slag,2
1.5 .,2
17 yr,2
Very considerable indeed,2
larvae/adults,2
3 hatched in wild; #1 fragments;,2
Four to five days,2
hatching-year,2
Adult still incubating.,2
Not an active nest,2
st.41-42,2
"Chick, 2 days",2
"1 fresh, 1 just showing blood",2
261 days,2
"4 fresh, 1 advanced",2
9.65 months,2
hor,2
Almost ready to hatch. Nest cont,2
adult; 36 wk,2
Fresh; showing blood; small embr,2
HY by skull,2
BURSA 20 X 15 MM;,2
Pipped,2
Stage 23 (dead),2
HY; BURSA 6 X 8 MM,2
184 WEEKS,2
"2 started, 1 fresh",2
Stillborn twin,2
Successful,2
Formed,2
adult; 280 day,2
Eggs + Larvae,2
Large fledgling,2
juv(?),2
L:7.50in; EXT:12.00in; age by pl,2
fresh - half,2
BURSA 16 X 7 MM,2
8 years 11 months,2
large embyros,2
Both sets fragmens only,2
27 YR,2
about 2 yrs,2
EARLY FLEXION LARVA,2
"2 started, 3 fresh",2
adult | Euring 3,2
"1 year, 3 months",2
Far gone,2
8K+,2
4months 2weeks parents,2
neonate; 2 C day,2
immature (AHY),2
"Uneven, fresh to 1/2",2
16.83 months,2
3.5-4.5,2
"Female, gave birth 09/11-15/1989",2
65 WKS.,2
Adult*,2
1/4 Advanced,2
< 1K,2
1/2 Time,2
10-15 days,2
adult; 1 mo 3 day,2
Juvenile - 2 years,2
adult; 232 day,2
1/2 complete,2
1-10 fresh; 11 small embryo,2
NO BURSA FOUND; SKULL UNPNEUMATI,2
SKULL 10% OSS; BURSA 2 X 2 MM;,2
"3 advanced, 1 infertile",2
3rd winter,2
1st week of April,2
235 days,2
fresh (nearly),2
adult; 13 mo 20 day,2
fresh and showing blood,2
juv. see remarks,2
adult; 10 mo 3 day,2
159 adult,2
adult; 2 mo 20 day,2
1K?,2
About four days,2
294 days,2
adult; 106 day,2
fresh + blood traces,2
"2 infertile, 1 advanced",2
8YR,2
Stage 43,2
adult; 9 C yr,2
56 WKS.,2
Well formed,2
First,2
[F],2
"1 MALE, 1 FEMALE",2
All three eggs hatched in captiv,2
290 days,2
taken place,2
and sex. Behav. Context,2
Medium-small embryo,2
185 days,2
0months,2
"Adult, skull 100% ossified",2
Two Days Incubated,2
adult; 452 day,2
1st year?,2
Fresh & showing blood,2
11 MOS,2
2 fresh; 3 started,2
approximately 3 years old,2
< 1 day,2
Variable fresh to very slight,2
ad (6-7 yrs),2
set complete yesterday,2
BURSA 5 X 4 MM; SKULL 10% OSS.,2
addled--no development,2
JUV; BURSA 6 X 5 MM,2
250 unknown,2
MA,2
both eggs fresh,2
Tissue-Liver sample taken,2
1 Week,2
eggs & adult,2
adult skull?,2
fresh to just begun,2
fresh - 2,2
oeuf embryonnés,2
2 fresh; 1 commenced,2
4.85 months,2
0years,2
Quite advanced,2
12 to 15 days,2
33 WKS.,2
5 showing blood,2
"embryo, egg",2
pretty well advanced,2
"2 infertile, 1 slight",2
skull clear but ossified,2
"egg, embryo",2
1/5th,2
One-Third Incubated,2
tadpole stage,2
adult; 274 day,2
3 or more years,2
"oeuf, foetus",2
2-4 months.,2
3 (Juv),2
Well started in all,2
sk. 1/8 oss.,2
15.01 months,2
Egg and hatchlings,2
juvenile; 16-29 day,2
Self-hatch,2
8 year,2
about 2-3 days,2
281 days,2
HY; BURSA 4 X 4 MM; SKULL 75% OS,2
set was complete yesterday,2
juvenile; adults,2
12-15,2
fresh to embryos,2
"addled, fresh",2
adult; 266 day,2
S.,2
BURSA 9 X 5 MM;,2
dead,2
SUBAD,2
SY (14-19mo),2
7 months,2
NEWLY HATCHED CHICK; BURSA 12 X,2
102 days.,2
15.28 months,2
94 OR 90 WEEKS,2
SKULL PARTLY OSS,2
347 days,2
juvenile (33 days),2
NO BURSA FOUND; SKULL 100% OSS.,2
Adultl,2
Fresh (left 3 Days For More),2
BURSA NOT FOUND; SKULL UNOSS.,2
chick (15da),2
Immadur | Euring 11,2
no signs of embryo,2
U-A.,2
2 K,2
half-incubated,2
SKULL 25 % OSS; NO BURSA,2
HY; BURSA 2 X 2 MM,2
42 days,2
BURSA 8 X 8 MM;,2
Not heavy,2
"One Fresh, One 1/4",2
2272,2
Metamorphs (late),2
Young of the year,2
22.71 months,2
14-16 days,2
Con embrion grande,2
illegible or not recorded,2
[Juv.,2
241 days,2
17.25 months,2
11 wks,2
Eggs heavily incubated,2
BURSA 2 X 1.5 MM;,2
adult; >1 yr 6 mo,2
living young inside,2
addled?,2
3rd. spring?,2
Adult female,2
IX,2
5.18months,2
Skull 35% ossified,2
1 ou 7,2
10-11,2
fresh a trace,2
adulte et oeufs,2
more than 10 days old,2
"Showing in 3, 1 fresh",2
165 WEEKS,2
fresh infertile,2
"8 months, 13 days",2
"1 Fresh, 1 Slight Trace Of Blood",2
Carcass,2
water checked,2
Just laid,2
58 unknown,2
Juv.; S.N.O.,2
têtard stade 46,2
About 20%,2
2/4,2
IM (SY),2
slight blood traces,2
sub-adult (37 days),2
NO BURSA ; SKULL 100% OSS.,2
about two days,2
(newly hatched),2
moderate to advanced-viable,2
Fresh and very slight,2
adult; 11 mo 24 day,2
as.,2
1.91 months,2
Eggs.,2
"7 years, 8 months, 21 days",2
Hatched: May 1950,2
ESTIMATED TO BE 1.5 YRS,2
"""""""PREJUVENILE""""""",2
Look Fresh,2
Proceeding,2
"soft embryos, 1 infertile",2
6 + years,2
3.15 months,2
20.63 months,2
Four Days Incubated,2
ad.1 yr.old?,2
DE 3 ANS,2
pipping,2
slight & fresh (probably commenc,2
"1 fresh, 1 addled",2
Nest deserted,2
NO BURSA; SKULL 0 % OSS.,2
Fresh- female on nest,2
47 unknown,2
HY; BURSA 13 X 8 MM,2
Trace Of Blood & Very Small Embr,2
"fresh, large embryo",2
BURSA 20 X 12 MM,2
adult; 23 mo 25 day,2
448 days,2
Hatched in wild; At least three,2
juvenile male,2
fresh--orange colored yolks,2
"2 showing blood, 1 v. small embr",2
Adult by plumage,2
sk. 1/6 oss.,2
Inc. 1/3,2
small embroys,2
recently metamorphosed juvenile,2
breeding condition,2
advanced about 1/3,2
hardly any,2
BURSA NOT FOUND; ADULT MALE PLUM,2
0 to well begun,2
About 1/2 done,2
9yrs,2
6months parents,2
BURSA 4 X 6 MM,2
about 6 to 10 days,2
Unevenly advanced,2
Skull fully pneumatized,2
SFO ad breeding,2
About six days,2
about 5/8,2
adult; 361 day,2
"1 addled, 2 well begun",2
192 days,2
adult; 259 day,2
Juv. 3 days old,2
BURSA 16 X 8 MM,2
HY; BURSA 13 X 12 MM,2
fresh and 2 started,2
NO BURSA FOUND; SKULL 80% PNEUM,2
juvenile; 5 yr,2
two or three days,2
Infertile; nest also contained 3,2
ad. sk.doubled,2
slightly inc.,2
fresh bird sitting,2
sub-ad,2
all pronounced trace of blood,2
MATURE MALE,2
Begun slightly,2
Over 2 days,2
Egg w developing embryo,2
bloody embryo,2
fetus?,2
Fresh to 1/2.,2
"2 years, 9 months",2
A day or two,2
"1 year, 5 months",2
73months,2
yng adult,2
sitting,2
subadult - 2 years,2
ADULT*,2
fresh & began,2
"2 fresh, 1 advanced",2
10-11 months,2
8 + years,2
3 we,2
unossified skull,2
Very slightly incubated,2
Just starting,2
badly advanced,2
4P,2
27.25 months,2
HY; BURSA 2 X 2 MM; SKULL 25 % O,2
Embryo present,2
"soft, well formed embryos",2
fresh to 2 or 3 days,2
positive,2
13 months parents,2
adult; 1.5 C yr,2
Advanced. A few days.,2
adult; 249 day,2
Eight days incubated,2
SY; BURSA 8 X 8 MM,2
137 adult,2
all started,2
33 DAYS.  COLL C.E. DOE.,2
adult; 356 day,2
1 fresh; 2 commenced,2
2-3 weeks; abandoned,2
SKULL 75% OSS; BURSA 2 X 2 MM;,2
young advanced foetus,2
2-5 days,2
[juv. chick],2
"Rotten, no embryo",2
BURSA 15 X 12 MM;,2
Fresh; depredated,2
Fresg,2
Medium Embryo,2
juvenile; 3 day,2
didn't hatch,2
BURSA 15 X 20 MM,2
Probably Failed,2
well developed embryos,2
Infertile or addled,2
102 unknown,2
THIRD YEAR,2
adult; 111 day,2
Calf ?,2
U-Juv.; Sk.Unos.,2
Stage 24 (dead),2
1/2 inc.,2
PCR,2
"fresh, deserted",2
adult; 66 day,2
breed,2
16 yrs,2
Stage 3,2
Commensed,2
Showing in all.,2
juvenile; pullus,2
no development apparent,2
8 day old chick,2
3/4 adv.,2
far advanced bones hard,2
quite large,2
2 Large Embryos,2
adult; 4 mo,2
"3 slight, 2 fresh",2
cowbird far advanced,2
29 WKS.,2
Juv [?],2
"1-strictly fresh, 2-faint trace",2
adult; 118 day,2
ADULT/IMM,2
SKULL 10% OSS; BURSA 4 X 2 MM;,2
21 egg,2
FLEDGLING; BURSA 4 X 3 MM,2
adult; Rudd's age class 4,2
pull. ?,2
CHICK; BURSA NOT FOUND,2
large feathered embryos,2
HY; BURSA 12 X 7 MM,2
Fresh (1) to small embryos (2),1
Adult plumage.,1
All eggs large embryos,1
Soft embryos- 5 days,1
1/2 (1 infertile),1
"91-35 Hatched, See Remarks",1
adult; 635 day,1
1-4 fresh; 5-7 large embryos,1
1/2 true,1
Advanced; 03826 pipping,1
adult; 422 day,1
9 embryoner,1
"rotten egg, deserted nest",1
Prob. very slight,1
lot of six larvae,1
Two Day(s),1
L:160mm; EXT:274mm; WCH:91mm; TL,1
6 Weeks Of Age,1
L:124; WCH:.67; TL:1.42; TS:.20;,1
"1 egg, 1 young fledged",1
14 mos. old,1
"Two 1/3, One 1/4",1
Two-third incubated,1
Had started but were addled,1
SKULL 0% OSS; BURSA  6 X 4 MM;,1
SKULL 0% OSS; BURSA 22 X 18 MM;,1
14 MOS.,1
BURSA 15 X 7  MM,1
"Incubating 23 Apr, not incubatin",1
10 weeks,1
juv (2+ mo),1
4 infertile; 9 at 2-3 days; 1 at,1
kitten.,1
Skull incompletely ossified.,1
1/2 mc,1
second winter  SW97-25  MASS,1
Two addled and one 3/4,1
L:210; EXT:337.; age by plumage,1
Skull100% oss,1
WCH: 56.5 mm; age by plumage,1
adult; 3 yr 7 mo 26 day,1
som,1
SKULL 25% OSS; BURSA 4 X 4 MM;,1
IMMATURE ; SKULL 75 % OSS,1
2 YEAR,1
Two Thirds Advanced,1
"host medium embryo, cowbird larg",1
Egg 1 & 2: trace Of Blood; Egg 3,1
WCH: 52.5mm  TL: 51.5mm; age by,1
L:4.20in; EXT:6.50in; WCH:2in; T,1
+(2),1
begun in two eggs,1
"ADULT: 5 MALE, 8 FEMA",1
of this specimen,1
Yolk adhering to shell,1
BURSA NTO FOUND; SKULL 40% OSS.,1
Adult' skull oss.,1
Fresh to 2/3rds,1
fresh; 2 one-third,1
sub-adult (17 days),1
perfectly fresh - set complete,1
Somewhat advanced but variable,1
L:185mm; EXT:314mm; age by pluma,1
"2 medium, 3 large embryos",1
"JUVENILE ; BURSA WHITE, FLESHY,",1
BURSA 16 X 9 MM,1
3 Fresh And One Begun,1
ad. u imm.?,1
sterile - probably sat upon 5 da,1
skull less than 5% ossified,1
3/4ths,1
"4 started, 1 infertile",1
4 day old young,1
BURSA 10 X 10 MM; JUVENAL PLUMAG,1
HY; BURSA 7 X 4 MM; SKULL 2% OSS,1
3206 advanced-feathered,1
"FLEDGLING; BURSA 5 X 2 MM, SKULL",1
JUV PLUMAGE; BURSA 7 X 5 MM; SKU,1
71 days,1
uncertain Collector also noted,1
222 adult,1
SKULL 100% OSS; BURSA 20 X 18 MM,1
4YR 3MO 10D,1
u. ad.,1
L: 127mm  EXT: 192mm  WCH: 58mm,1
About 3 Days,1
"1 egg, 2 young 3 1/2 weeks old",1
Yolked + non-yolked eggs,1
heavily blotched,1
juvenile by molt,1
L:166mm; EXT:291mm; WCH:94mm.; a,1
was recorded as,1
Week or more,1
Hatch-year.,1
Med embryos,1
JUVENILE ; SKULL 15% OSS; BURSA,1
large skul windows,1
Egg + embryo,1
cracked--no development,1
137 unknown,1
adult 2; juvenile 1,1
imm. 1 yr.?,1
[partial summer],1
SKULL 25% OSS.; BURSA 7 X 5 MM,1
sub adulte,1
"UAZ egg clutch 3, 1967",1
"o, yoy",1
"Adult, Tissue scale clips",1
HY; BURSA 6 X 4 MM; SKULL 5% OSS,1
"2 days, appear fresh",1
"Addled, 2 downy young",1
L:204mm; WCH:104mm; CUL:12.2mm;,1
Slight blood embryo,1
juv (1 day),1
"adult, winter",1
Slight Incubation,1
s.d.,1
"Advanced, 1 less so.",1
MATURE FEMALES,1
L:182mm; TL:48mm; TS:21mm; WCH:1,1
2458 slight,1
at least 24 hours,1
2 young fledged.,1
an egg in nest on the 17th,1
2 YRS,1
4 mos,1
"Eggs 55,57 hatched in lab; egg 5",1
Hatched 3. Fragments + 1 addled,1
2-3 weels incubation ; abandoned,1
One egg broke; two eggs hatched,1
"2/3- formed embryo, 3/3 large em",1
fledgling / nestling,1
larva (3) and salamanders (17),1
Old set of eggshell fragments,1
"NO BURSA FOUND, SKULL 50% PNEUM",1
Eggs incubated less than one wee,1
L:225mm; EXT:337mm.; age by plum,1
All Eggs Hatched,1
perhaps 5 days,1
1 infertile with smaller holes t,1
"SKULL  90% OSS; BURSA NOT FOUND,",1
larva (with rear legs),1
nestling?,1
L:7&3/8in; EXT:12&1/8in; age by,1
one infertile; one at 1 week.,1
L:260mm; EXT:410mm; age by pluma,1
LEPTOCEPHALES,1
95% ethanol,1
"BURSA 10 X 8 MM; SKULL 0% OSS,",1
1 Egg Rotten,1
HY; BURSA 17 X 9 MM,1
[hepatic],1
adult; >2 yr,1
Infertile eggs,1
1st spring,1
s. 3/5 o.,1
progressed 6-8 days,1
"far advanced, bones hard",1
none/fresh,1
Failed Nest,1
5 days incubatedd,1
All Started,1
Broken eggshell,1
about 16 days,1
L:164mm; EXT:282mm; WCH:91mm.; a,1
ammocoetes; 2 with prominent eye and almost transformed,1
14.5 years old,1
Behav. Context,1
257 WEEKS,1
infertile - abandoned egg,1
Blood in two eggs,1
"BURSA INDISTINCT, CA 10 DIAM, 2",1
L:216mm; WCH:107mm; TS:22.5mm; C,1
Addled-1 egg,1
ad.wing,1
fresh. Prob. Commenced,1
ossification incomplete,1
fresh - (commenced),1
bursa,1
Dead fresh,1
ad. 2nd summer?,1
one egg slightly incubated,1
Variable (From fresh to far adva,1
"Juvenile Male, SVL 45 mm, tail 6",1
Failed (?),1
s.3/4 oss.,1
advanced to hatching,1
"Fresh, Trace Of Blood In Two",1
Adult Skull fully ossified,1
'n/a,1
Juv.;Skull N.Oss,1
adult; 399  CD AY,1
Nestling; 8-9 Da,1
2 or 4 days,1
U-Ad.; Sk.N.Os.,1
began - fully formed embryos,1
Forming,1
fresh to advanced/feathered (pos,1
2 slight; 1 advanced,1
2 frogs,1
"fresh, 3 when first found",1
94 unknown,1
303 adult,1
fresh (tacky),1
Breeding Status,1
"Fresh, commenced.",1
10-12 days after eruption of arms,1
larvae; age 36 days,1
10 to 14 days advanced,1
progressed from 1/3 to 1/2,1
Not reocrded. 1 missing,1
Sire/Dam 125/5  C12E1,1
77,1
you know,1
9 1/2 days old,1
35.63months,1
top sk. clear,1
sk.1/5 oss.,1
narrow sk.wind.,1
95 young-of-the-year,1
20.8 months,1
10 or more days,1
3 failed eggs (1/3 contained a f,1
"1 about 1/3, 4 about 1/4",1
Traces of blood in two eggs only,1
2415 slight; 2416 moderate,1
Egg #235 hatched in lab; egg #23,1
Fresh but rather dried up,1
Hatched 3 June in wild producing,1
"5 infertile, 1 heavy",1
Nearly ready to hatch.,1
Probably broke in wild.,1
4. Days.,1
5 soft embryos; one addled,1
"large-fresh, 2 small-addled",1
"1 addled, 2 apparently freshly l",1
"about 5 days, all uniform",1
about 2/3 hatched,1
