geodeticDatum	reps
GEO-SIRGAS2000_EGM-20921	72
Japanese Geodetic Datum 2000	9840
NAD 38	1
Solitario	2
UTM 32 T 0361680 4893858	5
unknown	1282298
-10.12839	3
-15.45461	2
-22.9858	4
-43.05709	3
-45.40469	2
1176	4
146	2
1556	12
Friday Harbor	1
GDA94, AGD84	2
GEO-SIRGAS2000_EGM-1055	14
GEO-SIRGAS2000_EGM-1853	1
GEO-SIRGAS2000_EGM-20542	10
GEO-SIRGAS2000_EGM-3316	122
GEO-SIRGAS2000_EGM-5482	1
GEO-SIRGAS2000_EGM-720	1
M	1
Tx Highway 51	1
WGS4040	1
lob2013-1-34	1
2060	4
GEO-SIRGAS2000_EGM-1227	1
GEO-SIRGAS2000_EGM-1816	18
GEO-SIRGAS2000_EGM-721	1
GRA	14
Geocentric Datum of Australia 1994	48
N	2
NGVD 29	1
UNKNOWN	54
WGAS84	1
loran	1
not recorded\; assume WGS84 for Australia	22348
-17.58908	5
-43.8973	20
2061	9
357	2
45	1
47.20111111	2
5.027881	1
775	2
GEO-SIRGAS2000_EGM-1475	5
GEO-SIRGAS2000_EGM-1646	692
GEO-SIRGAS2000_EGM-1855	176
GEO-SIRGAS2000_EGM-722	2
GEO-SIRGAS2000_EGM-760	1
Luzon Philippines	3
NAD93	2
WGS4042	1
-73.0902778	2
1559	1
1597	2
4.931753	3
AGD84.	1
GDA94 54h	5
GEO-SIRGAS2000_EGM-172	38
GEO-SIRGAS2000_EGM-1894	5
GEO-SIRGAS2000_EGM-723	1
GEO-SIRGAS2000_EGM-761	1
Unknown	258
WGS120	2
WGS4043	1
desconhecido	251702
-25.2155	15
-59.9298972	6
100.739069	3
1769	3
2063	6
GDA92	1
GEO-SIRGAS2000_EGM-1648	618
GEO-SIRGAS2000_EGM-19829	1
GEO-SIRGAS2000_EGM-20166	2
GEO-SIRGAS2000_EGM-724	1
GEO-SIRGAS2000_EGM-762	1
New (1960) Arc	739
WGS121	2
WGS4044	1
WGS84, degrees, transformed by Circé	901
±100 m	1
-24.22083	2
AGD 84	34
GEO-SIRGAS2000_EGM-14614	1
GEO-SIRGAS2000_EGM-1649	62
GEO-SIRGAS2000_EGM-20965	8
GEO-SIRGAS2000_EGM-21050	373
GEO-SIRGAS2000_EGM-307	17
GEO-SIRGAS2000_EGM-725	1
GEO-SIRGAS2000_EGM-763	1
Provisional La Conoa 1956 (Venezuela)	42
WGS122	2
WGS160	2
Wgsa 84	1
-37.3227	4
-56,38	2
1.203175	1
1200	1
2027	4
4326	153297
5000	3
AGM	2
Astronomic Station Ponape (1951)	4
GD84	2
GDA94	9857304
GEO-SIRGAS2000_EGM-137	65
GEO-SIRGAS2000_EGM-1688	226
GEO-SIRGAS2000_EGM-726	1
GEO-SIRGAS2000_EGM-764	1
GPS 201	1
WGS123	2
WGS161	2
null	4197
ãóä	1
ïîéìà	2
-51,70	2
-61.4555083	1
8.608723	4
AMG 30980/818180	1
Buttrill Ranch	1
GEO-SIRGAS2000_EGM-1898	135
GEO-SIRGAS2000_EGM-727	1
GEO-SIRGAS2000_EGM-765	1
NA2D7	1
WG	1
WGS124	2
WGS162	2
-28.55697	1
-59.9354306	2
2029	3
AMG 325200 5811500.	1
GDA94- WGS84	1
GDA96	5
GEO-SIRGAS2000_EGM-728	1
GEO-SIRGAS2000_EGM-766	1
WGS/GDA94	2
WGS125	2
WGS163	2
WGS84`	2
WGs 1984	3
sp.	13
-23.04978	2
-63,28	1
-82.3798	1
800	8
AGD94 55E	3
Australian Geodetic 1984	1019
GDA94, WGS84.	3
GEO-SIRGAS2000_EGM-1500	14
GEO-SIRGAS2000_EGM-18665	2
GEO-SIRGAS2000_EGM-729	1
GEO-SIRGAS2000_EGM-767	1
GPS (WGS84)	3
NWS84	6
UTM 53J	1
WGS-84	23251
WGS126	2
WGS164	2
-21.38333333	2
-25.11241	5
-25.31809	3
-31.08006	11
-41.21633	1
-51,73	2
-61.4644944	1
1451	21
1° 13' 46" S	2
212	7
2829	9
DGA94	1
EPSG:4326 WGS84	9695
GEO-SIRGAS2000_EGM-15502	1
GEO-SIRGAS2000_EGM-1710	178
GEO-SIRGAS2000_EGM-2708	1
GEO-SIRGAS2000_EGM-597	5
GEO-SIRGAS2000_EGM-768	1
GdA94	1
WGS127	2
WGS165	2
-10.10892	7
-11.39867	1
-25.40792	2
-34.00404	1
-38.90483	3
GEO-SIRGAS2000_EGM-12948	1
GEO-SIRGAS2000_EGM-1920	29
GEO-SIRGAS2000_EGM-19550	13
GEO-SIRGAS2000_EGM-2994	2
GEO-SIRGAS2000_EGM-769	1
GEO-SIRGAS2000_EGM-978	124
WGS128	2
WGS166	2
WGS84/WGS83	4
World Geodetic System of 1984	380
uknown	2
-32.2333	2
-40.1997222	1
-66,42	1
8.807064	8
AMG 29055/820170	1
AMG 618000 5967600	1
AMG EC	4
GDA9AGD84	1
GEO-SIRGAS2000_EGM-1921	4
GPS18	1
NAD83?	2
WGS*4	15
WGS129	2
WGS167	2
WGS84 WP 137	1
-2.9372	4
-21.37513889	2
-31.08009	3
1416	3
43.34222222	2
47.15138889	2
AGD84 - GDA94	1
BAD83/WGS84	1
DA94	2
GEO-SIRGAS2000_EGM-1713	51
GEO-SIRGAS2000_EGM-1751	58
NAD1927	426
WGS 102	8
WGS168	2
not recorded (forced WGS84)	1638124
-22.24923	4
-61.4735167	1
1075	3
19 06' 55.3 N 109 05' 52.5 E	36
ETRS89	34
GDa94	77
GEO-SIRGAS2000_EGM-13454	1
GEO-SIRGAS2000_EGM-20270	9
GEO-SIRGAS2000_EGM-2959	2
NAD 1927?	5
WGS169	2
-17.56754	4
-3.980739	2
-54,13	1
293	1
D_Clarke_1880_RGS	4
GEO-SIRGAS2000_EGM-1164	18
GEO-SIRGAS2000_EGM-19554	1
GEO-SIRGAS2000_EGM-20024	3
NAD27NAD27	21
Retriever Seamount	1
WGS84.WP44	2
WGS94/GDA94	1
map GDA	1
-16.46511	3
-18.97234	1
-26.10971	3
-29.26724	2
-55,88	1
-59,97	1
427	1
GEO-SIRGAS2000_EGM-15717	1
Geodetic Datum of Australia 1994	647
-8.53818	1
1458	3
1496	2
GEO-SIRGAS2000_EGM-1166	2
GEO-SIRGAS2000_EGM-17295	6
Tyndall	3
(+/- 30 meters)	1
-61.4825361	1
1668	9
GEO-SIRGAS2000_EGM-1756	8
GEO-SIRGAS2000_EGM-243	4
Gda94	7
WGS64	2
WGS84. WP96	1
-41.16003	1
2172	4
2305	1
AGD 1984	2
AUGS84	1
GDA994	1
GEO-SIRGAS2000_EGM-1339	611
GEO-SIRGAS2000_EGM-1586	971
GEO-SIRGAS2000_EGM-2013	7
NAD83 GPS	93
NAD83/WGA84	1
WGS230	1
WGS84, WP114	1
`	50
wWGS84	1
-15.98333	1
-2.886725	4
-31.75	2
GEO-SIRGAS2000_EGM-1587	10
GEO-SIRGAS2000_EGM-2223	66
GWS84	82
North American Datum 1927	586644
Pomeroy	2
WGS231	1
WGS66	231
gda94	29
sin datos	8
-22.5222	2
-34.09315	1
-59.9565750	15
-60.4459083	1
AGD1984	3
GDAA94	1
GEO-SIRGAS2000_EGM-1759	1110
GEO-SIRGAS2000_EGM-2015	10
GEO-SIRGAS2000_EGM-20277	1
Lemuta	74
WGS232	1
(+/- 30 Meters)	1
-18.72198	6
-27.3833	3
-61.4825194	1
1310	2
2267.192	2
2308	1
9.500289	2
AGD94	136
AMG 66	7
GEO-SIRGAS2000_EGM-2054	16
WGS233	1
±10m	4
-16.25865	1
-33.74055	1
-59.9415417	9
110	3
5320	1
Chuchle	1
GEO-SIRGAS2000_EGM-4316	1
Indian 1954	8
Tayma	8
WGS234	1
approx.	7
not provided	6
-61.5736000	1
1350	7
320	10
700	1
AMG66	158
EPSG:4326 WGS 84	2885711
GEO-SIRGAS2000_EGM-2018	210
GEO-SIRGAS2000_EGM-21543	1
NAD83/WGS94	4
Trib. To Na	3
WGS235	1
WGS84/NAD82	1
-25.29823	1
1180	3
1522	1
18 50' 24.4 N 109 38' 45.7 E	2
1902	6
GDAQ94	2
GEO-SIRGAS2000_EGM-4527	4
GS84	69
NAD83/WGS95	1
WGS236	1
WGS84/NAD83	28126
WGS84q	3
-18.71546	6
-61.4735444	1
1390	1
18 42' 24.0 - 18 41' 14.1 N  109 52' 55.5 - 109 52' 45.8' E	22
19 56' 15.4 N 110 14' 38.9 E	14
AMG 55.	1
DER	3
Datum Aust. Geod. 1966	1
GEO-SIRGAS2000_EGM-1022	12
GEO-SIRGAS2000_EGM-1231	52
GEO-SIRGAS2000_EGM-19621	3
GEO-SIRGAS2000_EGM-21507	13
NAD83/WGS96	1
Not Recorded	842
WG84S	4
WGS 1984 (WGS 84)	270
WGS237	2
WGS84/NAD8	5
WGS84/NAD84	1
-3.0255	4
1524	8
1562	3
47.86397222	4
GDA94,WGS84.	1
GEO-SIRGAS2000_EGM-1650	147
GEO-SIRGAS2000_EGM-2059	23
NAD 83	5061
NAD83/WGS97	1
TOKYO	7
WGS238	2
WS84	3
ca.	6
h	23
-16.20825	3
-43.50912	14
0.3 km	6
0.7333333	3
1145	1
1563	1
1734	8
1981	26
50	1
AUS66	1
GDA 94	233
GEO-SIRGAS2000_EGM-1480	1
GEO-SIRGAS2000_EGM-18189	1
NAD 84	8
NAD83/WGS98	1
WGS 84.	4
WGS239	2
wgs 84	205
-16.91549	1
1355	1
1564	3
1773	5
192	2
1982	4
AGDA94	1
Antigua Island Astro 1943	3
Fundamental de Ocotepeque	7470
GEO-SIRGAS2000_EGM-4398	16
GPS 318	1
Ireland 1965	52
(GPS - WGS84).	2
-32.71052	5
-38.8963889	1
1.176619	2
138.585E	2
14	1
155	1
1774	2
1983	12
49.15	2
AMG 36980/807785	1
GEO-SIRGAS2000_EGM-1064	16
GEO-SIRGAS2000_EGM-1444	194
GEO-SIRGAS2000_EGM-20513	6
GEO-SIRGAS2000_EGM-21929	104
GEO-SIRGAS2000_EGM-2898	74
Guam Datum	70
Withheld	19
-17.82281	6
1984	14
GEO-SIRGAS2000_EGM-1407	26
GEO-SIRGAS2000_EGM-730	1
GPS204	1
N/A	3
NAD 1983	320
l	32
-27.51311	5
16	1
1776	1
1985	1
366	30
47.13569444	2
575	1
Australian Geodetic Datum 1966	122
GAD 94	1
GEO-SIRGAS2000_EGM-1275	695
GEO-SIRGAS2000_EGM-1655	27
GEO-SIRGAS2000_EGM-731	1
NAD26	1
Q316	1
-16.35208	9
-59.9195722	4
17	1
1777	9
1948	1
196	1
1986	6
329	17
785	2
EPSG:4258	2896
GEO-SIRGAS2000_EGM-105	9784
GEO-SIRGAS2000_EGM-1618	19
GEO-SIRGAS2000_EGM-181	286
GEO-SIRGAS2000_EGM-1865	15
GEO-SIRGAS2000_EGM-19419	4
GEO-SIRGAS2000_EGM-19495	2
GEO-SIRGAS2000_EGM-20516	1
GEO-SIRGAS2000_EGM-732	1
GEO-SIRGAS2000_EGM-770	1
NAD27	1128770
n	3
n./k	1
-26.6	8
-61.4555222	1
5.02325	5
94	1
GEO-SIRGAS2000_EGM-1486	303
GEO-SIRGAS2000_EGM-1657	36
GEO-SIRGAS2000_EGM-19458	1
GEO-SIRGAS2000_EGM-20935	1
GEO-SIRGAS2000_EGM-733	1
GEO-SIRGAS2000_EGM-771	1
NAD28	31
WG84/NAD83	19
WGS130	2
-24.78333333	2
2035	1
5.553136	3
57	1
GDA64	1
GEO-SIRGAS2000_EGM-145	1214
GEO-SIRGAS2000_EGM-1829	153
GEO-SIRGAS2000_EGM-734	1
GEO-SIRGAS2000_EGM-772	1
NAD 1987	3
NAD29	9
NAD84/WGS83	2
POS	31
WGS 1972	1
WGS131	2
WSGS8	1
-11.59299	11
-48,62	1
1000	1
8.749742	3
GEO-SIRGAS2000_EGM-18424	4
GEO-SIRGAS2000_EGM-21611	1
GEO-SIRGAS2000_EGM-735	1
GEO-SIRGAS2000_EGM-773	1
GEO-SIRGAS2000_EGM-982	33
NAD84/WGS84	5
Naparima 1955	1
WFGS84	1
WGS132	2
WGS170	2
World Geodetic System 1966	561
q	1
unknown-NAD83 assumed	2
-26.17403	4
-41.10092	1
-61.4555472	3
2417	5
GD94	2
GDA66	10
GEO-SIRGAS2000_EGM-147	2
GEO-SIRGAS2000_EGM-1869	415
GEO-SIRGAS2000_EGM-20349	12
GEO-SIRGAS2000_EGM-20387	10
GEO-SIRGAS2000_EGM-736	1
GEO-SIRGAS2000_EGM-774	1
PRP_M	28262
WGS133	2
WGS171	2
WGS3400	1
WGS84 datum	157
WGS84NAD83/	4
(NAD27) North American 1927	10
-25.66667	2
-31.08013	10
-31.62648	1
-32.30732	1
-35.8594444	1
-65.3036111	2
1800	2
46.89022222	2
49.20416667	2
GEO-SIRGAS2000_EGM-1699	117
GEO-SIRGAS2000_EGM-3789	10
GEO-SIRGAS2000_EGM-737	1
GEO-SIRGAS2000_EGM-775	1
Not recorded	2599
UTM 54H	3
WGS 1894.	2
WGS134	2
WGS172	2
WGS3401	1
none indicated	1
under seaweed at tide line	21
(WGS 84)	2
-17.57926	3
-27.76645	17
-33.53265	1
1421	15
600	3
AGD66/AMG66	4
Eutendorf	1
GEO-SIRGAS2000_EGM-149	17
GEO-SIRGAS2000_EGM-2545	6
GEO-SIRGAS2000_EGM-2716	44
GEO-SIRGAS2000_EGM-4084	10
GEO-SIRGAS2000_EGM-529	2
GEO-SIRGAS2000_EGM-738	1
GEO-SIRGAS2000_EGM-776	1
Luzon Philippine	159
MGA94 / WGS84	1
WGS135	2
WGS173	2
WGS3611	1
-59.9476556	8
-61.5655833	1
-62.3050000	2
1631	2
18 54' 20.2 N 109 40' 48.6 E	44
2078	1
AGM66	699
GEO-SIRGAS2000_EGM-739	1
GEO-SIRGAS2000_EGM-777	7
Magna Sirgas	4449
NAD83/WGS128	9
Sunshine Springs	1
WGS136	2
WGS174	2
WGS3612	1
ectomycorrhizal	1
lob2013-0-17	1
u	1
"International spheroid"	13
-32.34326	1
-33.30448	30
-5.1511	2
-59.9606222	8
1670	7
260	1
EPSG:3857	37686
GDA4	1
GDA94- AGD84	2
GEO-SIRGAS2000_EGM-2965	3
GEO-SIRGAS2000_EGM-4219	1
GEO-SIRGAS2000_EGM-569	2
GEO-SIRGAS2000_EGM-778	1
NAD83/WGS129	1
NAd27	18
WGS137	2
WGS175	2
WSG84/NAD83	176
label	2
lob2013-0-18	3
-19.96829	2
-28.51301	1
-62,42	1
-62,80	1
18 43' 46.6 N 109 52' 34.2 E	94
1880	1
8.916397	2
850	1
AGS1966	4
Chorrillos	2
European Datum 1950	1
GDA94/AMG66	1
GEO-SIRGAS2000_EGM-4467	1
GEO-SIRGAS2000_EGM-779	1
North America; USA; Texas; Brewster County; Marathon	1
South American Datum 1969	899
WGS138	2
WGS176	2
WGS3614	1
w	2
±10 m	2
-23.43836	5
-27.58513	1
-31.18967	2
-60.3569444	1
AMG FC	2
GEO-SIRGAS2000_EGM-1380	72
GPS 217	1
UNK	2
UTM NAD83	1
WGS139	2
WGS177	2
WGS3615	1
-0.6057695	22
-23.48722222	2
-24.78212	2
-25.67974	23
-26.3702	4
-28.644	2
-61.4554861	2
1635	1
1673	6
Cape	1
GEO-SIRGAS2000_EGM-1343	41
GEO-SIRGAS2000_EGM-1590	1
GEO-SIRGAS2000_EGM-1723	23
GEO-SIRGAS2000_EGM-2968	2
GPS 294	1
Kelvin Seamount	5
ND83	13
WGS178	2
WGS3616	1
WGS84/NAS83	1
WP274, WGS84	1
