islandGroup,reps
ISLAS REVILLAGIGEDOS,177
ISLAS SAN BENITO,1
ISLAS SAN BENITOS,68
ISLAS TRES MARIAS,1
ISLES DE REVILLAGIGEDO,1
Iceland Island,2
Idaho,7
Idjwi,2
Ie Island,5
Ie-jima Island,8
Iejima Island,1
Iejima-Isl,21
Ieshima Island,2
Ifalik Islandsland,2
Iheya Island,4
Iheya-jima Island,31
"Iheya-jima Island, Okinawa-jima Islands",17
Ikema Island of Ryukyu Islands,1
Ikema-jima Island,53
Iki Island,20
Iki Island.,1
Iki-Isl,9
Iki-Isl.,8
Ikitsuki Island,3
Ikume Island,1
Ilam Dist.,23
Ile Gambier,1
Iles Amami,23
Iles Baléares,22
Iles Canaries,19
Iles Chausey,6
Iles Fidji,2
Iles Gambier,15
Iles Killerton,1
Iles Marquises,1
Iles Santa Cruz,1
Iles St-Paul et Amsterdam,1
Iles Zaffarines,4
Iles d'Hyeres,1
Iles de Loos,1
Iles de Lérins,3
Iles de Tigre,2
Iles de la Sonde,30
Iles des Saintes,248
Iles du Bas-Congo,1
Iles les Saintes,40
Ilha Berlenga,1
Ilhabela,5
Ilhas Cagarras,2
Ilhas Desertas,7
Ilhas Esparsas,34
Ilhas Selvagens,15
Ilhas de Barlavento,6
Ilhas de Sotavento,6
Ilhas do Cabo Verde,1
Ilhéus do Rombo,1
Illes Balears,6288
Illes Pitiüses.,1
Illinois,1
Ilocos Norte Prov.,2
Ilse Comores Comoro Islands,1
Inagua,14
Inagua Island,1
Inagua Islands,86
India,483
Indian Ocean,3
Indian Ocean  Islands,233
Indian Ocean Is,6
Indian Ocean Island,636
Indian Ocean Islands,6031
Indiana,13
Indonesia,2795
Indonesia Archipelago,2
Indonesian Archipelago,13334
Indonesian Islands,422
Inner Gooseberry Islands,9
Inner Hebrides,849
Inner Islands,412
Inner Islands - Mahe,80
Iona Islands,2
Ionian Ids.,3
Ionian Islands,36
Ionische Inseln,4
Iou-jima Island,865
Iowa,1
Iowto-Isl,12
Irabu Island,1
Irabu-jima Island,13
Irabujima Island,37
Iran,3
Irian Is.,2
Irian Jaya,144
Irian Jaya Prov.,1
Iriometejima-Isl,1
Iriomote Island,533
Iriomote Island of Ryukyu Islands,270
Iriomote island,5
Iriomote-Isl,2
Iriomote-jima,2
Iriomote-jima Island,179
Iriomotejima Island,1058
Iriomotejima-Isl,188
Is. Amami-o-shima,4
Is. Amamio-shima,4
Is. Chesterfield,2
Is. Chichi-jima,3
Is. Dogo,1
Is. Hachijo-jima,3
Is. Haha-jima,1
Is. Mikura-jima,3
Is. Miyake-jima,3
Is. Okinawa,1
Is. Okino-shima,4
Is. Okinoerabu-jima,1
Is. Tokuno-shima,1
Is. Tsu-shima,2
Is. Tsushima,1
Is. Yaku-shima,23
Is. of Wight,1
Isabel Is.,2
Isbella Is,2
Ishigaki  Island,2
Ishigaki Island,118
Ishigaki Island of Ryukyu Islands,23
Ishigaki Islands,4
Ishigaki island,6
Ishigaki-jima,3
Ishigaki-jima Island,55
Ishigaki-jima Island of Sakishima Islands,1
Ishigakijima Island,105
Ishigakijima-Isl,217
Isl.Oshima,3
Isl.okinoerabujima,2
Isla Lobos,1
Isla de Norte,1
Island Rotorua,1
Islands Tortugillas,1
Islands of Four Mountains,46
Islands of Furness,24
Islands of the Andaman Sea,89
Islands of the Four Mountains,34
Islas Aurora,4
Islas Baleares,28342
Islas Becasses,5
Islas Bridges,60
Islas Canarias,3573
Islas Cavinzas,1
Islas Chafarinas,2
Islas Columbretes,1
Islas Contreras,110
Islas Coronados,332
Islas Daphne (= Daphne Islands),8
Islas Desventuradas,166
Islas Georgia del Sur,11
Islas Georgias del Sur,147
"Islas Georgias del Sur, Islas Aurora",1
Islas Gilbert,1
Islas Grandes,319
Islas Guañape,1
Islas Juan Fernández,481
Islas Las Marietas,8
Islas Los Coronados,45
Islas Los Gemelitos,35
Islas Los Roques,2
Islas Los Testigos,12
Islas Malvinas,426
Islas Marias,62
Islas Marietas,1
Islas Marías,1923
Islas Medas,1
Islas Orcadas del Sur,45
Islas Perlas,60
Islas Perlas (Pearl Islands),1
Islas Perlas [Pearl Islands],286
Islas Plaza,1
Islas Revillagigedo,2209
Islas Ryukyu,1
Islas San Benito,372
Islas San Benitos,1
Islas San Blas,2
Islas San Lorenzo,73
Islas Sandwich del Sur,40
Islas Santanilla [Swan Islands],3
Islas Secas,37
Islas Shetland del Sur,123
Islas Sisargas,1
Islas SubantÃ¡rticas,1
Islas Tres Marias,157
Islas Wollaston,214
Islas de Barca,5
Islas de Chincha,11
Islas de Chincha (Chincha Islands),20
Islas de Juan Fernández,2
Islas de La Bahia,2
Islas de Salomón,15
Islas de San Bernardo,18
Islas de Todos Santos,208
Islas de la Bahia,134
Islas de la Bahía,20
Islas de las Perlas,4
Islas de los Gemelos,5
Islas del Cisne,1
Islas del Maíz,1
Islas los Testigos,1
Isle of Shoals,1
"Isle of Zebu, Philippine Islands",2
Isle-aux-Grues,3
Isles St. Pierre,1
Isles de Horn,1
Isles de la Petite Terre,1
Isles of Scilly,2393
Isles of Shoals,88
Islles of Scilly,1
Isls. Oki,1
Isola Favignana,1
Isole Egadi,4
Isole Lipari,1
"Isole Lipari,",1
Israel,4
Iturup Island,10
Iturup-Isl,64
Izena Island of Ryukyu Islands,2
Izena-jima Island,33
Izenna-jima Island,13
Izu,37
Izu Archipelago,13
Izu Is.,7
Izu Is. (Izu-Shichito),1
Izu Islands,779
Izu Peninsula,4
Izu Seven Islands,1
Izu Shichito Ids.,1
Izu-Ooshima island,1
Izu-Ooshima-Isl,12
Izu-Oshima Island,2
Izuoshima-Isl,27
Izushoto-Isl,2
JAPAN,866
JEJU,2
Jaluit Atoll,5
Jamaica Island,15
James Bay Islands,7
Japan,3273
Japan Is.,6979
Japanese Archipelago,5933
Japon,2
Jason Islands,3
Java,8647
Java Barat,2
Java Is,42
Java Is.,61
Java Island,32
Java-Isl,3
Jawa Barat Prov.,145
Jawa Timur Prov.,24
Jefbi,8
Jeju-do Island,72
Jeju-do-Isl,78
Jejudo Island,1463
Jejudo Islandand,32
"Jemaina Is.,Anambas Is.",1
Jogashima-Isl,1
Johnson Atoll,1
Johnston Atoll,2258
Johor State,73
Johore Straits,4
Joinville Island Group,253
Jolo Group,274
Jolo Ids.,1
Jolo Is.,2
Jolo Island Group,40
Jolo Islands,50
Joubin Islands,2
Juan Fernandez,10
Juan Fernandez Archipelago,2
Juan Fernandez Is.,48
Juan Fernandez Islands,223
Juan Fernández,1
Juan Fernández Archipelago,155
Juan Fernández Islands,234
Jurong Island,1
K?t?sho Island,77
KALIMANTAN,65
KHUSHU,1
KOCHI,1
KRYUKYU,1
KYUSHU,761
Kabaena Is.,8
Kabaena Island,266
Kabia Isl.,1
Kabisay-an,8
Kachin State,1
Kadavu Group,1449
Kadavu Ids.,34
Kagaena Is.,1
Kagoshima Pref.,10
Kai Is.,3
Kai Isl.,4
Kai Islands,117
Kai Islands [Kepelauan Kai],47
Kai Kecil Is,1
Kakara island,1
Kakeroma Island,6
Kakeroma Island in Amami Islands,38
"Kakeroma Island, Amami Islands",1
Kalambangra Is.,3
Kalao  Is.,6
Kalao Is.,21
Kalao Isl.,2
Kalimantan,566
Kalimantan Timur,1
Kalimun Is.,1
Kallo Hill Sumatra Is.,1
Kalo Hills N.Sumatra,2
Kamchatka,2
Kamigoto Island,1
Kamijijima-Isl,2
Kamikoshiki-jima Island,77
Kamikoshikijima-Isl,1
Kaminoneshima-Isl,1
Kangean Eilanden,5
Kangean Is.,28
Kangean Islands,2
Kangean Isles.,2
Kangen Is.,6
Kangwon-do Prov.,7
Kanmurijima-Isl,2
Kanno Island,1
Kaohsiung Dist.,12
Karas Is.,2
Karimunjawa Archipelago,100
Kashevarof Islands,214
Kasirota Is.,1
Kasirta Is.,17
Kasiruta Is.,19
Kasiruta Is. Bachan Isles.,6
Kasiruta is.,6
Kattegat,2
Kau Phi Phi,2
Kauai Island,2
Kayangel Islands,6
Kazan-retto,2
Kedah Peak 4000ft. Luzon Is.,1
Kedah State,89
Keeling Islands,11
Kei Is.,4
Kei Island,1
Kei Islands,73
Kelang Is.,5
Kelantan State,32
Kemabu R.,33
Kemaman R.,1
Kenn Reef,4
Kent Group,1
Kents,1
Kenya,169
Kepulauan Laut Kecil,3
Kepulauan Seribu,238
Kepulauan Seribu (Duisend Eilenden),1
Kepulauan Seribu (Duisendeiln),1
Kerama Island,14
Kerama Islands,9
Kerguelen,12
Kerguelen Is,12
Kerguelen Is.,3
Kerguelen Island,87
Kerguelen Islands,155
Kergulen Islands,66
Kermadec,5
Kermadec Group,2
Kermadec Is.,4
Kermadec Islands,492
Kermadecs Island,3
Kermadoc Islands,13
Key Islands,6
Khammouan Prov.,3
Khammouane Prov.,35
Kharimkotan Island,6
Khorat Prov.,164
Khuriya Muriya Islands,11
"Ki Islands, E. Indies",1
"Kikai Island, Ryukyu Islands",4
Kikai-jima,6
Kikai-jima Island,28
"Kikai-jima Islands, Amami Islands",1
Kikaijima Island,1
Kilwa,38
King George Islands,24
Kingman Reef,17
Kinkazan-Isl,6
Kipili Islands,3
Kiriwina Is.,9
Kirk's Islands,1
Kisser Island,4
Kissor Island,1
Kita-daito island,8
Kitadaito-jima,13
Kitadaito-jima Island,5
Kitaioutou-Isl,167
Kitaiowjima Island,1
Kitaiowto-Isl,420
"Kitami, Rishiri island",1
Kitatorishima-Isl,1
Kiunga,7
Klein Bonaire,7
Ko Phi Phi,1
Koaw Island,35
Kobror Is.,1
Kobror Is.  Aru Islands,2
Kobror Is. Aru Islands,1
Kodiak,1
Kodiak Archipelago,3550
Kodiak Islands,4
Kodiak-Isl,1
Kofiau Is.,13
Kohama Island,3
Kohama-jima Island,43
Kohamajima Island in Yaeyama Islands,25
Kohamajima-Isl,1
Kolombangara Is.,5
Komandor Island,15
Komandorski Islands,9
Komandorskiye Ostrova,9
Komandoskye Islands,2
Komoren,8
Kong Karls Land,10
Korea,4
Korea Han River,2
Kornati Group,20
Koror Island,84
Koror-Isl,167
Koshiki Islands,3
Koshiki island,10
Koshiki-jima Islands,31
Koshikijima Island,92
Koshikijima Islands,10
Kosrae Island,34
Kosrae State,28
Koster Inseln,2
Koto Is.,5
Kotu Group,69
Koushima I.,1
Kouzushima island,77
Kouzushima-Isl,3
Kovashima Islands,1
Kozushima Island,6
Kozushima island,76
Kozushima-Isl,32
Krakatau,132
Krenitzin Islands,90
Kuash?to Island,12
Kuashoto Island,16
Kuba-jima Island,6
Kuching Sarawak Boruneo Is.,1
Kuchinoerabu Island,6
Kudobin Islands,1
Kuje Island,1
Kukojima-Isl,2
Kume,1
Kume island,1
Kume-jima Island,74
Kume-jima Island of Ryukyu Islands,2
Kumejima,2
Kumejima Island,2
Kumejima-Isl,37
Kumeshima Island,2
Kunashir-Isl,13
Kunashiri-Isl,11
Kunin Mt.Lompobattang S.Sulawesi,1
Kur Is.,10
"Kur Is.,Kai Isl.",2
Kurasadai Islands,1
Kuria Muria Islands,6
Kuril Is.,17
Kuril Islands,1395
Kuril'skiye Ostrova,15
Kurile Islands,267
Kurils Island,9
Kurima-jima Island,1
Kurimajima-Isl,2
Kuroshima Island in Yaeyama Islands,26
Kuroshima-Isl,2
Kusagaki Islands,32
Kusaie-Isl,42
Kuta Bali Is.,7
Kutsu-Isl,1
Kuwait,95
Kwajalein Atoll,38
Kyonggi-do Prov.,93
Kyonggi-do Prov. ?,2
Kyongsang-bukto Prov.,2
Kyongsang-namdo Prov.,16
Kyoto Pref.,1
Kyukyu Ids.,1
Kyushu,530
Kyushu Island,1
Kyusyu,97
Kyusyu Island,1
L. Albert,1
L. Kwania,1
L. Mckerron,3
LESSER ANTILLES,8
LOYALTY ISLANDS,1
La Union Prov.,1
Labuan Island,8
Laccadive Islands,4
Laccadive islands,4
Laccadives,18
Ladrones Is.,25
Lagoon,4
Laguna Prov.,10
Lahave Islands,13
Laing Island,3
Lake Monk,5
Lam Dong Prov.,1
Lampung Bay,20
Lamu-Isl,4
Lan Yu Island,75
Langkawi,9
Langkawi Archipelago,57
Langkawi Is.,15
Langkawi Islands,2
Languan Palawan Is.,1
Lao Group,1
Las Farallones,2
Las Islas de la Cintura,815
Las Islas del Maiz [Corn Islands],8
Las Islitas,1
Las Perlas,46
Lau Archipelago,20
Lau Group,2322
Lau Ids.,13
Lau Is.,4
Lau Island Group,79
Lau Islands,16
Laut Is,1
Laut Is.,5
Lawn Islands,32
Laysan Island,1
Laysan-Isl,8
Lebanon,3
Leeward Antilles,2011
Leeward Ids.,1665
Leeward Is.,1
Leeward Islands,15353
"Leeward Islands, Lesser Antilles",40
"Lembeh Island, Bitung, Sulawesi",54
Lembeh-Isl,1
Lerins Islands,2
Les Amirantes,1
Les Cheneaux Islands,12
Les Sept Îles,16
Les Îles-de-la-Madeleine,2
Lesser Antilles,53239
Lesser Antilles Ids.,1
Lesser Antilles.,1
Lesser Sunda,1
Lesser Sunda Ids.,6
Lesser Sunda Is.,119
Lesser Sunda Islands,2084
Lesster Antilles,1
Leti Is.,31
Leti Is.  Lesser Sunda Island,4
Leti Isl.,3
Leti Islands,1
Letti Island,1
Levantado Keys,8
Leyte Is.,49
Leyte Islands,79
Leyte Prov.,323
Lifou Is.,1
Lighthouse Reef Atoll,53
Lihir Group,2
Lihir Island Group,7
Limfjord,1
Linapacan Group,3
Line ,6
Line Ids.,680
Line Is.,674
Line Is. (USA),10
Line Island,1
Line Islands,6674
Lingga Archipelago,1
Lingga Is.,13
Lipari,18
Lipari Islands,6
Liparische Inseln,3
Lirung Talaud Is.,4
Little Antilles,1
Little Bahama Bank,98
Little Bahamas Bank,1
Little Bay Islands,8
Little Fogo Islands,58
Little Key Islands,3
Liu-Kiu Islands,2
Liu-kiu Inseln,7
Lizard Island Group,58
Lobos Ids.,2
Lobos Islands,45
Lobos de Afuera,5
Lofoten,30
Lofoten Archipelago,1
Lofoten Islands,2
Lomaiviti Arch.,7
Lomaiviti Archipelago,12
Lomaiviti Group,1021
Lomaiviti Ids.,1
Lomaiviti Islands,7
Lombok,44
Lombok Is.,96
Lombok Isl.,2
Lombok Island,1
Long Island,2042
Long Island and New York City barrier Islands,7
Loo Choo Islands,10
Loochoo Islands,4
Lord Howe Island,258
Lord Howe Islands,51
Los Coronados,6
Los Coronados Islands,28
Los Coronados Islands.,10
Los Frailes,7
Los Hermanos,9
Los Islotes,1
Los Roques Archipelago,64
Louisade Archipelago,9
Louisiade,1
Louisiade Arch.,14
Louisiade Archipelago,840
Louisiade Ids.,3
Louisiade Islands,24
Louisiana,6
Louisiana Islands,21
Low Isles,57
Lower Cook Is.,254
Lower Cook Isalnds,44
Lower Cook Islands,304
Loyalty,6
Loyalty Ids.,49
Loyalty Is.,71
Loyalty Islands,3759
Lubang Group,144
Lubang Island Group,13
Lubang Islands,95
Lubang PAIC,564
Lucayan Archipelago,287
Lucipara Is.,2
Lufupa R.,1
Luson Is.,6
Luteng Flores Is.,2
Luzon,652
Luzon Is.,17
Luzon Island,9
Luzon Island Group,583
Luzon Islands,4601
Luzon PAIC,12327
Luzon PAIC; Caramoan Islands,102
Luzon-Isl,4
MARSHALL IS,3
MARSHALL ISLANDS,2
Macau,40
Macclesfield Bank,208
Mackinnon Islands,262
Madagascar,37
Madagascar Island,40
Madagascar-Isl,2
Madang Prov.,1526
Maddalena Archipelago,1
Madeira,4214
Madeira Archipelago,4764
Madeira Ids.,22
Madeira Is,25
Madeira Is.,203
Madeira Islands,2409
"Madeira Islands, Portugal",165
Madeiran Archipelago,13
Madeiras,934
Maderas Islands,1
Madiera Is.,1
Madre de Dios Archipelago,17
Madère,7
Magallanes Prov.,1
Magdalen,1
Magdalen Islands,156
Magdalen Islands [Îles de la Madeleine],43
Magdalena Islands,36
"Mage-shima Island, Osumi Islands",30
Main Hawaiian Islands,356913
Main Okinawa island,327
Malacca,1
Malaita Group,3
Malaita Is.,42
Malaita Is. Solomon Islands,6
Malaita Isl.,9
Malay,3
Malay Archipelago,4060
Malay Pen.,80
Malay Peninsula,17
Malay archipelago,21
Malay peninsula,17
Malaysia,4
Malaysia (Peninsular),222
Malaysian Islands,3201
Maldive Islands,1056
Maldives,2374
Maldives Islands,2
Male Atoll,51
Malinduque Is.,4
Malolo Group,3
Malta,128
Maltese Archipelago,245
Maltese Ids.,3
Maluku,6
Maluku ISlands,1
Maluku Is.,5
Maluku Islands,4946
Maluku Prov.,2
Maluku archipelago,1
Malvinas,3
Mamanuca Arch.,1
Mamanuca Group,9
Mamanuca Ids.,8
Mamanuca Is.,1
Mamanuca Islands,175
Mambajao,9
Man'ua Islands,24
Manda Island,2
"Mandidarah Island, Kudat",1
Mandioli Is.,6
Mangareva Islands,14
Mangole Is.,1
"Mangole Island, Sula Islands",20
Manipa Is.,4
Manitoulin-Isl,1
Manitounuk,2
Manokwari,5
Manono,2
Mansfield Eilanden,14
Mansfild Island,17
Manu'a Is.,3
Manu'a Islands,326
Manua Is.,5
Manua Islands,2048
Manua Islands Group,113
Manus Is.,5
Manus Is. Admirality Islands,4
Manus Isl.,3
Manus Prov.,13
Manuʻa Islands,1
Many Islands,1
Mapia-eilanden,22
Marble Islands,37
Marco-Isl,1
Mariana,2
Mariana Archipelago,195369
Mariana Ids.,507
Mariana Is.,145
Mariana Islands,6914
"Mariana Islands, Micronesia",17
Mariana-Isl,1
Marianas,1690
Marianas Islands,659
Marianna Islands,9
Marianne Islands,18
Marianne Islans,1
Marima,1
Marin Ids.,9
Marinduque,115
Marinduque Is.,199
Marion Islands,9
Maritime Southeast Asia,33444
Marotiri Islands,10
Marotiri Isles,20
Marquesas,346
Marquesas Ids.,27
Marquesas Is.,196
Marquesas Islands,10239
Marquesas Islands - Mendana Is.,16
Marquesas Islands - Washington Is.,2
"Marquesas Islands, Northern Marquesas",4
"Marquesas Islands, Southern Marquesas",3
Marquesas Keys,1
Marquesas islands,5
Marshall Bennett Islands,2
Marshall Ids.,246
Marshall Island,6
Marshall Islands,7949
Marshall islands,1
Marshell Islands,5
Martin Islets,1
Maryland,1
Marías,1
Mascareignes,1
Mascarene,12
Mascarene Ids.,4
Mascarene Is.,221
Mascarene Islands,4107
Mascarene Islands (or Mascarenhas Archipelago),1233
Mascarene Islands (or Mascarenhas Archipelago) - Cargados Carajos shoals,4
Mascarenes,7
Mascarenhas Archipelago,6
Massong Islands,1
Matanzas,1
Matsumaekojima-Isl,1
Matsushima (Matsusima),1
Matua Island,6
Maug,1
Maug Is.,10
Maug-Isl,6
Maungmagan Is.,1
Mauritania,1
Mauritis Islands,2
Mauritius,3
Mayotte Islands,36
Meade Islets,1
Meijima-Isl,5
Melaka State,7
Melanesia,81
Melchior Is.,24
Melchior Islands,330
Melchior Islands (Melchior Archipelago),5
Meneng District,3
Menjangan Is.,2
Mentawai Is.,6
Mentawai Islands,230
Mentawei Mentawai Islands,2
Mentawi Ids.,9
Mercury Islands,10
Mergui Arch.,47
Mergui Archipelago,96
Mexico,4
Michigan,31
Micronesia,62
Micronesia [Federated States Of Micronesia],96
Mid-Pacific Ocean,1
Midway Atoll,498
Midway Is.,5
Midway Islands,66
Miike-Isl,2
Mikronesien,12
Mikura Island,40
Mikura island,33
Mikurajima Island,1
Mikurajima-Isl,80
Miladummadulu Atoll,19
Milne Bay Prov.,4799
Minami Tori Shima,281
Minami-daito island,2
Minamidaito-jima Island,45
Minamidaitohjima-Isl,1
Minamidaitojima-Isl,232
Minamiiojima-Isl,4
Minamiiowjima-Isl,2
Minamiiowto-Isl,12
Minamijima-Isl,10
Minamitorishima-Isl,12
Mindanao,84
Mindanao Group,465
Mindanao Is.,195
Mindanao Island,100
Mindanao Islands,1592
Mindanao PAIC,11130
Mindanao-Isl,38
Mindoro Is.,46
Mindoro Islands,4
Mindoro PAIC,1573
Mindro Is.,11
Ming's Islands,1
Mingan Archipelago,91
Mingan Is.,1
Mingan Islands,2
Minna-jima Island,1
Miok Is,2
Misima Is.,4
Miskito Cays,2
Misol Is.,2
Misool Is.,18
Mississippi,1
Mitsio Island,11
Miyagi-jima Island,1
Miyake Island,26
Miyakejima Island,7
Miyakejima-Isl,203
Miyakejima-Island,6
Miyako Island,19
Miyako Islands,15
Miyako-jima Island,43
Miyako-jima Island of Ryukyu Islands,18
"Miyako-jima Island, Nansei Islands",1
Miyakojima Island,153
Miyakojima-Isl,155
Mizunokojima-Isl,14
Moa Is.,13
Moa Is. Lesser Sunda Island,4
"Moa Is.,Leti Isl.",1
Moa Isl.,3
Moa Island,1
Moala Group,316
Moala Ids.,5
Moala Is.,4
Moala Subgroup,2
Mokohinau Islands,3
Molluccas Islands,1
Molokai Island,1
Molucca Islands,71
Molucca-Isl,2
Moluccan Islands,2
Moluccas,1571
Moluccas Ids.,49
Moluccas Is.,274
Moluccas Islands,3
Moluccos Islands,1
Molukken,6
Moluques,28
Monarch Islands,1
"Mongole Is.,Sula Is",3
Mono Lake,11
Monomoy,2
Monomoy Island,1
Monomoy-Isl,2
Montanos Sierra,1
Monte Bello Islands,1
Montebello Islands,4
Moodeaih Island,1
Moonsund archipelago,1
Moor,2
Moor Islands,2
Moorea,11
Morant Cays,33
Moreton Island,1
Morobe,2
Morobe Prov.,15335
Morotai Is.,84
Mortlock  [Nomoi] Is.,10
Mortlock (Nomoi) Is.,150
Mortlock Group,20
Mortlock Ids.,41
Mortlock Is.,7
Mortlock Islands,132
Mortlock [Nomoi] Is.,133
Morty Island,1
Moscos Is.,76
Moyururi-Isl,6
Moyururito-Isl,1
Mozambique,131
Mozambique Channel,6
Mt .Katon Karagai,1
"Mt, Kalisimbi",2
Mt. Elgon,2
Mt. Kalisimbi,1
Mt. Karisimbi,1
Mt. Kilima Njaro,1
Mt. Kilimanjaro,1
Mt. Kina Balu,2
Mt. Ruwenzori,6
Mt.Bonga Negros Is.,1
Mt.Bromo E.Java,10
Mt.Ciremay W.Java,15
Mt.Gede W.Java,7
Mt.Halkon Mindoro Is.,14
Mt.Inbayaw Mindanao Is.,3
Mt.Kitanlad Bukidnon Mindanao Is.,2
Mt.Kitanlad C.Mindanao,3
Mt.Kitanlad C.Mindanao Is.,1
Mt.Kitanlad N.Mindanao,8
Mt.Lompobattang S.Sulawesi,6
Mt.Maoyao N.Luzon,1
Mt.Matutum  S.Mindanao,4
Mt.Matutum Cotabato S.Mindanao,6
Mt.Mikeno,2
Mt.Mutis E.Timor,5
Mt.Opaw Mts.Syra Negros Is.,1
Mt.Pulchoki C.Nepal,1
Mt.Saran W.Kalimantan,2
Mt.Slamet C.Java,6
Mt.Tagbud S.E.Mindanao,4
Mt.Ventoux,4
Mt.Wilis E.Java,1
Mudzuki island,2
Mukojima-Isl,38
Mukoujima-Isl,21
Muna Is.,9
Murcielagos Islands,2
"Murciélago, Islas",1
Murr Ledges,7
Murray Ids.,2
Murray Islands,10
Mushima Island,1
Myriad Islands,96
N,1
N. Loo Choo Islands,1
N.halmahera Is.,2
NA,212302
NEW GUINEA,1
NORTHERN MARIANA ISLANDS,3
NW Seaward,8
Nabire W.Irian,1
Nagashima Island,1
Najima-Isl,1
"Nakadori-jima Island, Goto Island",2
Nakadorijima Island,1
Nakadorijima-Isl,28
Nakanokamishima-Isl,3
Nakanoshima-Isl,25
Nakhon si Thammarat Prov.,1
Nakodojima-Isl,1
"Nakoudo-jima Island, Muko-jima Islands",1
Nakoudojima-Isl,1
Namotik Island,2
Nansei islands,1
Nantou Dist.,64
Nantucket-Isl,5
Napo,1
Narakay Islands,4
Narcondam Island,1
Narodo Islands,15
Narushima-Isl,26
Nasakejima-Isl,1
Natal,2
National Capital District,121
Natsushima-Isl,103
Natuna Ids.,1
Natuna Is.,37
Natuna Islands,24
Natunas Islands,1
Natushima,47
Nauru,1
Navigator Islands,1
Nawakot Dist.,1
Nazca Ridge,8
Near Islands,228
Negeri Sembilan State,13
"Negritos, Islas",1
Negros Is.,61
Negros Oriental Prov.,580
Nelson Prov.,2
Neptune Islands,6
Netherland Antilles,5
Netherlands Antilles,375
Netherlands Antilles Ids.,201
Neuruau Springs,3
Nevada,5
New Britain,17
New Britain Is.,22
"New Britain Is., Rabaul",1
New Britain Island,6
New Brunswick,1
New Caledonia,2491
New Caledonia Group,6099
New Caledonia Ids.,3042
New Caledonia Is.,2
New Caledonia Islands,2
New Caledonia Outliers,6
New Georgia,34
New Georgia Group,1429
New Georgia Isl.,2
New Georgia Islands,2591
New Georgia Solomon Islands,2
New Giunea,1
New Granada,1
New Granada.,1
New Guinea,539
New Guinea Group,6153
New Guinea Ids.,9365
New Guinea Island,64
New Guinea-Isl,12
New Hebrides,1634
New Hebrides Group,37
New Hebrides Ids.,222
New Hebrides Islands,219
New Hebrides [Vanuatu],655
New Ireland Prov.,356
New Jersey,2
New Providence,1
New Providence Island,1
New Siberian Islands,68
New South Wales,110
New York,2
New York City,7
New Zealand,407
New Zealand Islands,19
New Zealand Islands N.Z.I.,2
New found land-Isl,1
Newfound-Isl,2
Newfoundland,69
Ngela (the Florida Islands),10
Ngemelis Is.,1
Ngerekebesang-Isl,1
Nggela Islands,92
Ni-jima island,1
Nias,7
Nias  Is.,28
Nias Is.,59
Nias Isl.,1
Nicobar,19
Nicobar Ids.,2
Nicobar Is.,16
Nicobar Islands,335
Nicolas Islands,1
Nightingale Islands,1
Niijima Island,14
Niijima island,24
Niijima-Isl,59
Nilandu Atoll,1
Nile,1
Ninigo Islands,164
Ninoshima-Isl,2
Nippers Islands,10
Nishinoshima-Isl,2
Nishinosima-Isl,2
Niua Group,7
Niuatoputapu Group,335
Niue Island,2
No Mans Land,2
"Noho-jima Island, Okinawa-jima Islands",22
Nomai Islands,3
Nomoi Islands (Mortlock Islands),2
Nomuka Group,67
Nomuka Islands,3
Nordfriesische Inseln,1
Norfolk Island,102
Norfolk Ridge,40
North America,3
North East Islands,1
North Frisian Islands,130
North Island,76
North Malosmadulu Atoll,6
North Mariana,19
North Phuquoc Is.,1
North Sea (North Frisian Islands),1
North Solomon Ids.,2227
North Solomon Islands,1007
North Solomons Prov.,462
North Solomons Prov. (poss.),1
Northeastern Australia,56
Northern Cook Is.,12
Northern Cook Islands,292
Northern Gulf Islands,2
Northern Is.,3
Northern Islands,23
Northern Line Islands,19
Northern Mariana,3
Northern Mariana Ids.,28
Northern Mariana Islands,3584
Northern Marianas Archipelago,116
Northern Marquesas,2
Northern Oman,1
Northern Sporades,1
Northern Teritory,2
Northern Territories,1
Northern Territory,29
Northern [= Oro] Prov.,742
Northern islands,1
Northumberland Islands,1
Northwest Hawaiian Islands,137
Northwestern Hawaiian Ids.,5
Northwestern Hawaiian Islands,209381
Northwestern Islands,2
Northwestern hawaiian Islands,1
Nouvelle Calédonie,2
Nouvelle Zemble,4
Nouvelle-Calédonie,2
Nouvelles-Hébrides,34
Nova Zembla,23
Novaya Zemlya,78
Nueva Vizcaya N.Luzon,2
Nukunonu,504
Nusa Penida Is. Bali Is.,1
Nusa Tenggara Barat Prov.,4
Nusa Tenggara Timur,3
Nusa Tenggara Timur Prov.,3
Nusu Tenggara Timur,1
Nyali Coral Gardens,10
Nyando Valley,1
Nyasaland,1
Oahu Island,7
"Oahu Island, Hawaii",7
Oahu-Isl,2
Obi Is.,66
Obi Island,6
Obi Islands,43
Obi-Isl,2
Off Canary islands,4
"Ogasawa, Chichi-jima island",18
"Ogasawa, Haha-jima island",13
"Ogasawa, Iwo island",2
Ogasawara,367
Ogasawara Group,5
Ogasawara Ids.,2
Ogasawara Is. (Bonin Is.),6
Ogasawara Isl,2
Ogasawara Islands,2543
Ogasawara Islands (=Bonin Islands),114
Ogasawara Islands (Bonin Is.),1
Ogasawara-Isl,34
Ogasawarasyotou,1
Ogowe River,1
Ohio,35
Ohio or Michigan,1
Ohshima-Isl,1
Okaha Island,3
Oki Archipelago,1
