disposition,reps
"ASC, BRIT, UTEP",1
"ASC, BYU",2
"ASC, CANB, CTES, ENCB, HUEFS, MB",1
"ASC, CANB, DES, ILLS, NMC, NY, U",1
"ASC, CS, ENCB, UTEP",1
"ASC, CS, HUEFS, MSC, NA, NMC, NY",1
"ASC, CTES, HUEFS, MBM, UTEP",1
"ASC, CTES, NY, OBI",1
"ASC, DBG, ASC",1
"ASC, DES, NA, SD, WVA",1
"ASC, DES, UTEP",1
"ASC, ENCB, OSC, UTEP",1
"ASC, ENCB, UTEP",1
"ASC, GCNP",3
"ASC, ID, NMC, NY, UMO, UTEP, WVA",1
"ASC, ID, NY, UTEP, WVA",1
"ASC, MEXU, NSW, UTEP",2
"ASC, MEXU, NY, UTEP",1
"ASC, NA, NY",1
"ASC, OBI, UTEP",1
"ASC, RSA, UCR, UTEP",1
"ASC, SJC",1
"ASC, UCR",1
"ASC, UTEP",2
ASU,72
"ASU, ASC",2
"ASU, DB G",2
"ASU, DBG",104
"ASU, HUEFS, HUEG, UB",1
"ASU, OBI, TEX, SD",1
"ASU, QCNE",3
"ASU, TEX",2
"ASU,DBG",2
"ASU,HUFSJ,RB,UB",1
"ASU,HUFSJ,UB",2
ASU-1,67
ASUHIC,1
AUM(to be assessioned),1
Abbé Joseph Revel,13127
Acad. Nat. Sci. Phil.,1
Acad. Nat. Sci. Phila.,5
Academy of Natural Sciences of Philadelphia,1
Academy of Science of CA,1
Acarospora chlorophana,10
Acarospora chlorophana f. biatoroidea,8
Acarospora chlorophana var. biatoroidea,1
Aceraceae,21
"Additional Information, see Other Information",6
"Additional Information, see Other Information In Collection",4
"Additional Information, see Other Information In collection",1571
"Additional Information, see Other Information In collection Missing parts, see Availability Remarks",13
"Additional Information, see Other Information In collection Missing parts, see Availability Remarks Missing parts, see Inventory Remarks",1
"Additional Information, see Other Information In collection Missing parts, see Inventory Remarks",1
"Additional Information, see Other Information Missing parts, see Availability Remarks In collection",3
"Additional Information, see Other Information Missing parts, see Availability Remarks Missing parts, see Inventory Remarks",3
"Additional Information, see Other Information Missing parts, see Inventory Remarks",5
"Additional Information, see Other Information On exhibit",1
"Additional Information, see Other Information On exhibit On loan, see Loan Database",1
"Additional Information, see Other Information On loan, see Loan Database",2
Adult,4
"Adult with four juvenile offspring. Prepped by Jim Gillingham. Adult retagged R-1628, and the others reassigned R-1753-6.",4
Afrique du Nord,1199
Ajout,3
Alan C. Buchanan,3
Alcohol,1
Alcohol collection,3
Alectoria,1
"Alexander Mus., Neth",1
Anaptychia,1
Anplgnathus daemeli,1
Apparently it was this specimen sent to Cleveland.,1
Applied Tag/Mark and Released,62
Approximately five rounded body whorls which are green and off-white mottled with brown. Blunt ridge on the body whorl. Apex orange in colour.,2
Aquatic Plant Herbarium of Purdue University North Central,3
Arizona State University,96
Arkansas Dept Pollution Control - ADPC 108,1
Arkansas Dept Pollution Control - ADPC 149,1
Arkansas Dept Pollution Control - ADPC 155,1
Arkansas Dept Pollution Control - ADPC 50,1
Arkansas Dept Pollution Control - ADPC 51,1
Arkansas Dept Pollution Control - ADPC 60,1
Arkansas Dept Pollution Control - ADPC 92,1
Arkansas Herbarium in Fayetteville,1
Astyanax - Provienen del ICN 16758,1
"At one time was recatalogued to R-754, but number is R-305.",1
"Attacked by insects, 1920",1
Auburn,1
Australian Mus. 1953,1
Australian Museum 1953,1
Available,791
B.P. Biahop Mus.,1
B.P. Bishop,1
B.P. Bishop Mus.,60
B.P. Bishop Muse.,1
B.P. Bishop Museum,16
B1-A1,1
B1-A10,1
B1-A2,1
B1-A3,1
B1-A4,1
B1-A5,1
B1-A6,1
B1-A7,1
B1-A8,1
B1-A9,1
B1-B1,1
B1-B10,1
B1-B2,1
B1-B3,1
B1-B4,1
B1-B5,1
B1-B6,1
B1-B7,2
B1-B9,1
B1-C1,1
B1-C10,1
B1-C2,1
B1-C3,1
B1-C4,1
B1-C5,1
B1-C6,1
B1-C7,1
B1-C8,1
B1-C9,1
B1-D1,1
B1-D10,1
B1-D2,1
B1-D3,1
B1-D4,1
B1-D5,1
B1-D6,1
B1-D7,1
B1-D8,1
B1-D9,1
B1-E1,1
B1-E10,1
B1-E2,1
B1-E3,1
B1-E4,1
B1-E5,1
B1-E6,1
B1-E7,1
B1-E8,1
B1-E9,1
B2-A1,1
B2-A10,1
B2-A2,1
B2-A3,1
B2-A4,1
B2-A5,1
B2-A6,1
B2-A7,1
B2-A8,1
B2-A9,1
B2-B1,1
B2-B10,1
B2-B2,1
B2-B3,1
B2-B4,1
B2-B5,1
B2-B6,1
B2-B7,1
B2-B8,1
B2-B9,1
B2-C1,1
B2-C10,1
B2-C2,1
B2-C3,1
B2-C4,1
B2-C5,1
B2-C6,1
B2-C7,1
B2-C8,1
B2-C9,1
B2-D1,1
B2-D10,1
B2-D2,1
B2-D3,1
B2-D4,1
B2-D5,1
B2-D6,1
B2-D7,1
B2-D8,1
B2-D9,1
B2-E1,1
B2-E10,1
B2-E2,1
B2-E3,1
B2-E4,1
B2-E5,1
B2-E6,1
B2-E7,1
B2-E8,1
B2-E9,1
B3-A1,1
B3-A10,1
B3-A2,1
B3-A3,1
B3-A4,1
B3-A5,1
B3-A6,1
B3-A7,1
B3-A8,1
B3-A9,1
B3-B1,1
B3-B10,1
B3-B2,1
B3-B4,1
B3-B5,1
B3-B6,1
B3-B7,1
B3-B8,1
B3-B9,1
B3-C1,1
B3-C10,1
B3-C2,1
B3-C3,1
B3-C4,2
B3-C6,1
B3-C7,1
B3-C8,1
B3-C9,1
B3-D1,1
BC,44
BLM - PDO,1
BMNH,5
BRIT,3
"BRIT, BRY, DES, MSC, NA, UMO, UT",1
"BRIT, BRY, DES, MSC, NA, UTEP",1
"BRIT, BRY, ID, NY, UCR, UTEP, WV",1
"BRIT, BRY, NY, SD, UTEP",1
"BRIT, CAS, DES, NMC, NY, RM, RSA",1
"BRIT, CS, CTES, NY, UTEP",2
"BRIT, CS, CTES, UTEP",2
"BRIT, CS, DES, NY, UTEP",1
"BRIT, CS, MBM, NY, UTEP",1
"BRIT, CS, NY, UTEP",1
"BRIT, CS, UTEP",1
"BRIT, CTES, DES, MSC, NA, UMO, U",1
"BRIT, CTES, MSC, NA, UMO, UTEP",3
"BRIT, CTES, MSC, NA, UTEP",1
"BRIT, DAV, ID, NMC, NY, UTEP, WV",1
"BRIT, DES, MSC, NA, UMO, UTEP",1
"BRIT, DES, MSC, NA, UTEP",1
"BRIT, DES, MSC, UTEP",3
"BRIT, DES, NY, OBI, UTEP",1
"BRIT, DES, UTEP",2
"BRIT, HUEFS, UTEP",2
"BRIT, ID, NO, OS, UTEP",1
"BRIT, ID, NY, UTEP, WVA",1
"BRIT, ID, OS, UMO, UTEP",1
"BRIT, ID, RSA, UTEP, WVA",1
"BRIT, ID, UMO, UTEP, WVA",5
"BRIT, ID, UTEP, WVA",1
"BRIT, MSC, NA, UTEP",1
"BRIT, MSC, UTEP",1
"BRIT, NO, NY, UTEP",1
"BRIT, NY, UTEP",1
"BRIT, OBI, OSC, UTEP",1
"BRIT, OBI, UTEP",1
"BRIT, UTEP",6
"BRIt, DES, MSC, UTEP",1
BRY,2
"BRY, CANB, CS, HUEFS, MS, OSC, U",1
"BRY, CANB, SI, UTEP",1
"BRY, CAS, CS, MSC, NY, RSA, UTEP",1
"BRY, CS, ENCB, UTEP",1
"BRY, CS, UTEP",1
"BRY, CTES, NY, OSC, UTEP",1
"BRY, DES, ID, NY, OS, SD, UCR, U",1
"BRY, DES, NY, RSA, UTEP",1
"BRY, ENCB, MO, NY, RSA, SD, UCR,",1
"BRY, ENCB, MSC, OSC, SD, UCR, WT",1
"BRY, ID, NY, UTEP, WVA",1
"BRY, MBM, NA, UMO, UTEP",1
"BRY, MSC, UMO",1
"BRY, MSC, UTEP",1
"BRY, NMC, UTEP",2
"BRY, NY, WVA, UTEP",1
"BRY, OSC, UTEP",1
"BRY, UCR, UTEP",3
"BRY, UMO",1
"BRY, UTEP",4
"BUT, PUNC",7
BYU,81
"Bahia skin to LSU, 4/67",2
Baja,1123
Bat Cart Ex.,9
Becker Jean-Philippe,20426
Beige with dark brown zig zag-like patterns through out. Approximately six whorls. Sharp protrusions on Edge of three biggest whorls.,2
"Bezark, Donation",1
Biatora fuliginea,1
Biatora uliginosa,4
Biatora uliginosa var. proletaria,1
Biatora uliginosa var. verruculosa,1
Bill Sadowski Park,1
"Biological laboratories of Silliman University | Natural History Museum, Standford Unviersity",4
Bisect,1
Bishop Museum(to be assessioned),1
Black elongated shell with vertical sculptures.,2
Blank Record,1
"Blue, green, and purple in colour. Inside is iridescent with brown in addition to blue, green and purple.",2
Body whorl and parietal orange-brown mottled with white. Outer lip off-white with dark brown markings. Numerous with sculptures running along length of shell.,2
Body whorl is covered with encircling ribs which bear interrupted brown lines. Whitish band around the middle of the body whorl. Shell also has pink colouration.,2
Bohart Pinned Collection,1
Bonhomme,194
Borrowed,29
Boston Museum of Science (to be assessioned),1
Box #0533,62
Box #0568,92
Box #0569,1
Box #0596,91
Box #0597,1
Box #0619,124
Box #0633,140
Box #0661,52
Box #1590,1
Box# 0619,141
Box#0533,1
Box#0597,255
Box#0619,191
Box#1590,2
Brainerd DNR Office,1
Break,80
Brigham Young University,12
Broad curving body whorl with numerous ribs and fine parallel lines running from shoulder to base between ribs. Mixture of browns and white in a definite pattern.,2
Broad curving body with numerous ribs and fine parallel lines running from shoulder to base between ribs. mixture of browns and white in a definite pattern.,2
Brown and light-brown bands on centre of dorsal side of shell. White spots on either side of the bands.,2
Brown in colour. Central spiral white band. Irregular white knobs at the sholuder of the body whorl. Sculpture of numerous flat spiral treads.,2
Brown narrow shell which tapers into point.,2
Brown pattern running along length of shell. Spots on outer parts of both lips. Teeth brown.,2
Brown shell with gray-green spots in a brown back ground. Brown teeth on both lips.,2
Brown shell with ziz zag pattern on ventral side of shell and outer side of outer lip.,2
"Brown with short, sharp spines. Shows bilateral symmetry; two holes can be seen on underside.",2
Brown with two faint stripes running across the shell. Brown dots around the perimeter of the shell. Lips off-white with a few dots.,2
Brownish pink shell with three pairs of brown spots on the back. Numerous ribs; shell also has a straight longitudinal dorsal furrow. The ribs cross the outer lip. Three grains of sand caught between teeth.,2
Brownish pink shell with three pairs of dark brown spots on the back. Sculpture of 16 to 19 ribs with a straight longitudinal dorsal furrow. One grain of sand between teeth.,2
"Brownish pink shell with three pairs of dark brown spots on the back. Sculpture of 16 to 19 ribs, with a straight longitudinal dorsal furrow. Two grains of sand between teeth.",2
Brownish pink with tree pairs of dark brown spots on the back. Sculpture of 16 to 19 ribs. Shall has a straight longitudinal dorsal furrow. Three grains of sand between teeth.,2
Brownish pink with tree pairs of dark brown spots on the back. Sculpture of 16 to 19 ribs. Shell has a straight longitudinal dorsal furrow. Six grains of sand between teeth.,2
Buffalo Mus. of Sci.,1
Buffalo Museum of Sci,1
Buffalo Museum of Sci.,30
Buffalo Museum of Science,1
"Buffalo, Museum of Sci.",1
Bulk,3
Bulk.,3
"Burdick, gift",2
Buscar 3 frascos - Prestamo devuelto C. Lucena (08-12-2011) - 1 ex C&S,1
"Buscar el otro frasco, ya se regreso el prestamo??  Prestado a C. Román-Valencia 4 ex",1
Buscar el otro lote regresaron del prestamo 5,1
By exchange with M.C.Z.,2
"C. & L. O'Brien, gift",14
"C. L. Counts, III",1
C. quercetorum,1
C.Z. Eustargio Menchez Exchange to Corgas Mem. Lab,1
CA Acad. Sc.(to be assessioned),1
CABR,41
CABRILLO,4
CAES,1
CAN'T FIND SPECIMEN / Duplicate,1
"CAN, DES, ARIZ, ASC, NO",1
"CAN, DES, ARIZ, ASC, NO, NA, NY",2
"CANB, CS, CTES, NA, UTEP",1
"CANB, CS, ENCB, HUEFS, UCR, UTEP",1
"CANB, CS, HUEFS, MSC, UTEP",1
"CANB, CS, HUEFS, OSC, UTEP, WVA",1
"CANB, CS, UTEP",1
"CANB, CTES, E, F, GH, K, MICH, M",1
"CANB, CTES, ENCB, HUEFS, OBI, OS",1
"CANB, CTES, HUEFS, MBM, OBI, OSC",1
"CANB, CTES, HUEFS, MBM, OBI, UTE",1
"CANB, CTES, HUEFS, MBM, UTEP",2
"CANB, CTES, HUEFS, OSC, UTEP",3
"CANB, CTES, HUEFS, UTEP",2
"CANB, CTES, UC, UTEP",1
"CANB, E, K, UTEP",1
"CANB, ENCB, HUEFS, UCR, UTEP",1
"CANB, ENCB, MSC, NY, OSC, UTEP",1
"CANB, HUEFS, MBM, UTEP",1
"CANB, HUEFS, MSC, UCR, UTEP",1
"CANB, HUEFS, UTEP",3
"CANB, MSC, OSC, UTEP",1
CAS,565
CAS(to be assessioned),3
"CAS, RSA",1
"CAS, permanent loan from MTEC",1
"CAY, P VI, U, B, D.S",1
"CAY, spe, P, U.",2
CC307,34
CDFW,6
"CGNP, ASC",1
CHILE,199
CIBNOR,75
CK219,3324
CL-124-126G,25
CMN,3
"CMNC, loan LP2008-0052",10
CMNH(to be assessioned),2
CNC,4
COnsider for removal,1
"CR, F, INB, USJ, UTEP",1
"CR, INB, RSA, USJ, UTEP",7
"CR, INB, USJ",5
"CR, INB, USJ, UTEP",8
CS,2
"CS, BRY, UTEP",1
"CS, CTES, NMC, NY, UTEP",2
"CS, CTES, OBI, MBM, UTEP",1
"CS, DES",3
"CS, ENCB, MSC, UTEP",1
"CS, HUEFS, MSC, NMC, NSW, NY, UT",1
"CS, HUEFS, NMC, UTEP",1
"CS, HUEFS, OSC, UTEP",1
"CS, HUEFS, UTEP",2
"CS, MSC, NMC, SD, UTEP",1
"CS, MSC, NMC, SD, UTEP, WTS",1
"CS, MSC, NSW, UTEP",1
"CS, MSC, NY, OBI, UTEP",1
"CS, MSC, NY, OSC, UTEP",1
"CS, MSC, UTEP",3
"CS, NMC, OSC, UTEP",1
"CS, NMC, UTEP",5
"CS, NY, UTEP",5
"CS, RSA, UTEP",1
"CS, SD, UTEP",2
"CS, UTEP",5
"CTES, ENCB, HUA, NY, OSC, UTEP",1
"CTES, ENCB, HUEFS, NY, UTEP",1
"CTES, ENCB, MBM, NMC, NY, UTEP",1
"CTES, HUA, NY, OSC, UTEP",1
"CTES, HUA, OSC, UTEP",1
"CTES, HUEFS, MBM, UTEP",2
"CTES, HUEFS, NMC, RB, UTEP",1
"CTES, HUEFS, UTEP",2
"CTES, MBM, OSC",1
"CTES, MBM, UTEP",3
"CTES, NA, OBI, UTEP",1
"CTES, OSC, UTEP",1
"CTES, UTEP",2
Cabinet#42 Draw#553,1
Cabinet#42 Drawer#254,84
Cage & exotic birds,1
Caixa de estudos,1
Caja,293
Cal Academy,3
"Cal. Fish and Game, Stockton",1
Califonia State University at Fullerton,1
California Academy of Sciences,1
California Academy of Sciences ?,1
California Department of Fish and Game,1
California Lobatae,14
California Oaks,1
California Polytechnic School He,1
California State University at Fullerton,2
CaliforniaLobatae,25
CaliforniaPolytechnic School Her,1
"Canadian National Collection of Insects, Ottawa (CNC)",1
"Canadian National Collection of Insects, Ottawa (CNC) and Swedish Museum of Natural History, Stockholm (NRM)",2
Cannot locate 2019-05-31,1
Captive,1
Carnegie Museum of Natural History,2
Carnegie Museum of Natural History | Philippine National Museum of Natural History,2
Cetraria,1
Cetraria glauca,26
Cetraria glauca f. fusca,2
Cetraria glauca var. opaca,1
"Chemsak, Permanent Deposit",1
Chicago Botanic Garden,1
Chrysa ngueirai,1
Cleveland Museum - lost,1
Cleveland Museum of Natural History,1
Cokendolpher26Ap2016,1
Coleção Geral,60264
Coleção Padrão,3404
Collected,3
Collection 1899-20,1
Collection ALBERT 1er de Monaco,29
Collection AUDIBERT,7
Collection AUDOUIN,22
Collection AUGUSTIN,1
Collection Abadie J.,54
Collection Abbé Bourgeois,2
Collection Abbé Denizart,1
Collection Abbé Faurie n°1886-28,1
Collection Abbé Lambert,19
Collection Abbé Vidal,1
Collection Abdullah Bey,2
Collection Abich,1
Collection Aboulker,1
Collection Abrard n°2007-6,2
Collection Académie Malgache n°1911-27,1
Collection Académie Malgache n°1925-20,1
Collection Achat Boubée,1
Collection Acosta,1
Collection Administration des mines de Russie,110
Collection Afchain,1
Collection Agassiz,6
Collection Agniel,3
Collection Agostini,1
Collection Alavi,1
Collection Albert Moreau n°1896-14,1
Collection Alberti,15
Collection Alberti n°2009-9,3
Collection Albin Gras,1
Collection Alekseeva,2
Collection Allix,3
Collection Alloiteau,52
Collection Allou,13
Collection Allègre R. n°1938-14,1
Collection Alvaro J.J.,35
Collection Alçiçek n°2008-1,3
Collection Amard,38
Collection Amard n°1981-7,107
Collection Ambroggi,3
Collection Ameghino,9
Collection Ami n°1941-1.861,1
Collection Amédro,1
Collection Amédro n°1995-1,10
Collection Amérique du Sud n°1902-6,1
Collection Anatomie Comparée n°1913-4,2
Collection Anatomie Comparée n°1966-5,6
Collection André,1
Collection Andréeff,24
Collection Antoine,4
Collection Apostolescu,408
Collection Arambourg,424
Collection Arambourg Camille et al. n°1958-6,1
Collection Arambourg Camille n°1948-5,1
Collection Arambourg n°1922-1,6
Collection Arambourg n°1939-12,262
Collection Arambourg n°1939-13,392
Collection Arambourg n°1939-7,268
Collection Arambourg n°1946-16,1
Collection Arambourg n°1946-17,385
Collection Arambourg n°1946-18,1629
Collection Arambourg n°1948-18,3
Collection Arambourg n°1961-29,259
Collection Archiac Adolphe d',570
Collection Ardouin n°1898-13,4
Collection Armange,4
Collection Armbourg n°1946-17-202,1
Collection Arnaud,7
Collection Arnaud & Gaudry,20
Collection Arnaud n°1991-14,356
Collection Arnould,44
Collection Artiges n°1975-11,3
Collection Atrops,9
Collection Aubert de la Rüe n°2007-16,362
Collection Aucoin,4
Collection Aucoin n°2004-17,1
Collection Aucoin n°2009-2,1
Collection Auvrais,1
Collection Avias n°1975-9,28
"Collection Avias, Jacques",4
Collection Aymard n°1890-5,3
Collection Aymé,2
Collection Azar,1
Collection Azaïs,1
Collection Aïssaoui,2
Collection BAILAY,1
Collection BALANSA,5
Collection BARETTA,2
Collection BARILLET,1
Collection BARNEOUD,2
Collection BARTHE,4
Collection BAUDIN,6
Collection BEAU,5
Collection BEAULATON,1
Collection BEAUMONT  (de),16
Collection BEAUPERTHUIS,4
Collection BECHE (de la),3
Collection BEGLEY,1
Collection BERGOUGNAN,5
Collection BERGOUHNIOUS,9
Collection BERNARD A CIVEY,1
Collection BERTRAND-GESLIN,9
Collection BERTRAND-LHOM,4
Collection BERTRAND-ROUX,15
"Collection BERVILLE, Paul",1
Collection BIGNOT / GENOT,2
Collection BIOLLEY,1
Collection BIOT,1
Collection BISIEUX,2
Collection BISSLEY,1
Collection BLANCHET,1
Collection BLAVIER,1
Collection BLECOURT (de),2
Collection BMNH,2
Collection BOBLAYE,1
Collection BOCKHOLTZ,24
Collection BOISNEL,1
"Collection BOISSE, Adolphe",283
Collection BOISSY (de),1
Collection BOLBAYE,1
Collection BONET,1
Collection BONNARD (de),2
Collection BONNECOURT (de),4
Collection BONNEL,5
Collection BOROMEO,5
Collection BOTTA,2
Collection BOUE,5
"Collection BOUILLÉ, (de) R.",15
Collection BOULOUMIER,11
Collection BOULY,3
Collection BOVE,1
Collection BRARD,44
"Collection BRAUN, Fred",92
Collection BRAVARD,104
Collection BRESSON,1
Collection BRGM,1
Collection BRITTON,55
Collection BROCHANT,1
"Collection BRONGNIART, Adolphe",2003
"Collection BRONGNIART, Alexandre",1
Collection BROWN,11
"Collection BROWN, Robert",3
"Collection BUCHET, Gaston",1
Collection BUCHINGER,32
Collection BUCKLAND,26
Collection BURAT,19
Collection BURTIN,1
Collection BUVIGNIER,3
Collection Babeau,2
Collection Babet,1
Collection Badillet,30
Collection Badré n°2003-1,1
Collection Baichère,1
Collection Bajard,1
Collection Balavoine,6
Collection Balavoine n°1984-3,25
Collection Balcon,1
Collection Ballot,10
Collection Baour,3
Collection Barbe,2
Collection Barbillat,1
Collection Bardin,5
Collection Barfely & Bührer n°1910-33,9
Collection Barféty et Bührer n°1910-33,1
Collection Barrande,1
Collection Barrat,1
Collection Barratero,1
Collection Barrier,2
Collection Barthoux,80
Collection Barthoux n°2007-10,1
Collection Bassalaire,1
Collection Basse,27
Collection Basse n°1927-7,8
Collection Basse n°1930,2
Collection Basse n°1931-2,2
Collection Basse n°1931-4,147
Collection Basse n°1931-9,1
Collection Basse n°1932-1,6
Collection Basse n°1932.1,4
Collection Basse n°1944-5,30
Collection Basse n°1991-14,12
Collection Bastard,2
Collection Bastard n°1896-25,32
Collection Bastard n°1898-14,12
Collection Bastard n°1899-13,11
Collection Bastard n°1899-19,2
Collection Bataller,1
Collection Bather,3
Collection Baudoin,3
Collection Baudouin,9
Collection Baugier,26
Collection Baut,4
Collection Bayan n°2004-22,1
Collection Bayle,6
Collection Bazerque,2
Collection Bazerque n°2006-2,1
Collection Bazerque n°2009-7,9
Collection Bazin,1
Collection Bazin (Abbé) n°1872-9,2
Collection Bazin n°1872-9,1
Collection Beaudouin,3
Collection Beauvais,40
Collection Becus n°1895-3,1
Collection Belliard,2
Collection Belliard n°2007-24,1
Collection Belligaud,1
Collection Ben Moussa,62
Collection Berezovsky,32
Collection Bergeron,1
Collection Bernay,6
Collection Bernier-Alloiteau,1
Collection Berthelin,103
Collection Berthiaux,1
Collection Berthon,1
Collection Berton,1
Collection Bertrand,1
Collection Bertrand et Kilian n°1991-14,2
Collection Bertrand n°1991-14,1
Collection Bertrant,2
Collection Berville n°1991-14,1
Collection Besairie,285
Collection Besairie n°1924-2,1
Collection Besairie n°1924-8,1
Collection Besairie n°1928-6,1
Collection Besairie n°1928-8,21
Collection Besairie n°1929,9
Collection Besairie n°1929-10,17
Collection Besairie n°1929-2,1
Collection Besairie n°1929-3,1
Collection Besairie n°1929-4,23
Collection Besairie n°1929-6,2
Collection Besairie n°1929-8,7
Collection Besairie n°1929-8 ET 1929-10,1
Collection Besairie n°1930-7,28
Collection Besairie n°1931-11,20
Collection Besairie n°1934-5,119
Collection Besairie n°1935-3,12
Collection Besairie n°1982-4,4
Collection Besairie n°1991-14,86
Collection Beyrouthy,1
Collection Beyrouthy n°1989-12,6
Collection Beyrouthy n°1990-1,1
Collection Beyrouthy n°1990-4,2
Collection Beyrouthy n°1991-3,4
Collection Beyrouthy n°1991-4,1
Collection Beyrouthy n°1993-1,4
Collection Beyrouthy n°1994-1,4
Collection Beyrouthy n°1998-11,2
Collection Beyrouthy n°2000-11,13
Collection Beyrouthy n°2000-9,4
Collection Bezançon,3
Collection Biberson,5
Collection Bignot,4
Collection Bigot n°1898-10,12
Collection Biro,1
Collection Blanchard n°1975-13,45
Collection Blanchet,7
Collection Blayac,5
Collection Bleicher,1
Collection Blieck,1
Collection Blondet n°1961-10,1
Collection Blumenthal,1
Collection Bobelaye,1
Collection Bodeur,1
Collection Boistel,1
Collection Boiton n°1919-5,1
Collection Bolelli,10
Collection Boltenhagen Eugène,8091
Collection Bolze,1
Collection Bondon,23
Collection Bonelli,1
Collection Bonneau,8
Collection Bonnet,10
Collection Bonnet n°1900-31,5
Collection Bonnet n°1909-43,1
Collection Boreau,1
Collection Borghi,1
Collection Bories n°1947-7,235
Collection Bornemann A. & G.,2
Collection Boselli,2
Collection Botta,5
Collection Bou Beker,1
Collection Bou Beker Zirari,7
Collection Boucault,8
Collection Bouchard,10
Collection Bouchard-Chanteraux,6
Collection Boucher,4
Collection Boucher n°2004-5,1
Collection Boucher n°2008-4,2
Collection Bouchta,1
Collection Boukhary,1
Collection Boulanger D.,6
Collection Boulanger n°1886-35,7
Collection Boulanger n°1886-36,2
Collection Boule,3
Collection Boule n°1907-25,8
Collection Bourcart,1
Collection Bourcart J.,50
Collection Bourdot,1
Collection Bourdot n°2004-22,1
Collection Bourgeat,2
Collection Bourgeois,2
Collection Bourgeois n°1944-11,1
Collection Bourgin R.,8
Collection Boursault,1
Collection Boussac,218
Collection Boussard,22
Collection Boussingault,1
Collection Boutillier,3
Collection Bouvier n°1923-16,1
Collection Bouvié n°1900-24,3
Collection Bouvié n°A N° Catalogue,1
Collection Boué,4
Collection Bowman B.,8
Collection Braillon,21
Collection Braillon n°1988-2,127
Collection Branger-Gabilly,1
Collection Branisa,12
Collection Braun,2
Collection Braun n°2004,1
Collection Bravard,2
Collection Breistroffer,4
Collection Breton,221
Collection Breton n°2009-12,4
Collection Bridan n°1894-4,1
Collection Brimaud & Vachard,42
Collection Brisac,195
Collection Brisac n°1993-3,2
Collection Brisswalter,6
Collection British Museum,1
Collection Brito I.M.,2
Collection Brivet,1
Collection Brochet,1
Collection Brodie n°1890-10,1
Collection Brongniart,285
Collection Brongniart (de Basterot),154
Collection Brongniart (ex. Cabinet de Faujas de Saint-Fond),10
Collection Brongniart n°1870-7,1
Collection Brongniart n°1876-7,14
Collection Brongniart n°1902-14,580
Collection Brongniart n°1991-14,9
Collection Bronn,1
Collection Brousmiche,21
Collection Brown,2
Collection Bruguière,1
Collection Brun Victor n°1865-15,1
Collection Brunn,7
Collection Brébion,136
Collection Bréon n°1876-21,1
Collection Buchet n°1907-4,9
Collection Buckman,2
Collection Buckman n°2005-15,1
Collection Buehot n°1928-5,1
Collection Buge,487
Collection Buge ?,1
Collection Buge n°1946-5,26
Collection Burckhardt,1
Collection Bureau Edouard,1698
Collection Bureau n°1876-13,13
Collection Bureau n°1879-32,3
Collection Bureau n°1881-36,11
Collection Bureau n°1923-14,1
Collection Bureau n°1928-5,1
Collection Bursey,4
Collection Busnardo,2
Collection Busson,475
Collection Buttigaz et Wallace,3
Collection Buvignier,14
Collection Bédé n°1991-14,1
Collection Béhue,1
Collection Bührer n°1911-39,34
Collection Bührer n°1912-16,6
Collection CAILLARD,1
Collection CALERY,4
Collection CANDOLLE de,11
Collection CAPUS,6
Collection CARION,17
Collection CASANOVE de,1
Collection CASTELINI,1
Collection CATALLO de PADONE,35
Collection CECILLE,1
Collection CEDP,11
Collection CFP,9
Collection CHAGOT,5
Collection CHALMETON,3
Collection CHANLON,21
Collection CHANLON n°1879-25,3
Collection CHARMASSE de,18
"Collection CHEVANDIER, E.",7
Collection CHOUQUET,25
Collection CHRISTOL de,74
Collection CHUDEAU,9
Collection CIST,70
Collection CLAUSSEN,7
Collection CLOISEAU  de,1
Collection CLOUE,6
Collection COLEGNO,11
Collection COLEGNO et de la Marmora,1
Collection COLLOMB,1
Collection COMMUNEAU,2
Collection CONYBEARE,1
Collection CORDA,1
Collection CORTE,1
Collection CORTESI,2
Collection COTTA,13
Collection COURTIN,21
Collection COUTIN,9
Collection CRESSAC,2
Collection CROIZET,45
Collection Cahuzac,23
Collection Caillard,3
Collection Caillat,1
Collection Caire,1
Collection Caire (abbé),21
Collection Calas,13
Collection Calcara,1
Collection Canevet,8
Collection Canevet n°2008-20,1
Collection Canu,1006
Collection Canu & Lecointre,2
Collection Canu ?,21
Collection Capitaine Cauvin,1
Collection Capitaine Posth,4
Collection Caratini,16
Collection Carez,6
Collection Carez n°1879-7,1
Collection Carez n°1887-3,1
Collection Cariou,2
Collection Carriol n°2005-4,11
Collection Carriol n°2008-2,50
Collection Carrugo,3
Collection Carré n°1991-14,1
Collection Cartailhac Emile n°1899-6,1
Collection Carteron,1
Collection Casanova,34
Collection Caselli,1
Collection Castany,16
Collection Catto,3
Collection Caulet,3
Collection Cavelier,41
Collection Caze,19
"Collection Centre for Pure and Applied Geology, Pakistan",56
Collection Cessac n°1880-4,1
Collection Chaire d'Entomologie n°1901-13,49
Collection Chaire de Malacologie n°1904-32,6
Collection Chaix,4
Collection Chaix n°2006-6,2
Collection Chaix n°2008-12,18
Collection Chalaniat (de),1
Collection Chandler,1
Collection Changarnier n°1905-14,75
Collection Chaput,12
Collection Charbonnier,8
Collection Charbonnier n°2009-1,2
Collection Charbonnier n°2009-11,9
Collection Charles,1
Collection Charollais,1
Collection Charpentier,7
Collection Chartron,42
