island,reps
Samoa Eiland,2
Samoa Isl.,3
Samoa Island,1
Samoa Islands,325
Samoan Group,38
Samos,30
Samos Island,5
Samos Island ?,1
Samothrace,2
Samothraki,1
Samso,1
Samson,51
Samson Cay,23
"Samui, Ko",43
San Alessandro,1
San Ambrosio,7
San Ambrosio Island,73
San Andres,192
San Andres Island,319
San Andres y Providencia,146
San Andrés,980
San Benedicto,172
San Benedicto I.,21
San Benedicto Island,42
San Benedicto Island,2
San Benito,65
San Benito I.,21
San Benito Id.,3
San Benito Is.,13
San Benito Island,9
San Benito Islands,2
San Benitos Island,1
San Bernardino,1
San Bernardino Co.,2
San Bernito Island,1
San Blas Island,20
San Blas Islands,29
San Christobal,1
San Christóbal Island,7
San Cirstobal,10
San Clemente,573
San Clemente I.,20
San Clemente Id.,480
San Clemente Island,935
San Cristobal,783
San Cristobal (Chatham) Island,1
San Cristobal I.,83
San Cristobal Id.,548
San Cristobal Island,141
San Cristobal Island (Solomon),1
San Cristobal Key,5
San Cristoval,9
San Cristóbal,84
San Cristóbal I.,156
San Cristóbal Island,26
San Cristóbal [Chatham],84
San Diego,10
San Diego Co.,2
San Diego Id.,111
San Diego Island,10
San Estaban,3
San Estaban Island,2
San Esteban,94
San Esteban Id.,246
San Esteban Island,25
San Estebar,1
San Felix,3
San Felix I.,5
San Felix Island,100
San Fernando Island,255
San Francisco,65
San Francisco I.,2
San Francisco Id.,158
San Francisco Island,22
San Franciso Island,6
San Francisquito Island,1
San Félix Island,1
San Gabriel I.,13
San Gabriel Island,13
San Geronimo,6
San Geronimo Id.,80
San Geronimo Island,49
San Ignacio Id.,1
San Ildefonso,23
San Ildefonso Id.,39
San Ildefonso Island,5
San Island,1
San Jeronimo,1
San Jorge,53
San Jose,274
San Jose Id.,406
San Jose Island,134
San Jose Island | Pearl Island,2
"San Jose, I.",17
San Josef Island,1
San José,230
San José I.,3
San José Island,22
San José Island | Padre Island,1
San Juan,72
San Juan Bautista Island,131
San Juan I.,3
San Juan Id.,8
San Juan Is.,1
San Juan Island,2184
San Juan Island National Historical Park,1
San Juan Islands,1
San Juan island,30
San Juanico Id.,2
San Juanito,43
San Juanito I.,1
San Juanito Island,32
San Lazzaro degli Armeni,1
San Lorenzo,4
San Lorenzo Id.,1
San Lorenzo Island,47
San Lorenzo Sur,8
San Lorenzo Sur Id.,16
San Lucas,1
San Lucas Island,8
San Luis,1
San Luis I.,1
San Luis Id.,5
San Luis Island,10
San Luiz,1
San Marcos,57
San Marcos I.,6
San Marcos Id.,446
San Marcos Island,17
San Martin,14
San Martin I.,1
San Martin Id.,46
San Martin Island,36
"San Martin, I.",3
"San Martin, Isla",1
San Martín,4
San Martín I.,3
San Mateo Co.,1
San Miguel,715
San Miguel Id.,102
San Miguel Island,824
San Miguel Island.,1
San Miquel,2
San Nicholas,1
San Nicholas Id.,6
San Nicholas Island,10
San Nicolas,132
San Nicolas I.,7
San Nicolas Id.,118
San Nicolas Island,707
San Nicolau Island,1
San Pedro Cerros,1
San Pedro Martin I,1
San Pedro Martin Island,12
San Pedro Martir,10
San Pedro Martir I.,4
San Pedro Martir Id.,200
San Pedro Mártir I.,8
San Pedro Mártir Island,2
San Pedro Nolasco,20
San Pedro Nolasco I.,2
San Pedro Nolasco Id.,111
San Pedro Nolasco Island,9
San Roque,1
San Roque Id.,114
San Roque Island,30
San Salvador,262
San Salvador I.,297
San Salvador Id.,335
San Salvador Island,335
San Salvador Island (Watling Island),44
San domingo,1
San juan island,2
Sanagishima Island,3
Sanak,8
Sanak Island,42
Sanana,12
Sanana Island,2
Sanana [Sula Besi],9
"Sanana, Pulau",13
Sanaroa Island,15
Sand,92
Sand I.,2
Sand Id.,14
Sand Island,874
Sand Islet,2
Sand Key,21
Sand Shoal,4
Sand island,23
Sanda Island,11
Sandakan,7
Sanday,90
Sandelhout Eiland,2
Sandfly Island,14
Sandoy,2
Sandpoint Island,1
Sandray,4
Sandrij,4
Sands Island,1
Sands Key,2
Sandwich,1
Sandwich Island,2
Sandwich Islands,115
Sandwichs Island,2
Sandy Cay,1
Sandy Hook,1
Sandy Hook I.,4
Sandy Island,90
Sandy Island No. 2,2
Sandy Key,3
Sanga Sanga,2
Sanga Sanga I.,457
"Sanga Sanga Isl., Tawitawi Prov.",2
Sanga-sanga Island,4
Sangan-jima,3
Sanganeb Atoll,31
Sangao Island,5
Sangat,1
Sangeang,2
Sanghir,23
"Sanghir Eil., Siao",3
Sanghir Island,1
Sanghir eiland,5
Sangi island,1
Sangi-Islands,1
Sangiang,20
Sangihe,38
Sangihe Besar,21
Sangihe I.,133
Sangihe Is.,7
Sangihe Island,3
Sangihe Islands,1
"Sangihe, Kepulauan",12
"Sangihe, Pulau",9
Sangir,1
Sangir Besar,3
Sangir Eil.,9
Sangir Island,38
Sangir Islands,1
Sangir island,1
Sangir islands,1
Sangiran,1
Sanguir,1
Sanguisiapo Island,113
Sanibel,63
Sanibel I.,10
Sanibel Island,899
Sanicula,1
Sanihulumu,1
Sankin Island,2
Sanno-shima,19
Sanryo,1
Sanryo I.,51
Sansego Island,1
Sant'Antioco,1
Santa Ana,23
Santa Ana I.,35
Santa Ana Id.,3
Santa Ana Island,3
Santa Barbara,70
Santa Barbara Id.,41
Santa Barbara Island,471
Santa Catalina,415
Santa Catalina I.,18
Santa Catalina Id.,668
Santa Catalina Island,2132
Santa Catalina Island (probably),2
Santa Catalina Island ?,1
Santa Catarina,10
Santa Catarina Island,5
Santa Clara,19
Santa Clara Co.,1
Santa Clara Island,1
Santa Cruz,1565
Santa Cruz (Chaves),1
Santa Cruz Eil.,1
Santa Cruz I.,570
Santa Cruz Id.,692
Santa Cruz Is.,16
Santa Cruz Island,5116
Santa Cruz Island [California],10
Santa Cruz Island [Indefatigable Island],3
Santa Cruz Islands,19
"Santa Cruz [Indefatigable, Chaves)",2
"Santa Cruz [Indefatigable, Chaves]",536
"Santa Cruz [Indefatigable, Chaves] ?",3
"Santa Cruz [Indefatigable, Chaves],",1
Santa Cruz [Indefatigable],1
"Santa Cruz, Isla",6
Santa Elena,12
Santa Fe,246
Santa Fe Id.,395
Santa Fe Island,222
Santa Fe [Barrington],19
Santa Fé,89
Santa Fé I.,17
Santa Inez Id.,118
Santa Isabel,673
Santa Isabel (Bughotu),5
Santa Isabel I.,118
Santa Isabel Id.,4
Santa Isabel Island,428
Santa Isabel Islands,3
Santa Isabel [Ysabel],9
Santa Lucia,1
Santa Luzia,21
Santa Magdalena .,1
Santa Magdalena Id.,264
Santa Magdalena Island,5
Santa Margarita,68
Santa Margarita I.,6
Santa Margarita Id.,114
Santa Margarita Island,49
Santa Marguerita,1
Santa Maria,149037
Santa Maria Id,1
Santa Maria Island,55
Santa Maria; Ilhéu da Vila,2
Santa María I.,365
"Santa María, Isla",1
Santa Rita Island,49
Santa Rosa,463
Santa Rosa I.,47
Santa Rosa Id.,60
Santa Rosa Island,794
Santa Ysabel Island,1
Santa maria,1
Sante Fe,1
Santiago,963
Santiago (Sao Lago),1
Santiago (Sao Tiago),7
Santiago (St. Iago),1
Santiago I.,3
Santiago Id.,2
Santiago Island,158
"Santiago [James, San Salvador]",92
Santiago [James],1
Santo,7
Santo Amaro Island,5
Santo Antao,98
Santo Antao Island,4
Santo Antão,222
"Santo Antão, Ilha de",4
Santo Domingo,6
Santo Domingo Cay,6
Santo Island,2
Santorin,20
Santorini,6
Santos Is.,2
Santos Island,1
Sanvic's Island,1
Sao Jorge,11
Sao Luiz,7
Sao Luiz Island,3
Sao Miguel,299
Sao Miguel (San Miguel),1
Sao Miguel Island,116
Sao Miguel; Ilhéu de Vila Franca,2
Sao Miquel,4
Sao Nicolau,69
Sao Paulo,1
Sao Thome,3
Sao Tiago,233
Sao Tiago Island,2
Sao Tiago; Ilhéu de Santa Maria,2
Sao Tome,298
Sao Tome I.,80
Sao Tome Id.,1023
Sao Tome Island,18
Sao Tome and Principe,2
Sao Tomé,9
Sao Vicente,143
Sao Vicente Island,10
Sao Vincente,2
Sao Vincente Island,3
Saona,1
Saona I.,6
Saona Island,46
Saonek Id.,2
Saonek Island,2
Saonek [Sauék] I.,4
Saonik Island,1
Sapalo Island,2
Saparoea,13
Saparua,12
Saparua Island,1
"Saparua, Pulau",17
Sapeken,1
Sapelo,16
Sapelo I.,2
Sapelo Island,168
Sapeolo Island,27
Sapit,2
Sapodilla Cay,1
Saponoch Island,1
Sapudi,1
Sapull Id.,1
Sapwuahfik Atoll,34
Saramacca,37
"Saramacca, in Parwazwamp",2
Sarangani,1
Sarangani Island,2
Sarangani Islands,1
Sarasota Key,2
Sarawak,71
Sardaigne,105
Sardegna,752
"Sardegna, Isola di",13
Sardine,1
Sardinia,2908
Sardinia Id.,24
Sardinia Island,2
Sardinie,2
Sardinië,319
Saren,2
Sareru,1
Sariba Island,1
Sarichef Island,2475
Sarigan,7756
Sarigan Island,4
Sariguan,54
Sariguan Island,277
Sariguan or Alamagan Island,12
Sark,249
Sarqui Island,23
Sarushima Island,1
Sasby Island,1
Satawal,47
Satawal Island,1
Satawal/Satawan,1
Satawan,2
Satawan Atoll,192
Satawan Id.,12
Satowan Atoll,247
Satowan island,11
Saturna,72
Saturna Island,350
Saubi,89
Saugor Island,1
Saumarez Reef,3
Saumlaki,2
Saunders (Appat),3
Saunders Island,10
Sauvie,5
Sauvie Island,3
Sauvie's Island,4
Savage,1
Savage Island,1
Savage Island now Niue,5
Savai'I Island,3
Savai'i,414
Savai'i Island,9
Savai`i,36
Savaii,3536
Savaii I.,1
Savaii Id.,145
Savaii Island,54
Savail,6
Savai‘i,1043
Savary,6
Savary Island,22
Savich Island,1
Savo,7
Savo Island,137
Savona,1
Savu Island,15
Savu Islands,2
Savura,1
Sawai'I,1
Sawak Island,1
Sawda Island,93
Sawu Island,1
Sawyer Key,30
Saïlolo,3
Saõ Tomé Island,1
Scabra Island,2
"Scalpay, Outer Hebrides",4
Scarecrow,1
Scarecrow Island,6
Scarp,1
Scarpa Island,3
Scarpanto Island,1
Scatari Island,67
Schaapen Island,1
Scheelhoek,1
Scheiben,1
Schiermonikoog,4
Schiermonnikoog,166
Schiermonnikoog (Schier),1
Schiermonnikoog Island,12
Schilluk eiland,1
"Schoeten Island, Bunskai Island, west of Sowek Island, near Island Soepioiri",1
Schokland,21
Schollevaarseiland,12
Schoolcraft Island,1
"Schotland, Isle of Arran",1
"Schouten Isl., Isl. Soëk",3
"Schouten, Kepulauan",9
Schouwen,156
Schouwen - Duiveland,1
Schouwen Eiland,1
Schouwen eiland,1
Schouwen-Duiveland,280
Schumann,15
Scilia,6
Scilly,4
Scilly Atoll,27
Scilly Atoll [Manuae],137
Scilly Isles,1
"Scilly, Isles of",9
Scolt Head Island,5
Scorro Island,1
Scotland,3
Scott Island,9
Scott Keltie,1
Scott Reef,100
Scott_Reef,16
Scout,2
Scraggy Island,8
Scrub,7
Sea,16
Sea Horse Key,2
Sea Island,9
Sea Lion Island,5
Sea Lion Islet,1
Sea Lion Rock,2
Sea Otter Island,17
Sea Rock Island,5
Sea of Okhotsk,1
Seabrook,1
Seahorse Island,2
Seahorse Key,17
Seal,15
Seal Cay,2
Seal Island,32
Seal Key,3
Seal Rock,1
Seal Rocks,6
Sealers Island,2
Seattle,2
Seaward Union Island,2
"Sebangka, Pulau",1
Sebascodegan,5
Sebatik I.,2
Sebatik Island,54
Sebesi,92
Sebesi Island,1
"Sebesi, Pulau",45
Sebree Island,5
Sebuku,41
Sebuku Island,17
"Sebuku, Pulau",4
Sebuyan,3
Secas Islands,1
"Secas, I.",10
Second Passage island,1
Secretary Island,7
Secretary Islands,1
Sedanka Island,1
Seeland,2
Segon Island,1
Segond Island,1
Seguam Island,4
Seguin,1
Seguin Island,6
Segula,1
Segula Island,1
Seil,22
Seil Anbar Island,1
Seira,2
Seirah Island,8
Sejero,1
Sek Island,1
Sekar,3
Sekoso-jima,1
Sekroe,4
Selajar,1
Selajar (Saleyer) Island,1
Selat,1
Selayar,33
Selayar Island,137
"Selayar, Pulau",23
Seleo Island,1
Seley Island,1
Selinog Island,107
Selio Island,8
Selkirk Island,1
Selvagem Grand,1
Selvagem Grande,114
Selvagem Grande Island,5
"Selvagem Grande, Madeira",3
Selvagem Pequena,13
Selvagem grande,4
Selvagen Grande,5
Selvagens,20
Selvagens Archipelago; Selvagem Pequena,1
Selvagens Island,1
Selvagens archipelago,3
Selvagens archipelago; Selvagem Grande,1
Selvagens archpelago; Selvagem Pequeña,1
"Selvagens, Ilhas",10
Selvagm Pequena,1
Semak Daun,20
"Semakau, Pulau",1
Semao,1
"Semau, Pulau",7
Semerara,5
Semerara  ?,1
Semirara,1
Semirara Id.,74
Semirara Island,120
Semisopochnoi Island,53
"Sempu, Pulau",3
Senagan Island,3
Senegal,2
Senja,1
"Senkaku Is., Kuba-jima",3
Senkaku Islands,6
Senkaku Isls.,3
Sentinal Island,1
Sentinel,1
Sentosa,6
Sentosa Island,11
Senyavin,2
Senyavin Islands,1
Seons Island,1
Sepanjang,2
Seram,2021
Seram I.,2
Seram Island,799
"Seram, Laut",1
Seran,1
Serasan Island,3
"Serasan, Pulau",2
Serdhiní Réma,6
Sergeif Island,1
Sergief Island,184
Seribu,2
Seribu Id.,1
"Seribu, Kepulauan",1
Serigaki,1
Sermata Island,3
Sermatta,1
"Serra do Navio, T.F. do Amapá",2
Serrana,2884
Serrana Bank,167
Serrana Bank | Serranilla Bank,10
Serranilla,754
Serranilla Bank,186
Serrurier Island,2
Sertung Island,3
Serua,1
Serua Reef,13
"Serutu, Pulau",2
Sesel,114
Sesoko,6
Sesoko Island,129
Sesoko-jima,28
Sesoko-jima Island,117
Sesokojima Island,4
Seto Inland Sea,2
Seven Isl.,1
Seven Islands,14
Sevilla Island,9
Seychelles,259
Seymour,1167
Seymour I.,30
Seymour Island,156
Seymour Norte,10
Seymour Norte Id.,12
Seymour [North Seymour],11
Sgeir a' Chaisteil,1
Sgeir na h-Iolaire,2
Shackleford Island,3
Shadwan Island,1
Shag Rock,1
Shagnasty Island,2
Shaikh Shuaib Island,1
Shakespeare Island,1
Shakujii-ike,1
Shallow concrete-pool in Kochi University,1
Shan Islands,2
Shank Island,2
Shannon,2
Shannon Island,68
Shantar,1
Shantarskiye Islands,1
Shapinsay,5
Shark,24
Shark Island,2
Sharm El-Sheikh,1
Sharm el-Moya,26
Sharm el-Sheikh,5
Sharp's Island,13
Sharps Island,9
Shaw,5
Shaw Island,80
Shaweishan Island,6
Sheek Island,2
Sheek Isle,1
Sheep,3
Sheep Island,1
Sheik,2
Sheik Said = Isola Verde,1
Sheik Said Island,1
Shek Kwu Chau,5
Shek Kwu Chau Island,3
Shelikof Island,25
Shell,3
Shell Island,11
Shell Keys,3
Shelrer Island,2
Shelter,180
Shelter Island,497
Shemya,1
Shemya Island,99
"Shendam Div., Plateau state",14
Shepherd,4
Shepherd Island,1
Sheppey Id.,8
Sherbro,3
Sherbro Island,9
Sherburne Reef,1
Sherkin Island,1
Sherky Island,26
Sherman Id.,9
Sherwin Island,2
Shetland,588
Shetland Is.,6
Shetland Island,6
Shetland Islands,1
Shetland Mainland,12
Shetland eilanden,2
Shiant Islands,3
Shiashkotan,44
Shibetsu Bay,1
Shichihatsu,88
Shichihotau Island,2
Shihohu Island,1
Shijushima,1
Shikanoshima Island,11
Shikanoshima Island? - Hakozaki,6
Shikine-jima,40
Shikinejima,13
Shikinejima Island,1
Shikoku,793
Shikoku I.,8
Shikoku Id.,102
Shikoku Island,60
Shikoku-chihō,8
Shikotan,125
Shikotan Island,2
Shikotanto Isl.,4
Shillay,4
Shimada-jima,1
Shimo-Koshiki-jima,3
Shimo-Koshikijima,1
Shimo-koshiki Island,9
Shimo-koshiki-jima,1
Shimo-shima,1
Shimo-shima Island,10
Shimoji,12
Shimoji Island,39
Shimoji-jima Island,102
Shimokoshiki Island,8
Shimokoshikijima,3
Shimokoshikijima Island,4
Shimokoshikji-jima,17
Shimoni,45
Shimoni Island,6
Shingle Island,5
Shinjima,2
Shinju-jima,18
Shinojima,1
Shinojima Isl.,3
Shinojima Island,7
Ship Channel Cay,24
Ship Channel Keys,1
Ship Island,33
Ship Sands Island,3
Shippegan Island,4
Shippigan Island,2
Shirahama,1
Shirley Island,3
Shiso,1
Shiso-jima,23
Shiwaku Islands,1
Shizuoka Prefecture,1
Shodioshima,7
Shodoshima,4
Shodoshima Island,12
Shoe,2
Shortcut Island,16
Shortland,2
Shortland Id.,9
Shortland Island,262
Shortland Islands,35
Shoudoshima Isl.,17
Shropshire,24
Shrubby Island,214
Shrī Laṁkā,4
Shugen-jima,1
Shumagin,22
Shumagin Island,2
Shumma,103
Shumma Island,1
Shumshu,47
Shuna Island,1
Shungu-mbili,1
Shuway'ir,12
Shuyak,34
Shuyak Island,268
Shēk Seyd,18
Si Amil I.,16
Sia Island,1
Siande,1
Siantan Island,12
Siao,76
Siao Island,1
Siao Oudang Island,1
Siao-outong,2
Siapan,8
Siargao,88
Siargao I.,382
"Siargao Isl., Surigao del Norte",1
Siargao Island,1
Siasi,186
Siasi Island,61
Siassi,1
Siassi Group,1
Siau,26
Siau Island,1
"Siau, Pulau",35
Siayan Island,71
Sibago Island,6
Sibaton,1
Sibaton Island,2
Sibaud,18
Sibay,1
Sibay Id.,64
Siberie,3
Siberië,7
Siberut,190
Siberut I.,3
Siberut Id.,7
Siberut Island,46
Sibi Sibi Island,78
Sibul,1
Sibutu,9
Sibutu  ?,1
Sibutu I.,416
Sibutu Id.,1
"Sibutu Isl., Tawitawi Prov., Sibutu Hill Area",3
Sibutu Island,245
Sibuyan,564
Sibuyan I.,800
Sibuyan Id.,255
"Sibuyan Id., Romblon Prov.",1
Sibuyan Isl.,1
Sibuyan Island,436
Sibylla Island,1
Sibérie,1
Sichang,2
Siciily,1
Sicile,607
Sicilia,2883
"Sicilia, Isola di",27
Sicilië,40
Sicily,1268
Sicily Id.,1
Sicily Island,2
Sicogon Id.,197
Sicogon Island,158
Sicogons,1
Sidangole,1
Sidney Island,3
Sierah Island,1
Sierra Nevada,3
Siesta Key,203
Sifnos,1
Sifnos Id.,6
Sigaan Island (Singaan Island),80
Signal Island,4
Signey Island,6
Signy,3
Signy Island,234
Sigsbee,2
Siguijor Island,1
Siis,1
Siis Islet,109
Sikaiana,53
Sikaiana Atoll,1
Sikkim,2
Sikoku,674
Sikure Island,1
Silad & Namrock Island,1
Silaqui Island,4
Silhouette,3
Silhouette Id.,5
Silhouette Island,64
Siluag I.,127
Silum,1
Silver Islet,3
Simaloer,39
Simalu,17
Simaluc Island,103
Simalur,312
Simalur Chut,1
Simandalan Island,2
Simbo,4
Simbo Island,1
Simbo Island (Narovo),2
Simelap Id.,5
Simeonof Island,157
Simeonofski Island,3
Simeulue,119
Simeulue Island,47
"Simeulue, Pulau",84
Simoji-jima Island,33
Simonor Island,11
Simons Island,1
Simpson Island,50
Simulac,194
Simunul,1
Simunul I.,157
Simunul Id.,5
Simushir,125
Simushir Island,20
Sin Nombre [Nameless],14
Sinabang,2
Sinafir Island,1
Sinafiri Island,1
Sinai Peninsula,4
Sinclair,2
Sinclair Island,2
Sinclairs Island,2
Singa Besar,1
Singapore,2373
Singapore I.,3
Singapore Id.,20
Singapore Island,225
Singapore Island ?,4
Singer Island,27
Singer Island [Singers Island],8
Singiang Island,2
Singkep,1
Singkep Island,524
"Singkep, Pulau",6
Sinkep,2
Sint Eustatius,630
Sint Maarten,299
Sint Philipsland,3
Sioban,4
Sipadan Island,13
Sipangkot I.,28
Sipankot,1
Sipankot Island,2
Sipora,1
Sipora Id.,2
Sipozae Island,24
Sipura,249
"Sipura, Pulau",8
Siquijar,1
Siquijor,400
Siquijor I.,169
Siquijor Id.,380
"Siquijor Id., Negros Oriental",1
Siquijor Island,812
"Siquijor Prov., Siquijor Id., Lazi",1
Sirah Island,1
Siren Island,45
Sirhassen Island,23
Sirri Island,2
Sirun Island,13
Sisarga Grande,1
Sisipan Island,1
Sison,1
Sison Island,2
Sister Is.,1
Sister's Island,4
Sitangkai,49
Sitangkai I.,148
Sitankai Id.,3
Sitanki Island,9
Sitcha,3
Sitka I.,1
Sitka Island,6
Sitkaldak,1
Sitkalidak,6
Sitkalidak Id.,1
Sitkalidak Island,175
Sitkinak,1
Sitkinak Island,55
Sitra Island,5
Six Men's Bay,1
Sixty Foot Rock,16
Sjaelland,14
Sjaelland (Selandia),1
Sjaelland (Sellandia),2
Sjaelland (Zealand),1
Sjealland,23
Sjerah,2
Sjerak Island,1
Sjælland,15
Skafto,1
Skagen,1
Skate Island,17
Skiathos,4
Skidaway Island,1
Skiffs Island (Skiff Island),2
Skipjack,11
Skipper's Island,6
Skippers Island,46
Skiáthos,1
Skjervaya,1
Skokholm,17
Skokholm Island,1
Skomar Island,3
Skomer,190
Skomer Island,36
Skopelos,12
Skroe,1
Skua Island,1
Skurru Island,1
Skye,59
"Skye, Island of",9
Skyros,7
Skyros (Scyros Isle),8
Skyros (Scyros),6
Skíathos,1
Skýros,2
Slate,1
Slavyansky,1
Sledge,71
Sledge Island,32
Small Malaita Island,1
Smith,63
Smith Id.,29
Smith Island,42
Smith's Island,36
Smiths,45
Smiths Island,5
Smithsoniantupo,19
Smuttynose,3
Smuttynose Island,2
Smyth Island,26
Snag,1
Snake Id,1
Snake Id.,3
Snake Island,43
Snake Key,2
Snares Island,17
Snares Islands,2
Snead Island,3
Sneak Key,1
Sneed's,1
Sneed's Island,1
Sneeds Island,3
Snipe Key,11
Snipe Keys],1
Snow Island,125
So,1
So. Sentinel Island,1
Soa,1
Soa Island,1
Soay,6
Soccoro,1
"Societe, Iles de la",114
Society Gr,9
Society Ids,63
Society Island,3
Society Islands,69
Society Isls.,1
"Société, Îles de la",70
Socorro,561
Socorro I.,845
Socorro Id.,247
Socorro Island,184
Socotra,489
Socotra Island,71
Soela,1
Soela Besi,1
Soela Bessi,50
Soela Bessi [Sanana],5
Soela Bessie,1
"Soela Eil., Taliabu Sula, Maluccan Island",1
Soela Islands,2
Soela Mangola,1
Soela Mangoli,13
Soela eilanden,1
"Soela eilanden, eil. Bongao",1
Soela islands,1
Soemba,83
Soembawa,126
Soengei Poetih,4
Soepiori,21
Sofrano Island,1
Sogar Island,3
Sogeri Island,13
Sohano Island,1
Sohuksan Island,1
Sokehs [Jokaj],1
Soko,2
Sokolof Island,9
Sokotra,7
Sol,1
Solander Island,1
Solano Co.,1
Solarte,1
Solarte Island,4
Soldier Key,34
Soldier Key (Soldiers Key),1
Soldier Key [Soldiers Key(s)],1
Soldiers Key(s),8
Soledad Island,1
Solitary Island,1
Solkope,34
Solkope I.,1
Solkope Island,16
Solnahu,1
Solnahu Island,3
Solnohu,70
Solnohu Island,14
Solomon,9
Solomon Is.,1
Solomon Isl.,5
"Solomon Isl., Isabel",2
Solomon Islands,2074
Solomon Islands?,2
Solomon Isls.,10
Solomon's Island,2
Solomons Island,171
Solomons Temple Islands,1
Solor,20
Solor Island,6
"Solor, Kepulauan",2
"Solor, Pulau",11
Solpa Island,3
Solta,6
"Soltau, Isla",1
Somalia,9
Sombrero,7
Sombrero I.,2
Sombrero Island,186
Sombrero Key,94
Sombrero_Island,1
Somerset,12
Somerset I.,1
Somerset Island,63
Somes Island,1
Son Ca,1
Sonsoral,14
Sonsoral Island,6
Sonsorol,403
Sonsorol Id.,6
Sonsorol Island,10
Sontonton,1
Sorol,71
Sorol Atoll,235
Sorol Id.,13
Sorong,5
Sorong Div.,4
Sorrok-to,1
Sosswa Island,1
Soto,4
Sotobanare-jima Island,1
Sottunga,9
Soula Bessie,77
Soula Bessie [Sanana],9
Soula Mangola,10
Soula Mangolie,2
Sound Island,3
South,291
South Africa,12
South Africa (Indian),6
South Andaman,77
South Andaman  ?,1
South Andaman ?,2
South Andaman I.,116
South Andaman Island,1118
South Andros,22
South Andros Island,1
South Australia,35
South Bank,224
South Bass,8
South Bass Id.,5
South Bass Island,143
South Beveland,2
South Bimini,187
South Bimini I.,1
South Bimini Id.,3
South Bimini Island,4
South Brazil,4
South Cabot Island,1
South Caicos,236
South Caicos I.,1
South Caicos Id.,11
South Caicos Island,766
South Camarines,1
South Cat Cay,12
South Cay,1
South Chatham Island,1
South China Sea,6
South Chincha Id.,3
South Coronado Id.,150
South Coronado Island,1
South East Island,29
South East Island [Rangatira],2
"South East Island, Chatham Islands",4
South Farallon,1
South Farallon Island,79
South Fox Island,2
South Georgia,2103
South Georgia I.,4
South Georgia Id.,2
South Georgia Island,276
South Gigante Island,41
South Gooseberry Island,1
South Halmahera,1
South I.,85
South Id.,9
South Isl.,3
South Island,19133
South Island [Te Waipounamu],7
"South Island, west coast",1
South Island?,1
South Jason,2
South Korea,1
"South Kurile Is., Iturup = Etorofu",53
"South Kuriles, Iturup = Etorofu",40
"South Kuriles, Kunashiri I.",9
South Maalhosmadulu Atoll,3
South Male Atoll,84
South Malosmadulu Atoll,1
South Malé Atoll,9
South Marble Island,37
South Molle,1
South New Guinea,1
South New Guinea Dist.,3
South Orkney,2
South Orkney Islands,3
South Orkneys,8
South Padre,2
South Padre Island,24
South Pagai,248
South Pagai Island,13
South Pandan Island,11
South Papala Id.,4
South Partida Id.,157
South Pender Island,14
South Plaza Island,122
South Pulong Bakau,8
South Rock,1
South Rona,5
South Ronaldsay,3
South Ronaldshay,1
South Ryukyu Island,3
South San Lorenzo Id.,101
South San Lorenzo Island,1
South Sandwich Islands,1
South Sentinel Islands,1
South Seymour I.,1
South Seymour Id.,9
South Seymour Island,11
South Seymour Island (Baltra),45
South Sheltlands,2
South Shetland,34
South Shetland Island,2
South Shetland Islands,24
South Shetlands,4
South Shikanoshima Island,3
South Sumatra,1
South Thormanby,7
South Todos Santos Id.,112
South Todos Santos Island,30
South Trinidad Island,2
South Twin Island,8
South Uist,87
South Water Cay,973
South Wolf Island,42
South Woman Key,1
South Wooded Island,1
South [Caroline Islands],1
South coast Madeira,3
South-East Sabah,5
South-West Sabah,4
Southampton,17
Southampton Island,74
Southeast Farallon,66
Southeast Farallon Id.,135
Southeast Farallon Is.,1
Southeast Farallon Island,389
Southeast Islet,1
Southern Cook Islands,528
Southern Island,5
Southern Leyte,1
Southern Oman,116
Southport Island,1
Southwater Cay,20
Sovaii,1
Sovies,5
Sovu,2
Soyea Island,4
Soëk,2
Soëk [Biak],70
Soëk [Biak](Minahassa?),1
Spaanse water,1
Spanish Harbor Key,10
Spanish Island,2
Spasski Island,1
Spectacle Island,46
Speedwell,8
Speedwell Id,2
Spencer,1
Spermonde,87
Spermonde Archipelago,2
Spermonde Archipelago; Bonetambung Island,2
Spesutie Island,3
Spetses Id.,16
Spider,4
Spiekeroog,3
Spiekeroog (Spiekeroge),1
Spike Island,10
Spinalonga Island,1
Spinnaker,1
Spinnaker Island,1
Spirit Island,1
Spitbergen,2
Spitsbergen,555
Spitsbergen (Ins. Spetsbergenses),1
Spitsbergen (Insula Spetsbergenses),1
Spitsbergen (Insulae Spetsbergenses),5
Spitsbergen (Spetsberg),1
Spitsbergen (Spetsbergen),4
Spitsbergen (Spetsbergenses Insulas),1
Spitsbergen (Spetsbergenses),9
Spitsbergen (Spitzbergen),9
Spitsbergen I.,2
Spitsbergen Island,6
Spitzbergen,121
Split Solitary Island,3
Spoon,19
Sporades,2
Spotted Island,6
Spratly,1
Spratly Island,3
Spratly Islands,1
Spring,1
Spruce,17
Spruce Cay,12
Spruce Island,156
Sptizbergen,1
Square Rock,6
Squaw,37
Squaw Island,23
Squaxin,1
Squire Island,3
Squirrel Island,5
Sri Lanka,4255
Sri Lanka Id.,10
Sri Lnaka,1
Srirangam,1
St Agnes,271
St Aignan,8
St Barthelemy,420
St Bees Island,1
St Brandon's Atoll,28
St Catherine's Island,1
St Christopher,7
St Christopher [= Saint Kitts],7
St Croix,5
St David's Island,1
