behavior,reps
remove fecal sac; depart,1
depart; perch; wipe bill; stick out tongue,1
build nest; fly; carry nest material,1
call; bathe; mechanical sound,1
carry nest material; fly; swim,1
preen; fly; hop; perch,1
call; depart; mate; Social context: family,1
AVES-105955,1
AVES-092333,1
AVES-105394,1
AVES-101099,1
AVES-025137,1
AVES-072149,1
AVES-094635,1
AVES-072288,1
AVES-091512,1
AVES-075680,1
AVES-071240,1
AVES-094843,1
AVES-103193,1
AVES-102356,1
AVES-070019,1
AVES-070017,1
AVES-103153,1
emit alarm; flush; fly; call,1
emit agonistic call; fly; flight sound; call,1
perch; forage; take flight; call; eat,1
call; mechanical sound; song; Social context: colony,1
call; mate; forage; establish parent young contact; Social context: family,1
bask; stretch,1
fly; mate,1
AVES-103319,1
eating green berries,1
Nest bldg.,1
Taken 15' from male call site,1
"taped ?, #10: 397-456",1
AVES-075290,1
AVES-071759,1
AVES-102017,1
AVES-100145,1
AVES-100154,1
AVES-103431,1
AVES-101442,1
In Streamside Vegetation,1
AVES-136529,1
AVES-102422,1
AVES-105603,1
AVES-094766,1
AVES-101515,1
AVES-071963,1
AVES-100788,1
AVES-100406,1
AVES-070049,1
AVES-074934,1
"Undergrowth Thicket, Out Of Sight Mostly",1
"Song taped #92 #2A,B, #4A. Mate of female yg/B.",1
heavy infestation of mites (Pellonyssus sp.),1
At suet,1
In Canopy At Forest Edge,1
Excited Movement In Reeds,1
Some W/ Second Non-Singing Chickadee,1
Wing Flapping - Being Hand-Held,1
In Response To Playback Of 3 & 4 Note Songs,1
foraging 20-50' Up In Dense Pines,1
Foraging In Roadside Woodland,1
"Two Individuals, 4' Apart, Only One Singing",1
forage; arrive; advertise; call; song,1
Imm. Birds Perched On Bow Of Ship,1
about 500 pairs nesting,1
feeding on caterpillars,1
from a mixed flock in marsh,1
AVES-059456,1
AVES-072135,1
AVES-100130,1
AVES-105450,1
AVES-102767,1
AVES-075448,1
AVES-094750,1
fly; wing flaps; call,1
AVES-071182,1
AVES-071642,1
AVES-074660,1
AVES-102327,1
swim; fly; plunge dive,1
swim; call; perform visual display,1
yawn; call; perch,1
song; emit alert call,1
forage; preen; roost,1
fly; forage; capture prey; Social context: flock; surface dive,1
fight; fly; call,1
AVES-101062,1
advertise; flap,1
call; dusk song; song,1
call; perch; song; stretch; ruffle,1
fly; swim; flap; preen,1
Aggression/defense; fly; swim; call; mechanical sound; song,1
fly; stand; land; take flight,1
call; rest; walk,1
Social context: colony; perch; walk; beg,1
perch; walk; forage,1
carry nest material; fly; perch,1
forage; song; call; fly,1
AVES-103355,1
AVES-075546,1
AVES-091878,1
AVES-094367,1
AVES-094710,1
AVES-092313,1
fly; surface dive; call,1
song; establish parent young contact; beg; perform visual display,1
call; song; duet; mate; beg; Social context: family,1
eat; swim; forage; surface dive,1
perch; eat; jump; take flight,1
AVES-100083,1
take flight; fly; defecate; perch,1
land; fly; take flight; perch,1
perch; wipe bill; depart; song,1
emit alarm; hold food in bill; call,1
emit alarm; call; flush; fly,1
swim; perform visual display; bathe,1
preen; take flight; perch; call; land,1
care for young; beg; Stand/Perch,1
call; fly; flight song; song,1
perch; Social context: flock; eat,1
forage; walk; eat; capture prey,1
AVES-074979,1
AVES-100234,1
AVES-100221,1
AVES-101881,1
AVES-136490,1
AVES-071864,1
AVES-100990,1
AVES-102704,1
AVES-136250,1
AVES-105910,1
AVES-072387,1
AVES-101218,1
AVES-071690,1
AVES-075587,1
AVES-075586,1
AVES-105327,1
AVES-105355,1
AVES-081718,1
AVES-093035,1
AVES-059612,1
AVES-103338,1
AVES-074870,1
AVES-070100,1
AVES-100721,1
AVES-103232,1
AVES-102703,1
AVES-072655,1
AVES-103186,1
AVES-094376,1
AVES-094297,1
AVES-094860,1
AVES-075064,1
AVES-105371,1
AVES-074493,1
AVES-103581,1
AVES-075667,1
AVES-059662,1
AVES-065598,1
AVES-054988,1
advertise; vocalize; mechanical sound,1
swim; forage; swim,1
eat; forage; swim; surface dive; be displaced,1
preen; hop; perch; tail wag,1
yawn; lie,1
walk; forage; scratch; run,1
forage; cling; scratch,1
wipe bill; forage; eat; perch; take flight,1
AVES-102762,1
Cloud Forest Undergrowth,1
Part Of Morning Calling Session That Began @ 09:45,1
At Least 2 Pair & Several Other Individuals Preses,1
from a small mixed flock,1
with 5 others at death,1
colony of 40 pairs,1
"singing singing in a most unusual song, not even suggestive of a Savannah Sparrow",1
"netted at site of a blue male mimic of L. rubricata, but within 100m of green male mimic of L. rufipicta.",1
AVES-102119,1
AVES-054964,1
AVES-136362,1
forage; stand; preen,1
AVES-094089,1
AVES-103574,1
AVES-094317,1
AVES-102399,1
AVES-081670,1
AVES-075563,1
AVES-102062,1
AVES-105984,1
AVES-136470,1
AVES-071770,1
AVES-059477,1
in a colony of ca 100 nests,1
from brood of young taken with parents,1
reared by Lonchura striata in 1995.,1
DDT Tremors,1
tape N3B: 048-070,1
AVES-092236,1
AVES-074653,1
AVES-105662,1
AVES-054898,1
AVES-093125,1
AVES-100375,1
Flock Flying At 300 Yards,1
AVES-072229,1
AVES-103589,1
AVES-074204,1
AVES-100584,1
AVES-094884,1
AVES-071769,1
AVES-074151,1
AVES-105999,1
AVES-074340,1
AVES-074748,1
AVES-074676,1
Male Chasing Female Singing In Flight,1
beg; swallow; feed young,1
call; fly; perch; feed young,1
arrive; depart; feed young; carry food in bill,1
emit alarm; duet,1
call; song; duet; advertise; Social context: troop,1
call; song; depart; flush; advertise; perform visual display,1
run; forage; fly; call,1
responded to calls of captured juvenile A134,1
Pair Around Nest - Dive-Bombed Recordist,1
Some Response  By Female In Background,1
Singing In Roadside Tangle; 1St Segment Spontaneou,1
AVES-101923,1
Perched In Dense Thicket In Tree,1
"Calling 1.5 M Above Ground, Light Woodland",1
Fly-By,1
Being Removed From Nets,1
Bird In Foreground + Second In Background,1
Courting And Nesting,1
Buteo Flies Overhead,1
Perched 1/2 Way Up In Ponderosa,1
Group Cw 10 About 50 M. Apart,1
Group Cw 4,1
In Small Tree,1
probe; peck; walk; forage,1
rest; vocalize; lek,1
call; court; forage; establish flock contact,1
song; mob; emit alarm,1
call; mechanical sound; flush; fly; emit alarm,1
carry food in bill; sit on nest; brood; feed young,1
song; call; take flight,1
walk; perform courtship display; forage; displace,1
"mother bv/o10, father bp/B. roof #3 senegala nest 00#66, raised 3088a gbr00#11",1
Perched On Chain-Link Fence Near Pond In Marsh,1
"Responding To Playback 20 Min. After, Another Pair",1
depart; copulate; perch; solicit copulation; carry nest material,1
Cottonwood Tree,1
begging from male DB-R/S,1
Mixed Family Groups,1
sitting in a tree,1
Bird Perched 8-9' Up; Lateral Tail Shivering Behav,1
15' Up In Oak,1
65' Up In A Larch,1
Not Seen (In Grass),1
Sailing About,1
"Group Cw1, Mature Territorial Male From Cw 14 Grou",1
"He 6 Group, Atypical Female",1
song; call; subsong; build nest,1
AVES-101117,1
AVES-074658,1
AVES-070130,1
AVES-094115,1
AVES-072813,1
AVES-100849,1
AVES-074517,1
AVES-054992,1
stand; walk; run; call,1
perch; tail wag; wipe bill,1
song; perch; preen; scratch; ruffle; defecate,1
"In Captivity, picked up and held in hand",1
call; song; establish parent young contact; beg; forage; perform visual display,1
call; fly; perch; wing flaps,1
call; arrive; mate; Social context: colony; Social context: mixed,1
forage; fly; call; mechanical sound; bill drumming,1
attack; displace; emit agonistic call,1
eat; forage; surface dive; swim,1
probe; wade; forage; eat; peck,1
swim; take flight; walk,1
emit alarm; perform visual display; call,1
perform courtship display; perch; hop,1
perch; stretch; defecate; ruffle; take flight,1
AVES-105862,1
AVES-074535,1
AVES-101239,1
AVES-105319,1
AVES-074147,1
AVES-094069,1
AVES-074684,1
AVES-101221,1
AVES-074667,1
AVES-101823,1
AVES-101411,1
AVES-136301,1
AVES-072015,1
mechanical sound; bill drumming; scold,1
stand; rest; Social context: herd,1
song; duet; mate; forage,1
subsong; duet; advertise,1
swim; dabble; surface dive,1
advertise; vocalize,1
chew; eat; forage; peck,1
wing flaps; forage; walk,1
eat; fly; call,1
carry nest material; swim,1
call; song; mechanical sound; forage; fly; duet,1
AVES-103387,1
Collected with LLL 150 in mid-height viney tangle,1
from 22 young in mixed flock,1
bird sailed around and called,1
from a large flock of semi-feral geese,1
leaving a Goat's back,1
snout beetle in bill,1
veing fed by adults,1
on territory with female,1
AVES-102251,1
AVES-092424,1
AVES-059429,1
AVES-103150,1
AVES-136304,1
AVES-103464,1
AVES-100659,1
AVES-071627,1
AVES-101490,1
AVES-074174,1
AVES-103262,1
AVES-102296,1
AVES-054724,1
AVES-075729,1
fly; capture prey; Social context: flock,1
AVES-102154,1
AVES-105884,1
AVES-092266,1
AVES-094505,1
AVES-071783,1
AVES-091898,1
AVES-101797,1
AVES-102449,1
AVES-103458,1
AVES-075532,1
AVES-094676,1
AVES-094180,1
swim; land; take flight,1
call; flight sound; mechanical sound; fly,1
Aggression/defense; watch; perch,1
call; song; counter singing; mate; scold; fly,1
call; song; lek; fight,1
hop; wing flash,1
Social context: flock; call; fly,1
take flight; forage; perch; eat,1
beg; feed young; stand; take flight; walk; eat,1
perch; hop; forage; stand,1
hop; perform courtship display; perch; lek,1
AVES-074461,1
"1 of a pair with 5 eggs, incubation just begun",1
"was replacement male of RBP A61. Song taped, mimics L. senegala, tape #30A",1
AVES-075379,1
AVES-072072,1
AVES-075340,1
AVES-094385,1
AVES-101541,1
AVES-136488,1
AVES-074007,1
AVES-081675,1
AVES-074456,1
depart; carry nest material; arrive,1
AVES-074467,1
AVES-100370,1
AVES-075311,1
AVES-094777,1
AVES-136591,1
AVES-094912,1
AVES-054669,1
AVES-059591,1
AVES-094411,1
AVES-075443,1
AVES-103473,1
Calling & Then Feeding,1
Perched In Lakeside Tree,1
light coloured adult present,1
Was carrying sticks into a nest hole on cliff,1
feeding on ground in flock of 6.,1
tape 1968: 25B: 246-490,1
AVES-094625,1
AVES-100151,1
AVES-074238,1
AVES-071188,1
AVES-100691,1
Foraging In Low Trees In Hammock Overhead,1
AVES-074466,1
AVES-105797,1
AVES-105477,1
AVES-094920,1
AVES-072368,1
AVES-094543,1
AVES-103187,1
AVES-072607,1
AVES-074307,1
AVES-102786,1
AVES-068441,1
Group Sy 1,1
perch; displace; be displaced; take flight,1
song; call; duet; duet,1
fly; excavate cavity,1
advertise; call; establish flock contact; beg,1
call; song; counter singing; whisper,1
chew; forage; hop,1
Songs taped 90#4 cassette,1
"bred several times, tape 1991 #72A: 0-450",1
Accompany Female Also Carry Nest Material,1
In Wet Forest In A Low Bush,1
"Males On Lek, Not Seen",1
perch; Social context: flock; roost,1
Flight And Perched Songs From Same Male.,1
On Jetty Calling From Pipe Where They Are Nesting,1
Song - Spontaneous & After Playback,1
"In Top Of Eucalypt, Then Flying Across Another Euc",1
Response To Own Song,1
Calling From Trees To Near Ground,1
"Already Fledged, Moves Around A Lot Without Showin",1
"Held In Hand, (Found (Injured?)",1
Seems To Be On Territory,1
Feeding In Pine,1
take flight; hop; forage; walk; stretch; wipe bill,1
Pair In Courtship,1
Breeding Pair At Nest,1
21 oat grains in cheekpouches,1
call; song; duet; advertise; forage; Social context: family,1
mechanical sound; song; dawn song; bill drumming,1
call; mate; incubate; emit alarm; perform visual display,1
forage; hop; flap,1
mate; solicit copulation; call,1
flock; call; forage; fly,1
call; mechanical sound; song; bill drumming; scold,1
Aggression/defense; bill snap; call,1
"Still, In Top Of Stream Side Alder, 45' Up",1
mechanical sound; Social context: troop,1
crossing road 30 yards from railroad tracks at Levy,1
AVES-072246,1
AVES-101721,1
AVES-100499,1
AVES-072439,1
AVES-025149,1
AVES-074630,1
AVES-136336,1
AVES-102394,1
AVES-091913,1
Foraging High In Canopy,1
"singing: imitates song of Lagnosticta rhodopariea jamesoni, song tape #11A",1
tape 1977 #1A/captive,1
"Feeding In Grassy Fields, Then Several Flocks In G",1
In A Nesting Colony In Eucalyptus Trees,1
"Pair Near Nest, Building Nest",1
Patrolling About Willow-Grown Territory; Response,1
Wild Bird Comes To Visit Captured Bird,1
"In Tree, 25-30' Up",1
Dead Pine Tree,1
Tick & Twitter As Northern Harrier Approaches,1
"High In Canopy, 1 Bird Apparently",1
AVES-072305,1
"Foraging, Spontaneous & In Response to Playback",1
"Ca 4 Birds Flying By, 2 Or 3 Males Chasing 1 Femal",1
4-6 Birds,1
Flock Of 10-15 Birds Perched In Tree & Flying Abou,1
Foraging Near Ground,1
On Tape; Some In Response To Playback,1
Responded To Playback Of Seep Notes,1
"While Foraging, 2 Individuals",1
Calling From Clearing In The Forest,1
"Flying Around In Large Circles, Going To Roost?",1
Lurking In Thicket,1
AVES-075821,1
AVES-094357,1
AVES-101555,1
AVES-071913,1
take flight; plunge dive; fly; land; forage; swim,1
call; perform visual display; swim,1
On River,1
Flying In Circles,1
"All One Individual, Not a Continuous Recording",1
Perched In Tree At Dusk; Another Raven Gave Same C,1
2 Individuals Interacting [Male & Female?],1
AVES-071919,1
Picking At Vegetation Around Lake,1
"Sexual Chase Of Pair, Courtship Ritual High InPine",1
Small Group Of 6-7 Birds,1
"""Near 3 Or 4 Fledglings, Bobbing & Tailflicking; """"N""",1
Seems To Be In Flight,1
Perched2/3 Up 30' Ponderosa Pine,1
Recordist Walks Towards Owl,1
"5 Individuals Calling Back & Forth, On Desert Floo",1
1 of 2 with 200 Herring Gulls,1
being fed by Song Sparrow,1
young had just fledged,1
AVES-105917,1
AVES-100191,1
AVES-094942,1
AVES-136364,1
AVES-074163,1
AVES-103195,1
AVES-074072,1
AVES-101504,1
AVES-102003,1
AVES-094807,1
AVES-072511,1
AVES-074032,1
song tape 1995 #4,1
AVES-091524,1
AVES-074043,1
AVES-074707,1
AVES-092530,1
AVES-102156,1
AVES-105867,1
AVES-136451,1
AVES-074668,1
AVES-072100,1
AVES-074874,1
Female & Male Countercalling & At Least A 3Rd Bird,1
Possibly Responding To Recording Of Long-Tailed Po,1
From Very High In Air,1
Counter-Calling,1
Loose Group,1
On Lawn,1
"""""""Hermit Thrush Donnybrook"""" W/Thrush Of Previous Cu""",1
At Possible Future Nest Hole,1
"Working On Nest Cavity, Also Responded to Playback",1
"Bird Sitting On 75' Douglas Fir, About Halfway Up",1
"30' Away, 20' Up",1
One Individual Overhead,1
Chorus With C. Minimus And C. Ustulatus,1
"Singing, Upright Posture On Stub, Also Hops Around",1
5 Individuals Landed In Dead Snag,1
"Presumably Male (Seen In Direction Of Calls), But",1
collected with pair,1
1 bird seen would not leave nest until fired at with rifle and shorgun,1
in a field,1
being fed by male,1
One of 2 caught as they fluttered from nest containing a 3rd and a rotten egg.,1
"song mimics Hypagus, tape 24A: 328-470",1
AVES-071106,1
AVES-071179,1
fly; mate; incubate,1
rest; lie; sleep,1
vocalize; yawn,1
beg; carry food in bill; call,1
call; contact; song,1
20-Hz doublets,1
scratch; forage; fly,1
eat; depart; perch,1
carry food in bill; call; emit alarm,1
call; incubate; Social context: colony,1
mechanical sound; song; bill drumming; perform visual display,1
call; arrive; establish flock contact; fly,1
AVES-071164,1
call; advertise; mate; fight; perform visual display,1
fight; preen,1
care for young; walk,1
"tape 1993, 1994, 1996, 1999, #3A: 0-146, #3B, #4A, #4B, fostered by Lanchara striata",1
Probably Stimulated Into Calling By  Tape Playback,1
"Near Ground, Then Up",1
Disturbed From Eucalypt On Stream Bed,1
3 Birds About 15 M Up In Eucalypt,1
"2 Birds, Foraging",1
Males On Lek,1
fly; call; take flight; perch,1
AVES-102614,1
advertise; call; chirps,1
Aggression/defense; emit alarm; duet; song,1
emit agonistic call; emit alarm; call; mechanical sound; perch,1
cling; perch,1
bask; swim,1
fly; depart; jump,1
preen; swim; bathe,1
be displaced; carry food in bill; stand,1
flycatch; forage; perch,1
stand; walk; run,1
AVES-072790,1
sit on nest; beg,1
walk; fight,1
tail wag,1
allopreen; perform visual display; sit on nest,1
threaten; preen,1
song; establish parent young contact; forage,1
call; establish parent young contact; care for young; fly; emit alarm,1
mechanical sound; call; subsong; mate; court; perform visual display,1
call; duet; advertise; court,1
forage; taps; song; mechanical sound,1
perch; drink; take flight; land; stick out tongue,1
AVES-092371,1
AVES-025150,1
AVES-101775,1
AVES-136340,1
AVES-101317,1
AVES-074985,1
AVES-074402,1
AVES-103280,1
AVES-075456,1
AVES-065646,1
AVES-136277,1
AVES-025130,1
ca 48 nest in colony,1
AVES-094913,1
AVES-100315,1
AVES-092381,1
AVES-094909,1
AVES-075743,1
AVES-071777,1
AVES-092524,1
AVES-136515,1
AVES-136260,1
AVES-102448,1
call; mechanical sound; subsong,1
perch; perform courtship display; call; fly; depart,1
perch; fly; call; preen,1
hop; perch; perform courtship display,1
rest; slither,1
call; mechanical sound; depart; establish flock contact; fly,1
call; fly; depart; be displaced,1
swim; call; fly,1
forage; call; mechanical sound; song,1
hop; bathe; take flight,1
perch; lek; forage; hop,1
emit anal gas; squeaks,1
be displaced; displace; run; swim,1
call; mechanical sound; bill drumming; forage; beg; Social context: family,1
song; call; duet; advertise; mate,1
swim; call; preen; perform visual display,1
song tape 1999 #17A,1
tape 1973 #146A:055-136,1
An Adult Disturbed By Playback,1
"Lone Bird, Unseen",1
"In Thick Tangle, Walking/Hopping?",1
Flying Around & Perched In Palm Trees,1
Imitations Of Other Birds,1
Flushed Off Next With 7 Eggs At Edge Of Pool On Ma,1
AVES-072578,1
AVES-072551,1
AVES-101502,1
AVES-091960,1
AVES-101632,1
AVES-091849,1
AVES-074387,1
AVES-094769,1
AVES-072728,1
AVES-092526,1
AVES-074351,1
AVES-059380,1
Downy Young,1
AVES-093040,1
AVES-074663,1
AVES-101554,1
AVES-101155,1
AVES-071979,1
AVES-072394,1
AVES-094364,1
AVES-100853,1
AVES-074565,1
care for young; carry food in bill; exit nest cavity; feed young; take flight; beg,1
AVES-075353,1
AVES-075451,1
AVES-103200,1
AVES-071633,1
AVES-092243,1
AVES-100108,1
AVES-071790,1
AVES-059523,1
AVES-092361,1
AVES-105391,1
AVES-100391,1
AVES-100962,1
AVES-074845,1
AVES-074126,1
AVES-071764,1
AVES-072871,1
AVES-072490,1
AVES-101215,1
AVES-100865,1
AVES-092220,1
AVES-072340,1
AVES-075060,1
AVES-059554,1
AVES-101305,1
"responded to tape with other bird, but did not sing",1
Near Nest In Lime Tree,1
2 Birds Perched Near Top Of Telephone Pole,1
Duet; On Tape,1
Scolding Playback Apparently,1
2 Birds In Palm,1
"Flying In Large Circles, Probably Hunting",1
grass remains in stomach,1
with NHR 1371,1
"from clutch of 11 eggs, in house chimney",1
in nest with 2 young,1
with a flock of Vireo solitarius,1
AVES-105591,1
feeding in an apple tree,1
Shot while foraging in lakeshore cattail marsh.,1
Mimics song of A. subflava! tape 15/A&B,1
flew to song post of male purpurascens,1
"song tape recorded, mimics Lagnosticta rufopicta, G14: 209 and G13: 0-150",1
AVES-092076,1
AVES-075602,1
AVES-075623,1
AVES-103434,1
AVES-101351,1
perform visual display; swim; preen,1
AVES-092489,1
AVES-092360,1
AVES-094138,1
AVES-075059,1
AVES-105969,1
AVES-094659,1
fly; bill swipes; perch,1
perch; call; song; take flight,1
call; scratch; walk; yawn; bathe; fly; land; ruffle; preen; swim; stand,1
perch; jump; fly,1
beg; swim,1
AVES-065693,1
forage; erect crest; fly,1
song; fly; depart,1
take flight; stand; preen,1
perch; forage; hop; wipe bill,1
hop; forage; cling,1
sleep; perch; preen,1
hold food in bill; swim; surface dive; swallow,1
walk; preen; watch,1
preen; call; fly,1
perch; take flight; song; hop; forage; attack,1
perch; hop; preen; feed mate; take flight,1
AVES-091916,1
Annoyed At Being Near Nest,1
Migrants Flying North Overhead Along The Hudson,1
Srong Response to Playback,1
"Old Male, #1492",1
"at nest in Poplar, ca 7 ft from ground",1
song taped: mimics L. rubricata.,1
AVES-136489,1
AVES-100517,1
AVES-092722,1
AVES-101370,1
AVES-075636,1
preen; stretch; depart; fly; perform courtship display; perform courtship display,1
AVES-101958,1
AVES-094961,1
AVES-054873,1
AVES-074502,1
AVES-136235,1
AVES-102081,1
AVES-072769,1
AVES-074864,1
AVES-072765,1
AVES-102155,1
Ran around large boulder up on hillside.,1
Calling In Response To Imitation,1
"fledglings, 2 days out of the nest",1
3-4 Birds In Edge Of Clearing,1
In Open Shrub Habitat,1
with 15 others,1
bird sat close,1
eating Pheasant when trapped,1
carrying Crane flies,1
collected with parents,1
tape 8 May 1997 2B:494-710 (hover song with hover: 550); 3A:0-024,1
fed with singing male funerea,1
Perched In Thicket,1
AVES-105638,1
AVES-092726,1
AVES-075608,1
AVES-094650,1
AVES-136300,1
AVES-094044,1
AVES-070029,1
AVES-074252,1
AVES-075794,1
AVES-101522,1
AVES-074904,1
Perched In Low Shruby Tree In Penguin Colony,1
arrive; breach,1
call; flight song; mechanical sound,1
call; scold; fly; emit alarm; perform visual display,1
call; mechanical sound; advertise; establish parent young contact; court; care for young,1
forage; Social context: flock; displace; call,1
tape 1996 #054,1
Perched In Top Branch Of A Quillaja Saponaria; Per,1
Male Songs In Response To Playback,1
2 Birds Fighting Each Other Around Ant Swarm,1
On Going To Roost,1
In Deep Thicket,1
AVES-102177,1
"Male Territory Foraging, On Top of Douglas Fur",1
Small Flock In Light Woodland,1
Foraging In Tree Top,1
"Feeding Calls, Then Nest Defense",1
Alarm At Goshawk Sitting In Pine?,1
On Territory In Marsh,1
Chasing Titmouse,1
Forage In Shade Trees At Camp,1
Ca 1000 Cranes & 200 Canada Geese Standing At Edge,1
On Island,1
AVES-092395,1
feeding on Elderberries,1
adult sat very close,1
song taped 'feebeo',1
flew to male amauropteryx at male song post. was courted.,1
AVES-092847,1
AVES-102185,1
AVES-059428,1
AVES-094108,1
AVES-105677,1
AVES-094254,1
AVES-100897,1
had nest with 5 young,1
AVES-074330,1
AVES-025157,1
AVES-102207,1
AVES-103368,1
AVES-103243,1
AVES-094900,1
AVES-091661,1
AVES-106000,1
AVES-071778,1
AVES-074397,1
AVES-101219,1
"From Rock, Then Flyiing",1
perch; call; tail wag; take flight,1
sit on nest; flush; brood,1
displace; perform courtship display,1
preen; perform visual display; swim,1
Hidden,1
In General Vicinity Of Their Nest,1
"Pair, One Carrying Nesting Materials",1
"Skulking, Unseen In Dense Rushes",1
Perched In Low Acacia,1
Pine Woods At Roadside Ca 30' Up,1
Subadult Birds In Marsh,1
AVES-100282,1
Female W/ Just Hatched Young,1
"Perched In Bare Tree Above Cattails, Throws Head B",1
"Perched, Then Dashing About For Insects",1
Perched 10' Up In Understory,1
Adult With Fledgling G/Bk,1
"Group Cw 6-81, The 2 Females Are 50 M Up In A Dipt",1
"Two Birds, Apparently A Pair",1
pair coming up river,1
"being fed by adult, from a brood of four flying young",1
from a group of 4,1
1 Of 5 Or 6 Present,1
swim; walk; brood; hatch; incubate; sit on nest,1
"song recorded & mimics Ortygospiza, tape N2A: 050-140",1
Mid Level Of Forest,1
"Birds On Ground, Birds In Flight",1
Feeding and moving in and out of nest cavity,1
near nest box,1
"Display Dives, Notes On Tape",1
Flying Then Large Group Landing,1
Response To Human Imitation,1
Calling From Vine Tangle 4 M Up,1
Juveniles Being Fed By J.N. Layne,1
mechanical sound; counter singing; court; Social context: colony,1
"Male, Female,  & Fledgling Present",1
In Response To Real Strix Call & Jtm Imitated Whin,1
Response To Playback; Before Chase With Female,1
Perched In Pine 100' Up,1
2 Full Grown Juveniles,1
Singing In Reponse To Tape,1
Song Elicited By Prerecorded Tape,1
"Perched, Tail & Crest Movements, Description On Ta",1
"2 Males  In Top Of Acacia , Callling Back & Forth",1
collected with DSC 57,1
parent of several large young,1
brood; carry food in bill,1
AVES-075422,1
AVES-101124,1
AVES-074055,1
AVES-105468,1
AVES-074283,1
AVES-102326,1
AVES-094787,1
AVES-075663,1
with Larus philadelphia,1
perch; hold food in bill; perform nest relief,1
call; mob; forage,1
forage; take flight; perch,1
call; song; court; perform visual display,1
eat; swallow; depart,1
perch; wipe bill; call; ruffle; song,1
forage; peck; perch,1
wipe bill; forage; call,1
fly; wing flaps; song; mechanical sound,1
perform visual display; tail flash; call; perch,1
call; emit alarm; emit alert call; scold; carry food in bill,1
call; mob; emit alarm; establish flock contact; perform visual display,1
call; counter singing; fly,1
Chorus + Single frog,1
call; song; advertise; perform nest relief; care for young; emit alarm,1
call; Aggression/defense; fly,1
plunge dive; walk,1
displace; run; bathe,1
walk; lie,1
Single Individual At Base Of Yucca,1
on hillside,1
1 Bird Low In Canopy,1
"Near Observer, High In Casurina",1
15 Min. After Playback,1
Calling Bird Chased Another,1
call; mechanical sound; song; depart; advertise,1
Family Of Owls At Boat Dock Area,1
"1 Female, 2 Males, Males Call Between Them",1
"In Mango Tree, Annoyance",1
2 Birds In Song Bout?,1
"1 Male Lower M Of Foliage, Dense Tangle",1
"Samburu Tribe Village, All Line Up To Greet Visito",1
Taken from mixed species flock,1
flying 0.5 mi from shore,1
1 of 4 being fed by adult,1
song; lek; perform courtship display,1
hop; fly; mob,1
fly; wipe bill,1
AVES-075825,1
AVES-101557,1
AVES-075647,1
AVES-075522,1
AVES-074509,1
court; advertise,1
walk; forage; stretch,1
walk; forage; preen; peck; bob,1
walk; Social context: flock,1
song; dusk song; mate; advertise,1
incubate; sit on nest; yawn,1
swim; forage; fly; preen,1
walk; fly; call; preen,1
perch; pant; Social context: colony,1
land; swim; fly,1
call; perch; stretch; depart,1
call; mate; forage; roost,1
preen; perch; incubate,1
duet; song; advertise,1
song; fly; perform visual display; flight song,1
song; court; lek; perform visual display,1
call; advertise; scold; perform visual display,1
AVES-093908,1
AVES-094877,1
AVES-072680,1
AVES-071251,1
AVES-074134,1
AVES-072173,1
AVES-103359,1
AVES-074791,1
AVES-103185,1
AVES-102300,1
AVES-074305,1
AVES-071891,1
AVES-100781,1
AVES-102232,1
AVES-102794,1
AVES-094004,1
AVES-105890,1
AVES-136268,1
AVES-075102,1
AVES-101839,1
AVES-101403,1
AVES-059668,1
AVES-094362,1
AVES-072534,1
AVES-071987,1
perform visual display; wing flash; perch; take flight,1
Aggression/defense; fly; advertise; contact; song,1
beg; feed young; peeps,1
fly; forage; call; mechanical sound,1
Reproduction; preen; vocalize; song; perform courtship display,1
call; mechanical sound; song; advertise; mate; establish parent young contact; forage,1
mechanical sound; lek; advertise; court; perform visual display,1
mechanical sound; song; emit alarm,1
with 527 P. De B.,1
AVES-075118,1
AVES-074429,1
feeding with adult male macroura.,1
AVES-101763,1
AVES-102216,1
AVES-094986,1
AVES-102284,1
AVES-102423,1
AVES-103466,1
AVES-092400,1
AVES-074247,1
AVES-092290,1
AVES-103329,1
mimicked song of L. rubricata,1
"Male Loudest In The Roadside Pond, Calling Hidden",1
10' Away Carrying Larvae In Bill - To Feed Young?,1
Flock Of Ca 150 Birds Present,1
Imm. In Nest,1
Responded Strongly To Playback,1
"Taken from nest hole with FHS 1 and FHS 3, kept captive overnight.",1
feeding on a dead deer,1
"nest in hole in telegraph pole, 5 ft high",1
1 of a flock of 8 or 9,1
with mate eating Laurel blossoms,1
at nest in sand bank of river,1
Perched High In Ponderosa,1
Feeding with other firefinches on chicken feed inside chicken coup.,1
"flew to male amauropteryx call tree, male not present",1
flock of 3 juveniles,1
crossing road; Dead on road,1
AVES-094617,1
AVES-072322,1
AVES-094269,1
AVES-102753,1
AVES-102197,1
AVES-103318,1
AVES-071231,1
mechanical sound; depart; arrive; perform visual display,1
advertise; preen; mechanical sound; perch; depart,1
call; court; lek,1
mechanical sound; call; bill drumming; mate; forage,1
call; mechanical sound; song; advertise; establish parent young contact; Social context: family,1
call; mechanical sound; incubate; Social context: colony,1
rest; swim; Social context: flock,1
arrive; rest,1
feed young; sit on nest; call,1
eat; take flight; stand,1
call; establish flock contact; song; advertise,1
call; mechanical sound; dawn song; fight; perform visual display,1
AVES-100892,1
wing flaps; depart; fly; mechanical sound; song; perch,1
